date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.03.22,-81.00000000001995,-56.99999999999594,-99.00000000000463,-66.99999999999484,-24.000000000001798,-314.00000000000716,-60.00000000000449,-114.00000000000298,-85.00000000000173,-365.0000000000091,-167.00000000000603,-284.00000000002024,-150.99999999999002,-120.00000000000898,-127.99999999999478,-224.00000000000375,-230.00000000000398,-251.99999999999534,-127.99999999999478,,-2950.000000000061
2021.03.22,-98.0000000000203,-69.9999999999923,-106.00000000000608,-111.99999999998988,-31.999999999987594,-370.00000000000455,-63.99999999999739,-121.99999999999989,-116.00000000000499,-437.9999999999882,-146.00000000000168,-332.00000000002206,21.00000000000435,-104.99999999999955,-93.00000000000975,-271.0000000000008,-270.00000000001023,-299.99999999999716,-135.99999999999167,,-3160.00000000002
2021.03.22,-81.00000000001995,-90.99999999999665,-131.99999999999878,-119.99999999999788,-80.99999999999774,-301.00000000000193,-111.00000000000554,-172.00000000000549,-155.00000000000514,-385.9999999999957,-185.00000000001293,-331.0000000000173,3.0000000000196536,-130.99999999999224,-126.0000000000039,-280.9999999999917,-287.00000000000614,-319.0000000000026,-130.99999999999224,,-3418.000000000025
2021.03.22,-51.000000000001044,-80.00000000001339,-122.99999999999534,-119.99999999999788,-87.99999999999919,-309.0000000000117,-129.00000000000134,-175.99999999999838,-165.9999999999995,-359.00000000000887,-180.0000000000024,-336.00000000001273,-19.999999999997797,-123.00000000000644,-110.99999999999443,-295.0000000000017,-289.0000000000015,-323.99999999999807,-120.99999999999334,,-3400.000000000035
2021.03.22,-82.00000000000429,-93.99999999999409,-178.99999999999582,-175.99999999999838,-73.99999999999629,-288.0000000000109,-124.99999999999733,-201.00000000000674,-195.00000000000074,-316.0000000000025,-263.00000000001324,-296.0000000000207,-19.999999999997797,-204.99999999998852,-211.00000000000563,-275.99999999999625,-311.00000000000705,-350.9999999999991,-186.99999999999272,,-3850.000000000028
2021.03.22,-11.00000000000545,-83.00000000001084,-126.99999999999933,-140.99999999999113,-73.99999999999629,-292.0000000000016,-112.99999999999643,-165.00000000000404,-173.00000000000094,-298.0000000000018,-224.000000000002,-329.00000000000773,-12.999999999996348,-119.00000000000244,-137.00000000000932,-287.9999999999967,-278.0000000000058,-334.0000000000032,-118.99999999999133,,-3318.0000000000227
2021.03.22,54.99999999998284,-69.00000000000794,-58.99999999999794,-76.99999999999375,-78.99999999998464,-270.00000000001023,-126.99999999999933,-121.99999999999989,-133.00000000000534,-243.99999999999977,-161.00000000001114,-310.0000000000023,-15.999999999993797,-21.00000000000435,-25.999999999992696,-271.99999999999136,-210.99999999999852,-272.00000000000557,-47.9999999999925,,-2462.000000000008
2021.03.22,75.99999999998718,-78.00000000000028,-21.999999999999797,-37.99999999999359,-99.99999999998899,-274.0000000000009,-124.99999999999733,-77.00000000000485,-102.99999999999754,-227.00000000000387,-101.00000000001774,-331.0000000000173,-17.999999999984695,49.00000000001015,48.99999999998794,-283.9999999999918,-173.00000000000182,-245.00000000000455,4.000000000004,,-2018.0000000000157
2021.03.22,13.999999999980695,-123.00000000000644,-68.99999999999685,-90.99999999999665,-68.00000000000139,-262.00000000000045,-121.99999999999989,-92.99999999999864,-109.99999999999899,-187.99999999998818,-114.99999999999844,-286.00000000000136,-48.99999999998794,21.00000000000435,-15.00000000000945,-269.999999999996,-168.00000000000637,-240.99999999999966,-17.000000000000348,,-2252.0000000000023
2021.03.22,3.999999999981796,-171.99999999999437,-61.999999999995396,-81.9999999999932,-58.99999999998684,-271.0000000000008,-133.00000000000534,-90.0000000000012,-106.00000000000608,-219.99999999999886,-113.00000000000753,-281.0000000000059,-57.99999999998029,15.00000000000945,-5.000000000010552,-286.00000000000136,-178.00000000001148,-239.99999999999488,6.0000000000060005,,-2330.999999999997
