date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.03.22,-62.000000000006494,-5.000000000010552,-72.0000000000054,-59.99999999999339,-2.999999999997449,-314.00000000000716,-31.999999999998696,-90.0000000000012,-68.99999999999685,-360.99999999999,-24.000000000001798,-284.00000000002024,62.000000000006494,-58.000000000002494,1.999999999990898,-218.9999999999941,-228.00000000000864,-250.0,-109.99999999999899,,-2177.0000000000364
2021.03.22,-18.0000000000069,5.999999999994898,-53.00000000000304,-65.99999999999939,-29.999999999996696,-263.00000000000523,-58.000000000002494,-99.00000000000463,-109.99999999999899,-301.9999999999925,-42.0000000000087,-263.00000000000523,66.00000000001049,-35.00000000000725,-31.000000000003247,-209.99999999999375,-203.00000000000296,-254.0000000000049,-97.9999999999981,,-2063.0000000000286
2021.03.22,-44.0000000000218,-76.0000000000094,-121.99999999999989,-109.99999999999899,-54.99999999998284,-286.00000000000136,-102.99999999999754,-162.0000000000066,-146.00000000000168,-350.9999999999991,-164.00000000000858,-322.00000000000273,17.000000000000348,-116.00000000000499,-79.99999999999119,-278.99999999999636,-287.00000000000614,-314.00000000000716,-119.99999999999788,,-3120.000000000034
2021.03.22,36.999999999998145,-18.0000000000069,-58.000000000002494,-66.99999999999484,-51.99999999998539,-232.00000000001353,-90.99999999999665,-126.0000000000039,-124.00000000000189,-230.99999999999454,-116.00000000000499,-248.00000000001887,25.00000000000835,-55.000000000005045,-43.999999999999595,-221.9999999999942,-201.99999999999818,-253.0000000000001,-81.9999999999932,,-2159.0000000000077
2021.03.22,2.999999999997449,-73.00000000001194,-117.99999999999588,-127.99999999999478,-60.99999999999994,-259.00000000000034,-109.00000000000354,-162.0000000000066,-168.99999999999693,-271.99999999999136,-211.00000000000563,-292.0000000000016,7.0000000000014495,-119.00000000000244,-134.99999999999625,-265.00000000000057,-266.00000000000534,-320.0000000000074,-111.99999999998988,,-3061.000000000012
2021.03.22,79.99999999999119,-32.0000000000098,-36.999999999998145,-57.99999999999139,-60.99999999999994,-267.0000000000101,-95.99999999999609,-102.00000000000209,-114.00000000000298,-234.00000000000887,-119.00000000000244,-306.0000000000116,30.0000000000189,8.999999999992347,1.999999999990898,-257.99999999999557,-203.00000000000296,-263.00000000000523,-45.99999999999049,,-2075.0000000000346
2021.03.22,168.99999999999693,60.99999999999994,99.00000000000463,48.000000000003595,-46.999999999997044,-165.00000000000625,-77.00000000000485,-7.0000000000014495,-48.000000000003595,-70.99999999999795,83.9999999999952,-172.00000000002547,50.0000000000167,195.00000000001182,146.00000000000168,-158.00000000000125,-17.000000000010118,-117.00000000000443,57.00000000000705,,29.999999999985107
2021.03.22,105.99999999998388,-59.99999999999339,-12.000000000000899,-25.999999999992696,-47.99999999998139,-253.0000000000001,-109.99999999999899,-72.0000000000054,-80.00000000000229,-173.00000000000182,-94.00000000001629,-271.000000000015,-14.999999999987246,56.000000000011596,62.99999999999084,-262.00000000000045,-157.0000000000107,-213.99999999999864,11.00000000000545,,-1611.0000000000134
2021.03.22,45.99999999999049,-109.00000000000354,-33.000000000005244,-56.99999999999594,-35.999999999991594,-239.00000000000432,-116.00000000000499,-72.0000000000054,-89.00000000000574,-179.00000000000205,-66.00000000001049,-247.0000000000141,-41.99999999998649,42.0000000000087,26.999999999999247,-259.00000000000034,-147.00000000000557,-216.99999999999875,19.00000000000235,,-1774.0000000000337
2021.03.22,5.999999999994898,-168.0000000000126,-48.000000000003595,-65.99999999999939,-49.99999999999449,-215.0000000000034,-121.99999999999989,-58.99999999999794,-73.00000000000084,-133.99999999998613,-51.000000000001044,-229.00000000001342,-37.99999999998249,83.00000000001084,89.99999999999008,-247.99999999999045,-115.0000000000091,-180.99999999999739,43.00000000000415,,-1574.9999999999923
2021.03.22,-81.00000000001995,-191.00000000000784,-114.00000000000298,-115.99999999999389,-38.99999999998904,-202.0000000000124,-97.9999999999981,-85.99999999999719,-87.99999999999919,-138.00000000000523,-85.00000000000173,-201.00000000002183,-10.999999999983245,12.000000000012001,29.999999999996696,-210.99999999999852,-134.00000000000034,-188.0000000000024,-19.999999999997797,,-1961.0000000000232
2021.03.22,-29.00000000001235,-195.9999999999962,-92.99999999999864,-86.99999999999264,-58.000000000002494,-223.0000000000132,-133.00000000000534,-90.99999999999665,-84.0000000000063,-157.0000000000107,-109.00000000000354,-243.99999999999977,-46.999999999997044,31.000000000003247,69.00000000000794,-265.99999999999113,-155.00000000000114,-198.0000000000075,13.00000000000745,,-2057.0000000000164
2021.03.22,-135.00000000001845,-280.0000000000136,-143.9999999999997,-135.99999999999167,-72.99999999998974,-240.99999999999966,-175.99999999999838,-133.00000000000534,-124.00000000000189,-288.0000000000109,-93.00000000000975,-288.0000000000109,-107.99999999999699,-42.999999999993044,-1.0000000000065512,-328.9999999999935,-221.00000000000364,-257.99999999999557,15.00000000000945,,-3056.0000000000296
