names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDCAD', 'EURCAD', 'NZDUSD', 'USDCHF', 'AUDCAD', 'CADCHF', 'AUDNZD']",100.0,-0.62,B
GBPUSD,15,"['EURGBP', 'EURCHF', 'CADCHF', 'EURCAD', 'AUDCHF']",100.0,-0.1,B
EURUSD,15,"['EURGBP', 'EURCHF', 'CADCHF', 'EURCAD', 'AUDCHF']",100.0,0.08,S
USDJPY,50,"['AUDCAD', 'AUDUSD', 'NZDUSD']",100.0,-0.7815714285714286,B
USDCAD,10,['EURNZD'],80.0,0.6959285714285715,S
AUDUSD,50,"['NZDCHF', 'USDCAD', 'EURAUD', 'AUDJPY']",80.0,-0.34097619047619043,B
NZDUSD,10,['EURJPY'],100.0,-0.32814285714285724,B
GBPCHF,10,['GBPCHF'],100.0,1.0,S
EURCHF,30,"['AUDNZD', 'NZDCAD', 'NZDUSD', 'GBPJPY']",80.0,-0.11880952380952381,B
CHFJPY,10,"['USDCHF', 'NZDJPY', 'CHFJPY', 'NZDCAD', 'EURCHF']",100.0,0.44,S
CADCHF,10,"['USDJPY', 'CADJPY', 'EURAUD', 'EURCAD', 'AUDCAD', 'CADCHF']",100.0,-0.2,B
AUDCHF,10,"['USDCHF', 'CADCHF']",80.0,-0.6479365079365081,B
NZDCHF,10,['EURJPY'],100.0,-0.24400000000000002,B
EURGBP,10,"['AUDCHF', 'USDCAD', 'EURCHF']",100.0,0.86,S
GBPJPY,10,"['USDCHF', 'AUDCHF', 'EURCHF']",80.0,0.34,S
GBPCAD,15,"['EURGBP', 'EURCHF', 'CADCHF', 'EURCAD', 'AUDCHF']",100.0,-0.18,B
EURJPY,10,"['EURCHF', 'USDCHF', 'AUDCHF']",80.0,0.8,S
EURCAD,30,"['AUDCAD', 'EURCAD']",100.0,0.7577518037518038,S
EURNZD,15,"['CHFJPY', 'AUDUSD']",80.0,0.33349999999999996,S
AUDJPY,10,['EURCHF'],80.0,0.976,S
NZDJPY,10,"['USDCHF', 'NZDJPY', 'CHFJPY', 'NZDCAD', 'EURCHF']",100.0,0.58,S
AUDCAD,10,"['USDCAD', 'AUDCAD']",100.0,0.5918333333333333,S
NZDCAD,10,"['AUDCAD', 'EURCAD', 'NZDCAD']",80.0,1.0,S
AUDNZD,10,"['AUDUSD', 'EURJPY']",80.0,-0.39911904761904765,B
