date,USDJPY,USDCAD,EURCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,CADJPY,NZDJPY,NZDCAD,empty,sum
2021.05.24,-22.00000000000557,-94.00000000001629,-58.000000000002494,0.0,-47.9999999999925,-446.0000000000131,-60.000000000002274,-103.9999999999992,-186.00000000000705,-187.00000000000384,,-1205.0000000000423
2021.05.24,-15.000000000000568,-85.00000000000173,-45.99999999999049,90.0000000000012,2.000000000002,-364.00000000000875,-40.99999999999682,-93.99999999999409,-112.99999999999955,-55.000000000005045,,-720.9999999999939
2021.05.24,7.999999999995566,-78.00000000000028,21.00000000000435,119.99999999999788,33.000000000005244,-449.0000000000105,-85.00000000000796,-118.99999999999977,-132.000000000005,-131.00000000000333,,-812.0000000000238
2021.05.24,47.99999999998761,59.99999999999339,8.000000000008,145.00000000000622,136.00000000000279,-424.00000000000216,-118.99999999999977,-102.99999999999443,-254.0000000000049,-261.0000000000001,,-764.0000000000034
2021.05.24,18.999999999991246,5.999999999994898,32.0000000000098,146.00000000000168,156.00000000000057,-419.0000000000138,-115.99999999998545,-112.99999999999955,-203.00000000000296,-216.0000000000051,,-708.0000000000086
2021.05.24,9.999999999990905,0.0,48.000000000003595,112.000000000001,163.00000000000205,-327.00000000001063,-120.00000000000455,-117.999999999995,-192.00000000000728,-173.00000000000094,,-597.0000000000208
2021.05.24,-10.000000000005116,-62.000000000006494,19.999999999997797,114.00000000000298,146.00000000000168,-356.00000000000074,-158.99999999999181,-165.99999999999682,-237.99999999999955,-175.99999999999838,,-886.9999999999965
2021.05.24,37.9999999999967,-15.00000000000945,21.999999999988695,121.00000000000443,153.99999999999858,-388.0000000000106,-165.99999999999682,-141.00000000000534,-169.00000000001114,-121.00000000000443,,-665.0000000000493
2021.05.24,27.999999999991587,3.999999999981796,8.999999999992347,36.0000000000027,148.99999999999915,-381.0000000000091,-171.99999999999704,-144.00000000000546,-164.00000000000148,-124.00000000000189,,-759.0000000000474
2021.05.24,25.99999999999625,-6.000000000017103,19.999999999997797,58.99999999999794,180.99999999999784,-351.99999999999676,-127.9999999999859,-121.99999999999989,-140.00000000000057,-119.00000000000244,,-581.0000000000128
2021.05.24,15.999999999991132,-7.0000000000014495,5.999999999994898,75.9999999999983,179.00000000000693,-341.99999999999784,-129.99999999999545,-118.99999999999977,-138.00000000000523,-107.99999999999699,,-567.0000000000055
2021.05.24,-17.000000000010118,24.999999999986144,-1.999999999990898,107.00000000000153,138.00000000000477,-423.0000000000178,-109.00000000000887,-102.00000000000387,-115.0000000000091,-133.00000000000534,,-631.0000000000535
2021.05.24,-46.00000000000648,24.000000000001798,19.999999999997797,117.99999999999588,126.0000000000039,-419.9999999999982,-26.999999999986812,-51.9999999999925,-78.00000000000296,-131.99999999999878,,-466.99999999998636
2021.05.24,-49.000000000006594,7.999999999985796,11.00000000000545,139.00000000000023,135.00000000000733,-344.00000000001097,-24.00000000000091,-64.99999999999773,-58.000000000006935,-84.0000000000063,,-331.00000000003064
2021.05.24,-67.00000000000728,7.0000000000014495,15.00000000000945,134.99999999999625,129.00000000000134,-402.9999999999978,-25.000000000005684,-51.00000000000193,-72.00000000000273,-109.99999999999899,,-442.0000000000059
2021.05.24,-77.00000000001239,24.000000000001798,-5.000000000010552,139.99999999999568,119.99999999999788,-419.0000000000138,12.000000000000455,-19.000000000005457,-61.00000000000705,-118.00000000000699,,-403.0000000000604
2021.05.24,-91.00000000000819,-31.000000000003247,-22.999999999995246,190.00000000000128,126.0000000000039,-412.9999999999967,-43.00000000000637,-60.000000000002274,-130.00000000000966,-158.0000000000026,,-633.0000000000191
2021.05.24,-121.99999999999989,-36.0000000000138,-28.999999999990145,211.00000000000563,134.0000000000008,-478.0000000000006,-38.99999999998727,-60.000000000002274,-125.0,-151.00000000000114,,-694.9999999999887
2021.05.24,-167.0000000000016,-21.00000000000435,-32.0000000000098,212.00000000000108,129.00000000000134,-485.0000000000021,-16.999999999995907,-1.9999999999953388,-84.00000000000318,-190.00000000000128,,-657.0000000000111
2021.05.24,-173.00000000000182,-51.000000000001044,-49.00000000001015,212.00000000000108,138.00000000000477,-434.000000000001,-22.999999999996135,-1.0000000000047748,-87.0000000000033,-172.00000000000549,,-640.0000000000178
2021.05.24,-195.0000000000074,-86.0000000000083,-120.00000000000898,182.99999999999983,141.99999999999767,-467.0000000000174,-31.999999999982265,-7.000000000005002,-133.00000000000978,-218.00000000000708,,-933.0000000000487
2021.05.24,-173.00000000000182,-104.99999999999955,-136.00000000000279,246.99999999999721,119.99999999999788,-502.00000000000244,-90.00000000000341,-55.999999999997385,-207.00000000000784,-246.99999999999721,,-1149.0000000000173
2021.05.24,-151.00000000001046,-82.00000000000429,-212.00000000001216,217.99999999999596,123.00000000000644,-519.0000000000028,-162.9999999999825,-46.999999999997044,-190.00000000001194,-253.0000000000032,,-1276.000000000022
2021.05.24,-114.00000000000432,-42.0000000000087,-243.99999999999977,131.00000000000333,218.00000000000708,-405.0000000000109,-276.9999999999868,-66.0000000000025,-161.00000000000136,-219.00000000000253,,-1179.0000000000066
2021.05.24,21.99999999999136,15.999999999993797,-242.99999999999324,89.00000000000574,292.9999999999988,-370.00000000000364,-347.0000000000084,-100.99999999999909,-141.00000000000534,-165.9999999999995,,-948.0000000000196
2021.05.24,-26.00000000001046,-25.00000000000835,-246.99999999999721,65.00000000000395,374.0000000000077,-223.00000000001762,-371.9999999999857,-100.99999999999909,-166.00000000001103,-153.99999999999858,,-875.0000000000164
2021.05.24,-44.00000000001114,-80.00000000001339,-252.0000000000078,106.00000000000608,431.99999999999903,-158.0000000000137,-420.99999999999227,-143.00000000000068,-187.00000000001182,-165.9999999999995,,-913.0000000000452
2021.05.24,-40.00000000000625,-60.000000000015596,-239.99999999999577,90.0000000000012,463.0000000000023,-141.99999999999767,-448.99999999998386,-140.00000000000057,-199.00000000001228,-182.99999999999983,,-900.0000000000084
2021.05.24,0.0,-85.00000000000173,-258.0000000000027,82.99999999999974,440.00000000000705,-96.00000000000719,-432.9999999999927,-200.00000000000284,-218.00000000000352,-172.00000000000549,,-939.0000000000093
2021.05.24,30.000000000001137,-52.000000000007596,-261.0000000000001,107.00000000000153,440.00000000000705,-106.00000000000608,-445.99999999999795,-186.9999999999976,-267.0000000000101,-204.99999999999963,,-947.0000000000094
2021.05.24,-21.000000000000796,-62.000000000006494,-241.00000000000233,95.00000000000064,397.0000000000029,-225.00000000000853,-437.9999999999882,-144.99999999999602,-331.00000000000307,-326.0000000000041,,-1297.000000000006
2021.05.24,-34.000000000006025,-97.9999999999981,-201.00000000000674,116.00000000000499,347.0000000000084,-289.0000000000059,-381.0000000000002,-170.0000000000017,-427.0000000000067,-419.00000000000273,,-1556.0000000000148
2021.05.24,-64.00000000000716,-141.00000000001333,-221.00000000000452,184.00000000000637,341.99999999999784,-258.0000000000027,-407.99999999998704,-215.99999999999397,-442.0000000000073,-436.9999999999985,,-1661.0000000000105
2021.05.24,-141.00000000000534,-136.00000000000279,-161.99999999999548,175.99999999999838,328.0000000000061,-380.00000000000256,-383.99999999998613,-114.00000000000432,-463.0000000000081,-492.0000000000035,,-1768.0000000000036
2021.05.24,-177.0000000000067,-161.00000000001114,-171.00000000001003,202.9999999999976,334.00000000000097,-387.000000000004,-406.99999999998226,-112.99999999999955,-513.0000000000052,-572.0000000000058,,-1964.000000000026
2021.05.24,-188.0000000000024,-114.0000000000141,-187.00000000000384,207.00000000000162,343.00000000000443,-544.0000000000111,-359.9999999999852,-34.99999999999659,-484.99999999999943,-645.0000000000067,,-2008.0000000000136
2021.05.24,-179.00000000000205,2.999999999997449,-204.00000000000418,224.000000000002,338.00000000000495,-634.0000000000013,-313.99999999999295,43.00000000000637,-462.0000000000033,-650.0000000000061,,-1834.999999999999
