date,USDCHF,CADCHF,EURGBP,GBPJPY,AUDJPY,empty,sum
2020.09.21,9.999999999998899,21.00000000000435,29.000000000001247,-87.99999999999386,36.000000000001364,,8.000000000011994
2020.09.21,85.00000000000173,62.000000000006494,16.0000000000049,-109.99999999998522,3.9999999999906777,,57.00000000001859
2020.09.21,29.000000000001247,26.000000000003798,36.999999999998145,-58.9999999999975,134.00000000000034,,167.00000000000603
2020.09.21,29.000000000001247,46.00000000000159,68.00000000000139,-69.99999999999318,75.9999999999934,,149.00000000000446
2020.09.21,49.99999999999449,89.00000000000574,36.999999999998145,-157.99999999998704,42.999999999992156,,61.000000000003496
2020.09.21,88.99999999999464,109.99999999999899,48.99999999999905,-126.99999999998113,49.99999999999716,,171.0000000000087
2020.09.21,75.00000000000284,165.00000000000404,31.000000000003247,-247.99999999999045,-58.000000000006935,,-34.99999999998727
2020.09.21,12.999999999996348,139.00000000000023,6.0000000000060005,-233.99999999998045,-51.00000000000193,,-126.99999999997979
2020.09.21,14.999999999998348,158.0000000000026,14.999999999998348,-210.9999999999843,-23.000000000010346,,-45.99999999999537
2020.09.21,29.000000000001247,126.0000000000039,26.999999999999247,-60.99999999997863,75.9999999999934,,197.00000000001916
2020.09.21,5.999999999994898,157.00000000000713,4.999999999999449,-117.999999999995,-24.00000000000091,,26.0000000000056
2020.09.21,-11.00000000000545,134.0000000000008,-2.000000000002,-82.99999999999841,-17.000000000010118,,20.99999999998481
2020.09.21,-33.000000000005244,125.00000000000844,21.00000000000435,-86.99999999998909,-28.999999999996362,,-2.999999999977902
2020.09.21,-34.99999999999615,133.00000000000534,31.999999999998696,-68.9999999999884,-19.000000000005457,,42.00000000001404
2020.09.21,-40.00000000000669,135.00000000000733,43.999999999999595,-103.999999999985,-63.00000000000239,,-27.999999999987153
2020.09.21,-36.0000000000027,123.00000000000644,36.999999999998145,-69.99999999999318,-52.00000000000671,,2.0000000000019895
2020.09.21,-19.999999999997797,118.00000000000699,56.0000000000005,-68.9999999999884,-40.00000000000625,,45.000000000015035
2020.09.21,-16.0000000000049,124.00000000000189,53.00000000000304,-60.99999999997863,-25.99999999999625,,74.00000000002515
2020.09.21,0.0,81.00000000000884,43.999999999999595,-30.000000000001137,-11.00000000000989,,83.99999999999741
2020.09.21,29.000000000001247,95.00000000000064,-41.9999999999976,-128.99999999999068,-31.999999999996476,,-78.99999999998286
2020.09.21,-97.00000000000264,-36.999999999998145,92.99999999999864,389.00000000001,182.00000000000216,,530.00000000001
2020.09.21,31.000000000003247,-8.999999999992347,201.00000000000674,675.0000000000114,379.99999999999545,,1278.0000000000246
2020.09.21,148.99999999999915,29.000000000001247,335.0000000000075,1240.000000000009,518.0000000000007,,2271.0000000000177
2020.09.21,329.999999999997,167.00000000000603,335.0000000000075,1331.0000000000173,498.9999999999952,,2662.0000000000227
2020.09.21,448.9999999999994,262.00000000000665,243.00000000000432,1249.0000000000236,518.9999999999912,,2722.0000000000255
2020.09.21,480.99999999999807,221.00000000000452,158.99999999999804,1211.0000000000127,614.9999999999949,,2687.0000000000086
2020.09.21,422.9999999999956,182.99999999999983,100.00000000000009,1221.0000000000036,664.999999999992,,2591.999999999991
2020.09.21,348.00000000000387,136.00000000000279,116.00000000000499,1268.0000000000007,706.0000000000031,,2574.0000000000155
2020.09.21,290.00000000000136,60.99999999999994,121.99999999999989,1129.000000000019,716.9999999999987,,2319.000000000019
2020.09.21,242.99999999999324,47.00000000000814,118.00000000000699,1112.9999999999995,658.9999999999918,,2180.0
2020.09.21,392.00000000000347,92.00000000000318,72.0000000000054,1272.0000000000198,834.0000000000032,,2662.000000000035
