date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.03.02,60.00000000000449,59.000000000009045,-14.000000000002899,153.99999999999858,155.00000000000514,87.99999999999919,137.00000000000932,95.00000000000064,148.99999999999915,309.99999999998806,173.99999999999238,452.00000000000796,-236.99999999999477,-304.00000000000205,-293.00000000000637,176.99999999999383,89.00000000000574,,1251.0000000000075
2020.03.02,73.00000000000084,63.99999999999739,37.99999999998249,83.9999999999952,70.0000000000034,95.00000000000064,212.00000000001216,71.00000000000995,100.99999999999554,69.9999999999923,-141.00000000000534,130.0000000000079,69.00000000000261,10.000000000005116,21.000000000000796,151.00000000000114,62.000000000006494,,1180.0000000000089
2020.03.02,6.0000000000060005,82.00000000000429,224.99999999998633,415.99999999999415,280.9999999999979,63.99999999999739,308.0000000000194,141.00000000000225,380.999999999998,1059.9999999999943,366.9999999999902,700.999999999996,-275.99999999999625,-536.9999999999919,-379.99999999999545,468.9999999999972,231.99999999999886,,3539.999999999998
2020.03.02,104.00000000000409,124.99999999999733,108.99999999998133,434.9999999999965,300.99999999999574,218.99999999999142,306.00000000000625,269.00000000000813,458.9999999999983,1039.9999999999966,248.99999999999523,910.9999999999951,-344.99999999999886,-555.9999999999974,-400.99999999999625,415.99999999999415,190.00000000000128,,3830.999999999969
2020.03.02,133.00000000000534,32.0000000000098,8.999999999992347,230.99999999999233,111.00000000000554,165.9999999999995,245.0000000000063,255.00000000000523,272.99999999998994,571.9999999999948,137.99999999999102,539.0000000000006,-302.0000000000067,-337.0000000000033,-192.99999999999784,185.00000000000182,-25.999999999992696,,2030.999999999994
2020.03.02,-32.999999999994145,173.00000000000094,227.99999999998377,339.0000000000004,204.99999999999963,93.00000000000975,266.0000000000107,199.00000000000472,261.99999999999557,670.9999999999993,271.0000000000008,485.0000000000021,-305.0000000000068,-393.0000000000007,-230.99999999999454,265.0000000000041,26.000000000003798,,2521.0000000000196
2020.03.02,33.000000000005244,261.0000000000001,186.99999999998164,458.9999999999983,304.9999999999997,263.99999999999756,301.0000000000179,348.9999999999993,434.9999999999965,901.9999999999806,430.9999999999974,856.9999999999967,-561.000000000007,-641.9999999999959,-459.99999999999375,287.0000000000039,36.999999999998145,,3444.9999999999764
2020.03.02,43.999999999999595,239.99999999999577,157.99999999999147,468.9999999999972,345.0000000000064,251.00000000000122,287.9999999999994,383.0,452.99999999999227,962.9999999999806,563.0000000000024,923.0000000000072,-697.0000000000027,-750.9999999999906,-596.9999999999942,273.9999999999965,62.000000000006494,,3370.999999999989
2020.03.02,68.99999999999685,300.99999999999574,182.99999999999983,608.9999999999928,445.0000000000065,347.9999999999928,343.00000000000443,545.0000000000066,602.999999999998,1296.9999999999925,703.9999999999935,1253.9999999999995,-930.9999999999974,-966.9999999999987,-769.0000000000055,293.99999999999426,33.000000000005244,,4360.999999999978
2020.03.02,106.00000000000608,367.99999999999056,159.99999999998238,668.9999999999974,443.0000000000045,466.9999999999952,357.00000000000733,636.0000000000032,686.9999999999932,1360.99999999999,841.9999999999987,1445.0000000000073,-1117.0000000000045,-1131.999999999991,-858.9999999999947,292.9999999999988,-44.99999999999504,,4680.99999999999
2020.03.02,92.99999999999864,402.9999999999978,184.99999999999073,658.0000000000031,431.99999999999903,485.0000000000021,369.0000000000193,614.0000000000034,668.9999999999974,1281.9999999999832,1045.9999999999923,1380.0000000000034,-1225.999999999999,-1221.0000000000036,-950.0000000000028,290.00000000000136,-49.99999999999449,,4458.999999999993
2020.03.02,107.00000000000153,442.9999999999934,116.99999999998934,568.0000000000018,341.0000000000024,539.0000000000006,323.0000000000066,574.0000000000078,590.999999999997,953.9999999999882,871.9999999999999,1249.9999999999955,-1099.0000000000036,-1066.9999999999932,-793.9999999999969,234.99999999999633,-107.00000000000153,,3846.9999999999854
2020.03.02,97.00000000000264,314.99999999999864,106.99999999999044,524.0000000000023,314.0000000000032,398.00000000000944,299.00000000000483,572.0000000000058,536.9999999999986,1015.9999999999947,851.9999999999897,1150.0000000000066,-1094.0000000000082,-1012.0000000000005,-757.000000000005,171.99999999999437,-146.99999999999713,,3342.999999999991
2020.03.02,89.00000000000574,323.99999999999096,119.99999999998678,513.9999999999923,270.0000000000036,394.9999999999898,300.00000000001137,573.0000000000013,524.9999999999977,969.999999999982,763.9999999999958,1105.0000000000005,-1031.000000000006,-938.999999999993,-653.0000000000058,153.99999999999858,-207.99999999999707,,3271.9999999999554
2020.03.02,173.9999999999964,360.0000000000048,53.999999999998494,504.9999999999999,273.9999999999965,541.9999999999981,330.0000000000081,654.0000000000101,572.9999999999902,881.9999999999828,735.99999999999,1184.0000000000073,-1079.9999999999982,-954.9999999999983,-680.9999999999974,119.00000000000244,-227.99999999999488,,3442.9999999999964
