date,USDCHF,AUDJPY,AUDCAD,empty,sum
2017.07.03,-119.99999999999788,-175.00000000001137,-81.00000000000884,,-376.0000000000181
2017.07.03,4.000000000004,-153.0000000000058,-77.00000000000485,,-226.00000000000665
2017.07.03,74.00000000000739,-279.0000000000106,-139.00000000000023,,-344.0000000000034
2017.07.03,77.00000000000485,-323.0000000000075,-186.00000000000838,,-432.000000000011
2017.07.03,76.0000000000094,-365.99999999999966,-235.00000000000742,,-524.9999999999977
2017.07.03,111.00000000000554,-326.0000000000076,-214.00000000000307,,-429.0000000000051
2017.07.03,102.00000000000209,-294.00000000001114,-217.0000000000005,,-409.00000000000955
2017.07.03,98.0000000000092,-301.00000000000193,-243.99999999999977,,-446.9999999999925
2017.07.03,120.00000000000898,-213.00000000000807,-128.00000000000588,,-221.00000000000497
2017.07.03,114.00000000000298,-255.00000000000966,-140.0000000000068,,-281.0000000000135
2017.07.03,132.0000000000099,-292.0000000000016,-163.00000000000205,,-322.99999999999375
2017.07.03,142.00000000000878,-248.00000000000466,-138.00000000000477,,-244.00000000000065
2017.07.03,157.00000000000713,-228.00000000000864,-101.00000000000664,,-172.00000000000813
2017.07.03,185.00000000000182,-268.0000000000007,-92.99999999999864,,-175.9999999999975
2017.07.03,194.0000000000053,-281.0000000000059,-103.00000000000864,,-190.00000000000927
2017.07.03,174.00000000000747,-274.0000000000009,-103.00000000000864,,-203.00000000000207
2017.07.03,179.00000000000693,-286.00000000000136,-134.0000000000008,,-240.99999999999523
2017.07.03,180.0000000000024,-306.0000000000116,-159.00000000000912,,-285.0000000000183
2017.07.03,173.00000000000094,-302.0000000000067,-128.00000000000588,,-257.00000000001165
2017.07.03,109.00000000000354,-290.00000000000625,-82.99999999999974,,-264.0000000000025
2017.07.03,101.00000000000664,-362.000000000009,-70.99999999999883,,-332.00000000000114
2017.07.03,104.99999999999955,-426.00000000000193,12.999999999996348,,-308.000000000006
2017.07.03,128.00000000000588,-421.0000000000065,34.99999999999615,,-258.00000000000443
2017.07.03,197.00000000000273,-401.00000000001046,96.99999999999153,,-107.0000000000162
