date,EURUSD,EURNZD,NZDCAD,empty,sum
2019.03.20,-408.9999999999927,-604.9999999999889,-101.00000000000664,,-1114.9999999999882
2019.03.20,-380.9999999999869,-517.9999999999962,-56.0000000000005,,-954.9999999999836
2019.03.20,-347.9999999999928,-516.9999999999897,-24.000000000001798,,-888.9999999999843
2019.03.20,-320.9999999999935,-540.9999999999915,-13.00000000000745,,-874.9999999999925
2019.03.20,-332.9999999999833,-525.999999999982,-6.0000000000060005,,-864.9999999999714
2019.03.20,-302.0000000000023,-464.9999999999821,48.99999999999905,,-717.9999999999852
2019.03.20,-346.9999999999862,-512.0000000000014,59.99999999999339,,-798.9999999999941
2019.03.20,-1031.9999999999884,-771.9999999999949,-379.0000000000071,,-2182.9999999999905
2019.03.20,-1235.9999999999927,-360.9999999999891,-446.00000000000193,,-2042.9999999999836
2019.03.20,-1246.9999999999982,-515.9999999999832,-440.00000000000705,,-2202.999999999988
2019.03.20,-1156.999999999986,-719.9999999999873,-265.99999999999955,,-2142.9999999999727
2019.03.20,-1105.0000000000005,-700.999999999996,-267.00000000000614,,-2073.0000000000027
2019.03.20,-966.9999999999845,-637.9999999999831,-282.0000000000045,,-1886.9999999999723
2019.03.20,-929.000000000002,-617.9999999999852,-258.0000000000027,,-1804.99999999999
2019.03.20,-1010.9999999999841,-899.9999999999897,-706.0000000000066,,-2616.99999999998
2019.03.21,-1041.9999999999873,103.00000000000864,-725.000000000009,,-1663.9999999999877
2019.03.21,-1012.9999999999973,100.0000000000112,-668.0000000000019,,-1580.9999999999882
2019.03.21,-1046.999999999998,33.00000000001635,-634.0000000000013,,-1647.9999999999827
2019.03.21,-1068.0000000000023,56.000000000011596,-646.0000000000022,,-1657.9999999999927
2019.03.21,-1100.9999999999964,152.0000000000188,-696.0000000000077,,-1644.9999999999854
2019.03.21,-1110.9999999999952,184.00000000000637,-777.0000000000055,,-1703.9999999999943
2019.03.21,-1086.9999999999936,296.0000000000074,-789.0000000000064,,-1579.9999999999927
2019.03.21,-1139.0000000000011,320.00000000000915,-813.0000000000082,,-1632.0000000000002
2019.03.21,-1107.999999999998,348.00000000001495,-860.0000000000052,,-1619.9999999999882
2019.03.21,-1083.9999999999961,495.000000000001,-904.0000000000048,,-1493.0
2019.03.21,-1073.9999999999973,423.0000000000178,-839.0000000000009,,-1489.9999999999804
2019.03.21,-1034.999999999986,171.00000000001003,-787.0000000000043,,-1650.9999999999802
2019.03.21,-1017.0000000000013,165.9999999999995,-723.0000000000069,,-1574.0000000000086
2019.03.21,-1029.9999999999975,181.00000000000892,-721.000000000005,,-1569.9999999999936
2019.03.21,-1034.0000000000016,209.00000000001472,-702.0000000000026,,-1526.9999999999895
2019.03.21,-983.9999999999849,260.0000000000158,-711.000000000006,,-1434.999999999975
2019.03.21,-980.9999999999875,218.00000000000708,-695.0000000000011,,-1457.9999999999816
2019.03.21,-1017.0000000000013,211.00000000000563,-734.0000000000014,,-1539.999999999997
2019.03.21,-1055.9999999999902,257.0000000000183,-796.0000000000078,,-1594.9999999999798
2019.03.21,-1061.9999999999852,370.00000000000364,-819.0000000000031,,-1510.9999999999845
2019.03.21,-903.9999999999937,486.00000000000864,-857.0000000000077,,-1274.9999999999927
2019.03.21,-758.9999999999985,585.9999999999976,-822.0000000000005,,-995.0000000000014
2019.03.21,-812.999999999997,479.0000000000072,-780.9999999999984,,-1114.9999999999882
2019.03.21,-836.9999999999989,387.000000000004,-736.0000000000033,,-1185.9999999999982
2019.03.21,-835.9999999999923,394.00000000000546,-709.0000000000041,,-1150.999999999991
2019.03.21,-749.999999999984,274.00000000001864,-708.0000000000086,,-1183.999999999974
2019.03.21,-719.9999999999873,231.0000000000034,-680.9999999999983,,-1169.9999999999823
2019.03.21,-705.0000000000001,214.00000000000307,-722.0000000000005,,-1212.9999999999975
2019.03.21,-733.9999999999902,211.00000000000563,-814.0000000000036,,-1336.9999999999882
2019.03.21,-735.9999999999811,143.00000000000423,-802.9999999999982,,-1395.999999999975
2019.03.21,-671.9999999999837,121.00000000001555,-756.0000000000011,,-1306.9999999999693
2019.03.21,-717.9999999999964,200.00000000000017,-802.9999999999982,,-1320.9999999999943
2019.03.21,-685.9999999999866,270.99999999999903,-831.9999999999994,,-1246.999999999987
2019.03.21,-609.9999999999994,221.00000000000452,-797.9999999999987,,-1186.9999999999936
2019.03.21,-489.99999999999045,140.0000000000068,-763.9999999999981,,-1113.9999999999818
2019.03.21,-457.9999999999807,87.00000000001484,-736.0000000000033,,-1106.999999999969
2019.03.21,-388.9999999999949,-78.99999999998464,-675.0000000000034,,-1142.999999999983
2019.03.21,-331.999999999999,-49.99999999999449,-686.0000000000089,,-1068.0000000000023
2019.03.21,-287.9999999999994,28.000000000005798,-661.0000000000005,,-920.9999999999941
2019.03.21,-298.9999999999826,65.00000000000395,-614.9999999999989,,-848.9999999999775
2019.03.21,-397.99999999998727,50.0000000000167,-645.0000000000067,,-992.9999999999773
2019.03.21,-390.9999999999858,42.0000000000087,-656.000000000001,,-1004.9999999999782
2019.03.21,-363.0000000000022,67.00000000001705,-658.0000000000031,,-953.9999999999882
2019.03.21,-436.9999999999985,-10.999999999983245,-682.0000000000048,,-1129.9999999999866
2019.03.21,-461.99999999998465,-15.999999999993797,-648.9999999999995,,-1126.999999999978
2019.03.21,-537.9999999999941,-72.99999999998974,-650.0000000000061,,-1260.99999999999
2019.03.21,-556.0000000000009,-264.9999999999819,-641.0000000000027,,-1461.9999999999854
2019.03.21,-551.9999999999969,-17.999999999984695,-731.0000000000039,,-1300.9999999999854
2019.03.22,-529.999999999986,-51.000000000001044,-683.0000000000002,,-1263.9999999999873
2019.03.22,-543.999999999989,83.00000000001084,-735.0000000000078,,-1195.999999999986
2019.03.22,-535.9999999999809,110.00000000001009,-773.0000000000015,,-1198.9999999999723
2019.03.22,-531.9999999999991,52.000000000007596,-763.0000000000026,,-1242.999999999994
2019.03.22,-510.99999999999477,72.0000000000054,-792.0000000000039,,-1230.9999999999932
2019.03.22,-481.99999999998244,190.00000000000128,-791.0000000000084,,-1082.9999999999895
2019.03.22,-451.99999999998573,162.00000000001768,-736.9999999999987,,-1026.9999999999668
2019.03.22,-527.9999999999951,236.00000000001398,-807.0000000000022,,-1098.9999999999832
2019.03.22,-533.99999999999,179.00000000001802,-797.0000000000033,,-1151.9999999999752
2019.03.22,-512.0000000000014,160.00000000000458,-773.0000000000015,,-1124.9999999999982
2019.03.22,-527.9999999999951,121.99999999999989,-786.0000000000089,,-1192.000000000004
2019.03.22,-527.9999999999951,195.00000000001182,-783.0000000000003,,-1115.9999999999836
2019.03.22,-540.9999999999915,226.99999999999943,-802.0000000000027,,-1115.9999999999948
2019.03.22,-543.999999999989,226.00000000001506,-809.0000000000042,,-1126.9999999999782
2019.03.22,-547.999999999993,182.0000000000155,-795.0000000000013,,-1160.9999999999786
2019.03.22,-553.9999999999878,182.99999999999983,-797.9999999999987,,-1168.9999999999868
2019.03.22,-573.9999999999857,197.00000000000273,-821.000000000005,,-1197.999999999988
2019.03.22,-573.0000000000013,188.00000000001037,-826.0000000000045,,-1210.9999999999955
2019.03.22,-614.9999999999877,180.0000000000024,-814.0000000000036,,-1248.999999999989
2019.03.22,-672.9999999999902,160.00000000000458,-826.0000000000045,,-1338.9999999999902
2019.03.22,-669.9999999999928,119.00000000000244,-809.0000000000042,,-1359.9999999999945
2019.03.22,-457.9999999999807,248.00000000000378,-755.0000000000057,,-964.9999999999826
2019.03.22,103.00000000000864,832.0000000000105,-621.0000000000049,,314.0000000000142
2019.03.22,130.0000000000079,709.0000000000041,-636.9999999999986,,202.00000000001342
2019.03.22,146.00000000000168,796.0000000000189,-696.0000000000077,,246.00000000001285
2019.03.22,36.999999999998145,753.0000000000036,-729.0000000000018,,61.0
2019.03.22,117.00000000001154,751.0000000000127,-763.9999999999981,,104.00000000002626
2019.03.22,181.00000000000892,852.0000000000083,-808.0000000000088,,225.00000000000853
2019.03.22,200.00000000000017,850.0000000000174,-844.0000000000003,,206.00000000001717
2019.03.22,124.99999999999733,819.0000000000142,-939.0000000000009,,5.000000000010687
2019.03.22,150.00000000000568,903.0000000000093,-953.0000000000039,,100.00000000001114
2019.03.22,79.00000000000685,1040.0000000000186,-1028.0000000000066,,91.00000000001887
2019.03.22,141.99999999999767,1090.0000000000132,-1036.0000000000036,,196.00000000000728
2019.03.22,348.00000000001495,1402.0000000000143,-1117.0000000000014,,633.000000000028
2019.03.22,365.99999999999966,1251.000000000002,-1047.000000000009,,569.9999999999927
2019.03.22,378.00000000001165,1401.0000000000077,-1127.0000000000002,,652.0000000000191
2019.03.22,276.00000000000955,1266.0000000000116,-1062.0000000000073,,480.00000000001387
2019.03.22,283.000000000011,1123.0000000000073,-1005.0000000000003,,401.00000000001785
2019.03.22,343.00000000000443,1068.0000000000023,-958.0000000000033,,453.0000000000035
2019.03.22,259.0000000000092,1019.9999999999986,-953.0000000000039,,326.00000000000387
2019.03.22,266.0000000000107,1023.0000000000183,-909.0000000000042,,380.0000000000249
2019.03.22,274.00000000001864,1060.0000000000164,-938.0000000000055,,396.00000000002956
2019.03.22,221.00000000000452,1082.0000000000052,-988.0,,315.0000000000098
2019.03.22,221.00000000000452,1000.0000000000009,-1028.0000000000066,,192.99999999999886
2019.03.22,233.00000000001654,1040.0000000000186,-1043.000000000005,,230.00000000003024
2019.03.22,216.00000000001617,1024.0000000000027,-1045.000000000007,,195.00000000001182
2019.03.22,216.00000000001617,1024.0000000000027,-1045.000000000007,,195.00000000001182
2019.03.22,216.00000000001617,1024.0000000000027,-1045.000000000007,,195.00000000001182
