names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,"['GBPJPY', 'USDJPY']",100.0,-0.6884108114108115,S
EURUSD,10,"['USDCAD', 'EURNZD']",80.0,0.5438730158730156,B
USDCAD,20,['USDJPY'],80.0,0.1890718072776896,B
EURCHF,10,"['GBPUSD', 'EURAUD']",80.0,0.8956190476190478,B
CADCHF,10,['USDJPY'],100.0,-0.591420634920635,S
AUDCHF,15,['USDJPY'],80.0,-0.8027645687645686,S
GBPJPY,10,"['GBPUSD', 'EURAUD']",80.0,0.9839999999999999,B
GBPCAD,10,"['GBPJPY', 'USDJPY']",100.0,0.5462142857142859,B
GBPAUD,15,"['EURAUD', 'NZDCAD']",80.0,0.6456645021645024,B
EURJPY,10,"['GBPUSD', 'EURAUD']",80.0,0.9463809523809524,B
EURCAD,10,"['GBPJPY', 'EURCHF', 'EURJPY']",100.0,1.0,B
EURAUD,10,"['NZDUSD', 'AUDNZD', 'USDJPY']",80.0,0.28,B
CADJPY,10,"['EURUSD', 'USDJPY']",80.0,0.88,B
NZDJPY,10,"['EURJPY', 'EURCHF']",80.0,1.0,B
AUDCAD,10,"['EURGBP', 'GBPCAD']",80.0,-0.34,S
NZDCAD,15,"['USDCHF', 'GBPJPY']",80.0,0.5567619047619051,B
AUDNZD,20,"['EURGBP', 'GBPCAD']",80.0,-0.01109798534798535,S
