timeframe,profit,0,timeframe1,drawup,1,timeframe2,drawdown
2020.12.24 9:30,-5493.000000000004,,2020.12.21 11:30,4197.0000000000055,,2020.12.24 12:00,-7182.0
2020.12.24 9:00,-5455.999999999994,,2020.12.21 12:00,4002.999999999971,,2020.12.24 12:30,-6970.00000000001
2020.12.24 8:30,-5258.000000000036,,2020.12.21 13:00,3830.0000000000127,,2020.12.24 13:00,-6652.000000000007
2020.12.24 8:00,-5065.999999999996,,2020.12.21 11:00,3555.999999999973,,2020.12.24 10:30,-6605.000000000007
2020.12.24 7:30,-5315.000000000061,,2020.12.21 10:00,3544.000000000014,,2020.12.24 11:30,-6539.00000000002
2020.12.24 7:00,-5233.000000000001,,2020.12.21 14:30,3537.000000000006,,2020.12.24 11:00,-6256.000000000036
2020.12.24 6:30,-5228.000000000014,,2020.12.21 12:30,3502.9999999999677,,2020.12.24 15:30,-6230.000000000013
2020.12.24 6:00,-5049.000000000013,,2020.12.21 10:30,3493.9999999999964,,2020.12.24 16:00,-6221.000000000037
2020.12.24 5:30,-5135.0000000000055,,2020.12.21 9:30,3094.999999999972,,2020.12.24 13:30,-6216.0000000000255
2020.12.24 5:00,-5297.999999999996,,2020.12.21 13:30,3004.999999999984,,2020.12.24 16:30,-6119.000000000016
2020.12.24 4:30,-5220.000000000006,,2020.12.21 14:00,2880.000000000012,,2020.12.24 10:00,-6050.00000000002
2020.12.24 4:00,-5289.000000000001,,2020.12.21 15:00,2782.0000000000136,,2020.12.24 14:30,-5782.000000000001
2020.12.24 3:30,-4634.0000000000155,,2020.12.21 9:00,2631.999999999981,,2020.12.24 14:00,-5774.000000000017
2020.12.24 3:00,-4484.000000000005,,2020.12.21 5:00,2582.999999999992,,2020.12.24 15:00,-5594.000000000018
2020.12.24 2:30,-4568.000000000034,,2020.12.21 17:30,2430.999999999958,,2020.12.24 9:30,-5493.000000000004
2020.12.24 2:00,-3752.000000000058,,2020.12.21 4:30,2413.9999999999864,,2020.12.24 9:00,-5455.999999999994
2020.12.24 20:30,-4718.999999999971,,2020.12.21 17:00,2332.000000000008,,2020.12.24 7:30,-5315.000000000061
2020.12.24 20:00,-3999.0000000000496,,2020.12.21 4:00,2197.0000000000073,,2020.12.24 5:00,-5297.999999999996
2020.12.24 1:30,-3641.0000000000305,,2020.12.21 18:00,2166.999999999979,,2020.12.24 4:00,-5289.000000000001
2020.12.24 1:00,-3772.000000000012,,2020.12.21 16:30,2115.000000000011,,2020.12.24 8:30,-5258.000000000036
2020.12.24 19:30,-4233.9999999999845,,2020.12.21 15:30,2095.999999999998,,2020.12.24 7:00,-5233.000000000001
2020.12.24 19:00,-4695.9999999999845,,2020.12.21 5:30,2092.999999999992,,2020.12.24 6:30,-5228.000000000014
2020.12.24 18:30,-4639.0000000000055,,2020.12.21 8:00,1848.999999999983,,2020.12.24 4:30,-5220.000000000006
2020.12.24 18:00,-4514.000000000012,,2020.12.21 3:30,1813.9999999999795,,2020.12.24 17:00,-5148.0000000000055
2020.12.24 17:30,-4264.000000000016,,2020.12.21 7:00,1796.9999999999845,,2020.12.24 5:30,-5135.0000000000055
2020.12.24 17:00,-5148.0000000000055,,2020.12.21 16:00,1712.000000000003,,2020.12.24 8:00,-5065.999999999996
2020.12.24 16:30,-6119.000000000016,,2020.12.21 6:30,1524.0000000000148,,2020.12.24 6:00,-5049.000000000013
