date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.03.28,-71.99999999999429,-19.999999999997797,-49.99999999999449,-43.00000000000637,-22.999999999995246,-14.999999999998348,-46.0000000000127,-53.999999999998494,-53.999999999998494,-48.99999999999905,-105.99999999999498,-46.999999999997044,-73.00000000001194,-130.99999999999224,-58.000000000002494,-36.999999999998145,-21.000000000000796,-58.9999999999975,-97.00000000000264,-202.0000000000022,,-1256.9999999999955
2016.03.28,-76.99999999999375,-1.999999999990898,-72.99999999998974,-9.000000000000341,76.0000000000094,-53.00000000000304,-59.000000000009045,-43.999999999999595,29.999999999996696,-81.9999999999932,2.999999999997449,-228.00000000000864,43.999999999999595,154.0000000000097,28.000000000005798,-24.000000000001798,-123.99999999999523,-167.0000000000016,-0.999999999995449,46.999999999997044,,-560.9999999999667
2016.03.28,-198.99999999999363,-103.99999999999298,-65.00000000000395,67.99999999999784,-21.999999999988695,-192.99999999999872,-309.0000000000037,-192.00000000000327,-143.00000000000423,-248.99999999999923,-32.999999999994145,-314.9999999999977,-21.00000000000435,-21.999999999988695,-75.00000000000284,-425.0000000000087,-242.00000000000443,-311.00000000000705,-166.99999999999494,30.000000000007798,,-2988.9999999999854
2016.03.28,-176.99999999999383,-38.99999999998904,-48.99999999998794,143.00000000000068,2.0000000000131024,-90.99999999999665,-262.00000000000665,-175.00000000000293,-92.99999999999864,-181.9999999999933,-0.999999999995449,-375.0,11.999999999989797,282.0000000000045,-65.99999999998829,-113.00000000000753,-239.00000000000432,-239.00000000000432,9.00000000000345,85.99999999999719,,-1566.99999999996
2016.03.28,-198.99999999999363,-58.99999999998684,-18.0000000000069,140.99999999999113,-22.999999999995246,-75.00000000000284,-286.00000000000847,-204.00000000000418,-143.9999999999997,-185.99999999999727,-19.00000000000235,-376.0000000000048,48.000000000003595,205.99999999999508,-131.99999999999878,-66.99999999999484,-250.0,-234.00000000000887,-27.999999999994696,36.0000000000027,,-1869.0000000000068
2016.03.28,-202.9999999999976,-58.000000000002494,-4.000000000004,196.99999999998852,-7.0000000000014495,-42.999999999993044,-282.0000000000045,-195.00000000000074,-143.9999999999997,-151.00000000000114,-12.999999999996348,-466.0000000000082,-4.000000000004,212.99999999999653,-89.00000000000574,14.000000000002899,-301.9999999999925,-233.0000000000041,-26.999999999999247,31.000000000003247,,-1766.0000000000234
2016.03.28,-207.99999999999707,4.000000000004,-21.999999999988695,218.9999999999941,46.0000000000127,-7.0000000000014495,-245.0000000000063,-180.0000000000024,-70.99999999999883,-129.9999999999968,2.000000000002,-454.00000000000773,75.00000000000284,234.00000000000088,-49.99999999999449,78.99999999998464,-283.9999999999918,-209.00000000000318,-2.000000000002,-5.999999999994898,,-1208.9999999999845
2016.03.28,-192.00000000000327,32.999999999994145,-11.00000000000545,283.9999999999918,-7.999999999985796,-71.99999999999429,-165.00000000001512,-165.00000000000404,-27.999999999994696,-158.99999999999804,23.00000000000635,-493.9999999999998,-73.00000000001194,276.9999999999939,-157.99999999999147,-151.00000000001222,-352.00000000000387,-295.0000000000017,41.000000000002146,1.0000000000065512,,-1664.0000000000268
2016.03.28,-144.99999999999514,63.000000000013046,0.0,339.9999999999892,-26.999999999999247,-81.9999999999932,-100.0000000000112,-170.00000000000347,-51.000000000001044,-143.9999999999997,45.000000000006146,-530.0000000000011,-96.99999999999153,161.00000000001114,-97.9999999999981,-66.99999999999484,-390.99999999999113,-334.0000000000032,22.999999999995246,34.000000000000696,,-1569.9999999999675
2016.03.28,-139.99999999999568,35.00000000000725,-9.999999999998899,328.9999999999935,-100.99999999999554,-81.9999999999932,-85.00000000000173,-185.99999999999727,-49.99999999999449,-141.99999999999767,29.999999999996696,-524.0000000000009,-161.00000000001114,154.99999999999403,-177.99999999998929,-73.00000000001194,-412.9999999999967,-328.00000000000296,46.00000000000159,-12.000000000000899,,-1889.9999999999955
2016.03.28,-165.9999999999995,63.99999999999739,39.00000000001125,409.9999999999966,-86.99999999999264,-27.999999999994696,-121.00000000001555,-217.99999999999596,-92.00000000000318,-121.99999999999989,28.000000000005798,-632.000000000005,-198.00000000000927,106.00000000000608,-238.99999999998923,-4.000000000004,-509.00000000000034,-356.00000000000875,29.999999999996696,-41.9999999999976,,-2137.000000000002
2016.03.28,-153.99999999999858,59.99999999999339,15.999999999993797,444.9999999999932,-87.99999999999919,-29.000000000001247,-121.00000000001555,-214.99999999999852,-82.00000000000429,-113.99999999999189,23.00000000000635,-676.0000000000161,-165.9999999999995,144.0000000000108,-217.0000000000005,11.00000000000545,-506.9999999999908,-362.99999999999955,60.00000000000449,-25.999999999992696,,-1999.000000000001
2016.03.28,-143.9999999999997,22.999999999995246,-14.999999999987246,471.9999999999942,-64.99999999998174,-25.999999999992696,-114.0000000000141,-173.00000000000094,-43.00000000000415,-86.99999999999264,41.000000000002146,-688.0000000000166,-99.00000000000463,205.00000000001074,-114.99999999999844,99.99999999998899,-487.99999999999955,-353.9999999999992,63.99999999999739,-29.000000000001247,,-1535.0000000000036
