date,USDCHF,EURUSD,USDCAD,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.08.27,-36.999999999998145,-65.00000000000395,-79.00000000000685,-43.00000000000415,27.999999999994696,-135.00000000001933,-185.00000000001293,-210.0000000000213,-130.0000000000079,15.000000000000568,-43.99999999999693,124.00000000000189,-76.99999999999375,51.99999999998539,,-786.0000000000825
2018.08.27,-73.99999999999629,-76.99999999999375,-2.999999999997449,-31.000000000003247,15.999999999993797,-55.00000000000682,-23.00000000001745,-111.00000000001664,-55.99999999998939,-7.000000000005002,-90.00000000000341,91.99999999999208,-97.9999999999981,70.99999999999883,,-446.00000000004275
2018.08.27,-92.99999999999864,-93.99999999999409,-32.0000000000098,-48.000000000003595,0.0,-75.00000000001705,-124.99999999999733,-194.0000000000053,-109.00000000000354,15.000000000000568,-144.99999999999602,107.99999999999699,-203.99999999999307,-35.00000000000725,,-1031.000000000028
2018.08.27,-100.99999999999554,-117.00000000001154,-43.999999999999595,-61.999999999995396,8.999999999992347,-58.000000000021146,-153.00000000000313,-168.0000000000126,-151.9999999999966,40.99999999999682,-128.0000000000001,137.9999999999937,-208.99999999999253,-15.00000000000945,,-1019.0000000000547
2018.08.27,-110.99999999999443,-163.00000000000205,-52.000000000007596,-73.00000000000084,1.999999999990898,-108.00000000000409,-211.00000000000563,-224.000000000002,-222.00000000001108,33.999999999991815,-150.99999999999625,141.99999999999767,-231.99999999999886,-32.0000000000098,,-1401.0000000000523
2018.08.27,-156.00000000000057,-286.99999999999284,37.99999999998249,-56.0000000000005,62.99999999999084,-191.0000000000025,-145.00000000001734,-42.0000000000087,-276.00000000000955,-47.000000000011255,-216.99999999999875,200.99999999999562,-225.99999999999287,43.999999999999595,,-1297.0000000000664
2018.08.27,-144.99999999999514,-283.000000000011,35.999999999991594,-49.99999999999449,68.99999999999685,-178.0000000000257,-168.99999999999693,-70.0000000000145,-275.000000000003,-28.000000000005798,-186.00000000000705,200.00000000000017,-211.99999999998997,58.000000000002494,,-1233.0000000000525
2018.08.27,-126.99999999999933,-202.00000000001327,62.99999999999084,-21.00000000000435,48.99999999999905,-83.00000000002683,-85.00000000000173,-104.00000000001519,-137.00000000000932,-12.000000000000455,-94.0000000000083,136.00000000000279,-118.99999999999133,103.99999999999298,,-632.0000000000846
2018.08.27,-117.99999999999588,-141.99999999999767,-7.0000000000014495,-51.99999999999649,-20.0000000000089,0.0,-110.00000000001009,-218.00000000000708,-141.99999999999767,47.99999999998761,-28.999999999996362,88.99999999999464,-104.99999999999955,62.99999999999084,,-743.0000000000381
2018.08.27,-80.99999999999774,-133.00000000000534,-29.00000000001235,-36.999999999998145,-51.000000000001044,3.9999999999906777,-101.00000000001774,-316.0000000000052,-156.00000000000057,43.99999999999693,-19.000000000005457,27.999999999994696,-86.99999999999264,15.999999999993797,,-918.0000000000601
2018.08.27,-127.99999999999478,-178.00000000001148,-26.0000000000149,-70.0000000000034,-100.00000000000009,202.99999999997453,-195.9999999999962,-459.0000000000094,-211.00000000000563,213.99999999999864,75.00000000000284,4.999999999999449,-149.99999999999457,-90.00000000001229,,-1111.0000000000673
2018.08.27,-126.99999999999933,-134.00000000001188,-34.000000000000696,-75.9999999999983,-62.000000000006494,140.99999999999113,-243.99999999999977,-413.00000000001893,-161.00000000001114,200.9999999999934,60.000000000002274,58.000000000002494,-153.99999999999858,-34.000000000000696,,-979.0000000000564
2018.08.27,-123.99999999999079,-170.00000000000347,-7.0000000000014495,-56.99999999999594,-21.00000000000435,75.9999999999934,-253.00000000001432,-360.0000000000048,-180.0000000000024,167.99999999999216,-1.0000000000047748,95.00000000000064,-189.99999999999017,-40.0000000000178,,-1064.0000000000439
2018.08.27,-80.99999999999774,-100.99999999999554,-32.0000000000098,-39.00000000000014,-25.00000000000835,118.99999999999977,-225.00000000000853,-384.00000000000654,-120.00000000000898,177.99999999999727,19.000000000005457,60.99999999999994,-179.99999999999127,-63.000000000013046,,-873.0000000000375
2018.08.27,-47.9999999999925,-90.00000000001229,-40.0000000000178,-16.0000000000049,-6.0000000000060005,77.99999999997453,-202.9999999999976,-362.00000000001785,-110.99999999999443,138.9999999999958,3.0000000000001137,58.99999999999794,-159.9999999999935,-36.999999999998145,,-794.0000000000666
2018.08.27,-4.999999999999449,-21.00000000000435,-58.000000000002494,4.000000000004,-9.00000000000345,149.99999999997726,-181.00000000000892,-397.0000000000029,-43.999999999999595,173.99999999999238,37.9999999999967,29.000000000001247,-152.99999999999204,-68.00000000000139,,-541.000000000043
2018.08.27,6.0000000000060005,-29.00000000001235,-52.000000000007596,17.999999999995797,-16.0000000000049,151.9999999999868,-165.00000000001512,-428.00000000000614,-42.0000000000087,167.0000000000016,57.999999999992724,4.999999999999449,-122.99999999999534,-58.000000000002494,,-507.00000000007026
2018.08.27,-3.999999999992898,-19.999999999997797,-29.999999999996696,19.999999999997797,-42.0000000000087,239.99999999998067,-136.00000000000279,-458.00000000000284,-9.999999999998899,203.99999999999352,120.99999999999511,-31.000000000003247,-84.99999999999064,-49.00000000001015,,-280.0000000000375
2018.08.27,26.000000000003798,72.99999999998974,-84.0000000000174,14.000000000002899,-41.000000000002146,301.9999999999925,-124.99999999999733,-437.0000000000207,49.99999999999449,232.99999999998988,165.99999999999682,-24.000000000001798,-64.99999999999284,-17.000000000000348,,70.99999999993761
2018.08.27,37.00000000000925,153.9999999999875,-141.99999999999767,-9.999999999998899,-97.00000000000264,322.9999999999791,-63.000000000013046,-451.0000000000014,89.00000000000574,214.9999999999892,179.00000000000205,-65.00000000000395,-30.999999999992145,-22.0000000000109,,115.99999999995215
2018.08.27,-20.999999999993246,66.99999999999484,-134.00000000001188,-51.000000000001044,-104.99999999999955,256.9999999999766,-157.00000000000713,-485.0000000000021,-15.999999999993797,227.99999999999443,176.00000000000193,-26.999999999999247,-46.999999999997044,0.0,,-315.00000000003723
2018.08.27,-2.999999999997449,163.00000000000205,-211.00000000000563,-85.00000000000173,-165.9999999999995,202.99999999997453,-211.00000000000563,-608.0000000000085,22.0000000000109,220.99999999998943,188.99999999999295,-65.99999999999939,-25.999999999992696,-16.000000000016,,-594.0000000000567
2018.08.27,-68.00000000000139,-12.000000000012001,-136.00000000000279,-88.99999999999464,-147.00000000000824,129.99999999999545,-185.00000000001293,-521.0000000000159,-123.99999999999079,161.99999999999193,123.00000000000466,-34.000000000000696,-42.999999999993044,0.0,,-944.0000000000404
2018.08.27,-34.000000000000696,65.00000000000395,-180.0000000000024,-87.00000000000374,-174.00000000000747,142.99999999997226,-209.00000000001472,-613.0000000000191,-69.9999999999923,180.99999999999739,165.99999999999682,-73.00000000000084,-11.999999999989797,-5.000000000010552,,-902.000000000071
2018.08.27,-61.999999999995396,31.999999999987594,-162.00000000001768,-97.9999999999981,-192.00000000000327,170.99999999999227,-161.00000000001114,-579.0000000000184,-99.99999999998899,175.99999999998772,188.99999999999295,-79.00000000000685,21.00000000000435,28.999999999990145,,-815.0000000000849
2018.08.27,-121.99999999999989,-8.000000000008,-153.00000000000313,-139.99999999999568,-172.00000000000549,189.99999999999773,-202.00000000001327,-484.00000000001774,-137.9999999999937,208.99999999998897,188.99999999999295,-4.000000000004,-15.999999999993797,72.99999999998974,,-778.0000000000651
2018.08.27,-79.99999999999119,18.999999999991246,-364.00000000000875,-229.00000000000142,-170.00000000000347,199.99999999998863,-455.0000000000054,-535.0000000000188,-344.99999999999534,341.99999999999875,176.00000000000193,109.99999999999899,-163.99999999999747,15.999999999993797,,-1479.0000000000487
2018.08.27,-39.00000000000014,60.99999999999994,-516.0000000000053,-285.00000000000193,-165.9999999999995,173.99999999997817,-678.0000000000008,-624.0000000000023,-466.9999999999952,439.9999999999977,203.00000000000296,190.99999999999673,-233.99999999998977,18.999999999991246,,-1921.0000000000282
2018.08.27,-85.00000000000173,-34.000000000000696,-356.00000000000074,-229.00000000000142,-147.00000000000824,90.99999999997976,-629.9999999999973,-662.000000000007,-405.0000000000109,363.9999999999901,188.0000000000024,142.99999999999312,-172.99999999998983,41.99999999998649,,-1893.000000000066
2018.08.27,-114.99999999999844,-129.00000000000134,-363.0000000000022,-255.00000000000523,-110.00000000001009,51.9999999999925,-789.0000000000175,-675.0000000000034,-540.0000000000072,424.99999999999716,192.99999999999784,226.99999999999943,-229.99999999999687,66.99999999999484,,-2242.00000000006
2018.08.27,-154.99999999999403,-202.00000000001327,-250.00000000001688,-221.00000000000452,-111.00000000000554,6.000000000000227,-721.000000000016,-682.0000000000048,-502.00000000000244,360.99999999999,192.99999999999784,180.99999999999784,-163.99999999999747,95.00000000000064,,-2172.000000000068
2018.08.27,-146.99999999999713,-214.00000000000307,-201.00000000000674,-185.99999999999727,-72.0000000000054,-77.0000000000266,-723.0000000000069,-680.0000000000139,-459.99999999999375,312.9999999999882,164.99999999999204,186.99999999999272,-146.99999999999713,122.99999999998423,,-2119.0000000000914
2018.08.27,-181.9999999999933,-262.00000000000665,-239.00000000001143,-236.00000000000287,-102.00000000000209,-65.00000000002615,-788.0000000000109,-699.0000000000052,-568.9999999999973,353.9999999999992,179.00000000000205,212.00000000000108,-172.99999999998983,119.00000000000244,,-2451.0000000000414
2018.08.27,-184.99999999999073,-320.9999999999935,-4.000000000004,-102.99999999999754,-51.000000000001044,-96.00000000000364,-459.0000000000094,-545.0000000000177,-374.0000000000077,167.0000000000016,117.999999999995,108.99999999999244,-53.999999999998494,150.99999999999002,,-1647.0000000000443
2018.08.27,-281.99999999999335,-458.00000000000284,495.99999999998533,114.99999999999844,-21.999999999999797,-157.0000000000107,70.99999999999883,-423.0000000000178,38.0000000000047,-139.00000000001,51.00000000000193,-124.99999999999733,176.0000000000095,173.00000000000094,,-486.00000000003206
2018.08.27,-324.9999999999975,-540.0000000000072,383.99999999998437,14.999999999998348,-31.000000000003247,-222.0000000000084,-106.00000000000608,-407.0000000000018,-201.00000000000674,-88.00000000000807,28.000000000005798,-13.00000000000745,98.0000000000092,204.99999999998852,,-1203.0000000000605
2018.08.27,-339.99999999999585,-550.000000000006,307.99999999999716,-39.999999999995595,-52.000000000007596,-194.00000000001683,-145.00000000001734,-363.0000000000022,-302.0000000000023,-50.00000000001137,4.9999999999954525,29.999999999996696,35.00000000000725,171.99999999999437,,-1486.0000000000643
2018.08.27,-352.9999999999922,-597.0000000000031,473.99999999999665,46.999999999997044,-54.00000000000959,-292.0000000000016,-2.0000000000131024,-418.0000000000073,-171.99999999999437,-181.0000000000116,-4.0000000000048885,-82.00000000000429,158.0000000000026,197.00000000000273,,-1279.0000000000432
2018.08.27,-432.9999999999945,-693.9999999999947,458.00000000000284,-24.000000000001798,-76.0000000000094,-302.0000000000209,-96.00000000000719,-403.00000000002,-316.99999999998954,-140.00000000000057,-21.000000000000796,-21.00000000000435,95.00000000000064,190.99999999998562,,-1783.000000000055
2018.08.27,-478.0000000000006,-717.000000000012,529.999999999986,-16.0000000000049,-64.0000000000085,-275.0000000000057,22.999999999995246,-268.0000000000016,-261.0000000000001,-184.0000000000117,-43.00000000000637,-14.999999999998348,117.00000000000044,224.000000000002,,-1427.0000000000664
2018.08.27,-473.99999999999665,-659.0000000000095,427.99999999998397,-70.99999999999883,-117.00000000000044,-248.00000000001887,-94.00000000001629,-388.0000000000106,-310.0000000000103,-111.0000000000042,1.0000000000047748,-14.999999999998348,94.00000000000519,193.99999999998306,,-1770.0000000000873
2018.08.27,-441.99999999999795,-608.0000000000085,370.00000000000364,-80.99999999999774,-121.00000000000443,-281.0000000000059,-114.99999999999844,-399.00000000001603,-307.99999999999716,-115.99999999999966,-18.000000000000682,-6.0000000000060005,77.00000000000485,182.99999999999983,,-1865.0000000000239
2018.08.27,-431.99999999999903,-631.0000000000038,408.9999999999927,-51.000000000001044,-93.00000000000975,-339.00000000002706,-131.00000000001444,-419.0000000000138,-289.9999999999903,-146.0000000000008,-37.9999999999967,-9.999999999998899,80.00000000000229,181.9999999999933,,-1909.0000000000678
2018.08.27,-424.9999999999976,-628.0000000000064,499.9999999999893,7.0000000000014495,-97.00000000000264,-334.0000000000032,-5.000000000010552,-433.0000000000167,-180.0000000000024,-207.9999999999984,-39.00000000000148,-91.00000000000774,142.00000000000878,163.00000000000205,,-1628.0000000000455
2018.08.27,-431.99999999999903,-619.000000000014,503.99999999999335,2.000000000002,-92.00000000000318,-323.0000000000075,7.0000000000014495,-392.00000000001455,-163.00000000000205,-206.00000000000307,-34.000000000006025,-75.9999999999983,148.0000000000037,187.99999999998818,,-1488.0000000000587
2018.08.27,-444.9999999999954,-649.0000000000107,533.99999999999,12.999999999996348,-82.00000000000429,-325.00000000001705,26.999999999999247,-370.00000000000364,-170.00000000000347,-215.0000000000034,-55.999999999997385,-74.00000000000739,130.0000000000079,168.99999999999693,,-1513.0000000000518
2018.08.27,-444.9999999999954,-648.0000000000041,527.9999999999951,7.9999999999968985,-89.00000000000574,-334.0000000000032,5.999999999994898,-404.0000000000044,-174.99999999999181,-210.99999999999852,-79.00000000000773,-80.00000000000229,98.0000000000092,121.99999999999989,,-1703.0000000000173
2018.08.27,-405.9999999999952,-617.0000000000009,465.99999999998863,-31.999999999998696,-82.00000000000429,-292.0000000000016,-31.000000000003247,-368.00000000001273,-195.9999999999962,-163.0000000000109,48.00000000000182,-40.00000000000669,153.00000000000313,173.99999999998528,,-1386.0000000000516
2018.08.28,-429.99999999999704,-625.0000000000089,431.99999999998795,-39.999999999995595,-121.00000000000443,-277.00000000001523,-104.00000000001519,-454.00000000002103,-251.00000000000122,-115.99999999999966,-40.99999999999682,-60.99999999999994,58.000000000002494,87.99999999999919,,-1942.0000000000657
2018.08.28,-427.99999999999505,-625.9999999999932,519.9999999999872,17.000000000000348,-72.0000000000054,-270.00000000001023,15.999999999993797,-397.0000000000029,-154.0000000000097,-172.00000000001125,-58.000000000006935,-87.99999999999919,92.00000000000318,109.00000000000354,,-1511.0000000000455
2018.08.28,-424.9999999999976,-635.0000000000077,540.9999999999915,26.000000000003798,-78.00000000000028,-318.00000000001205,17.000000000000348,-407.0000000000018,-144.99999999999514,-207.00000000000784,-70.00000000000739,-92.00000000000318,106.00000000000608,126.99999999998823,,-1560.0000000000434
2018.08.28,-442.9999999999934,-641.0000000000027,496.99999999999187,-12.999999999996348,-84.0000000000063,-329.00000000000773,-38.0000000000047,-391.000000000008,-201.00000000000674,-181.0000000000116,-67.99999999999784,-50.0000000000056,84.0000000000063,143.00000000000423,,-1715.0000000000387
2018.08.28,-408.9999999999927,-628.0000000000064,466.9999999999952,2.000000000002,-101.00000000000664,-386.0000000000241,4.999999999988347,-419.0000000000138,-221.00000000000452,-246.00000000000932,-91.00000000000819,-87.99999999999919,120.00000000000898,146.00000000000168,,-1849.0000000000684
2018.08.28,-444.9999999999954,-676.0000000000099,504.9999999999999,-4.000000000004,-82.00000000000429,-431.0000000000116,-56.000000000011596,-428.00000000000614,-238.99999999998923,-237.00000000000898,-140.00000000000057,-53.00000000000304,54.00000000000959,100.99999999999554,,-2131.00000000004
2018.08.28,-431.99999999999903,-670.9999999999993,540.9999999999915,26.000000000003798,-90.0000000000012,-444.0000000000168,35.999999999991594,-418.0000000000073,-188.00000000001037,-290.00000000000625,-198.99999999999807,-102.99999999999754,42.0000000000087,27.999999999983594,,-2162.0000000000573
2018.08.28,-424.9999999999976,-750.0000000000063,565.9999999999999,44.99999999999504,-70.0000000000034,-470.0000000000273,88.99999999998354,-356.00000000000074,-259.9999999999936,-335.00000000000796,-215.0000000000034,-101.00000000000664,69.00000000000794,65.00000000000395,,-2148.000000000057
2018.08.28,-364.9999999999931,-591.9999999999925,429.99999999999704,12.999999999996348,-169.00000000000804,-364.0000000000043,102.00000000000209,-504.0000000000156,-219.99999999999798,-277.000000000001,-99.99999999999432,-187.00000000000384,142.00000000000878,59.99999999999339,,-2031.0000000000134
2018.08.28,-341.99999999999784,-605.0000000000111,455.99999999998977,43.999999999999595,-101.00000000000664,-421.0000000000207,98.99999999998244,-424.00000000000216,-202.9999999999976,-307.00000000000216,-174.99999999999716,-141.00000000000225,85.00000000000173,39.999999999995595,,-1995.000000000069
