date,USDJPY,CHFJPY,EURGBP,empty,sum
2021.10.11,-1234.9999999999995,-1455.9999999999889,103.00000000000864,,-2587.9999999999795
2021.10.11,-1239.0000000000043,-1453.9999999999936,101.00000000000664,,-2591.9999999999914
2021.10.11,-1266.0000000000055,-1469.9999999999989,93.00000000000975,,-2642.999999999995
2021.10.11,-1294.0000000000111,-1445.999999999998,139.00000000000023,,-2601.000000000009
2021.10.11,-1239.0000000000043,-1396.9999999999914,128.00000000000588,,-2507.9999999999895
2021.10.12,-1207.0000000000077,-1372.0,101.00000000000664,,-2478.000000000001
2021.10.12,-1218.0000000000036,-1400.9999999999964,69.00000000000794,,-2549.9999999999923
2021.10.12,-1292.0000000000016,-1453.9999999999936,111.00000000000554,,-2634.99999999999
2021.10.12,-1309.0000000000118,-1461.999999999989,146.00000000000168,,-2624.999999999999
2021.10.12,-1294.0000000000111,-1446.9999999999886,163.00000000000205,,-2577.999999999998
2021.10.12,-1288.000000000011,-1474.9999999999943,176.0000000000095,,-2586.999999999996
2021.10.12,-1381.0000000000002,-1534.9999999999966,156.00000000000057,,-2759.9999999999964
2021.10.12,-1382.000000000005,-1553.9999999999877,160.00000000000458,,-2775.999999999988
2021.10.12,-1384.0000000000005,-1557.9999999999927,174.00000000000747,,-2767.999999999986
2021.10.12,-1308.0000000000068,-1470.9999999999895,160.00000000000458,,-2618.999999999992
2021.10.12,-1289.0000000000014,-1453.9999999999936,137.00000000000932,,-2605.9999999999854
2021.10.12,-1228.999999999999,-1411.0000000000014,136.00000000000279,,-2503.9999999999977
2021.10.12,-1167.0000000000016,-1350.999999999999,149.00000000001023,,-2368.999999999991
2021.10.12,-1202.0000000000123,-1387.999999999991,169.00000000000804,,-2420.999999999995
2021.10.12,-1224.0000000000036,-1390.9999999999911,164.00000000000858,,-2450.999999999986
2021.10.12,-1246.0000000000093,-1399.9999999999914,162.0000000000066,,-2483.9999999999945
2021.10.12,-1240.9999999999995,-1391.999999999996,147.00000000000824,,-2485.9999999999873
2021.10.12,-1218.0000000000036,-1403.9999999999964,132.0000000000099,,-2489.99999999999
2021.10.12,-1215.0000000000034,-1415.9999999999968,125.00000000000844,,-2505.9999999999914
2021.10.12,-1068.000000000012,-1348.9999999999895,184.00000000000637,,-2232.9999999999955
2021.10.12,-1143.0000000000007,-1409.9999999999966,189.00000000000583,,-2363.9999999999914
2021.10.12,-1202.0000000000123,-1445.999999999998,181.00000000000892,,-2467.000000000001
2021.10.12,-1261.00000000001,-1445.999999999998,213.00000000000762,,-2494.0000000000005
2021.10.12,-1325.0000000000027,-1474.9999999999943,179.00000000000693,,-2620.9999999999905
2021.10.12,-1327.0000000000123,-1556.999999999988,60.00000000000449,,-2823.9999999999955
2021.10.12,-1278.000000000006,-1501.9999999999955,93.00000000000975,,-2686.999999999992
2021.10.12,-1245.0000000000045,-1454.9999999999982,69.00000000000794,,-2630.999999999995
2021.10.12,-1260.000000000005,-1362.9999999999995,2.000000000002,,-2621.0000000000027
2021.10.12,-1263.0000000000052,-1384.999999999991,-14.999999999998348,,-2662.9999999999945
2021.10.12,-1300.0000000000114,-1427.9999999999973,-60.99999999999994,,-2789.0000000000086
2021.10.12,-1472.999999999999,-1428.9999999999877,-78.99999999999574,,-2980.9999999999827
2021.10.12,-1684.0000000000118,-1553.9999999999877,-91.99999999999208,,-3329.999999999992
2021.10.12,-1603.999999999999,-1459.9999999999936,-51.99999999999649,,-3115.999999999989
2021.10.12,-1623.0000000000045,-1516.999999999996,-25.999999999992696,,-3165.999999999993
2021.10.12,-1539.0000000000014,-1423.9999999999923,72.0000000000054,,-2890.999999999988
2021.10.12,-1609.9999999999995,-1568.9999999999884,67.00000000000594,,-3111.9999999999823
2021.10.12,-1565.0000000000118,-1524.9999999999914,36.0000000000027,,-3054.0000000000005
2021.10.12,-1622.0,-1461.999999999989,-20.999999999993246,,-3104.9999999999823
2021.10.12,-1596.0000000000036,-1459.9999999999936,-14.999999999998348,,-3070.9999999999955
2021.10.12,-1549.0000000000066,-1369.9999999999905,11.00000000000545,,-2907.999999999992
2021.10.12,-1576.0000000000077,-1327.9999999999886,19.00000000000235,,-2884.999999999994
2021.10.12,-1581.0000000000032,-1333.999999999989,7.0000000000014495,,-2907.999999999991
2021.10.12,-1551.0000000000018,-1348.9999999999895,-15.999999999993797,,-2915.999999999985
2021.10.12,-1565.0000000000118,-1384.0000000000005,-19.999999999997797,,-2969.00000000001
2021.10.12,-1563.0000000000023,-1351.9999999999895,-17.000000000000348,,-2931.9999999999923
2021.10.12,-1525.0000000000057,-1329.9999999999982,3.0000000000085514,,-2851.999999999995
2021.10.12,-1540.0000000000064,-1351.9999999999895,-1.999999999990898,,-2893.999999999987
2021.10.12,-1523.0000000000105,-1326.9999999999982,-3.999999999992898,,-2854.0000000000014
2021.10.13,-1505.0000000000095,-1333.999999999989,-51.99999999999649,,-2890.999999999995
2021.10.13,-1503.0,-1305.9999999999973,-14.999999999998348,,-2823.9999999999955
2021.10.13,-1512.0000000000005,-1296.999999999997,-17.999999999995797,,-2826.999999999993
2021.10.13,-1506.0000000000002,-1298.9999999999923,21.00000000000435,,-2783.999999999988
2021.10.13,-1474.0000000000036,-1265.9999999999911,35.00000000000725,,-2704.9999999999873
2021.10.13,-1460.000000000008,-1262.0000000000005,59.000000000009045,,-2662.999999999999
2021.10.13,-1484.0000000000089,-1298.9999999999923,81.00000000000884,,-2701.9999999999923
2021.10.13,-1469.9999999999989,-1306.999999999988,55.000000000005045,,-2721.999999999982
2021.10.13,-1353.0000000000086,-1274.9999999999914,38.0000000000047,,-2589.9999999999955
2021.10.13,-1329.0000000000077,-1284.9999999999966,28.000000000005798,,-2585.9999999999986
2021.10.13,-1308.0000000000068,-1301.9999999999925,15.00000000000945,,-2594.9999999999895
2021.10.13,-1353.0000000000086,-1353.999999999999,23.00000000000635,,-2684.0000000000014
2021.10.13,-1382.000000000005,-1340.999999999994,18.0000000000069,,-2704.9999999999923
2021.10.13,-1389.00000000001,-1350.999999999999,10.000000000010001,,-2729.999999999999
2021.10.13,-1378.0,-1332.9999999999984,7.0000000000014495,,-2703.999999999997
2021.10.13,-1378.0,-1341.9999999999986,4.000000000004,,-2715.9999999999945
2021.10.13,-1434.0000000000118,-1357.99999999999,3.0000000000085514,,-2788.999999999993
2021.10.13,-1394.0000000000055,-1348.9999999999895,23.00000000000635,,-2719.9999999999886
2021.10.13,-1400.0000000000057,-1381.0000000000002,8.000000000008,,-2772.9999999999977
2021.10.13,-1416.000000000011,-1408.0000000000014,-6.999999999990347,,-2831.0000000000027
2021.10.13,-1504.000000000005,-1483.9999999999945,-17.999999999995797,,-3005.9999999999955
2021.10.13,-1507.000000000005,-1518.0000000000007,-50.99999999998994,,-3075.9999999999955
2021.10.13,-1484.0000000000089,-1506.0000000000002,-82.99999999999974,,-3073.0000000000086
2021.10.13,-1472.999999999999,-1575.9999999999934,-84.99999999999064,,-3133.999999999983
2021.10.13,-1490.9999999999995,-1600.999999999999,-96.99999999999153,,-3188.99999999999
2021.10.13,-1486.000000000004,-1652.9999999999916,-61.999999999995396,,-3200.999999999991
2021.10.13,-1508.0000000000098,-1701.9999999999982,-69.9999999999923,,-3280.0000000000005
2021.10.13,-1469.0000000000082,-1687.9999999999882,-36.999999999998145,,-3193.9999999999945
2021.10.13,-1510.000000000005,-1716.9999999999986,-21.999999999999797,,-3249.0000000000036
2021.10.13,-1499.0000000000095,-1717.9999999999893,20.0000000000089,,-3196.99999999999
2021.10.13,-1509.0000000000005,-1733.9999999999945,62.000000000006494,,-3180.9999999999886
2021.10.13,-1701.0000000000077,-1719.9999999999989,39.00000000000014,,-3382.0000000000064
2021.10.13,-1618.000000000009,-1649.000000000001,-24.999999999997247,,-3292.0000000000073
2021.10.13,-1418.0000000000064,-1635.9999999999957,-52.99999999999194,,-3106.9999999999936
2021.10.13,-1380.0000000000095,-1653.9999999999964,-43.999999999999595,,-3078.0000000000055
2021.10.13,-1279.0000000000105,-1634.999999999991,-40.99999999999105,,-2954.9999999999923
2021.10.13,-1350.0000000000086,-1748.9999999999952,-28.999999999990145,,-3127.9999999999936
2021.10.13,-1391.0000000000055,-1843.999999999994,-47.9999999999925,,-3282.999999999992
2021.10.13,-1399.000000000001,-1804.9999999999927,-59.99999999999339,,-3263.999999999987
2021.10.13,-1365.000000000009,-1869.9999999999905,-27.999999999994696,,-3262.999999999994
2021.10.13,-1347.0000000000084,-1875.0,7.0000000000014495,,-3215.000000000007
2021.10.13,-1298.0000000000018,-1952.9999999999886,20.0000000000089,,-3230.9999999999814
2021.10.13,-1385.000000000005,-1959.9999999999936,88.00000000001029,,-3256.999999999988
2021.10.13,-1384.0000000000005,-1921.999999999997,116.00000000000499,,-3189.9999999999923
2021.10.13,-1258.0000000000098,-1905.9999999999918,37.00000000000925,,-3126.9999999999927
2021.10.13,-1200.0000000000027,-1876.9999999999955,23.00000000000635,,-3053.999999999992
2021.10.13,-1213.9999999999986,-1887.999999999991,23.00000000000635,,-3078.999999999983
2021.10.13,-1182.0000000000023,-1873.9999999999952,29.000000000001247,,-3026.999999999996
2021.10.14,-1158.0000000000014,-1759.0000000000005,-36.999999999998145,,-2954.0
2021.10.14,-1166.000000000011,-1801.0000000000018,6.0000000000060005,,-2961.000000000007
2021.10.14,-1150.0000000000057,-1853.999999999999,24.000000000001798,,-2980.0000000000027
2021.10.14,-1147.0000000000055,-1828.9999999999936,16.0000000000049,,-2959.999999999994
2021.10.14,-1181.0000000000116,-1846.999999999994,24.000000000001798,,-3004.0000000000036
2021.10.14,-1206.0000000000032,-1852.9999999999945,13.00000000000745,,-3045.9999999999905
2021.10.14,-1286.0000000000014,-1985.99999999999,11.00000000000545,,-3260.999999999986
2021.10.14,-1288.000000000011,-2018.9999999999914,19.00000000000235,,-3288.0
2021.10.14,-1349.0000000000036,-2081.9999999999936,28.000000000005798,,-3402.9999999999914
2021.10.14,-1439.0000000000073,-2087.9999999999936,14.000000000002899,,-3512.999999999998
2021.10.14,-1430.0000000000068,-2103.999999999999,1.0000000000065512,,-3532.9999999999995
2021.10.14,-1408.0000000000014,-2125.9999999999905,-0.999999999995449,,-3534.9999999999873
2021.10.14,-1452.0000000000123,-2204.999999999998,-8.999999999992347,,-3666.0000000000027
2021.10.14,-1477.0000000000039,-2214.999999999989,-27.999999999994696,,-3719.9999999999873
2021.10.14,-1469.9999999999989,-2242.999999999995,-12.999999999996348,,-3725.99999999999
2021.10.14,-1475.999999999999,-2232.99999999999,-13.999999999991797,,-3722.999999999981
2021.10.14,-1493.000000000009,-2253.0,-14.999999999998348,,-3761.0000000000073
2021.10.14,-1474.0000000000036,-2265.999999999991,-30.999999999992145,,-3770.999999999987
2021.10.14,-1459.0000000000032,-2440.999999999988,-80.99999999999774,,-3980.999999999989
2021.10.14,-1466.9999999999986,-2462.9999999999936,-78.00000000000028,,-4007.9999999999927
2021.10.14,-1387.0000000000005,-2479.99999999999,-80.99999999999774,,-3947.999999999988
2021.10.14,-1380.0000000000095,-2437.999999999988,-98.99999999999353,,-3916.9999999999914
2021.10.14,-1292.0000000000016,-2443.999999999988,-106.99999999999044,,-3842.9999999999804
2021.10.14,-1344.9999999999989,-2531.9999999999964,-149.99999999999457,,-4026.99999999999
2021.10.14,-1337.0000000000032,-2524.000000000001,-147.99999999999258,,-4008.999999999997
2021.10.14,-1263.0000000000052,-2471.999999999994,-219.99999999999798,,-3954.9999999999973
2021.10.14,-1285.000000000011,-2408.0000000000014,-280.9999999999979,,-3974.00000000001
2021.10.14,-1331.0000000000032,-2527.999999999992,-232.99999999999432,,-4091.999999999989
2021.10.14,-1340.0000000000034,-2527.000000000001,-209.9999999999991,,-4077.0000000000036
2021.10.14,-1330.0000000000125,-2512.0000000000005,-232.99999999999432,,-4075.0000000000073
2021.10.14,-1433.0000000000068,-2456.9999999999936,-242.99999999999324,,-4132.999999999994
2021.10.14,-1446.0000000000123,-2491.99999999999,-227.99999999999488,,-4165.999999999997
2021.10.14,-1446.0000000000123,-2480.9999999999945,-245.99999999999068,,-4172.999999999997
2021.10.14,-1554.000000000002,-2476.9999999999895,-229.99999999999687,,-4260.999999999989
2021.10.14,-1504.000000000005,-2402.000000000001,-269.9999999999925,,-4175.999999999998
2021.10.14,-1615.000000000009,-2412.999999999997,-227.99999999999488,,-4256.000000000001
2021.10.14,-1608.000000000004,-2373.9999999999955,-146.99999999999713,,-4128.999999999996
2021.10.14,-1532.0000000000107,-2286.0000000000014,-146.99999999999713,,-3965.000000000009
2021.10.14,-1493.9999999999998,-2283.0000000000014,-150.99999999999002,,-3927.999999999991
2021.10.14,-1568.000000000012,-2263.999999999996,-153.99999999999858,,-3986.000000000007
2021.10.14,-1585.9999999999986,-2301.9999999999927,-149.99999999999457,,-4037.999999999986
2021.10.14,-1600.999999999999,-2323.999999999998,-130.99999999999224,,-4055.9999999999895
2021.10.14,-1585.9999999999986,-2324.9999999999886,-119.99999999999788,,-4030.999999999985
2021.10.14,-1573.0000000000075,-2350.999999999999,-116.99999999998934,,-4040.999999999996
2021.10.14,-1571.0000000000123,-2342.999999999989,-83.9999999999952,,-3997.9999999999964
2021.10.14,-1550.0000000000114,-2328.9999999999936,-78.99999999999574,,-3958.000000000001
2021.10.14,-1594.0000000000082,-2327.9999999999886,-41.9999999999976,,-3963.9999999999945
2021.10.14,-1581.0000000000032,-2315.999999999988,-33.9999999999896,,-3930.999999999981
2021.10.15,-1570.0000000000073,-2390.0000000000005,-93.99999999999409,,-4054.000000000002
2021.10.15,-1582.0000000000077,-2351.9999999999895,-53.999999999998494,,-3987.999999999996
2021.10.15,-1655.0000000000011,-2376.9999999999955,-48.99999999999905,,-4080.9999999999955
2021.10.15,-1647.0000000000055,-2375.9999999999905,-32.999999999994145,,-4055.99999999999
2021.10.15,-1712.0000000000032,-2405.000000000001,-39.00000000000014,,-4156.000000000004
2021.10.15,-1783.0000000000014,-2428.9999999999877,-40.99999999999105,,-4252.99999999998
2021.10.15,-1823.0000000000075,-2465.999999999994,-52.99999999999194,,-4341.999999999994
2021.10.15,-1816.0000000000025,-2472.999999999999,-63.99999999999739,,-4352.999999999999
2021.10.15,-1785.000000000011,-2454.999999999998,-59.99999999999339,,-4300.000000000003
2021.10.15,-1824.0000000000123,-2539.999999999992,-43.999999999999595,,-4408.000000000004
2021.10.15,-1841.0000000000082,-2551.9999999999927,-17.999999999995797,,-4410.999999999996
2021.10.15,-1844.0000000000082,-2631.999999999991,-21.999999999999797,,-4497.999999999999
2021.10.15,-1826.0000000000077,-2652.999999999992,-7.9999999999968985,,-4486.999999999997
2021.10.15,-1849.0000000000036,-2681.999999999988,-11.999999999989797,,-4542.999999999982
2021.10.15,-1852.0000000000039,-2713.9999999999986,-19.999999999997797,,-4586.000000000001
2021.10.15,-1874.0000000000095,-2728.999999999999,-18.999999999991246,,-4622.0
2021.10.15,-1972.999999999999,-2806.999999999988,-21.999999999999797,,-4801.999999999987
2021.10.15,-2061.0000000000073,-2917.9999999999923,-15.999999999993797,,-4994.999999999994
2021.10.15,-2063.0000000000023,-2911.999999999992,-12.999999999996348,,-4987.999999999991
2021.10.15,-1989.0000000000043,-2842.999999999989,-50.99999999998994,,-4882.999999999984
2021.10.15,-2057.0000000000023,-2926.000000000002,-204.99999999999963,,-5188.000000000004
2021.10.15,-2076.0000000000077,-2921.9999999999973,-249.99999999999466,,-5248.0
2021.10.15,-2078.0000000000027,-2948.999999999998,-274.9999999999919,,-5301.999999999993
2021.10.15,-2212.000000000003,-3052.9999999999973,-298.9999999999937,,-5563.999999999994
2021.10.15,-2276.0000000000105,-3119.9999999999905,-320.9999999999935,,-5716.9999999999945
2021.10.15,-2303.0000000000114,-3108.9999999999945,-308.9999999999926,,-5720.999999999998
2021.10.15,-2286.0000000000014,-3116.99999999999,-324.9999999999975,,-5727.999999999988
2021.10.15,-2246.000000000009,-3045.000000000002,-363.99999999999767,,-5655.000000000008
2021.10.15,-2270.00000000001,-3067.9999999999977,-470.9999999999992,,-5809.000000000006
2021.10.15,-2262.0000000000005,-2961.999999999989,-471.99999999999466,,-5695.999999999984
2021.10.15,-2260.000000000005,-2918.999999999997,-474.9999999999921,,-5653.999999999994
2021.10.15,-2362.9999999999995,-2835.9999999999986,-488.999999999995,,-5687.999999999993
2021.10.15,-2358.000000000004,-2974.9999999999945,-448.9999999999994,,-5781.999999999997
2021.10.15,-2338.9999999999986,-3010.9999999999955,-540.9999999999915,,-5890.999999999986
2021.10.15,-2324.0000000000123,-2926.000000000002,-552.9999999999924,,-5803.000000000007
2021.10.15,-2181.000000000012,-2852.9999999999945,-571.9999999999948,,-5606.000000000001
2021.10.15,-2085.9999999999986,-2899.9999999999914,-544.0,,-5529.99999999999
2021.10.15,-2215.0000000000036,-2953.9999999999936,-561.9999999999958,,-5730.999999999993
2021.10.15,-2230.000000000004,-2943.999999999988,-587.9999999999997,,-5761.999999999993
2021.10.15,-2179.000000000002,-2914.0000000000014,-577.9999999999897,,-5670.999999999994
2021.10.15,-2199.0000000000123,-2950.9999999999936,-555.9999999999899,,-5705.999999999995
2021.10.15,-2215.0000000000036,-3006.0,-528.9999999999906,,-5749.9999999999945
2021.10.15,-2225.0000000000086,-2989.999999999995,-552.9999999999924,,-5767.999999999996
2021.10.15,-2197.0000000000027,-3049.9999999999973,-515.9999999999942,,-5762.9999999999945
2021.10.15,-2161.0000000000014,-3054.9999999999927,-432.9999999999945,,-5648.999999999989
2021.10.15,-2153.000000000006,-3066.999999999993,-431.99999999999903,,-5651.999999999998
2021.10.15,-2181.000000000012,-3076.999999999998,-422.9999999999956,,-5681.0000000000055
2021.10.15,-2180.000000000007,-3079.999999999998,-455.99999999998977,,-5715.999999999995
