date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.24,-27.999999999994696,-144.0000000000108,-7.999999999995566,-51.000000000001044,-2.999999999997449,0.0,-62.000000000006494,-38.99999999998904,-11.00000000000989,-35.999999999991594,-145.00000000000622,-29.999999999996696,-33.000000000005244,-11.000000000024102,-127.99999999999478,-482.00000000000466,-66.99999999999307,-60.99999999999994,-428.00000000000614,-270.99999999999903,-7.999999999995566,-7.999999999995566,-239.99999999999577,-50.0000000000056,-1.0000000000065512,,-2345.0000000000255
2020.02.24,1.0000000000065512,21.00000000000435,109.00000000000887,-73.99999999999629,65.99999999999939,9.999999999998899,-39.999999999995595,-32.999999999994145,168.99999999999693,-7.9999999999968985,-132.0000000000099,-61.999999999995396,-56.0000000000005,187.99999999998818,-160.99999999998892,-424.00000000000216,198.0000000000075,-143.99999999998857,-355.0000000000164,-241.99999999998667,152.00000000000102,45.000000000001705,-237.99999999999378,-97.00000000000264,0.9999999999843467,,-1105.9999999999702
2020.02.24,30.000000000007798,32.999999999994145,64.00000000000716,-80.00000000001339,77.00000000000485,12.000000000000899,-33.00000000001635,-45.000000000006146,181.99999999998795,19.00000000000235,-127.00000000001043,-50.99999999998994,-117.00000000000044,175.99999999998772,-204.00000000000418,-402.0000000000135,202.0000000000124,-290.9999999999968,-275.000000000003,-95.999999999985,154.00000000001057,45.000000000001705,-290.00000000000136,-156.00000000000057,65.99999999998829,,-1107.0000000000355
2020.02.24,41.000000000002146,83.9999999999952,195.99999999999795,-79.00000000000685,158.99999999999804,48.99999999999905,4.999999999988347,-7.0000000000014495,335.9999999999985,36.999999999998145,-167.00000000000603,-51.99999999999649,-102.00000000000209,317.99999999998363,-214.99999999998744,-469.0000000000083,373.00000000000466,-220.99999999998232,-329.00000000000153,-24.999999999986144,307.00000000000216,156.99999999999648,-334.00000000000097,-156.00000000000057,156.99999999998494,,62.99999999996908
2020.02.24,53.00000000000304,126.0000000000039,192.00000000000728,-41.000000000002146,182.00000000000438,63.99999999999739,25.999999999992696,2.0000000000131024,364.9999999999949,25.00000000000835,-264.0000000000087,-73.99999999999629,-124.00000000000189,364.9999999999807,-184.00000000000637,-788.0000000000109,407.0000000000107,-226.99999999999943,-519.0000000000028,-60.99999999999994,334.0000000000032,170.0000000000017,-436.9999999999985,-174.00000000000747,196.99999999998053,,-385.00000000003274
2020.02.24,-5.999999999994898,36.999999999998145,230.00000000000398,-80.00000000001339,207.00000000000162,41.9999999999976,4.999999999988347,-7.0000000000014495,324.99999999998863,14.000000000002899,-269.00000000000813,-82.99999999999974,-126.99999999999933,344.99999999999886,-158.99999999999804,-766.0,356.00000000000875,-208.99999999999253,-511.000000000017,-130.99999999999224,384.00000000000034,159.9999999999966,-427.99999999999505,-170.99999999999892,227.99999999998377,,-614.000000000041
2020.02.24,-43.999999999999595,-5.999999999994898,200.00000000000284,-146.00000000000168,141.00000000000225,-4.999999999999449,-58.000000000002494,-4.999999999988347,235.99999999999,19.00000000000235,-221.00000000000452,-49.99999999999449,-72.0000000000054,292.0000000000016,-245.99999999999068,-578.9999999999961,263.00000000000523,-197.99999999998707,-468.00000000000176,-41.99999999998649,302.0000000000067,93.99999999999409,-376.99999999999403,-131.99999999999878,235.99999999999176,,-865.9999999999491
2020.02.24,-69.9999999999923,-5.000000000010552,176.00000000000193,-163.00000000000205,162.0000000000066,-12.000000000000899,-94.00000000001629,2.0000000000131024,214.9999999999892,11.00000000000545,-265.99999999999955,-83.9999999999952,-51.000000000001044,256.9999999999766,-251.00000000000122,-645.0000000000067,251.00000000000477,-189.99999999997908,-572.0000000000169,-122.99999999998423,311.00000000000705,88.99999999999864,-441.0000000000025,-179.00000000000693,244.9999999999841,,-1427.0000000000282
2020.02.24,-19.999999999997797,21.00000000000435,207.00000000000784,-121.00000000001555,233.00000000000543,61.999999999995396,-51.000000000001044,-1.999999999990898,277.9999999999916,21.00000000000435,-273.000000000001,-109.99999999999899,-52.000000000007596,324.99999999998863,-245.0000000000063,-676.9999999999943,303.0000000000115,-169.99999999998127,-583.0000000000002,-203.99999999998198,404.0000000000106,194.00000000000261,-441.0000000000025,-209.9999999999991,234.00000000000088,,-876.9999999999554
2020.02.24,-40.99999999999105,-25.00000000000835,131.00000000000023,-156.00000000000057,165.9999999999995,41.000000000002146,-72.0000000000054,-12.999999999996348,156.99999999999648,26.000000000003798,-237.00000000000944,-75.9999999999983,-52.000000000007596,149.99999999997726,-269.9999999999925,-544.9999999999955,162.00000000000614,-177.99999999998929,-531.0000000000148,-140.99999999999113,264.00000000001,96.9999999999942,-407.99999999999727,-175.00000000000293,224.99999999998633,,-1501.0000000000243
