date,AUDUSD,NZDUSD,EURCHF,CADJPY,NZDJPY,AUDCAD,empty,sum
2018.10.22,0.0,-54.999999999993946,-335.00000000001864,-64.99999999999773,-85.99999999999852,-7.0000000000014495,,-548.0000000000103
2018.10.22,74.00000000000739,-105.99999999999498,-345.0000000000175,-129.0000000000049,-180.99999999999739,146.00000000000168,,-541.0000000000057
2018.10.22,65.00000000000395,-107.99999999999699,-311.0000000000168,-158.00000000000125,-200.00000000000284,129.00000000000134,,-583.0000000000126
2018.10.22,-7.9999999999968985,-119.99999999999788,-286.00000000000847,-171.00000000000648,-221.00000000000364,79.00000000000685,,-727.0000000000066
2018.10.22,-9.999999999998899,-139.99999999999568,-297.0000000000139,-192.00000000000728,-242.00000000000443,84.0000000000063,,-797.000000000014
2018.10.22,-23.999999999990695,-158.99999999999804,-286.00000000000847,-213.00000000000807,-250.0,43.999999999999595,,-888.0000000000057
2018.10.22,-204.99999999999963,-248.99999999999923,-284.00000000001756,-255.00000000000966,-400.0000000000057,-152.99999999999204,,-1546.0000000000239
2018.10.22,-257.9999999999916,-272.99999999998994,-235.00000000000742,-311.00000000000705,-450.00000000000284,-230.99999999999233,,-1757.999999999991
2018.10.22,-231.99999999999886,-276.9999999999939,-243.99999999999977,-213.00000000000807,-390.00000000000057,-181.9999999999933,,-1537.9999999999945
2018.10.22,-174.99999999999181,-251.99999999999667,-255.00000000000523,-171.00000000000648,-349.9999999999943,-127.99999999999478,,-1330.9999999999893
2018.10.22,-108.99999999999244,-215.99999999999397,-290.00000000001245,-126.00000000000477,-283.00000000000125,-58.000000000002494,,-1082.0000000000075
2018.10.22,-78.99999999999574,-214.99999999999852,-283.000000000011,-115.99999999999966,-272.00000000000557,-29.999999999996696,,-995.0000000000072
2018.10.22,-56.99999999999594,-191.99999999999218,-290.00000000001245,-31.00000000000591,-198.0000000000075,-74.99999999999174,,-843.0000000000057
2018.10.22,-51.99999999999649,-169.99999999999238,-293.0000000000099,-1.0000000000047748,-191.0000000000025,-65.99999999999939,,-773.0000000000055
2018.10.22,-41.9999999999976,-165.9999999999995,-304.9999999999997,18.000000000000682,-174.0000000000066,-68.99999999999685,,-737.9999999999995
2018.10.22,-93.99999999999409,-192.99999999999872,-325.0000000000197,-5.000000000009663,-216.99999999999875,-117.00000000000044,,-951.0000000000214
2018.10.22,-80.99999999999774,-188.9999999999947,-340.00000000000693,15.000000000000568,-197.00000000000273,-112.99999999999643,,-904.999999999998
2018.10.22,-85.99999999999719,-216.99999999998943,-337.0000000000095,54.99999999999261,-198.99999999999807,-139.99999999999568,,-923.9999999999973
2018.10.22,-69.9999999999923,-210.99999999999451,-443.99999999999994,81.99999999999363,-176.00000000000193,-109.99999999999899,,-928.9999999999941
2018.10.22,50.0000000000056,-161.00000000000003,-576.0000000000209,126.99999999999534,-87.0000000000033,18.0000000000069,,-629.0000000000164
2018.10.22,21.00000000000435,-152.99999999999204,-545.0000000000177,121.99999999999989,-66.0000000000025,9.00000000000345,,-612.0000000000047
2018.10.22,-39.00000000000014,-188.9999999999947,-392.00000000001455,167.99999999999216,-96.00000000000364,-122.99999999999534,,-671.0000000000163
2018.10.22,-88.99999999999464,-239.0000000000003,-400.00000000000034,144.99999999999602,-168.99999999999693,-187.9999999999993,,-939.9999999999955
2018.10.22,-95.00000000000064,-250.9999999999901,-449.0000000000105,176.00000000000193,-167.0000000000016,-185.99999999999727,,-971.9999999999982
2018.10.22,-67.9999999999903,-271.9999999999945,-409.0000000000149,207.9999999999984,-129.99999999999545,-156.99999999999602,,-827.9999999999927
2018.10.22,-137.9999999999937,-339.99999999999585,-413.00000000001893,227.00000000000387,-212.0000000000033,-221.99999999999997,,-1098.0000000000077
2018.10.22,-139.00000000000023,-341.99999999999784,-388.0000000000106,167.99999999999216,-225.9999999999991,-220.99999999999343,,-1148.000000000009
2018.10.22,-125.99999999999278,-315.9999999999941,-382.0000000000157,236.99999999999477,-182.00000000000216,-213.99999999999199,,-983.0000000000018
2018.10.22,-139.99999999999568,-336.9999999999984,-286.00000000000847,171.99999999999704,-218.9999999999941,-207.99999999999707,,-1017.9999999999966
2018.10.22,-145.9999999999906,-334.9999999999964,-197.00000000000273,173.00000000000182,-213.99999999999864,-213.99999999999199,,-932.9999999999786
2018.10.22,-139.00000000000023,-408.9999999999927,-182.99999999999983,115.99999999999966,-329.9999999999983,-210.99999999999451,,-1155.999999999986
2018.10.22,-114.99999999999844,-371.99999999999454,-121.99999999999989,105.00000000000398,-301.00000000000193,-135.99999999999167,,-940.9999999999825
2018.10.22,-166.99999999999494,-418.9999999999916,-18.0000000000069,45.000000000001705,-346.00000000000364,-168.99999999999693,,-1073.9999999999923
2018.10.22,-180.99999999999784,-427.99999999999505,23.999999999979593,-13.00000000000523,-385.9999999999957,-158.99999999999804,,-1143.0000000000123
2018.10.22,-204.99999999999963,-447.99999999999284,27.999999999983594,-40.00000000000625,-435.0000000000023,-173.9999999999964,,-1274.0000000000136
2018.10.22,-268.99999999999704,-527.9999999999951,10.999999999983245,-39.00000000000148,-415.9999999999968,-343.9999999999999,,-1585.0000000000073
2018.10.22,-293.99999999999426,-572.9999999999902,37.99999999998249,102.99999999999443,-506.0000000000002,-324.00000000000205,,-1556.0000000000098
2018.10.22,-308.9999999999926,-624.9999999999977,95.00000000000064,27.000000000001023,-578.000000000003,-334.9999999999964,,-1724.999999999988
2018.10.22,-373.99999999999653,-653.999999999999,134.99999999999625,-42.00000000000159,-599.0000000000038,-307.99999999999716,,-1842.0000000000018
2018.10.22,-345.99999999999073,-619.9999999999983,100.99999999999554,-54.000000000002046,-594.9999999999989,-297.9999999999983,,-1811.9999999999927
2018.10.22,-323.99999999999096,-594.99999999999,102.99999999998644,-48.00000000000182,-582.9999999999984,-290.00000000000136,,-1736.999999999996
2018.10.22,-304.9999999999997,-565.9999999999999,104.99999999999955,1.9999999999953388,-534.000000000006,-295.99999999999625,,-1594.0000000000068
2018.10.22,-314.99999999999864,-586.9999999999931,213.99999999998087,33.00000000000125,-552.0000000000067,-322.9999999999955,,-1530.0000000000118
2018.10.22,-329.999999999997,-587.9999999999997,189.99999999997908,42.999999999992156,-551.0000000000019,-347.9999999999928,,-1584.00000000002
2018.10.22,-307.99999999999716,-584.9999999999911,178.99999999999582,121.99999999999989,-519.0000000000055,-375.9999999999986,,-1486.9999999999968
2018.10.22,-303.9999999999932,-578.9999999999961,169.99999999998127,125.99999999999056,-501.99999999999534,-356.9999999999962,,-1446.0000000000089
2018.10.22,-303.9999999999932,-581.9999999999936,190.99999999998562,131.9999999999908,-510.0000000000051,-381.99999999999346,,-1455.0000000000089
2018.10.22,-325.99999999999295,-574.9999999999922,215.99999999999397,140.99999999999113,-513.9999999999958,-402.00000000000233,,-1459.9999999999982
2018.10.23,-346.9999999999973,-594.99999999999,180.99999999998673,129.99999999999545,-515.0000000000006,-431.99999999999903,,-1578.0000000000048
2018.10.23,-332.99999999999443,-568.9999999999973,181.9999999999933,117.999999999995,-486.99999999999477,-396.9999999999918,,-1485.99999999999
2018.10.23,-368.9999999999971,-586.9999999999931,207.99999999998596,126.99999999999534,-513.0000000000052,-469.99999999999267,,-1604.0000000000068
2018.10.23,-367.99999999999056,-569.9999999999927,200.99999999998454,132.99999999999557,-481.9999999999993,-463.0000000000023,,-1549.0000000000048
