date,USDCAD,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.05.30,-51.000000000001044,-48.00000000000182,-64.00000000002137,-11.999999999986244,-84.99999999999375,,-260.0000000000042
2016.05.30,4.000000000004,-24.00000000000091,-33.00000000001546,11.00000000000989,-9.000000000000341,,-51.00000000000282
2016.05.30,-241.00000000000233,61.99999999999761,149.99999999997726,114.00000000000432,-71.99999999998852,,12.999999999988347
2016.05.30,-245.99999999999068,262.00000000000045,512.9999999999768,323.0000000000075,88.00000000000807,,940.0000000000022
2016.05.30,-276.9999999999939,361.0000000000042,713.9999999999986,404.0000000000106,156.0000000000059,,1358.0000000000255
2016.05.30,-228.00000000000597,311.9999999999976,677.9999999999973,358.0000000000041,148.00000000001035,,1268.0000000000032
2016.05.30,-392.9999999999989,329.00000000000773,595.9999999999752,314.00000000000716,65.00000000001194,,911.0000000000032
2016.05.30,-483.0000000000112,287.00000000000614,492.999999999995,273.00000000001035,-37.9999999999967,,532.0000000000035
2016.05.30,-659.999999999994,387.00000000000045,566.9999999999789,377.00000000000955,-53.999999999987836,,617.000000000007
2016.05.30,-558.9999999999984,427.0000000000067,606.9999999999993,397.00000000000557,-12.999999999991019,,859.0000000000222
2016.05.30,-568.9999999999973,540.9999999999968,897.9999999999961,527.000000000001,108.00000000000409,,1505.000000000001
2016.05.30,-496.99999999999187,536.0000000000014,925.9999999999877,537.0000000000061,123.00000000000466,,1625.0000000000082
2016.05.30,-472.00000000000574,517.0000000000101,902.9999999999916,524.0000000000009,135.00000000000512,,1607.0000000000018
2016.05.30,-513.0000000000078,539.0000000000015,1048.0000000000018,557.0000000000022,138.00000000000523,,1769.000000000003
2016.05.30,-591.0000000000082,667.0000000000016,1262.9999999999768,739.0000000000043,187.00000000001182,,2264.9999999999864
2016.05.30,-626.9999999999998,648.0000000000103,1109.9999999999852,705.0000000000125,156.0000000000059,,1992.0000000000143
2016.05.30,-666.000000000011,650.0000000000057,1149.9999999999773,729.0000000000134,150.00000000000568,,2012.999999999991
2016.05.30,-682.0000000000048,777.000000000001,1257.9999999999814,901.0000000000105,251.00000000000477,,2504.9999999999927
2016.05.30,-448.000000000004,862.000000000009,1578.9999999999793,1053.0000000000114,456.00000000000307,,3501.9999999999986
2016.05.30,-428.00000000000614,838.0000000000081,1294.9999999999875,1037.0000000000061,406.0000000000059,,3148.0000000000014
2016.05.30,-445.0000000000065,829.0000000000077,1332.9999999999984,1054.000000000002,412.00000000000614,,3183.000000000008
2016.05.30,-476.9999999999941,942.9999999999978,1329.999999999984,1167.0000000000016,438.0000000000024,,3400.9999999999914
2016.05.30,-463.9999999999977,993.0000000000092,1209.0000000000032,1148.0000000000105,352.00000000000387,,3238.000000000029
2016.05.30,-365.99999999999966,907.0000000000107,899.0000000000009,1036.0000000000014,329.9999999999983,,2806.0000000000114
2016.05.30,-384.00000000000654,901.0000000000105,830.9999999999889,992.0000000000044,307.00000000000216,,2646.9999999999995
2016.05.30,-417.0000000000007,870.0000000000045,924.999999999983,1044.0000000000111,316.0000000000025,,2738.000000000001
2016.05.30,-337.0000000000095,890.0000000000006,1018.999999999977,1089.0000000000127,335.9999999999985,,2996.9999999999795
2016.05.30,-245.99999999999068,873.0000000000047,941.9999999999789,1075.0000000000027,398.00000000001035,,3042.000000000006
2016.05.30,-106.99999999999044,879.0000000000049,971.99999999998,1071.0000000000123,468.0000000000035,,3283.0000000000105
2016.05.30,-120.00000000000898,918.9999999999969,1173.9999999999782,1128.0,517.0000000000101,,3617.9999999999764
2016.05.30,-188.9999999999947,954.0000000000077,1363.999999999976,1128.0,483.0000000000041,,3739.999999999993
2016.05.30,-232.00000000000998,980.000000000004,1207.9999999999984,1141.0000000000055,454.9999999999983,,3551.999999999996
2016.05.30,-364.9999999999931,989.0000000000043,1147.9999999999961,1178.0000000000114,362.000000000009,,3312.0000000000277
2016.05.30,-480.99999999999807,981.9999999999993,1256.0000000000002,1176.0000000000018,303.0000000000115,,3236.0000000000146
2016.05.30,-453.99999999999886,993.0000000000092,1106.9999999999993,1164.0000000000014,305.0000000000068,,3115.0000000000177
2016.05.30,-462.9999999999912,908.0000000000013,1060.9999999999786,999.0000000000094,219.0000000000083,,2724.0000000000064
2016.05.30,-330.0000000000081,826.0000000000076,1113.999999999976,978.0000000000086,307.00000000000216,,2894.9999999999864
2016.05.30,-364.00000000000875,853.0000000000086,1245.999999999981,1033.0000000000014,310.0000000000023,,3077.9999999999845
2016.05.30,-290.9999999999968,808.0000000000069,1343.999999999994,968.0000000000035,365.0000000000091,,3194.000000000017
2016.05.30,-224.000000000002,843.0000000000035,1326.9999999999982,1041.000000000011,430.0000000000068,,3417.0000000000177
2016.05.30,-307.99999999999716,909.000000000006,1351.9999999999754,1057.0000000000023,361.0000000000042,,3370.9999999999905
2016.05.30,-249.99999999999466,893.0000000000007,1225.999999999999,994.000000000014,355.000000000004,,3218.000000000023
2016.05.30,-269.00000000000813,915.9999999999968,1298.0000000000018,1052.0000000000068,378.0000000000001,,3374.9999999999973
2016.05.30,-253.99999999999866,951.9999999999982,1324.9999999999886,1059.0000000000118,396.0000000000008,,3478.000000000001
2016.05.30,-256.00000000001177,951.0000000000076,1378.9999999999907,1103.0000000000086,408.00000000000125,,3584.9999999999964
2016.05.30,-225.00000000000853,942.9999999999978,1375.9999999999764,1115.000000000009,427.0000000000067,,3635.9999999999814
2016.05.30,-252.99999999999213,960.000000000008,1343.999999999994,1087.0000000000032,400.0000000000057,,3538.000000000019
2016.05.30,-221.00000000000452,945.999999999998,1362.9999999999995,1054.000000000002,407.0000000000107,,3549.0000000000055
2016.05.31,-225.00000000000853,957.0000000000078,1361.9999999999948,1084.0000000000032,428.0000000000115,,3606.0000000000086
