names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['NZDUSD', 'USDJPY']",80.0,-1.0,B
GBPUSD,20,"['GBPCAD', 'NZDJPY', 'AUDCAD']",100.0,0.03276190476190474,S
EURUSD,20,['GBPCHF'],80.0,-0.13725300679712446,B
AUDUSD,30,['AUDCAD'],80.0,-0.4468573714017248,B
NZDUSD,10,['EURAUD'],80.0,-0.13833333333333334,B
GBPCHF,10,"['USDCHF', 'EURUSD', 'USDCAD', 'USDJPY']",100.0,-0.94,B
CHFJPY,15,"['CHFJPY', 'AUDCHF', 'NZDJPY', 'EURJPY', 'GBPCAD', 'USDCAD']",80.0,0.9822222222222223,S
CADCHF,15,"['CHFJPY', 'CADCHF', 'EURJPY', 'AUDCHF']",80.0,-1.0,B
NZDCHF,20,['NZDUSD'],80.0,-0.5040458201928791,B
EURGBP,10,['AUDCHF'],80.0,0.9119999999999999,S
GBPJPY,30,['EURCAD'],80.0,-0.06795735903243645,B
GBPAUD,10,['USDCHF'],100.0,0.12133333333333333,S
EURJPY,10,['CHFJPY'],80.0,1.0,S
EURAUD,30,['NZDUSD'],80.0,0.35860328978315936,S
CADJPY,15,['EURCHF'],100.0,-0.31114862914862906,B
AUDJPY,10,['CADJPY'],80.0,0.46146031746031757,S
NZDJPY,15,"['GBPJPY', 'USDCAD']",80.0,0.976,S
NZDCAD,10,['NZDUSD'],100.0,-1.0,B
AUDNZD,15,"['GBPJPY', 'GBPAUD']",80.0,-0.212085581085581,B
