date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.12.14,-9.999999999998899,-170.00000000000347,-131.00000000001444,-24.999999999991473,-17.000000000000348,0.0,-80.99999999999774,0.0,-117.999999999995,-90.99999999999665,-143.9999999999997,0.0,-180.00000000000682,-612.0000000000125,-69.9999999999923,0.0,-49.99999999999449,-276.9999999999939,,-1975.9999999999975
2015.12.14,-9.00000000000345,-383.0,2.999999999997449,4.0000000000048885,89.00000000000574,-8.000000000008,-198.00000000000927,-49.99999999999449,-60.99999999999284,-81.9999999999932,-169.99999999999238,-258.0000000000027,-240.0000000000091,-500.9999999999959,-117.99999999999588,182.00000000000216,-14.000000000002899,-161.99999999999548,,-1975.9999999999852
2015.12.14,77.00000000000485,-453.99999999999886,51.000000000001044,22.00000000000557,151.9999999999966,-84.0000000000063,-214.00000000000307,-22.999999999995246,-149.0000000000009,-31.000000000003247,-182.99999999999983,29.99999999997449,-361.99999999999477,-817.000000000001,-99.99999999998899,268.0000000000007,-4.000000000004,-343.99999999998875,,-2165.0000000000023
2015.12.14,36.0000000000027,-364.00000000000875,-48.000000000003595,130.00000000000966,283.99999999999534,6.999999999990347,-141.99999999999767,-24.999999999986144,-408.00000000000125,-36.0000000000027,-109.99999999999899,393.99999999996106,-560.0000000000023,-967.0000000000067,-228.00000000000597,509.00000000000034,-156.99999999999602,-543.999999999989,,-2229.0000000000396
2015.12.14,50.0000000000056,-331.0000000000146,-80.99999999999774,168.99999999999693,295.99999999999625,17.999999999995797,-137.00000000000932,49.99999999999449,-301.9999999999925,-61.999999999995396,-100.00000000000009,474.9999999999588,-406.0000000000059,-941.9999999999984,-112.000000000001,560.0000000000023,-148.0000000000037,-503.99999999999335,,-1507.0000000000618
2015.12.14,51.99999999999649,-381.0000000000091,-24.000000000001798,158.00000000000125,285.9999999999974,1.999999999990898,-164.00000000000858,35.00000000000725,-314.9999999999977,-95.00000000000064,-119.99999999999788,493.99999999999443,-445.99999999999795,-855.0000000000058,-25.00000000000835,584.9999999999937,-107.00000000000153,-380.9999999999869,,-1301.000000000035
2015.12.14,41.000000000002146,-296.0000000000074,-53.999999999998494,149.0000000000009,270.99999999999903,-19.00000000000235,-104.99999999999955,12.000000000012001,-326.9999999999982,-117.99999999999588,-149.99999999999457,537.9999999999718,-453.00000000000296,-883.0000000000116,73.99999999999629,503.9999999999907,-109.99999999999899,-320.9999999999935,,-1247.0000000000305
2015.12.14,63.00000000000195,-268.0000000000016,15.999999999993797,121.00000000000932,216.0000000000051,-48.000000000003595,-53.999999999998494,14.000000000002899,-313.0000000000024,-66.99999999999484,-169.99999999999238,366.9999999999618,-395.00000000001023,-670.000000000015,25.999999999992696,426.00000000000193,-41.000000000002146,-202.9999999999976,,-980.0000000000488
2015.12.14,119.00000000000244,-433.0000000000167,59.99999999999339,79.00000000000773,238.0000000000049,-131.00000000000333,-106.99999999999044,15.999999999993797,-292.99999999999216,-34.000000000000696,-189.99999999999017,202.9999999999976,-435.0000000000023,-597.0000000000031,76.0000000000094,414.0000000000015,12.999999999996348,-143.00000000000423,,-1144.999999999996
2015.12.14,153.00000000000313,-377.0000000000051,99.99999999998899,-34.99999999999659,170.00000000000347,-131.00000000000333,-21.00000000000435,22.999999999995246,-250.0,-24.999999999997247,-188.9999999999947,51.99999999998539,-399.0000000000009,-512.0000000000014,4.000000000004,268.0000000000007,9.00000000000345,-46.999999999997044,,-1207.0000000000161
