date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,NZDCHF,EURGBP,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.01.21,-122.99999999998423,0.0,-73.00000000001194,-4.999999999999449,-84.0000000000063,-32.999999999994145,-95.00000000000064,-565.9999999999999,0.0,-132.99999999999557,-42.999999999993044,,-1154.9999999999852
2019.01.21,-123.99999999999079,55.000000000005045,-124.99999999999733,-37.00000000000925,-129.00000000000134,-58.000000000002494,-161.00000000000003,-682.0000000000048,15.000000000000568,-128.99999999999068,-51.000000000001044,,-1425.9999999999923
2019.01.21,-86.99999999999264,60.000000000015596,-146.00000000000168,-48.99999999999905,-129.00000000000134,-32.999999999994145,-197.00000000000273,-687.9999999999998,-22.999999999996135,-131.9999999999908,-53.00000000000304,,-1476.9999999999657
2019.01.21,-244.9999999999841,56.000000000011596,-175.99999999999838,-29.000000000001247,-108.00000000000809,7.0000000000014495,-279.00000000000705,-679.9999999999917,-16.999999999995907,-144.99999999999602,9.00000000000345,,-1606.9999999999661
2019.01.21,-244.9999999999841,56.000000000011596,-182.99999999999983,-34.000000000000696,-171.00000000001003,-48.99999999999905,-284.0000000000065,-964.9999999999936,-73.99999999999807,-243.99999999999977,-2.000000000002,,-2194.999999999982
2019.01.21,-170.00000000000347,131.00000000001444,-104.99999999999955,-26.999999999999247,-182.99999999999983,-66.99999999999484,-295.0000000000008,-983.0000000000006,-49.99999999999716,-244.99999999999034,-31.000000000003247,,-2024.9999999999745
2019.01.21,-153.9999999999875,130.0000000000079,-158.99999999999804,-143.00000000000423,-295.0000000000008,-186.99999999999272,-290.00000000000136,-1259.00000000001,-274.0000000000009,-468.9999999999941,-120.99999999999334,,-3220.999999999975
2019.01.21,-160.00000000000458,120.00000000000898,-117.00000000001154,-124.00000000000189,-269.00000000000813,-161.99999999999548,-278.00000000000045,-1200.0000000000011,-230.00000000000398,-424.99999999999716,-146.00000000000168,,-2991.0000000000173
2019.01.21,-133.00000000000534,161.99999999999548,-70.0000000000145,-118.00000000000699,-268.0000000000016,-153.00000000000313,-300.0000000000003,-1207.0000000000025,-221.00000000000364,-444.0000000000026,-146.99999999999713,,-2899.0000000000427
2019.01.21,-146.00000000000168,172.0000000000166,-62.000000000006494,4.999999999999449,-193.00000000000983,-75.9999999999983,-313.00000000000773,-1079.0000000000077,-10.99999999999568,-266.9999999999959,11.00000000000545,,-1959.0000000000018
2019.01.21,-133.00000000000534,145.00000000001734,-78.00000000000028,0.999999999995449,-225.00000000000853,-117.00000000000044,-285.00000000000193,-1107.999999999998,-1.9999999999953388,-277.9999999999916,-2.999999999997449,,-2082.9999999999864
2019.01.21,-131.99999999999878,155.00000000001623,-102.00000000000209,-2.000000000002,-268.0000000000016,-163.99999999999747,-291.0000000000079,-1228.9999999999911,-12.999999999991019,-340.0000000000034,14.000000000002899,,-2371.9999999999764
2019.01.21,-139.9999999999846,140.0000000000068,-139.00000000000023,-26.000000000003798,-334.00000000000097,-224.9999999999974,-279.00000000000705,-1377.9999999999905,-72.00000000000273,-441.0000000000025,19.999999999997797,,-2873.999999999985
2019.01.21,-92.99999999998754,145.00000000001734,-79.00000000000685,-11.00000000000545,-346.0000000000019,-231.99999999999886,-257.0000000000072,-1405.9999999999961,-60.99999999999284,-456.00000000000307,-12.000000000000899,,-2807.999999999983
2019.01.21,-89.99999999999008,147.00000000000824,-36.999999999998145,10.999999999994348,-312.00000000000114,-186.99999999999272,-256.0000000000007,-1333.0000000000064,-39.99999999999204,-427.99999999999727,2.999999999997449,,-2521.999999999978
