date,USDCHF,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.01.06,-12.999999999996348,-51.00000000000193,-9.00000000000345,-18.999999999991246,-209.9999999999991,0.0,-75.00000000000284,-98.99999999999353,-20.0000000000089,-73.00000000001194,-25.99999999999625,-93.99999999999409,-50.0000000000167,-60.000000000002274,-31.999999999996476,-49.99999999999449,-46.00000000000159,-49.99999999999449,,-977.0000000000058
2020.01.06,41.000000000002146,-10.99999999999568,-63.00000000000195,-57.99999999999139,-110.00000000001009,-1.0000000000065512,-113.99999999999011,-88.99999999999464,44.99999999999504,-30.0000000000189,-97.99999999999898,-93.00000000000975,-147.00000000000824,-10.000000000005116,-115.0000000000091,-68.00000000000139,-101.00000000000664,-65.00000000000395,,-1087.0000000000553
2020.01.06,65.00000000000395,46.999999999997044,-85.99999999999719,-47.9999999999925,-114.99999999999844,18.0000000000069,-128.0000000000001,-112.000000000001,76.99999999999375,-158.99999999999804,-120.00000000000455,-62.99999999999084,-191.00000000000784,-2.0000000000095497,-120.00000000000455,-100.00000000000009,-90.0000000000012,-56.99999999999594,,-1184.0
2020.01.06,87.00000000000374,-93.99999999999409,-36.0000000000027,-31.999999999998696,-211.00000000000563,106.99999999999044,-13.999999999995794,-127.99999999999478,42.999999999993044,-119.00000000000244,-3.0000000000001137,-38.0000000000047,-138.0000000000159,-91.00000000000819,-67.99999999999784,-36.0000000000027,-48.99999999999905,-121.00000000001555,,-941.000000000051
2020.01.06,100.99999999999554,-162.00000000000614,21.999999999999797,-31.999999999998696,-204.00000000000418,126.0000000000039,63.00000000000239,-171.99999999999437,58.99999999999794,56.99999999999594,100.99999999999909,-79.00000000000685,-74.0000000000185,-198.99999999999807,12.999999999991019,43.00000000000415,-47.00000000000814,-158.99999999999804,,-543.0000000000432
2020.01.06,85.99999999999719,-236.0000000000042,84.0000000000063,42.0000000000087,-188.00000000001037,114.99999999999844,180.99999999999739,-176.99999999999383,56.0000000000005,140.99999999999113,215.99999999999397,-90.99999999999665,5.999999999994898,-270.00000000001023,137.00000000000045,51.99999999999649,-7.0000000000014495,-143.00000000000423,,3.999999999964473
2020.01.06,109.99999999999899,-197.00000000000273,51.99999999999649,36.999999999998145,-168.0000000000126,109.00000000000354,156.0000000000059,-176.99999999999383,82.99999999999974,177.99999999998929,174.99999999999716,-116.99999999998934,44.99999999998394,-236.0000000000042,117.999999999995,19.00000000000235,-19.00000000000235,-103.00000000000864,,64.99999999995686
2020.01.06,90.99999999999665,-180.99999999999739,-51.99999999999649,-19.999999999997797,-178.99999999999582,79.99999999999119,82.00000000000784,-173.00000000000094,59.99999999999339,-131.00000000001444,61.99999999999761,-130.99999999999224,-104.00000000001519,-222.99999999999898,-6.000000000000227,-102.99999999999754,-76.0000000000094,-82.00000000000429,,-1086.000000000034
2020.01.06,104.00000000000409,-147.00000000000557,-14.999999999998348,-12.000000000000899,-195.00000000001182,100.0000000000112,90.00000000000341,-148.0000000000037,43.999999999999595,-96.00000000000719,94.99999999999886,-100.99999999999554,-101.00000000001774,-191.0000000000025,18.999999999991246,-58.000000000002494,-65.99999999999939,-97.00000000001374,,-775.0000000000506
2020.01.06,82.00000000000429,-170.0000000000017,36.999999999998145,-32.999999999994145,-198.00000000000927,100.99999999999554,180.99999999999739,-148.99999999999915,48.99999999999905,-24.000000000001798,219.99999999999886,-86.99999999999264,-173.00000000000094,-222.0000000000084,54.000000000002046,-5.999999999994898,-116.00000000000499,-167.00000000000603,,-621.0000000000186
2020.01.06,61.999999999995396,-150.00000000000568,39.00000000000014,-37.99999999999359,-194.0000000000053,110.00000000001009,198.99999999999807,-146.99999999999713,52.99999999999194,-17.000000000000348,218.00000000000352,-80.99999999999774,-217.0000000000005,-216.00000000000819,46.999999999997044,-19.999999999997797,-126.0000000000039,-178.99999999999582,,-657.0000000000098
2020.01.06,51.000000000001044,-189.99999999999773,-9.00000000000345,-63.99999999999739,-172.0000000000166,100.99999999999554,209.00000000000318,-154.99999999999403,74.99999999999174,-75.00000000000284,239.00000000000432,-76.99999999999375,-273.0000000000121,-237.00000000000898,18.000000000000682,-68.00000000000139,-150.00000000000568,-148.00000000001478,,-925.0000000000521
2020.01.06,100.99999999999554,-218.9999999999941,-9.999999999998899,-63.99999999999739,-207.00000000000162,120.99999999999334,195.0000000000074,-185.00000000000182,44.99999999999504,-73.00000000001194,227.99999999999443,-139.00000000000023,-252.0000000000078,-270.00000000001023,25.99999999999625,-73.99999999999629,-152.00000000000767,-140.0000000000068,,-1069.0000000000528
2020.01.06,126.99999999999933,-207.9999999999984,-2.999999999997449,-51.99999999999649,-208.00000000000819,120.00000000000898,176.00000000000193,-192.00000000000327,42.999999999993044,-57.00000000001815,212.99999999999386,-157.99999999999147,-174.00000000000747,-260.0000000000051,51.00000000000193,-80.99999999999774,-151.00000000000114,-148.99999999999915,,-963.000000000025
2020.01.06,99.00000000000463,-185.99999999999284,-29.999999999996696,-80.99999999999774,-197.00000000000273,103.00000000000864,198.0000000000075,-176.99999999999383,54.999999999993946,-129.00000000000134,218.9999999999941,-126.0000000000039,-263.99999999999756,-248.00000000000466,7.999999999995566,-102.00000000000209,-182.00000000000438,-157.00000000000713,,-1197.0000000000005
2020.01.06,104.99999999999955,-179.9999999999926,-41.9999999999976,-73.00000000000084,-178.99999999999582,109.00000000000354,183.9999999999975,-176.99999999999383,49.99999999999449,-153.00000000000313,197.00000000000273,-158.99999999999804,-234.00000000000088,-236.0000000000042,21.99999999999136,-124.99999999999733,-177.00000000000495,-104.99999999999955,,-1172.9999999999998
2020.01.06,87.99999999999919,-177.0000000000067,-81.9999999999932,-127.99999999999478,-148.00000000001478,52.99999999999194,117.00000000000443,-170.99999999999892,61.999999999995396,-172.0000000000166,81.99999999999363,-168.99999999999693,-297.9999999999983,-233.0000000000041,-82.00000000000784,-158.0000000000026,-229.00000000000142,-134.00000000001188,,-1779.0000000000634
