date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.01.06,102.00000000000209,63.99999999999739,-7.000000000005002,0.0,-8.999999999992347,35.00000000000725,-16.999999999995907,-63.00000000000195,74.99999999999174,232.99999999999432,10.000000000005116,-39.999999999995595,-23.00000000001745,6.999999999990791,-24.00000000000091,7.0000000000014495,-43.999999999999595,49.99999999999449,,355.9999999999759
2020.01.06,87.00000000000374,92.99999999998754,81.00000000000307,-44.99999999999504,-31.999999999998696,18.0000000000069,-108.99999999999466,-36.999999999998145,96.99999999999153,70.99999999999883,-96.00000000000364,-53.999999999998494,-41.000000000002146,54.000000000002046,-96.00000000000364,-54.999999999993946,-72.0000000000054,14.000000000002899,,-121.99999999999727
2020.01.06,92.99999999999864,0.0,78.99999999999352,-36.0000000000027,-12.000000000000899,126.0000000000039,-15.999999999991132,-78.00000000000028,119.99999999999788,-70.99999999999883,0.0,58.000000000002494,-138.0000000000159,31.999999999996476,-67.99999999999784,-34.99999999999615,-25.00000000000835,-1.999999999990898,,26.99999999998991
2020.01.06,158.0000000000026,13.999999999980695,-84.00000000000318,23.00000000000635,-30.999999999992145,131.99999999999878,73.99999999999807,-119.00000000000244,78.99999999999574,98.99999999998244,105.99999999999454,-19.999999999997797,-74.0000000000185,-79.9999999999983,18.000000000000682,51.000000000001044,-37.00000000000925,110.99999999999443,,419.99999999993366
2020.01.06,100.99999999999554,-87.00000000001484,-125.0,124.00000000000189,60.99999999999994,130.99999999999224,185.00000000000227,-136.00000000000279,65.99999999999939,225.99999999999287,221.9999999999942,-51.000000000001044,48.99999999998794,-180.99999999999739,143.99999999999125,104.00000000000409,10.999999999994348,120.00000000000898,,963.9999999999488
2020.01.06,153.00000000000313,-19.999999999997797,-180.99999999999739,114.99999999999844,70.99999999999883,154.0000000000097,183.9999999999975,-171.99999999999437,83.9999999999952,305.9999999999841,248.99999999999523,-89.00000000000574,125.99999999998168,-219.99999999999886,188.99999999999295,100.00000000000009,29.999999999996696,97.00000000001374,,1175.999999999973
2020.01.06,139.99999999999568,5.999999999994898,-180.99999999999739,90.0000000000012,68.00000000000139,144.0000000000108,191.0000000000025,-166.99999999999494,100.00000000000009,265.99999999998846,245.00000000000455,-96.99999999999153,122.99999999998423,-222.99999999999898,185.99999999999284,63.99999999999739,22.999999999995246,63.000000000013046,,1040.9999999999993
2020.01.06,117.99999999999588,-6.000000000017103,-60.99999999999284,-10.999999999994348,-5.999999999994898,109.00000000000354,97.00000000000841,-136.99999999999824,83.9999999999952,-29.00000000001235,105.00000000000398,-80.99999999999774,-63.000000000013046,-117.00000000000443,27.999999999991587,-53.00000000000304,-62.000000000006494,29.00000000001235,,-56.00000000002359
2020.01.06,111.00000000000554,-85.00000000000173,-144.99999999999602,53.999999999998494,17.000000000000348,137.00000000000932,188.0000000000024,-136.00000000000279,60.99999999999994,37.99999999998249,237.99999999999955,-42.0000000000087,-50.0000000000167,-186.9999999999976,108.99999999999466,26.999999999999247,-37.00000000000925,89.00000000000574,,386.99999999996487
2020.01.06,102.00000000000209,-90.00000000001229,-144.99999999999602,51.000000000001044,-32.999999999994145,120.00000000000898,204.00000000000773,-139.00000000000023,52.99999999999194,24.999999999986144,225.9999999999991,-78.00000000000028,-168.0000000000126,-200.00000000000284,54.99999999999261,6.0000000000060005,-115.00000000000954,163.00000000000205,,36.99999999996972
