date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,empty,sum
2018.11.12,-73.99999999999629,-207.00000000000162,0.0,-64.99999999999773,-19.999999999997797,-183.99999999998417,-96.00000000000719,-139.99999999999568,-75.9999999999983,-268.0000000000007,-289.0000000000059,0.0,0.0,-7.999999999995566,,-1426.999999999981
2018.11.12,-134.99999999999625,-150.00000000000568,-48.99999999998794,-82.99999999999841,-26.999999999999247,-153.00000000000313,-126.99999999999933,-146.00000000000168,-83.9999999999952,-234.00000000000887,-234.00000000000088,36.000000000001364,-9.000000000014552,27.000000000001023,,-1368.000000000009
2018.11.12,-112.99999999998533,-195.00000000001182,-17.999999999984695,-85.99999999999852,-45.000000000006146,-171.99999999999437,-139.00000000000023,-134.99999999999625,-78.99999999999574,-271.000000000015,-235.00000000000742,72.00000000000273,7.0000000000014495,49.000000000006594,,-1359.999999999985
2018.11.12,-103.99999999999298,-236.99999999999832,12.999999999996348,-61.00000000000705,48.000000000003595,-173.99999999998528,-181.00000000000892,-136.00000000000279,-107.00000000000153,-316.0000000000025,-182.99999999999983,68.9999999999884,-69.00000000000794,93.00000000000352,,-1345.000000000015
2018.11.12,-105.99999999998388,-276.00000000000955,18.0000000000069,-103.9999999999992,73.99999999999629,-171.99999999999437,-169.00000000000804,-129.00000000000134,-128.00000000000588,-413.0000000000109,-255.99999999998957,90.99999999997976,-48.000000000003595,125.0,,-1493.0000000000234
2018.11.12,-110.99999999999443,-296.0000000000074,7.0000000000014495,-141.00000000000534,78.00000000000028,-177.99999999998929,-163.00000000000205,-207.99999999999707,-146.00000000000168,-471.00000000000364,-234.00000000000088,161.00000000000136,-33.00000000001635,176.00000000000193,,-1559.0000000000132
2018.11.12,-99.99999999998899,-316.0000000000052,38.0000000000047,-171.00000000000648,109.00000000000354,-177.00000000000495,-218.00000000000708,-263.99999999999756,-133.00000000000534,-479.0000000000134,-225.00000000000853,209.00000000000318,-121.99999999999989,201.00000000000762,,-1648.0000000000182
2018.11.12,-112.000000000001,-313.99999999999204,46.0000000000127,-192.99999999999784,113.99999999999189,-197.99999999998707,-260.00000000000466,-276.9999999999939,-131.00000000000333,-581.0000000000173,-201.00000000000674,234.99999999998522,-184.00000000000637,216.99999999999875,,-1839.0000000000223
2018.11.12,-116.99999999998934,-263.99999999999756,59.000000000009045,-210.00000000000796,124.99999999999733,-222.99999999999542,-295.0000000000008,-332.99999999999443,-104.00000000000409,-509.00000000001455,-161.99999999999548,262.00000000000045,-225.00000000000853,236.0000000000042,,-1759.9999999999973
2018.11.12,-112.99999999998533,-268.0000000000016,66.00000000001049,-198.99999999999807,176.99999999998272,-214.00000000000307,-285.00000000000193,-332.99999999999443,-90.0000000000012,-509.00000000001455,-107.99999999999699,289.99999999999204,-211.00000000000563,279.0000000000106,,-1518.0000000000073
2018.11.12,-95.999999999985,-278.00000000000045,80.99999999999774,-186.9999999999976,163.00000000000205,-224.99999999998633,-236.00000000000287,-295.0000000000008,-90.0000000000012,-525.0000000000057,-137.00000000000932,305.0000000000068,-131.00000000001444,270.00000000001023,,-1380.9999999999866
2018.11.12,-136.00000000000279,-287.9999999999994,59.99999999999339,-230.00000000000398,167.9999999999904,-248.99999999998812,-282.99999999999994,-347.9999999999928,-104.99999999999955,-581.0000000000173,-134.99999999999625,293.9999999999827,-165.9999999999995,285.0000000000108,,-1714.0000000000223
2018.11.12,-156.99999999998494,-232.99999999999432,24.000000000001798,-233.0000000000041,170.00000000000347,-231.0000000000034,-245.0000000000063,-315.9999999999941,-87.00000000000374,-500.0,-75.00000000000284,272.99999999999613,-113.00000000000753,280.00000000000114,,-1442.9999999999989
2018.11.12,-171.99999999999437,-180.0000000000024,7.0000000000014495,-228.00000000000864,163.9999999999864,-239.99999999999577,-225.00000000000853,-307.0000000000017,-80.00000000000229,-466.0000000000082,-11.999999999989797,251.99999999998113,-112.000000000001,291.000000000011,,-1308.0000000000327
2018.11.12,-194.99999999998963,-148.99999999999915,-92.00000000000318,-222.0000000000084,114.99999999999844,-243.99999999999977,-231.99999999999886,-310.9999999999946,-56.99999999999594,-412.00000000000614,25.999999999992696,121.99999999998568,-70.99999999999883,254.0000000000049,,-1468.0000000000127
2018.11.12,-204.99999999998852,32.999999999994145,-112.000000000001,-250.0,82.00000000000429,-168.99999999999693,-155.00000000000514,-246.99999999999721,-5.999999999994898,-230.99999999999454,201.00000000000674,152.9999999999916,-5.000000000010552,264.00000000001,,-646.9999999999819
2018.11.12,-211.99999999998997,127.99999999999478,-129.99999999998568,-287.9999999999967,79.99999999999119,-168.99999999999693,-139.00000000000023,-224.000000000002,41.9999999999976,-193.00000000001205,320.00000000000915,153.99999999999636,28.999999999990145,260.0000000000051,,-341.9999999999993
2018.11.12,-431.99999999998795,174.00000000000747,-504.9999999999999,-406.0000000000059,1.999999999990898,-168.99999999999693,-191.00000000000784,-273.9999999999965,-102.99999999999754,-229.00000000001342,438.00000000000506,-133.00000000000978,-294.0000000000165,308.00000000000693,,-1814.0000000000218
2018.11.12,-451.99999999998573,343.00000000000443,-492.0000000000035,-391.00000000000534,-22.999999999995246,-65.00000000000395,-175.00000000000293,-266.999999999995,-82.99999999999974,-45.99999999999227,486.999999999993,-128.00000000001432,-234.00000000000088,295.0000000000017,,-1231.0
2018.11.12,-451.99999999998573,412.9999999999967,-607.9999999999864,-383.0000000000098,-43.999999999999595,-43.999999999999595,-150.00000000000568,-258.9999999999981,-68.99999999999685,1.999999999981128,523.9999999999911,-260.0000000000193,-243.00000000001543,287.00000000000614,,-1286.0000000000414
2018.11.12,-531.9999999999991,510.99999999999477,-787.0000000000043,-371.0000000000093,-66.00000000001049,43.00000000001525,-161.00000000000003,-232.99999999999432,-136.00000000000279,161.00000000000136,679.9999999999917,-521.000000000015,-368.00000000001273,215.0000000000034,,-1565.0000000000416
2018.11.12,-512.9999999999857,527.9999999999951,-756.0000000000011,-320.0000000000074,-73.99999999999629,100.0000000000112,-130.0000000000079,-219.00000000000253,-100.99999999999554,329.00000000000773,710.0000000000106,-564.9999999999977,-373.00000000000114,147.00000000000557,,-1236.9999999999654
2018.11.12,-409.99999999999926,496.00000000000756,-617.9999999999852,-213.99999999999864,-39.00000000001125,111.00000000001664,-139.00000000000023,-268.0000000000016,-78.00000000000028,337.99999999999386,655.0000000000056,-504.0000000000191,-364.00000000000875,121.99999999999989,,-912.0000000000008
2018.11.12,-442.9999999999934,551.9999999999969,-641.999999999987,-170.0000000000017,-77.00000000001594,97.00000000001374,-131.00000000000333,-244.99999999999523,-85.99999999999719,451.9999999999982,655.9999999999899,-587.0000000000175,-375.9999999999986,70.99999999999795,,-929.0000000000132
2018.11.12,-495.99999999998533,689.9999999999907,-673.9999999999968,-140.00000000000057,-85.00000000000173,68.00000000000139,-185.00000000000182,-300.0000000000003,-5.999999999994898,638.0000000000052,821.000000000005,-649.0000000000009,-392.00000000001455,49.000000000006594,,-660.9999999999882
2018.11.12,-514.9999999999987,626.9999999999998,-639.9999999999961,-147.99999999999613,-46.999999999997044,0.0,-243.00000000000432,-371.99999999999454,9.00000000000345,581.9999999999936,775.9999999999989,-612.9999999999995,-432.0000000000102,88.99999999999864,,-927.0000000000025
2018.11.12,-559.9999999999827,377.9999999999894,-714.999999999999,-144.99999999999602,-93.00000000000975,22.999999999995246,-252.0000000000078,-383.99999999999545,-182.99999999999983,305.0000000000068,506.9999999999908,-667.0000000000016,-492.0000000000035,69.00000000000261,,-2209.0000000000105
2018.11.12,-509.99999999998823,377.0000000000051,-661.9999999999848,-129.0000000000049,-89.00000000000574,53.00000000001415,-247.00000000000833,-402.00000000000233,-209.00000000000364,314.9999999999977,441.0000000000025,-628.0000000000143,-507.9999999999973,49.000000000006594,,-2148.9999999999836
