date,USDCHF,GBPCHF,CHFJPY,CADCHF,GBPJPY,EURJPY,EURAUD,EURNZD,NZDJPY,NZDCAD,empty,sum
2021.03.29,0.0,0.0,-13.00000000000523,-153.99999999999858,0.0,-30.000000000001137,-295.0000000000008,-4.000000000004,-13.00000000000523,-114.00000000000298,,-623.000000000018
2021.03.29,41.000000000002146,-41.000000000002146,132.99999999999557,-149.99999999999457,158.99999999999181,-9.999999999990905,-200.00000000000017,29.00000000001235,-22.00000000000557,-137.9999999999937,,-198.99999999998516
2021.03.29,36.999999999998145,19.999999999997797,104.99999999998977,-187.9999999999993,84.99999999997954,-58.9999999999975,-262.00000000000665,114.99999999999844,-16.000000000005343,-165.00000000000404,,-328.0000000000491
2021.03.29,80.00000000000229,123.99999999999079,177.99999999999727,-185.00000000000182,212.99999999999386,8.000000000009777,-272.00000000000557,175.99999999999838,-3.0000000000001137,-170.00000000000347,,148.9999999999814
2021.03.29,100.99999999999554,168.99999999999693,232.99999999998988,-199.00000000000472,332.9999999999984,70.0000000000216,-228.00000000000597,153.00000000000313,47.99999999998761,-175.99999999999838,,503.9999999999841
2021.03.29,129.00000000000134,217.0000000000005,216.99999999999875,-200.00000000000017,353.999999999985,54.000000000002046,-181.00000000000892,154.99999999999403,53.999999999987836,-188.9999999999947,,609.9999999999659
2021.03.29,119.00000000000244,118.99999999998023,106.99999999999932,-178.99999999999582,84.99999999997954,-83.99999999997476,-353.0000000000033,158.0000000000137,-62.00000000001182,-195.00000000000074,,-285.00000000001125
2021.03.29,126.99999999999933,104.99999999999955,30.9999999999917,-151.9999999999966,-6.000000000000227,-176.9999999999925,-378.00000000001165,243.99999999999977,-183.00000000000693,-190.99999999999673,,-580.0000000000143
2021.03.29,163.00000000000205,93.99999999999409,34.99999999999659,-126.0000000000039,-9.000000000014552,-162.9999999999825,-356.00000000000074,297.9999999999983,-169.00000000001114,-175.99999999999838,,-409.00000000002024
2021.03.29,146.99999999999713,96.99999999999153,24.999999999991473,-126.99999999999933,22.999999999996135,-131.99999999997658,-381.0000000000091,289.0000000000059,-137.00000000000045,-214.99999999999852,,-411.0000000000018
