date,USDCHF,USDJPY,GBPCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,NZDJPY,NZDCAD,empty,sum
2021.03.29,66.99999999999484,-1.0000000000047748,134.99999999999625,235.99999999999,-351.0000000000124,14.000000000010004,-151.00000000001222,80.00000000001339,6.999999999990791,-90.0000000000012,,-54.00000000003533
2021.03.29,47.9999999999925,1.9999999999953388,60.99999999999994,228.999999999985,-282.0000000000045,11.000000000024102,-144.0000000000108,114.99999999999844,1.9999999999953388,-68.00000000000139,,-26.000000000026034
2021.03.29,87.99999999999919,23.9999999999867,126.99999999998823,215.0000000000034,-415.0000000000098,16.000000000019554,-248.00000000000378,246.00000000001288,0.999999999990564,-124.99999999999733,,-71.00000000001035
2021.03.29,102.99999999999754,-58.000000000006935,203.99999999998198,391.9999999999959,-514.9999999999987,100.99999999999909,-178.00000000001148,232.99999999999432,69.99999999999318,-144.99999999999514,,206.99999999994972
2021.03.29,139.00000000000023,-63.00000000000239,228.99999999999034,375.99999999997635,-512.0000000000014,70.99999999999795,-156.00000000000057,182.0000000000155,71.99999999998852,-154.99999999999403,,182.9999999999705
2021.03.29,146.99999999999713,-83.00000000001262,234.00000000000088,399.0000000000009,-544.0000000000111,97.00000000000841,-165.9999999999995,170.00000000000347,93.99999999999409,-188.9999999999947,,158.99999999998698
2021.03.29,144.99999999999514,51.9999999999925,156.99999999998494,118.99999999999977,-527.0000000000108,-64.99999999999773,-289.0000000000059,268.0000000000016,-47.000000000011255,-175.99999999999838,,-363.00000000005014
2021.03.29,190.00000000000128,36.99999999999193,146.00000000000168,60.000000000002274,-597.0000000000031,-125.0,-348.9999999999993,428.00000000000614,-151.00000000001046,-131.99999999999878,,-493.0000000000083
2021.03.29,197.99999999999818,22.999999999996135,178.99999999999582,102.00000000000387,-616.0000000000165,-123.99999999999523,-299.00000000000483,314.00000000001427,-103.00000000000864,-168.00000000000148,,-494.00000000001836
2021.03.29,180.99999999999784,79.9999999999983,164.99999999999292,36.000000000001364,-602.999999999998,-119.99999999997613,-229.99999999999687,307.00000000001285,-99.00000000000375,-204.99999999999963,,-487.999999999971
2021.03.29,152.99999999999204,174.99999999999716,205.99999999999508,-3.0000000000143245,-631.0000000000038,-202.99999999997453,-56.99999999999594,146.00000000000168,-74.00000000001228,-270.0000000000036,,-558.0000000000184
2021.03.29,134.99999999999625,224.99999999999432,149.9999999999835,-98.00000000001319,-634.0000000000013,-232.99999999997567,-100.0000000000112,219.99999999999798,-124.00000000000944,-271.9999999999945,,-731.0000000000332
2021.03.29,148.99999999999915,224.99999999999432,100.99999999999554,-177.99999999999727,-635.0000000000077,-259.9999999999909,-225.00000000000853,339.0000000000004,-196.00000000001216,-246.00000000000176,,-926.0000000000291
2021.03.29,139.00000000000023,176.9999999999925,105.99999999998388,-94.00000000002251,-676.0000000000099,-223.99999999998954,-164.00000000000858,302.0000000000023,-157.0000000000107,-249.99999999999466,,-841.000000000057
2021.03.29,151.00000000000114,188.99999999999295,137.9999999999937,-97.00000000000841,-789.0000000000175,-265.99999999999113,-222.99999999999542,292.00000000000335,-177.0000000000067,-282.99999999999994,,-1065.000000000028
2021.03.29,180.99999999999784,160.99999999998715,109.99999999998789,-133.00000000000978,-756.0000000000011,-284.9999999999966,-180.0000000000024,270.00000000001467,-177.0000000000067,-290.00000000000136,,-1099.0000000000305
2021.03.29,136.99999999999824,266.9999999999959,19.999999999997797,-314.9999999999977,-760.0000000000051,-415.9999999999968,-309.0000000000037,334.00000000001205,-285.0000000000108,-278.00000000000045,,-1605.0000000000105
2021.03.29,148.99999999999915,222.99999999999898,-23.00000000001745,-323.0000000000075,-712.0000000000015,-395.9999999999866,-337.0000000000095,392.00000000001455,-298.0000000000018,-246.00000000000176,,-1571.0000000000136
2021.03.29,169.99999999999238,170.99999999999227,13.999999999980695,-250.0,-602.999999999998,-298.9999999999782,-317.9999999999961,407.0000000000018,-249.00000000000944,-200.00000000000017,,-1157.0000000000146
2021.03.29,122.99999999999534,135.99999999999568,-30.0000000000189,-177.00000000002092,-643.0000000000158,-236.99999999999477,-302.0000000000023,530.0000000000082,-264.00000000001,-156.99999999999602,,-1021.0000000000595
2021.03.29,-41.9999999999976,173.99999999999238,-83.00000000001084,-22.00000000001978,-676.0000000000099,-195.99999999999795,-51.000000000001044,425.0000000000087,-198.0000000000075,-161.99999999999548,,-831.0000000000389
2021.03.29,-21.00000000000435,56.99999999998795,51.000000000001044,268.99999999997704,-964.0000000000093,-76.99999999999818,-93.00000000000975,331.0000000000146,-84.00000000000318,-271.9999999999945,,-803.0000000000387
