date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.12.14,-68.99999999999685,-54.99999999998284,-31.000000000003247,-195.99999999999795,-211.00000000000563,-103.99999999999298,-173.00000000000094,-144.99999999999514,-52.99999999999727,-90.99999999999665,0.0,-518.9999999999806,-8.000000000009777,-1.0000000000065512,-18.999999999991246,-200.00000000000017,-351.99999999998965,-70.0000000000034,-48.000000000003595,,-2344.9999999999545
2015.12.14,-104.00000000000409,99.00000000000463,-115.99999999998278,-64.00000000000716,-209.00000000000364,-65.99999999999939,-95.00000000000064,-65.00000000000395,-33.00000000000125,-81.9999999999932,39.999999999995595,-483.99999999997334,114.00000000000432,-7.0000000000014495,191.00000000000784,-110.00000000001009,-331.99999999999363,-87.99999999999919,-12.000000000012001,,-1422.9999999999734
2015.12.14,-121.99999999999989,290.00000000001245,-130.99999999999224,-132.000000000005,-416.00000000000523,-61.999999999995396,56.99999999999594,-35.00000000000725,21.000000000000796,-31.000000000003247,39.999999999995595,-652.9999999999702,181.0000000000116,-21.00000000000435,279.00000000000705,-283.99999999999534,-585.9999999999985,-200.00000000000017,39.999999999995595,,-1764.9999999999577
2015.12.14,-121.00000000000443,257.0000000000183,-123.99999999999079,-469.99999999999886,-394.00000000000546,-152.99999999999204,0.0,-110.00000000001009,143.99999999999125,-36.0000000000027,-60.00000000000449,-781.9999999999716,253.99999999999068,-12.000000000012001,527.9999999999951,-133.00000000000534,-746.9999999999999,-60.00000000000449,269.9999999999925,,-1749.0000000000148
2015.12.14,-126.99999999999933,256.00000000001177,-69.9999999999923,-335.9999999999985,-397.99999999999835,-139.00000000000023,8.000000000008,-133.00000000000534,156.99999999999648,-61.999999999995396,-14.000000000002899,-801.9999999999694,239.00000000000432,141.99999999999767,683.0000000000114,-167.9999999999904,-762.999999999991,0.0,319.999999999987,,-1206.999999999927
2015.12.14,-121.00000000000443,261.0000000000001,-68.99999999998573,-361.0000000000042,-380.999999999998,-49.99999999999449,18.0000000000069,-72.0000000000054,158.99999999999181,-95.00000000000064,41.9999999999976,-746.9999999999643,301.9999999999925,148.99999999999915,697.9999999999986,-200.00000000000017,-682.9999999999927,0.0,248.99999999998812,,-900.9999999999754
2015.12.14,-102.00000000000209,200.00000000000017,-54.99999999998284,-385.0000000000051,-351.99999999999676,-49.99999999999449,-8.999999999992347,-87.00000000001484,121.99999999999989,-117.99999999999588,78.99999999999574,-753.9999999999658,298.0000000000018,181.9999999999933,602.999999999998,-290.9999999999968,-721.9999999999942,-29.999999999996696,185.99999999999727,,-1284.999999999952
2015.12.14,-165.9999999999995,215.00000000000963,-99.99999999998899,-259.00000000000034,-290.00000000000136,-39.999999999995595,-97.9999999999981,-117.99999999999588,108.00000000000409,-66.99999999999484,39.999999999995595,-593.9999999999834,265.99999999999113,136.99999999998712,463.0000000000134,-266.999999999995,-569.0000000000026,-80.00000000000229,82.99999999998863,,-1335.9999999999682
2015.12.14,-183.99999999999528,234.00000000000088,-163.00000000000205,-197.00000000000273,-287.0000000000039,7.0000000000014495,-110.99999999999443,-99.00000000000463,155.9999999999917,-34.000000000000696,59.99999999999339,-508.99999999995947,284.9999999999966,112.99999999998533,405.9999999999952,-344.00000000001097,-533.0000000000013,-170.00000000000347,-51.000000000001044,,-1421.0000000000155
2015.12.14,-229.00000000000142,310.0000000000103,-165.9999999999995,-164.00000000000148,-270.99999999999903,18.0000000000069,-93.99999999999409,-90.99999999999665,129.99999999999545,-24.999999999997247,34.000000000000696,-361.99999999997345,229.00000000001342,42.999999999993044,221.00000000000452,-357.99999999999164,-503.0000000000001,-150.00000000000568,-39.00000000001125,,-1466.9999999999472
2015.12.14,-229.99999999999687,323.0000000000066,-234.99999999998522,-73.99999999999807,-204.99999999999963,-56.0000000000005,-93.00000000000975,-62.000000000006494,114.99999999999488,12.999999999996348,-21.00000000000435,-152.99999999998093,256.0000000000002,-99.00000000000463,-41.99999999998649,-148.99999999999915,-354.99999999998977,-100.00000000000009,-126.0000000000039,,-1292.9999999999675
2015.12.14,-263.99999999999756,320.00000000000915,-258.99999999998704,-46.00000000000648,-97.9999999999981,-60.99999999999994,-160.99999999998892,-42.999999999993044,94.99999999999886,63.00000000000195,-60.00000000000449,123.00000000000644,241.99999999999022,-239.00000000001143,-309.0000000000037,25.999999999992696,-200.9999999999934,-119.99999999999788,-191.00000000000784,,-1182.9999999999905
2015.12.14,-258.9999999999981,347.0000000000084,-261.0000000000001,-22.00000000000557,-119.00000000000244,-42.999999999993044,-123.99999999999079,-49.99999999999449,108.00000000000409,117.00000000000044,-40.00000000000669,152.0000000000188,253.99999999999068,-175.00000000001404,-130.99999999999224,25.00000000000835,-202.99999999998875,-160.00000000000458,-184.00000000000637,,-767.9999999999666
2015.12.14,-260.00000000000466,269.00000000000813,-231.99999999998778,-6.000000000000227,-126.0000000000039,-48.99999999999905,-139.00000000000023,-51.000000000001044,72.99999999999329,109.00000000000354,-23.00000000000635,60.99999999999994,254.99999999999545,-217.0000000000005,-188.9999999999947,53.999999999998494,-209.99999999999375,-129.9999999999968,-160.00000000000458,,-970.9999999999948
2015.12.14,-195.9999999999962,285.00000000000193,-195.9999999999962,-61.99999999999761,-70.0000000000034,-28.999999999990145,-99.99999999998899,-41.000000000002146,72.00000000000273,102.99999999999754,19.999999999997797,182.0000000000377,245.00000000000455,-157.00000000000713,-122.99999999998423,-31.000000000003247,-186.9999999999976,-160.00000000000458,-207.00000000000162,,-651.9999999999309
2015.12.14,-216.0000000000051,260.0000000000158,-178.99999999999582,-15.000000000000568,-36.999999999998145,-49.99999999999449,-157.99999999999147,-58.000000000002494,12.999999999991019,126.0000000000039,-12.000000000000899,273.0000000000121,164.0000000000157,-198.00000000000927,-146.00000000000168,24.000000000001798,-109.99999999999943,-170.00000000000347,-211.00000000000563,,-699.9999999999682
2015.12.14,-222.99999999999542,268.0000000000016,-180.99999999998673,37.9999999999967,-68.99999999999685,-65.99999999999939,-153.00000000000313,-83.00000000001084,27.000000000001023,128.00000000000588,-35.00000000000725,176.0000000000428,146.99999999999136,-192.00000000001438,-129.00000000000134,18.999999999991246,-99.99999999999432,-150.00000000000568,-181.9999999999933,,-759.9999999999781
2015.12.14,-241.99999999999778,282.0000000000045,-218.99999999999142,55.999999999997385,-60.99999999999994,-109.99999999999899,-109.00000000000354,-76.0000000000094,-40.99999999999682,138.00000000000477,-50.0000000000056,256.000000000034,56.000000000011596,-234.00000000000088,-385.99999999999744,48.000000000003595,-55.999999999997385,-139.99999999999568,-276.00000000000955,,-1163.9999999999486
2015.12.14,-265.0000000000041,280.0000000000136,-298.9999999999826,116.99999999999022,12.999999999996348,-111.99999999998988,-194.0000000000053,-90.00000000001229,-85.00000000000796,145.00000000000622,-95.00000000000064,409.0000000000149,68.00000000001205,-465.0000000000043,-437.99999999998283,178.99999999999582,85.99999999999852,-150.00000000000568,-270.00000000001467,,-1165.9999999999827
2015.12.14,-261.99999999999557,263.99999999999756,-302.9999999999866,103.9999999999992,-26.000000000003798,-117.00000000000044,-198.00000000000927,-12.000000000012001,-108.00000000000409,165.00000000000404,-65.99999999999939,405.0000000000331,85.00000000000796,-456.00000000001194,-422.9999999999956,150.00000000000568,41.00000000001103,-209.9999999999991,-226.99999999999943,,-1193.9999999999586
2015.12.14,-292.9999999999988,421.0000000000047,-248.00000000000378,126.99999999999534,70.99999999999883,-167.9999999999904,-56.99999999999594,-95.00000000000064,-136.0000000000099,182.99999999999983,-160.00000000000458,769.0000000000197,15.999999999991132,-477.0000000000163,-483.99999999999557,292.00000000000335,152.00000000000102,-160.00000000000458,-235.00000000000742,,-482.000000000014
2015.12.14,-412.00000000000125,507.9999999999973,-348.9999999999993,84.00000000000318,92.99999999999864,-224.9999999999974,-146.00000000000168,-123.00000000000644,-16.999999999995907,197.00000000000273,-280.00000000000244,990.000000000002,84.00000000000318,-596.0000000000188,-815.9999999999945,417.0000000000007,154.00000000001057,-70.0000000000034,-236.99999999999832,,-744.0000000000013
2015.12.14,-295.99999999999625,578.0000000000118,-298.9999999999826,-26.00000000001046,82.99999999999974,-217.99999999999596,65.00000000000395,-56.000000000011596,42.999999999992156,160.00000000000458,-209.9999999999991,1065.0000000000048,271.000000000015,-470.00000000001484,-709.9999999999884,331.999999999999,29.000000000010573,-39.999999999995595,-219.00000000001364,,82.00000000003308
2015.12.14,-299.00000000000483,499.000000000005,-286.99999999999284,-60.000000000002274,97.9999999999981,-235.99999999999176,-31.000000000003247,-66.00000000001049,103.9999999999992,124.99999999999733,-236.00000000000287,1065.0000000000048,289.0000000000157,-372.00000000001677,-695.0000000000011,449.9999999999948,34.000000000006025,0.0,-201.00000000000674,,180.99999999998798
2015.12.14,-277.000000000005,465.0000000000043,-252.99999999999213,-88.00000000000807,78.99999999999574,-272.99999999998994,1.0000000000065512,-97.9999999999981,58.9999999999975,82.99999999999974,-204.99999999999963,904.0000000000159,284.9999999999966,-304.9999999999997,-573.0000000000013,455.99999999998977,-15.999999999991132,70.0000000000034,-144.99999999999514,,169.00000000002936
2015.12.14,-185.99999999999727,470.00000000001484,-282.9999999999888,-48.00000000000182,68.99999999999685,-334.9999999999964,143.00000000000423,1.0000000000065512,-72.00000000000273,77.00000000000485,-252.0000000000078,943.000000000005,171.99999999999704,-329.00000000000153,-506.9999999999908,675.9999999999877,54.000000000002046,160.00000000000458,-15.999999999993797,,737.0000000000429
