date,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.07.23,69.99999999999318,31.000000000003247,-8.999999999992347,-59.000000000009045,-97.00000000001374,-36.999999999998145,-38.0000000000047,-102.99999999999754,-164.99999999999204,-195.9999999999962,-235.00000000000742,-57.999999999992724,29.00000000001235,76.0000000000094,-37.00000000000614,97.99999999999898,-106.00000000000875,-84.0000000000063,98.0000000000092,,-821.9999999999985
2018.07.23,33.999999999991815,70.99999999999883,-25.999999999992696,-77.00000000000485,-86.0000000000083,-17.000000000000348,-58.000000000002494,-121.99999999999989,-116.99999999999022,-239.00000000001143,-169.00000000001913,3.9999999999906777,70.0000000000145,110.00000000001009,21.000000000000796,91.99999999999875,-97.00000000000841,-162.0000000000066,153.00000000000313,,-615.0000000000357
2018.07.23,79.9999999999983,36.0000000000138,-30.999999999992145,-145.00000000000622,-141.00000000001333,-53.00000000001415,-60.99999999999994,-188.9999999999947,-233.99999999998045,-273.0000000000121,-298.00000000002046,-80.99999999998886,56.99999999999594,229.99999999999687,-81.00000000000307,129.0000000000049,-207.9999999999984,-114.99999999999844,221.99999999999997,,-1156.0000000000123
2018.07.23,-35.0000000000108,-63.99999999999739,-127.99999999999478,-246.00000000000176,-174.00000000000747,-92.00000000000318,-139.00000000000023,-273.000000000001,-149.99999999997726,-228.00000000000597,-137.00000000000932,-25.999999999982037,34.000000000000696,374.999999999992,-57.00000000000216,153.0000000000058,-237.99999999999955,-165.00000000000404,281.00000000000904,,-1308.999999999989
2018.07.23,-157.0000000000107,-78.00000000000028,-127.99999999999478,-245.0000000000063,-109.00000000000354,-48.000000000003595,-87.00000000000374,-224.000000000002,-24.999999999977263,-252.0000000000078,-199.00000000001583,79.00000000000773,58.000000000002494,319.0000000000026,24.00000000000091,61.99999999999761,-153.0000000000058,-155.00000000000514,277.000000000005,,-1041.0000000000207
2018.07.23,-308.00000000000693,-88.99999999998354,-129.9999999999968,-274.00000000000756,-123.00000000000644,-70.0000000000145,-81.00000000000884,-244.99999999999523,141.00000000001955,-273.0000000000121,-225.00000000000853,222.0000000000084,89.00000000000574,348.9999999999993,132.99999999999557,-48.99999999999238,-85.99999999999852,-151.00000000000114,306.00000000000625,,-863.9999999999978
2018.07.23,-503.0000000000001,-101.99999999997988,-103.99999999999298,-282.0000000000045,-93.00000000000975,-63.000000000013046,-20.0000000000089,-217.0000000000005,356.00000000002296,-309.0000000000037,-341.00000000001353,387.00000000000045,148.99999999999915,278.00000000000045,272.99999999999613,-221.00000000000364,39.99999999999204,-109.00000000000354,309.0000000000037,,-572.0000000000189
2018.07.23,-432.00000000000216,-51.99999999998539,-71.99999999999429,-274.00000000000756,-96.00000000000719,-53.999999999998494,6.999999999990347,-219.99999999999798,283.00000000001546,-351.99999999999676,-393.0000000000211,330.0000000000125,180.0000000000024,286.99999999999284,250.0,-206.00000000000307,1.9999999999953388,-100.00000000000009,330.0000000000081,,-581.9999999999974
2018.07.23,-396.0000000000008,-53.999999999998494,-95.99999999999609,-273.000000000001,-74.0000000000185,-53.999999999998494,-18.0000000000069,-217.99999999999596,255.00000000002387,-324.9999999999975,-311.0000000000168,282.0000000000107,178.00000000001148,285.00000000000193,221.9999999999942,-150.99999999999625,-23.000000000010346,-133.00000000000534,326.9999999999995,,-577.0000000000009
2018.07.23,-481.00000000000875,-1.999999999990898,-66.99999999999484,-226.99999999999943,-93.00000000000975,-41.000000000002146,0.0,-181.9999999999933,367.00000000001864,-392.9999999999989,-381.0000000000091,420.0000000000159,192.99999999999872,218.00000000000708,320.99999999999795,-248.00000000000466,86.99999999998909,-131.99999999999878,300.0000000000003,,-340.9999999999828
2018.07.23,-427.99999999999727,28.000000000005798,-17.000000000000348,-216.0000000000051,-112.000000000001,-74.0000000000185,22.999999999995246,-197.99999999999818,330.0000000000125,-391.9999999999924,-460.000000000016,366.00000000001387,221.00000000000452,208.99999999999253,298.9999999999924,-262.999999999991,60.99999999999284,-89.00000000000574,309.99999999999915,,-402.00000000001677
2018.07.23,-422.00000000001125,53.00000000001415,4.000000000004,-172.00000000000549,-117.00000000001154,-43.00000000001525,24.999999999997247,-168.99999999999693,352.00000000000387,-390.0000000000015,-473.0000000000123,425.00000000001137,174.00000000000747,184.00000000000637,310.99999999999284,-281.9999999999965,106.99999999999932,-80.99999999999774,268.0000000000016,,-246.00000000001023
2018.07.23,-454.00000000000773,18.0000000000069,-56.99999999999594,-237.00000000000944,-129.00000000000134,-53.00000000001415,-18.0000000000069,-217.0000000000005,342.00000000001296,-402.9999999999978,-390.0000000000015,418.00000000000637,188.9999999999947,283.99999999999534,311.9999999999976,-239.00000000000432,57.00000000000216,-134.99999999999625,329.00000000000153,,-383.00000000001825
2018.07.23,-483.0000000000041,18.0000000000069,-83.9999999999952,-262.00000000000665,-119.00000000000244,-34.000000000000696,-16.0000000000049,-214.99999999999852,336.00000000001273,-456.9999999999963,-376.00000000002075,419.00000000001114,219.99999999999798,307.00000000001285,333.999999999989,-227.99999999999443,45.99999999999227,-170.00000000000347,361.0000000000002,,-403.00000000000455
2018.07.23,-468.0000000000035,42.0000000000087,-37.99999999999359,-218.00000000000708,-111.00000000001664,-9.999999999998899,9.999999999998899,-190.00000000000128,372.0000000000141,-422.00000000001125,-428.00000000000614,469.99999999999886,171.00000000001003,283.000000000011,337.99999999999386,-271.0000000000008,86.99999999998909,-124.00000000000189,321.0000000000046,,-186.00000000001182
2018.07.23,-430.0000000000068,58.000000000002494,-30.999999999992145,-240.00000000000688,-120.00000000000898,-8.000000000008,5.999999999994898,-221.99999999999997,335.00000000000796,-426.9999999999996,-424.00000000000216,444.0000000000168,167.00000000000603,361.9999999999957,319.0000000000026,-248.99999999999523,36.99999999999193,-129.00000000000134,358.0000000000028,,-193.99999999999983
