date,USDCHF,CADCHF,GBPCAD,EURJPY,empty,sum
2020.07.27,-33.000000000005244,0.0,-75.00000000000284,-97.99999999999898,,-206.00000000000705
2020.07.27,69.9999999999923,77.00000000000485,-7.0000000000014495,44.999999999987494,,184.9999999999832
2020.07.27,109.99999999999899,118.00000000000699,53.999999999998494,-48.00000000000182,,234.00000000000261
2020.07.27,108.99999999999244,135.00000000000733,-31.999999999987594,-28.000000000005798,,184.00000000000637
2020.07.27,148.99999999999915,130.0000000000079,-41.000000000002146,21.000000000000796,,259.0000000000057
2020.07.27,112.000000000001,148.0000000000037,-38.99999999998904,61.99999999999761,,283.00000000001324
2020.07.27,41.9999999999976,135.00000000000733,-66.99999999999484,50.99999999998772,,160.99999999999784
2020.07.27,-118.00000000000699,82.00000000000429,-82.99999999998863,256.9999999999908,,137.99999999999946
2020.07.27,-60.00000000000449,126.0000000000039,-43.999999999999595,227.99999999999443,,249.99999999999423
2020.07.27,-96.00000000000719,134.0000000000008,-123.99999999999079,126.99999999999534,,40.99999999999815
2020.07.27,-108.00000000000809,97.9999999999981,-153.9999999999875,64.99999999999773,,-98.99999999999977
2020.07.27,-241.99999999999778,68.00000000000139,-273.9999999999965,66.99999999999307,,-380.9999999999998
2020.07.27,-313.00000000000773,56.0000000000005,-253.99999999999866,169.9999999999875,,-341.0000000000184
2020.07.27,-292.9999999999988,48.000000000003595,-201.99999999999108,149.0000000000009,,-297.9999999999854
2020.07.27,-262.00000000000665,69.00000000000794,-154.99999999999403,174.99999999999716,,-172.99999999999557
2020.07.27,-238.0000000000049,78.00000000000028,-136.99999999998712,197.9999999999933,,-98.99999999999841
2020.07.27,-223.00000000000654,67.00000000000594,-85.00000000000173,106.99999999999932,,-134.000000000003
2020.07.27,-192.99999999999872,75.9999999999983,-19.999999999997797,144.99999999999602,,7.999999999997783
2020.07.27,-269.00000000000813,21.999999999999797,-79.99999999999119,138.9999999999958,,-188.00000000000375
2020.07.27,-297.00000000000284,48.000000000003595,-29.999999999996696,66.99999999999307,,-212.0000000000029
2020.07.27,-302.9999999999977,-12.999999999996348,-21.999999999988695,31.999999999996476,,-305.9999999999863
2020.07.27,-253.0000000000032,-12.999999999996348,-109.99999999998789,9.999999999990905,,-365.99999999999653
2020.07.27,-134.0000000000008,126.0000000000039,-190.99999999998562,31.999999999996476,,-166.99999999998604
2020.07.27,-124.99999999999733,130.0000000000079,-263.99999999999756,-48.00000000000182,,-306.9999999999888
2020.07.27,-11.00000000000545,185.99999999999727,-295.99999999998516,-124.00000000000944,,-245.00000000000279
2020.07.27,29.000000000001247,265.99999999999955,-282.0000000000045,-184.0000000000117,,-171.0000000000154
2020.07.27,9.999999999998899,272.00000000000557,-384.9999999999909,-138.00000000000523,,-240.99999999999164
2020.07.27,-47.00000000000814,253.0000000000032,-452.99999999999227,-10.000000000005116,,-257.00000000000233
2020.07.27,58.99999999999794,329.999999999997,-513.9999999999923,-7.000000000005002,,-132.00000000000233
2020.07.27,188.9999999999947,414.00000000000324,-537.9999999999941,28.999999999996362,,94.00000000000023
2020.07.27,144.99999999999514,356.00000000000074,-587.0000000000042,250.0,,163.9999999999917
2020.07.27,175.99999999999838,307.0000000000017,-438.00000000000506,341.99999999999875,,386.9999999999938
2020.07.27,181.9999999999933,340.00000000000693,-556.9999999999853,250.99999999999056,,216.00000000000546
2020.07.27,59.99999999999339,299.00000000000483,-564.9999999999933,253.99999999999068,,47.99999999999562
