date,GBPCHF,EURCHF,CHFJPY,EURJPY,EURAUD,AUDCAD,empty,sum
2018.10.29,-149.9999999999835,57.99999999998029,-186.00000000000705,-24.00000000000091,-42.999999999993044,-33.000000000005244,,-378.00000000000944
2018.10.29,-136.99999999998712,76.99999999999375,-180.99999999999739,-28.999999999996362,11.999999999989797,-93.00000000000975,,-351.00000000000716
2018.10.29,-165.9999999999995,101.99999999997988,-174.0000000000066,-42.999999999992156,59.99999999999339,-84.0000000000063,,-305.00000000003126
2018.10.29,-178.99999999999582,72.99999999998974,-189.00000000000716,-24.00000000000091,65.00000000000395,-90.0000000000012,,-344.00000000001137
2018.10.29,-218.99999999999142,85.99999999998609,-240.99999999999966,-98.99999999998954,-11.00000000000545,-43.00000000000415,,-527.0000000000041
2018.10.29,-181.9999999999933,18.999999999991246,-194.00000000000261,33.00000000000125,-70.99999999999883,17.999999999995797,,-377.0000000000065
2018.10.29,-227.99999999998377,79.99999999999119,-147.00000000000557,15.000000000000568,-28.999999999990145,-23.00000000000635,,-331.99999999999415
2018.10.29,-230.9999999999812,67.9999999999792,-34.99999999999659,156.0000000000059,-15.999999999993797,-31.000000000003247,,-88.99999999998974
2018.10.29,-244.9999999999841,80.99999999999774,1.0000000000047748,183.00000000000693,-120.00000000000898,0.999999999995449,,-98.99999999998818
2018.10.29,-278.00000000000045,113.99999999999189,-43.00000000000637,96.00000000000364,58.000000000002494,-81.00000000000884,,-134.00000000001765
2018.10.29,-268.0000000000016,81.9999999999821,-91.99999999999875,73.0000000000075,208.99999999999253,-152.00000000000767,,-148.0000000000259
2018.10.29,-253.99999999999866,59.99999999999339,-141.00000000000534,46.00000000000648,174.99999999999181,-141.00000000000225,,-255.00000000001458
2018.10.29,-261.9999999999845,42.999999999993044,-123.00000000000466,85.00000000000796,164.00000000000858,-123.00000000000644,,-215.99999999998602
2018.10.29,-272.99999999998994,73.99999999999629,-179.00000000000205,-13.999999999995794,161.99999999999548,-136.00000000000279,,-365.99999999999875
2018.10.29,-274.9999999999808,63.99999999999739,-185.00000000000227,-10.99999999999568,263.99999999999756,-202.0000000000022,,-344.999999999986
2018.10.29,-261.0000000000001,95.00000000000064,-180.00000000000682,-38.99999999998727,163.00000000000205,-202.0000000000022,,-423.99999999999375
2018.10.29,-308.9999999999815,124.99999999999733,-96.9999999999942,27.000000000001023,-11.00000000000545,-131.00000000000333,,-395.99999999998613
2018.10.29,-279.99999999999136,95.00000000000064,-141.00000000000534,5.000000000009663,26.999999999999247,-128.00000000000588,,-421.99999999999307
2018.10.29,-289.9999999999903,196.99999999998053,-188.0000000000024,-158.99999999999181,-66.00000000001049,-158.0000000000026,,-664.000000000017
2018.10.29,-217.99999999998488,209.9999999999991,-164.00000000000148,-149.0000000000009,134.99999999999625,-217.0000000000005,,-402.99999999999244
2018.10.29,-209.9999999999991,150.99999999999002,-36.000000000001364,65.00000000001194,258.0000000000027,-125.00000000000844,,102.99999999999574
2018.10.29,-224.99999999998633,137.9999999999937,-10.000000000005116,106.00000000000875,185.99999999999727,-76.0000000000094,,118.99999999999888
2018.10.29,-378.999999999996,170.99999999998784,-16.999999999995907,65.00000000001194,265.99999999998846,-91.00000000000774,,14.99999999998856
2018.10.29,-406.9999999999796,170.99999999998784,-159.00000000000603,-99.99999999999432,310.9999999999946,-54.00000000000959,,-238.0000000000071
2018.10.29,-379.99999999998033,350.9999999999902,-382.99999999999557,-558.0000000000069,-42.999999999993044,-94.00000000000519,,-1106.999999999991
2018.10.29,-502.9999999999868,295.99999999998516,-248.99999999999523,-338.99999999999864,42.0000000000087,2.999999999997449,,-749.9999999999893
2018.10.29,-515.9999999999832,375.9999999999986,-426.00000000000193,-634.0000000000003,-134.00000000001188,-26.000000000003798,,-1360.0000000000025
2018.10.29,-393.99999999998323,248.99999999998812,-433.00000000000693,-496.9999999999999,-113.99999999999189,51.000000000001044,,-1137.9999999999925
2018.10.29,-403.99999999998215,231.99999999998778,-418.00000000000637,-468.0000000000035,78.00000000000028,31.999999999998696,,-948.0000000000051
2018.10.29,-414.9999999999876,231.99999999998778,-343.0000000000035,-375.99999999999056,51.000000000001044,-35.00000000000725,,-886.0000000000002
2018.10.29,-392.9999999999989,176.99999999998272,-375.0,-353.9999999999992,48.000000000003595,67.9999999999903,,-829.0000000000214
2018.10.29,-420.9999999999825,116.99999999998934,-468.0000000000035,-387.00000000000045,-38.0000000000047,56.99999999999594,,-1140.0000000000061
2018.10.29,-308.9999999999815,148.99999999999915,-439.00000000000716,-394.999999999996,-15.999999999993797,-17.000000000000348,,-1026.9999999999798
2018.10.29,-302.9999999999866,195.9999999999962,-484.99999999999943,-500.99999999999056,-137.00000000000932,-30.000000000007798,,-1259.9999999999975
2018.10.29,-297.9999999999983,275.9999999999874,-469.99999999999886,-570.9999999999837,-245.0000000000063,2.999999999997449,,-1305.0000000000025
2018.10.29,-310.9999999999946,324.9999999999975,-430.9999999999974,-575.0000000000028,-327.99999999999494,-17.000000000000348,,-1336.9999999999927
2018.10.29,-284.9999999999797,271.99999999998334,-320.99999999999795,-396.0000000000008,-432.0000000000102,108.99999999999244,,-1053.0000000000127
2018.10.29,-383.0,364.9999999999931,-287.9999999999967,-466.99999999999875,-431.0000000000036,126.99999999999933,,-1077.0000000000066
2018.10.29,-385.99999999999744,379.99999999998033,-269.999999999996,-456.99999999999363,-422.00000000001125,124.99999999999733,,-1030.000000000021
2018.10.29,-377.9999999999894,391.9999999999924,-313.0000000000024,-525.9999999999962,-482.00000000000466,143.9999999999997,,-1163.0000000000007
2018.10.29,-379.99999999998033,393.99999999998323,-266.9999999999959,-474.00000000000375,-609.9999999999994,178.00000000000037,,-1158.999999999996
