date,GBPJPY,EURJPY,CADJPY,empty,sum
2016.08.01,-299.99999999998295,-307.9999999999927,-197.9999999999933,,-805.999999999969
2016.08.01,-179.9999999999784,-215.0000000000034,-149.99999999999147,,-544.9999999999733
2016.08.01,4.9999999999954525,-15.000000000000568,-72.00000000000273,,-82.00000000000784
2016.08.01,206.00000000001728,156.99999999999648,46.00000000000648,,409.00000000002024
2016.08.01,-90.99999999997976,24.00000000000091,-54.000000000002046,,-120.9999999999809
2016.08.01,-98.99999999998954,43.00000000000637,-61.99999999999761,,-117.99999999998079
2016.08.01,63.0000000000166,49.000000000006594,-63.00000000000239,,49.000000000020805
2016.08.01,260.9999999999957,137.00000000000045,-7.999999999995566,,390.00000000000057
2016.08.01,171.99999999999704,114.00000000000432,-30.9999999999917,,255.00000000000966
2016.08.01,552.9999999999973,254.99999999999545,106.99999999999932,,914.999999999992
2016.08.01,600.9999999999991,337.0000000000033,173.00000000000182,,1111.000000000004
2016.08.01,829.0000000000077,364.9999999999949,262.00000000000045,,1456.0000000000032
2016.08.01,647.0000000000198,248.99999999999523,183.00000000000693,,1079.0000000000218
2016.08.01,658.0000000000155,266.9999999999959,186.9999999999976,,1112.000000000009
2016.08.01,417.0000000000016,158.00000000000125,100.00000000000853,,675.0000000000114
2016.08.01,396.000000000015,159.9999999999966,94.99999999999886,,651.0000000000105
2016.08.01,403.99999999999636,183.00000000000693,97.99999999999898,,685.0000000000023
2016.08.01,418.00000000000637,198.0000000000075,106.99999999999932,,723.0000000000132
2016.08.01,469.0000000000225,155.00000000000114,106.99999999999932,,731.000000000023
2016.08.01,562.0000000000118,221.00000000000364,114.00000000000432,,897.0000000000198
2016.08.01,490.0000000000091,162.00000000000614,81.00000000000307,,733.0000000000183
2016.08.01,231.99999999999932,67.00000000000728,0.0,,299.0000000000066
2016.08.01,55.00000000000682,49.99999999999716,-25.99999999999625,,79.00000000000773
2016.08.01,-311.9999999999834,-114.00000000000432,-171.99999999999704,,-597.9999999999848
2016.08.01,-617.999999999995,-182.99999999999272,-280.00000000000114,,-1080.9999999999889
2016.08.01,-542.999999999978,-141.00000000000534,-283.00000000000125,,-966.9999999999845
2016.08.01,-647.9999999999961,-81.99999999999363,-237.99999999999955,,-967.9999999999893
2016.08.01,-600.9999999999991,-152.9999999999916,-268.0000000000007,,-1021.9999999999914
2016.08.01,-462.99999999999386,-112.99999999999955,-233.99999999999466,,-809.9999999999881
2016.08.01,-462.99999999999386,-159.9999999999966,-224.99999999999432,,-847.9999999999848
2016.08.01,-393.99999999997704,-150.99999999999625,-174.99999999999716,,-719.9999999999704
2016.08.01,-140.99999999999113,94.99999999999886,-134.00000000000034,,-179.9999999999926
2016.08.01,-36.99999999997772,102.00000000000387,-170.99999999999227,,-105.99999999996612
2016.08.01,-283.9999999999918,-36.99999999999193,-292.99999999999216,,-613.9999999999759
2016.08.01,-281.99999999998226,-82.99999999999841,-310.99999999999284,,-675.9999999999735
2016.08.01,-134.9999999999909,76.99999999999818,-302.99999999999727,,-360.99999999999
2016.08.01,-82.99999999999841,126.99999999999534,-289.99999999999204,,-245.9999999999951
2016.08.01,-121.99999999998568,55.999999999997385,-335.9999999999985,,-401.9999999999868
2016.08.01,-360.99999999999,-102.99999999999443,-461.9999999999891,,-925.9999999999735
2016.08.01,-242.999999999995,-60.99999999999284,-429.9999999999926,,-733.9999999999804
2016.08.01,-265.99999999999113,-33.999999999991815,-379.99999999999545,,-679.9999999999784
2016.08.01,-206.99999999999363,13.999999999995794,-341.99999999999875,,-534.9999999999966
2016.08.01,-227.00000000000387,51.00000000000193,-334.0000000000032,,-510.0000000000051
2016.08.01,-229.99999999998977,34.000000000006025,-311.9999999999976,,-507.99999999998136
2016.08.01,-266.9999999999959,13.00000000000523,-337.99999999999386,,-591.9999999999845
2016.08.01,-268.99999999997704,21.000000000000796,-384.00000000000034,,-631.9999999999766
2016.08.01,-286.9999999999777,60.000000000002274,-399.9999999999915,,-626.9999999999669
2016.08.01,-240.99999999998545,67.99999999999784,-402.9999999999916,,-575.9999999999792
2016.08.02,-276.9999999999868,25.000000000005684,-439.9999999999977,,-691.9999999999789
2016.08.02,-316.0000000000025,-12.000000000000455,-470.9999999999894,,-798.9999999999924
2016.08.02,-292.99999999997794,25.99999999999625,-459.99999999999375,,-726.9999999999754
2016.08.02,-171.99999999999704,82.00000000000784,-402.000000000001,,-491.9999999999902
2016.08.02,-231.99999999999932,82.99999999999841,-441.99999999999307,,-590.999999999994
2016.08.02,-324.99999999998863,6.000000000000227,-469.99999999999886,,-788.9999999999873
2016.08.02,-276.9999999999868,25.99999999999625,-489.9999999999949,,-740.9999999999854
2016.08.02,-227.00000000000387,19.99999999999602,-494.99999999999034,,-701.9999999999982
2016.08.02,-176.9999999999925,87.0000000000033,-459.99999999999375,,-549.999999999983
2016.08.02,-230.99999999999454,87.0000000000033,-460.9999999999985,,-604.9999999999898
2016.08.02,111.00000000001842,338.99999999999864,-281.9999999999965,,168.00000000002058
2016.08.02,132.000000000005,381.0000000000002,-289.99999999999204,,223.0000000000132
2016.08.02,106.00000000002296,353.9999999999992,-307.00000000000216,,153.00000000002
2016.08.02,-103.999999999985,204.9999999999983,-370.9999999999951,,-269.9999999999818
2016.08.02,-138.99999999998158,213.99999999999864,-365.99999999999966,,-290.9999999999826
2016.08.02,-42.00000000000159,257.99999999999557,-394.999999999996,,-179.00000000000205
2016.08.02,-140.99999999999113,185.00000000000227,-438.0000000000024,,-393.99999999999125
2016.08.02,-304.9999999999784,49.99999999999716,-471.9999999999942,,-726.9999999999754
2016.08.02,-739.9999999999807,-146.0000000000008,-616.9999999999902,,-1502.9999999999718
2016.08.02,-444.9999999999932,-30.9999999999917,-524.9999999999915,,-1000.9999999999764
2016.08.02,-209.99999999997954,37.9999999999967,-569.9999999999932,,-741.999999999976
2016.08.02,-995.0000000000045,-391.9999999999959,-914.0000000000015,,-2301.000000000002
2016.08.02,-1254.9999999999955,-581.0000000000031,-1063.999999999993,,-2899.999999999992
2016.08.02,-1173.9999999999782,-542.9999999999922,-1010.9999999999957,,-2727.9999999999663
2016.08.02,-770.9999999999866,-460.9999999999985,-900.9999999999962,,-2132.9999999999814
2016.08.02,-662.9999999999825,-381.0000000000002,-738.9999999999901,,-1782.9999999999727
2016.08.02,-716.9999999999845,-457.9999999999984,-709.0000000000032,,-1883.9999999999861
2016.08.02,-627.9999999999859,-340.999999999994,-563.999999999993,,-1532.9999999999727
2016.08.02,-534.9999999999966,-405.9999999999917,-552.9999999999973,,-1493.9999999999854
2016.08.02,-539.999999999992,-418.99999999999693,-560.9999999999928,,-1519.9999999999818
2016.08.02,-727.0000000000039,-652.000000000001,-655.0000000000011,,-2034.0000000000061
2016.08.02,-697.9999999999791,-750.0,-759.0000000000003,,-2206.9999999999795
2016.08.02,-739.0000000000043,-751.0000000000048,-829.9999999999983,,-2320.0000000000073
2016.08.02,-760.9999999999957,-740.9999999999997,-802.9999999999973,,-2304.9999999999927
2016.08.02,-777.9999999999916,-864.0000000000043,-944.0000000000026,,-2585.9999999999986
2016.08.02,-992.999999999995,-989.9999999999949,-1135.9999999999957,,-3118.9999999999854
2016.08.02,-862.9999999999995,-944.0000000000026,-1274.9999999999914,,-3081.9999999999936
2016.08.02,-859.9999999999852,-1048.0000000000018,-1479.9999999999898,,-3387.999999999977
2016.08.02,-816.9999999999789,-1100.999999999999,-1447.9999999999932,,-3365.999999999971
2016.08.02,-840.0000000000034,-1206.0000000000032,-1582.9999999999984,,-3629.000000000005
2016.08.02,-853.999999999985,-1183.9999999999975,-1625.0,,-3662.9999999999827
2016.08.02,-836.9999999999891,-1090.0000000000034,-1512.0000000000005,,-3438.9999999999927
2016.08.02,-616.9999999999902,-1019.0000000000055,-1503.0,,-3138.9999999999955
2016.08.02,-649.0000000000009,-1037.9999999999968,-1439.9999999999977,,-3126.9999999999955
2016.08.02,-603.999999999985,-1022.9999999999961,-1384.0000000000005,,-3010.999999999982
2016.08.02,-572.0000000000027,-1046.999999999997,-1430.9999999999973,,-3049.9999999999973
2016.08.02,-606.9999999999993,-1066.9999999999932,-1465.999999999994,,-3139.9999999999864
2016.08.02,-543.9999999999827,-1022.9999999999961,-1479.9999999999898,,-3046.9999999999686
2016.08.03,-556.999999999988,-1084.0000000000032,-1515.9999999999911,,-3156.9999999999823
2016.08.03,-507.99999999998136,-1039.0000000000014,-1447.9999999999932,,-2994.999999999976
2016.08.03,-455.99999999998886,-986.0000000000042,-1420.0000000000018,,-2861.999999999995
2016.08.03,-471.00000000000364,-968.0000000000035,-1394.999999999996,,-2834.000000000003
2016.08.03,-411.00000000000136,-923.9999999999924,-1372.0,,-2706.9999999999936
2016.08.03,-441.99999999997885,-905.9999999999917,-1331.0000000000032,,-2678.9999999999736
