date,CHFJPY,NZDCAD,empty,sum
2017.10.30,-55.999999999997385,-1.0000000000065512,,-57.000000000003936
2017.10.30,-67.99999999999784,-180.99999999999784,,-248.99999999999568
2017.10.30,-67.99999999999784,-160.00000000000458,,-228.00000000000242
2017.10.30,-36.99999999999193,-178.00000000000037,,-214.9999999999923
2017.10.30,-28.999999999996362,-140.0000000000068,,-169.00000000000315
2017.10.30,-49.99999999999716,-143.9999999999997,,-193.99999999999685
2017.10.30,-57.999999999992724,-200.00000000000017,,-257.9999999999929
2017.10.30,-82.99999999999841,-207.99999999999707,,-290.99999999999545
2017.10.30,-40.99999999999682,-275.000000000003,,-315.99999999999983
2017.10.30,-53.999999999987836,-328.0000000000061,,-381.9999999999939
2017.10.30,-34.99999999999659,-336.9999999999984,,-371.999999999995
2017.10.30,-32.99999999998704,-302.0000000000023,,-334.9999999999893
2017.10.30,-9.000000000000341,-329.999999999997,,-338.9999999999973
2017.10.30,2.0000000000095497,-433.0000000000056,,-430.9999999999961
2017.10.30,5.000000000009663,-445.0000000000065,,-439.9999999999968
2017.10.30,-24.00000000000091,-483.0000000000001,,-507.000000000001
2017.10.30,-4.9999999999954525,-431.0000000000036,,-435.99999999999903
2017.10.30,-21.99999999999136,-417.0000000000007,,-438.99999999999204
2017.10.30,-50.99999999998772,-404.99999999999983,,-455.99999999998755
2017.10.30,-21.99999999999136,-480.99999999999807,,-502.9999999999894
2017.10.30,15.000000000000568,-482.00000000000466,,-467.0000000000041
2017.10.30,-48.99999999999238,-414.9999999999987,,-463.9999999999911
2017.10.30,-103.9999999999992,-334.00000000000097,,-438.00000000000017
2017.10.30,-24.00000000000091,-323.0000000000066,,-347.0000000000075
2017.10.30,-32.99999999998704,-261.0000000000001,,-293.99999999998715
2017.10.30,-6.000000000000227,-214.00000000000307,,-220.0000000000033
2017.10.30,43.00000000000637,-231.99999999999886,,-188.9999999999925
2017.10.30,30.000000000001137,-197.99999999999818,,-167.99999999999704
2017.10.30,-9.000000000000341,-256.99999999999613,,-265.9999999999965
2017.10.30,-41.99999999998738,-250.00000000000577,,-291.9999999999932
2017.10.30,31.00000000000591,-304.00000000000426,,-272.99999999999835
2017.10.30,79.00000000000773,-285.00000000000193,,-205.9999999999942
2017.10.30,159.00000000000603,-253.99999999999866,,-94.99999999999264
2017.10.30,274.0000000000009,-165.9999999999995,,108.00000000000142
2017.10.30,316.0000000000025,-153.99999999999858,,162.00000000000392
2017.10.30,297.00000000001125,-143.9999999999997,,153.00000000001157
2017.10.30,323.0000000000075,-31.000000000003247,,292.00000000000426
2017.10.30,302.0000000000067,-18.0000000000069,,283.99999999999983
2017.10.30,277.000000000001,-51.99999999999649,,225.00000000000455
2017.10.30,135.00000000000512,-41.9999999999976,,93.00000000000752
2017.10.30,129.0000000000049,-48.99999999999905,,80.00000000000584
2017.10.30,156.0000000000059,-48.000000000003595,,108.00000000000232
2017.10.30,197.00000000000273,-51.000000000001044,,146.00000000000168
2017.10.30,163.0000000000109,0.999999999995449,,164.00000000000637
2017.10.30,140.00000000000057,24.000000000001798,,164.00000000000236
2017.10.30,80.0000000000125,-9.999999999998899,,70.00000000001361
2017.10.30,87.0000000000033,17.999999999995797,,104.99999999999909
2017.10.30,69.00000000000261,36.0000000000027,,105.00000000000531
2017.10.31,-15.999999999991132,20.999999999993246,,5.000000000002114
2017.10.31,111.0000000000042,-24.999999999997247,,86.00000000000696
2017.10.31,165.00000000000625,-7.0000000000014495,,158.0000000000048
2017.10.31,203.00000000000296,-11.00000000000545,,191.9999999999975
2017.10.31,206.00000000000307,36.0000000000027,,242.00000000000577
2017.10.31,221.00000000000364,71.99999999999429,,292.99999999999795
2017.10.31,302.0000000000067,-123.00000000000644,,179.00000000000028
2017.10.31,265.00000000000057,-185.99999999999727,,79.0000000000033
2017.10.31,255.00000000000966,-209.00000000000364,,46.000000000006025
2017.10.31,299.0000000000066,-200.00000000000017,,99.00000000000642
2017.10.31,330.0000000000125,-201.00000000000674,,129.00000000000577
2017.10.31,324.0000000000123,-228.00000000000597,,96.00000000000631
2017.10.31,188.0000000000024,-350.00000000000585,,-162.00000000000347
2017.10.31,266.00000000000534,-295.99999999999625,,-29.999999999990905
2017.10.31,273.00000000001035,-304.9999999999997,,-31.99999999998937
2017.10.31,289.0000000000015,-258.9999999999981,,30.000000000003354
2017.10.31,317.0000000000073,-219.99999999999798,,97.0000000000093
2017.10.31,298.0000000000018,-212.00000000000108,,86.00000000000074
2017.10.31,295.0000000000017,-229.00000000000142,,66.00000000000028
2017.10.31,318.00000000001205,-209.00000000000364,,109.00000000000841
2017.10.31,371.0000000000093,-350.00000000000585,,21.000000000003467
2017.10.31,225.9999999999991,-302.0000000000023,,-76.00000000000318
2017.10.31,266.00000000000534,-326.0000000000041,,-59.99999999999875
2017.10.31,234.00000000000887,-323.0000000000066,,-88.99999999999773
2017.10.31,243.0000000000092,-314.99999999999864,,-71.99999999998943
2017.10.31,332.00000000000784,-353.99999999999875,,-21.999999999990905
2017.10.31,403.0000000000058,-302.9999999999977,,100.00000000000807
2017.10.31,393.0000000000007,-265.99999999999955,,127.00000000000114
2017.10.31,378.0000000000001,-285.00000000000193,,92.99999999999818
2017.10.31,365.0000000000091,-295.99999999999625,,69.00000000001285
2017.10.31,340.0000000000034,-300.0000000000003,,40.000000000003126
2017.10.31,339.00000000001285,-317.0000000000006,,22.00000000001222
2017.10.31,297.00000000001125,9.999999999998899,,307.0000000000102
2017.10.31,255.00000000000966,-29.999999999996696,,225.00000000001296
2017.10.31,246.9999999999999,-46.999999999997044,,200.00000000000284
2017.10.31,191.0000000000025,-109.00000000000354,,81.99999999999896
2017.10.31,203.00000000000296,-68.00000000000139,,135.00000000000156
