date,USDCHF,EURUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,GBPJPY,GBPCAD,GBPAUD,empty,sum
2019.04.01,56.0000000000005,-25.00000000000835,60.000000000002274,28.000000000005798,-41.000000000002146,-32.0000000000098,21.99999999999136,28.00000000002001,86.0000000000083,-119.00000000000244,,63.000000000005514
2019.04.01,14.000000000002899,-19.00000000001345,-66.0000000000025,42.999999999993044,17.000000000000348,-2.0000000000131024,-44.00000000001114,187.00000000001182,53.999999999998494,-153.00000000000313,,30.999999999963308
2019.04.01,39.999999999995595,19.999999999997797,-57.00000000000216,-18.999999999991246,104.99999999999955,25.999999999992696,-25.000000000005684,307.00000000001637,286.99999999999284,-18.999999999991246,,665.0000000000044
2019.04.01,60.99999999999994,43.999999999999595,-55.999999999997385,52.000000000007596,86.99999999999264,24.999999999986144,-50.00000000001137,318.00000000001205,208.00000000000819,-119.00000000000244,,569.999999999995
2019.04.01,53.00000000000304,35.999999999991594,-66.99999999999307,45.99999999999049,72.0000000000054,24.000000000001798,-49.000000000006594,306.0000000000116,178.99999999999582,-63.99999999999739,,536.0000000000026
2019.04.01,60.99999999999994,30.999999999981043,-9.000000000000341,35.999999999991594,68.00000000000139,5.999999999994898,-3.0000000000001137,240.0000000000091,204.99999999998852,21.00000000000435,,655.9999999999703
2019.04.01,102.00000000000209,10.999999999983245,40.99999999999682,49.99999999999449,73.99999999999629,-55.000000000005045,3.9999999999906777,236.00000000001842,258.0000000000027,77.00000000001594,,797.9999999999956
2019.04.01,78.99999999999574,-19.999999999997797,81.99999999999363,90.99999999999665,73.99999999999629,-60.000000000015596,72.99999999999329,150.00000000000568,167.9999999999904,217.0000000000005,,853.9999999999588
2019.04.01,111.00000000000554,-22.0000000000109,90.99999999999397,35.00000000000725,-59.99999999999339,-99.00000000000463,45.000000000001705,34.99999999999659,120.00000000000898,212.00000000001216,,468.0000000000173
2019.04.01,151.00000000000114,0.9999999999843467,153.0000000000058,65.00000000000395,-52.99999999999194,-116.00000000000499,63.99999999999295,21.000000000015007,161.99999999999548,245.0000000000063,,693.000000000008
2019.04.01,173.00000000000094,-9.999999999998899,179.00000000000205,-4.000000000004,-120.00000000000898,-156.00000000000057,64.99999999999773,-58.9999999999975,195.9999999999962,276.00000000000955,,539.9999999999966
2019.04.01,144.99999999999514,-55.000000000005045,126.00000000000477,-31.000000000003247,-143.00000000000423,-167.00000000000603,42.999999999992156,-51.9999999999925,153.00000000000313,209.00000000001472,,227.9999999999989
