date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.12.05,-56.99999999999594,412.9999999999967,-3.0000000000001137,265.0000000000041,128.99999999999022,119.99999999999788,218.00000000000708,-102.00000000000387,-128.00000000000588,144.00000000000546,226.99999999999943,134.00000000001188,-510.0000000000051,-235.99999999999176,-3.9999999999906777,28.000000000005798,7.9999999999968985,195.9999999999962,-200.00000000000017,,642.000000000018
2016.12.05,-466.00000000001086,851.9999999999861,-166.99999999998738,516.9999999999897,366.9999999999951,-182.99999999999983,202.9999999999976,-597.999999999999,-229.99999999999687,-503.9999999999907,-0.9999999999843467,205.00000000001074,-1161.9999999999918,-147.99999999999258,-275.99999999999625,477.00000000000387,121.99999999999989,-53.00000000000304,-344.99999999999534,,-1389.999999999965
2016.12.05,-296.0000000000074,780.000000000003,26.00000000001046,624.0000000000023,253.99999999999866,53.00000000000304,313.00000000000773,-358.0000000000041,-124.99999999999733,-85.00000000000796,365.0000000000153,174.00000000000747,-890.0000000000006,-506.0000000000064,-214.9999999999892,82.00000000000784,-107.00000000000153,322.00000000000006,-170.00000000000347,,241.00000000003763
2016.12.05,-110.00000000001009,500.9999999999959,325.00000000000284,422.9999999999956,103.99999999999298,-197.99999999999818,323.0000000000066,100.99999999999909,-141.99999999999767,504.99999999999545,353.0000000000033,77.00000000001594,-259.00000000000034,417.0000000000007,143.00000000000068,147.00000000000557,-154.0000000000097,-151.00000000000114,-756.9999999999854,,1648.0000000000118
2016.12.05,35.00000000000725,530.9999999999926,473.0000000000132,548.9999999999995,259.9999999999936,-248.00000000000378,575.0000000000144,168.99999999999693,-133.00000000000534,858.0000000000041,709.0000000000041,640.0000000000183,-134.00000000000034,468.00000000000176,180.00000000000682,100.99999999999909,-38.0000000000047,-118.00000000000699,-609.9999999999994,,4267.000000000032
2016.12.05,52.000000000007596,509.99999999998823,532.0000000000107,568.9999999999973,178.99999999999582,-237.99999999999378,615.00000000001,215.99999999999397,-138.00000000000477,949.0000000000123,767.0000000000066,483.0000000000112,-45.99999999999227,493.0000000000101,215.0000000000034,44.00000000001114,-167.00000000000603,-93.00000000000975,-710.999999999995,,4231.000000000055
2016.12.05,218.99999999999142,434.9999999999854,530.0000000000011,526.9999999999886,125.99999999999278,-249.99999999999466,707.0000000000132,277.000000000001,-121.00000000000443,1133.9999999999861,917.0000000000123,579.0000000000184,34.000000000006025,626.9999999999998,242.00000000000443,58.000000000006935,-202.0000000000022,-136.00000000000279,-804.9999999999891,,4898.0000000000155
2016.12.05,70.99999999999883,570.0000000000039,579.0000000000077,621.0000000000049,245.99999999999068,-307.0000000000017,697.0000000000143,207.9999999999984,-145.00000000000622,1031.000000000006,850.0000000000174,659.0000000000095,-67.99999999999784,556.0000000000009,216.00000000000819,88.99999999999864,-115.00000000000954,-145.00000000000622,-722.0000000000005,,4891.000000000036
2016.12.05,-100.99999999999554,608.9999999999928,443.00000000001205,635.9999999999922,217.99999999999596,-378.999999999996,529.0000000000017,57.00000000000216,-150.00000000000568,663.9999999999873,629.0000000000128,353.0000000000033,-256.0000000000002,649.999999999995,106.99999999999932,272.00000000000557,-162.0000000000066,-237.00000000000944,-865.999999999989,,3015.9999999999977
2016.12.05,-79.99999999999119,620.9999999999827,467.00000000001296,624.9999999999867,215.99999999999397,-243.99999999999977,602.999999999998,43.99999999999693,-175.99999999999838,709.0000000000032,656.0000000000122,392.00000000001455,-246.9999999999999,357.00000000000733,128.0000000000001,102.00000000000387,-160.00000000000458,-59.000000000009045,-675.9999999999877,,3278.0000000000223
2016.12.05,42.0000000000087,733.9999999999902,363.00000000001376,587.9999999999885,87.99999999999919,-138.00000000000477,817.000000000001,-129.99999999999545,-251.99999999999667,731.9999999999993,758.0000000000142,250.00000000001688,-480.99999999999454,-34.000000000000696,76.99999999999818,49.000000000006594,-298.0000000000094,56.99999999999594,-689.9999999999907,,2532.000000000039
2016.12.05,151.9999999999966,685.0000000000023,260.0000000000051,490.999999999997,20.999999999993246,-26.999999999999247,896.000000000008,-209.99999999999375,-287.0000000000039,730.9999999999945,796.0000000000189,250.00000000001688,-531.9999999999965,-194.0000000000053,61.99999999999761,-1.9999999999953388,-317.0000000000006,135.99999999999167,-625.9999999999932,,2285.0000000000346
2016.12.05,75.00000000000284,719.9999999999873,342.00000000001296,495.99999999998533,-26.000000000003798,-60.99999999999994,812.0000000000127,-126.00000000000477,-285.00000000000193,730.9999999999945,691.0000000000193,38.0000000000047,-489.0000000000043,-167.9999999999904,118.00000000000921,-21.99999999999136,-383.0,91.99999999999208,-740.9999999999917,,1814.0000000000323
