date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.01.18,-78.00000000000028,-66.99999999999484,0.0,-156.99999999999602,0.0,-68.00000000000139,-429.00000000000205,-121.00000000000443,-12.999999999996348,-22.0000000000109,-218.00000000000352,-292.9999999999877,-1.0000000000065512,0.0,0.0,-4.9999999999954525,-10.999999999994348,0.0,,-1482.9999999999939
2016.01.18,-113.00000000000753,-21.00000000000435,87.99999999999386,-217.99999999999596,205.99999999999508,-63.99999999999739,-347.999999999999,-224.9999999999974,-97.00000000000264,261.9999999999845,-207.9999999999984,-574.9999999999922,236.00000000001398,538.0000000000163,204.9999999999983,278.0000000000058,55.000000000005045,100.99999999999554,,100.00000000001366
2016.01.18,-165.9999999999995,-66.99999999999484,207.9999999999984,-252.99999999999213,342.9999999999933,-82.99999999998863,-416.000000000011,-238.0000000000049,-63.00000000000195,326.0000000000041,-299.99999999999716,-554.9999999999944,316.0000000000052,703.0000000000092,346.00000000000364,512.0000000000005,29.000000000001247,180.99999999999784,,823.000000000029
2016.01.18,-259.0000000000092,-5.999999999994898,259.9999999999909,-256.99999999999613,380.00000000000256,-239.99999999999577,-439.00000000000716,-206.00000000000617,-80.00000000000229,182.99999999999983,-352.00000000000387,-374.999999999992,344.99999999999534,901.0000000000184,350.0000000000085,584.0000000000032,168.00000000000148,357.99999999999164,,1315.0000000000045
2016.01.18,-246.99999999999721,-24.999999999986144,271.0000000000008,-235.99999999999176,334.00000000000097,-236.99999999999832,-475.9999999999991,-228.00000000000597,-82.99999999999974,178.00000000001148,-388.9999999999958,-388.9999999999949,297.0000000000139,745.0000000000178,364.9999999999949,522.0000000000056,143.00000000000423,278.00000000000045,,823.000000000081
2016.01.18,-191.99999999999218,-28.000000000005798,309.99999999998806,-330.9999999999924,273.000000000001,-190.00000000000128,-523.0000000000103,-253.0000000000032,-65.99999999999939,253.99999999997647,-436.9999999999976,-478.0000000000006,238.0000000000049,570.0000000000039,376.99999999999534,465.999999999994,117.99999999999588,202.9999999999976,,310.99999999995396
2016.01.18,-245.0000000000063,83.00000000001084,428.99999999998784,-526.9999999999997,344.99999999999534,-565.9999999999999,-463.0000000000081,-553.0000000000035,-209.00000000000364,611.000000000006,-423.9999999999924,-1014.9999999999882,676.9999999999943,927.0000000000111,498.00000000000466,629.9999999999955,261.0000000000112,261.99999999999557,,721.0000000000109
2016.01.18,-259.0000000000092,123.00000000000644,503.0000000000001,-620.9999999999937,502.9999999999979,-516.9999999999897,-492.00000000000443,-592.0000000000036,-214.99999999999852,924.9999999999759,-472.999999999999,-1167.0000000000068,1066.9999999999957,1404.0000000000052,692.0000000000073,879.9999999999955,267.00000000000614,284.9999999999908,,2312.9999999999754
2016.01.18,-263.99999999999756,164.00000000000858,536.9999999999919,-640.9999999999916,514.9999999999987,-523.0000000000068,-451.9999999999982,-562.0000000000069,-214.00000000000307,1197.999999999988,-396.0000000000008,-1105.0000000000005,1367.000000000007,1503.0000000000098,748.9999999999952,906.0000000000059,355.99999999998965,287.9999999999994,,3425.999999999989
2016.01.18,-266.0000000000107,120.99999999999334,428.99999999998784,-687.9999999999998,487.99999999999955,-609.9999999999994,-397.00000000000557,-651.0000000000016,-248.00000000000378,1214.0000000000039,-365.99999999999966,-1293.9999999999952,1278.0000000000014,1377.000000000006,685.0000000000023,814.9999999999977,353.99999999999875,265.99999999999955,,2506.999999999974
2016.01.18,-293.0000000000099,219.00000000001364,539.999999999992,-805.0000000000001,593.9999999999945,-638.9999999999895,-375.0,-668.0000000000019,-273.000000000001,1577.9999999999905,-316.99999999999307,-1375.9999999999995,1767.0000000000075,1787.0000000000052,850.9999999999991,996.9999999999999,443.0000000000045,296.9999999999917,,4327.000000000004
2016.01.18,-351.99999999999676,256.99999999999613,585.9999999999985,-913.9999999999926,634.0000000000013,-814.999999999988,-355.000000000004,-770.9999999999994,-320.9999999999935,1669.9999999999716,-322.00000000000273,-1497.9999999999993,1923.9999999999923,1956.0000000000023,897.0000000000056,1061.000000000007,500.00000000000045,342.9999999999933,,4479.999999999992
2016.01.18,-333.0000000000055,256.00000000001177,566.9999999999931,-873.999999999997,653.999999999999,-849.9999999999952,-299.99999999999716,-787.0000000000043,-322.00000000000006,1819.9999999999773,-316.0000000000025,-1485.000000000003,2080.9999999999995,2017.000000000002,906.0000000000059,1108.000000000004,532.0000000000102,345.99999999999073,,5019.999999999989
2016.01.18,-330.9999999999924,245.0000000000063,475.9999999999991,-776.9999999999943,641.0000000000027,-807.0000000000022,-243.99999999999977,-755.0000000000057,-292.00000000000335,1585.9999999999986,-274.0000000000009,-1424.9999999999875,1862.9999999999925,1958.9999999999995,826.0000000000076,1007.9999999999956,481.9999999999935,342.9999999999933,,4524.000000000003
2016.01.18,-364.9999999999931,226.99999999999943,451.9999999999982,-823.9999999999914,639.9999999999961,-831.000000000004,-267.0000000000101,-741.0000000000027,-324.9999999999975,1652.9999999999934,-265.00000000000057,-1390.9999999999866,1883.0000000000125,1949.0000000000007,828.000000000003,1009.0000000000003,487.0000000000041,332.99999999999443,,4452.000000000016
