date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,empty,sum
2015.08.31,-176.0000000000095,-53.00000000001415,-75.00000000000284,-118.00000000000921,-42.999999999993044,-68.99999999999685,-43.999999999999595,0.0,-277.000000000001,-2.999999999997449,-217.99999999999596,-217.00000000001296,-30.0000000000189,-141.99999999999767,-117.999999999995,-43.999999999999595,-185.99999999999727,-117.00000000001154,,-1930.0000000000525
2015.08.31,-236.00000000000287,2.999999999997449,-65.00000000000395,-70.00000000000739,-58.000000000002494,-117.99999999999588,-143.00000000000423,49.99999999999449,-167.0000000000016,-52.99999999999194,-190.00000000000128,-165.99999999999682,-22.0000000000109,-168.99999999999693,-25.000000000005684,-21.999999999988695,-199.00000000001583,-108.00000000001918,,-1758.0000000000534
2015.08.31,-201.00000000000674,-21.00000000000435,-14.999999999987246,-256.0000000000002,-157.99999999999147,-119.00000000000244,-32.0000000000098,174.99999999999181,-114.99999999999488,-34.99999999999615,-219.99999999999798,-414.0000000000157,-197.00000000000273,-235.00000000002962,-155.00000000000114,53.999999999998494,-180.0000000000024,29.999999999996696,,-2094.0000000000555
2015.08.31,-160.00000000000458,-53.999999999998494,65.00000000000395,-441.0000000000025,-293.99999999999426,46.999999999997044,-46.0000000000127,289.9999999999903,-167.0000000000016,36.0000000000027,-334.9999999999964,-665.9999999999968,-422.00000000001125,472.9999999999901,-162.9999999999825,278.00000000000045,373.99999999998545,756.0000000000011,,-429.00000000003
2015.08.31,-74.00000000000739,-66.00000000001049,202.00000000001327,-448.0000000000075,-279.99999999999136,-7.9999999999968985,51.000000000001044,302.0000000000023,-144.99999999999602,147.00000000000824,-203.99999999999307,-621.0000000000093,-443.9999999999777,300.9999999999735,-138.99999999998158,570.0000000000039,500.9999999999959,657.9999999999808,,303.0000000000076
2015.08.31,-35.00000000000725,-49.99999999999449,266.0000000000107,-415.00000000000625,-336.00000000000296,-14.999999999998348,134.99999999999625,339.0000000000004,-46.00000000000648,178.00000000000037,-127.99999999999478,-580.9999999999889,-513.9999999999923,279.9999999999692,-18.000000000000682,663.999999999998,478.999999999985,425.99999999999307,,628.9999999999607
2015.08.31,-38.0000000000047,-100.99999999999554,272.00000000000557,-451.9999999999982,-337.99999999999386,34.99999999999615,131.99999999999878,341.99999999999784,-67.00000000000728,164.00000000000858,-122.99999999999534,-600.9999999999991,-516.0000000000053,476.9999999999719,32.00000000001069,696.0000000000077,692.9999999999881,523.9999999999911,,1130.9999999999773
2015.08.31,-3.0000000000085514,-120.99999999999334,441.0000000000025,-560.0000000000023,-275.000000000003,102.00000000000209,114.99999999999844,316.99999999998954,-73.0000000000075,179.00000000000693,-317.0000000000006,-718.9999999999941,-518.0000000000184,753.0000000000036,7.000000000005002,846.9999999999977,985.999999999998,869.999999999993,,2030.999999999969
2015.08.31,-16.0000000000049,-187.00000000000384,392.00000000001455,-481.00000000000875,-299.00000000000483,-63.00000000000195,41.000000000002146,344.99999999999534,-70.99999999999795,156.00000000000057,-570.0000000000039,-591.0000000000082,-579.9999999999806,307.999999999975,57.999999999992724,771.0000000000106,564.9999999999933,1105.0000000000005,,882.9999999999698
2015.08.31,-35.00000000000725,-202.00000000001327,380.00000000000256,-557.0000000000022,-409.99999999999926,-7.9999999999968985,-19.00000000001345,428.9999999999905,-138.9999999999958,208.00000000000819,-520.9999999999936,-597.0000000000084,-823.9999999999803,495.000000000001,57.00000000001637,832.0000000000105,651.9999999999859,1655.999999999991,,1396.9999999999955
2015.08.31,13.999999999991797,-252.0000000000078,500.00000000001154,-502.00000000000955,-428.00000000000614,92.99999999999864,45.99999999999049,507.9999999999973,-81.00000000000307,277.000000000005,-659.999999999994,-521.000000000015,-904.9999999999781,851.9999999999861,134.9999999999909,1088.0,1025.9999999999936,1976.9999999999843,,3166.9999999999363
2015.08.31,69.9999999999923,-228.00000000000597,572.0000000000169,-538.0000000000109,-357.99999999999164,100.99999999999554,129.99999999998568,497.99999999999847,-31.999999999996476,253.0000000000032,-600.999999999996,-610.99999999999,-767.0000000000066,900.9999999999962,216.00000000000819,1080.9999999999986,1154.999999999995,2046.9999999999989,,3888.999999999992
2015.08.31,109.99999999999899,-187.00000000000384,573.0000000000013,-590.0000000000034,-333.0000000000055,82.99999999999974,222.99999999999542,465.99999999998863,-28.999999999996362,292.9999999999988,-558.000000000003,-699.9999999999886,-674.000000000019,788.0000000000109,171.99999999999704,1080.9999999999986,1131.9999999999998,1984.9999999999923,,3834.999999999962
2015.08.31,119.99999999999788,-205.99999999999508,574.0000000000078,-629.0000000000049,-347.9999999999928,75.00000000000284,227.99999999998377,453.99999999999886,-51.00000000000193,328.0000000000061,-598.999999999994,-735.0000000000136,-731.9999999999993,760.9999999999673,111.00000000001842,1150.0000000000066,1166.0000000000005,2062.9999999999927,,3729.999999999981
2015.08.31,168.00000000000148,-178.99999999999582,694.0000000000168,-739.0000000000043,-350.9999999999902,58.99999999999794,343.99999999998875,523.9999999999911,-55.999999999997385,370.00000000000364,-612.0000000000015,-918.0000000000064,-689.9999999999907,674.9999999999811,193.00000000001205,1290.9999999999977,1262.9999999999918,2223.9999999999814,,4259.999999999978
