date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURJPY,EURCAD,empty,sum
2018.08.13,19.00000000000235,-51.000000000001044,2.0000000000131024,-65.00000000000395,-34.99999999999615,159.00000000000603,-21.999999999988695,,7.000000000031655
2018.08.13,-43.999999999999595,-143.99999999998857,-73.99999999999629,-89.00000000000574,-112.99999999999643,212.0000000000033,22.0000000000109,,-229.99999999997243
2018.08.13,14.000000000002899,-231.99999999998778,-99.99999999998899,-109.00000000000354,-159.9999999999935,371.9999999999999,103.00000000000864,,-111.99999999996237
2018.08.13,1.0000000000065512,-261.0000000000001,-166.99999999998383,-163.00000000000205,-216.99999999998943,454.9999999999983,76.0000000000094,,-275.9999999999612
2018.08.13,57.00000000000705,-330.9999999999924,-197.99999999998707,-234.00000000000088,-266.999999999995,585.9999999999985,124.99999999999733,,-261.99999999997243
2018.08.13,117.00000000000044,-229.99999999999687,-119.00000000000244,-129.00000000000134,-191.99999999999218,462.0000000000033,83.00000000001084,,-7.999999999978243
2018.08.13,160.00000000000458,-195.9999999999962,-65.99999999998829,-46.00000000000159,-107.99999999999699,495.9999999999951,100.99999999999554,,341.00000000001216
2018.08.13,121.00000000000443,-63.99999999999739,-32.999999999994145,28.999999999990145,-166.99999999999494,108.99999999999466,-35.999999999991594,,-40.99999999998884
2018.08.13,118.00000000000699,-48.000000000003595,-54.99999999998284,14.999999999998348,-199.9999999999891,-27.000000000001023,-86.0000000000083,,-282.99999999997954
2018.08.13,43.999999999999595,-60.99999999999994,-38.99999999998904,36.999999999998145,-207.99999999999707,-227.99999999999443,-49.99999999999449,,-504.9999999999772
2018.08.13,-4.999999999999449,-99.00000000000463,-27.999999999983594,-4.000000000004,-224.9999999999974,-115.99999999999966,11.00000000000545,,-465.9999999999833
2018.08.13,-27.999999999994696,-59.99999999999339,49.00000000001015,61.999999999995396,-185.99999999999727,-265.00000000000057,48.000000000003595,,-379.9999999999768
2018.08.13,-26.999999999999247,-90.99999999999665,-28.999999999990145,26.999999999999247,-174.99999999999181,-194.00000000000261,2.999999999997449,,-485.9999999999838
2018.08.13,-8.999999999992347,-106.99999999999044,-56.99999999999594,-36.0000000000027,-173.9999999999964,-162.9999999999967,-11.00000000000545,,-556.99999999998
2018.08.13,34.000000000000696,-11.00000000000545,-19.999999999997797,44.99999999999504,-113.99999999999189,-289.0000000000015,-89.99999999999008,,-444.999999999991
2018.08.13,-22.999999999995246,52.000000000007596,43.999999999999595,95.99999999999609,-59.99999999999339,-394.00000000000546,-102.00000000000209,,-386.99999999999295
2018.08.13,-41.000000000002146,-133.99999999998968,-52.99999999999194,-26.999999999999247,-152.99999999999204,-48.00000000000182,32.0000000000098,,-423.9999999999671
