date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2019.08.12,-4.999999999999449,-16.000000000016,-1.999999999990898,-18.000000000000682,-49.99999999999449,-1.999999999990898,-7.9999999999968985,-182.99999999999983,-45.000000000001705,-100.99999999999554,-154.99999999999403,0.0,-5.999999999994898,-4.0000000000048885,0.0,-4.000000000004,,-598.9999999999842
2019.08.12,-59.000000000009045,-70.0000000000145,0.0,34.99999999999659,-192.99999999999872,4.000000000004,-24.000000000001798,-257.0000000000072,-51.00000000000193,-93.99999999999409,-148.99999999999915,78.00000000000296,133.00000000000534,33.00000000000125,12.000000000000899,21.00000000000435,,-581.0000000000111
2019.08.12,-6.0000000000060005,-90.99999999999665,-4.000000000004,57.00000000000216,-141.00000000001333,9.999999999998899,-31.999999999998696,-293.0000000000099,-48.99999999999238,-86.99999999999264,-197.00000000000273,117.00000000000443,190.00000000000128,58.9999999999975,42.999999999993044,62.000000000006494,,-362.0000000000125
2019.08.12,7.0000000000014495,-175.00000000001404,26.999999999999247,61.00000000000705,-212.99999999999653,69.9999999999923,-29.999999999996696,-359.0000000000093,-141.9999999999959,-144.99999999999514,-278.00000000000045,135.99999999999568,164.00000000000858,45.99999999999227,85.99999999999719,65.00000000000395,,-680.0000000000105
2019.08.12,-38.0000000000047,-249.99999999999466,26.999999999999247,-76.99999999999818,-353.0000000000033,8.000000000008,-85.00000000000173,-410.00000000001035,-388.9999999999958,-151.9999999999966,-303.9999999999932,-16.999999999995907,191.00000000000784,-57.00000000000216,122.99999999999534,60.000000000015596,,-1722.9999999999702
2019.08.12,-101.00000000000664,-249.00000000001032,26.999999999999247,-233.99999999999466,-398.9999999999938,-1.999999999990898,-161.00000000000003,-435.0000000000076,-564.9999999999977,-151.9999999999966,-285.00000000000193,-161.00000000000136,286.00000000000847,-176.00000000000193,70.99999999999883,9.999999999998899,,-2525.9999999999977
2019.08.12,-102.00000000000209,-228.00000000000597,45.000000000006146,-179.00000000000205,-395.99999999999636,-21.00000000000435,-198.99999999999363,-431.0000000000036,-453.9999999999935,-126.99999999998823,-276.00000000000955,-61.00000000000705,239.00000000001143,-162.00000000000614,44.99999999999504,12.000000000012001,,-2294.9999999999877
2019.08.12,-82.00000000000429,-180.0000000000024,41.000000000002146,-146.99999999999136,-337.99999999999386,-22.0000000000109,-178.00000000000037,-375.0000000000031,-361.0000000000042,-21.00000000000435,-65.00000000000395,-55.999999999997385,337.0000000000095,-152.00000000000102,58.99999999999794,33.00000000001635,,-1506.9999999999907
2019.08.12,-78.00000000000028,-131.99999999999878,53.999999999998494,-134.9999999999909,-259.0000000000092,1.999999999990898,-139.99999999999568,-343.9999999999999,-298.0000000000018,65.00000000000395,-49.99999999999449,-42.00000000000159,320.00000000000915,-141.00000000000534,119.00000000000244,46.999999999997044,,-1011.9999999999964
2019.08.12,-41.000000000002146,-110.99999999999443,67.00000000001705,-66.99999999999307,-208.00000000000819,48.000000000003595,-88.99999999999464,-343.9999999999999,-198.99999999999807,113.00000000000753,-170.00000000000347,40.99999999999682,197.00000000000273,-57.00000000000216,153.99999999999858,36.999999999998145,,-628.9999999999718
