date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPJPY,GBPCAD,NZDJPY,empty,sum
2015.10.19,210.99999999999451,-19.999999999997797,41.00000000001103,31.000000000003247,-50.0000000000056,105.00000000001819,63.000000000013046,-43.99999999999693,,337.0000000000397
2015.10.19,247.99999999999267,-21.00000000000435,-54.000000000002046,83.9999999999952,-69.00000000000794,-132.99999999998136,104.00000000001519,-85.99999999999852,,73.00000000000881
2015.10.19,259.9999999999936,-17.000000000000348,32.00000000001069,79.99999999999119,-80.00000000000229,-18.000000000000682,66.99999999999484,-69.00000000000261,,254.99999999998437
2015.10.19,249.99999999999466,28.999999999990145,3.0000000000001137,105.99999999998388,-75.00000000000284,-55.00000000000682,103.00000000000864,-52.99999999999727,,307.99999999997056
2015.10.19,240.99999999999122,-9.999999999998899,-27.000000000001023,150.99999999999002,-41.000000000002146,-84.00000000000318,195.9999999999962,25.000000000005684,,450.9999999999779
2015.10.19,234.00000000000088,-30.0000000000189,-82.99999999999841,122.99999999998423,-37.00000000000925,-201.99999999999818,129.00000000000134,141.00000000000534,,274.99999999996703
2015.10.19,226.99999999999943,-101.00000000001774,-100.99999999999909,200.99999999998454,126.99999999999933,-283.9999999999918,188.00000000001037,266.00000000000534,,522.9999999999903
2015.10.19,196.99999999999162,-155.00000000001623,-75.9999999999934,210.99999999998343,62.99999999999084,-200.9999999999934,248.00000000000378,234.99999999999943,,521.9999999999661
2015.10.19,203.99999999999307,-163.00000000000205,-152.9999999999916,323.99999999999096,61.999999999995396,-326.9999999999982,418.0000000000073,228.00000000000864,,593.0000000000035
2015.10.19,266.999999999995,-191.00000000000784,-188.0000000000024,409.99999999999926,121.99999999999989,-430.0000000000068,496.00000000000756,329.9999999999983,,815.999999999983
2015.10.19,343.9999999999999,-90.00000000001229,2.0000000000095497,228.99999999999034,-124.00000000000189,-55.999999999983174,304.9999999999997,85.99999999999852,,696.0000000000007
2015.10.19,361.9999999999957,-74.0000000000185,97.99999999999898,149.9999999999835,-250.00000000000577,98.00000000001319,188.00000000001037,-94.99999999999886,,476.9999999999785
