date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.13,-120.99999999999334,-113.99999999999189,-16.000000000016,-60.000000000002274,-15.999999999993797,-4.999999999999449,-175.00000000000293,-42.999999999993044,-46.999999999997044,-39.999999999995595,-88.99999999999464,-196.99999999999162,-129.0000000000191,-11.00000000000545,0.0,-148.99999999999915,-461.0000000000003,-85.00000000000796,-8.99999999998613,-10.99999999999568,-106.00000000000608,-178.99999999999582,-205.99999999999508,,-2268.9999999999823
2020.04.13,-118.99999999999133,-86.99999999999264,18.999999999991246,-40.00000000000625,0.0,-48.000000000003595,-115.99999999999389,-42.999999999993044,-126.99999999999534,-179.99999999999127,-90.0000000000012,-158.99999999999804,-225.9999999999991,63.99999999999739,-29.000000000010573,-237.99999999998266,-526.9999999999886,-173.00000000000182,-108.99999999999466,-141.9999999999959,-181.00000000000892,-263.0000000000021,-205.99999999999508,,-3019.9999999999577
2020.04.13,-92.99999999999864,-103.00000000000864,18.999999999991246,-157.0000000000107,56.99999999999594,-101.00000000000664,-148.99999999999915,19.00000000001345,-159.9999999999966,-313.99999999999204,-195.00000000000074,-272.99999999998994,-247.0000000000141,117.99999999999588,-43.00000000000637,-306.9999999999906,-424.00000000000216,-513.0000000000052,-158.99999999999181,-173.99999999999238,-379.0000000000071,-544.0,-97.00000000001374,,-4219.00000000003
2020.04.13,17.000000000000348,-113.00000000000753,44.99999999998394,-114.00000000000432,506.0000000000064,125.99999999999278,-151.00000000000114,21.00000000000435,-52.99999999999727,-271.9999999999945,-0.999999999995449,-123.99999999999079,-85.00000000000796,753.0000000000036,131.9999999999908,308.0000000000194,300.99999999999574,-429.00000000000205,176.00000000000193,84.00000000000318,-263.0000000000021,-424.00000000000216,-12.000000000012001,,427.99999999998516
2020.04.13,36.0000000000027,-184.99999999999073,60.99999999999994,-149.0000000000009,390.0000000000015,35.999999999991594,-108.99999999999244,2.0000000000131024,-55.00000000000682,-193.99999999999417,-87.00000000000374,-233.99999999998977,-204.00000000000773,719.000000000003,125.0,85.00000000000173,1.0000000000065512,-358.0000000000041,86.00000000001273,-6.000000000000227,-248.00000000000378,-463.0000000000023,-15.999999999993797,,-766.9999999999576
2020.04.13,28.000000000005798,-173.00000000000094,64.99999999998174,-170.0000000000017,387.000000000004,88.99999999999464,-100.99999999999554,12.000000000012001,-1.0000000000047748,-137.9999999999937,-34.000000000000696,-200.99999999999562,-74.00000000001228,651.9999999999859,197.9999999999933,201.00000000000674,100.99999999999554,-347.999999999999,169.00000000001114,53.00000000001148,-181.00000000000892,-402.9999999999978,-36.999999999998145,,93.99999999999315
2020.04.13,42.0000000000087,-144.99999999999514,48.99999999998794,-179.00000000000205,336.00000000000296,11.999999999989797,-36.999999999998145,-1.999999999990898,1.9999999999953388,-104.99999999999955,-117.99999999999588,-278.00000000000045,-46.999999999997044,584.9999999999911,185.00000000000227,33.00000000001635,-103.00000000000864,-329.00000000000773,82.00000000000784,-27.999999999991587,-237.00000000000944,-483.0000000000001,-66.00000000001049,,-831.0000000000048
2020.04.13,53.00000000000304,-112.000000000001,68.00000000000139,-219.0000000000083,261.0000000000001,42.999999999993044,-78.99999999999574,7.0000000000014495,42.999999999992156,-86.99999999999264,-94.00000000000519,-262.999999999991,-28.00000000002001,357.99999999999164,221.9999999999942,86.0000000000083,-55.99999999998939,-301.00000000000193,115.0000000000091,3.0000000000001137,-171.00000000001003,-429.0000000000016,-52.000000000007596,,-632.0000000000299
2020.04.13,8.000000000008,-180.99999999998673,7.0000000000014495,-427.0000000000067,163.00000000000205,75.9999999999983,-85.99999999999719,-5.999999999994898,176.00000000000193,-25.999999999992696,-87.99999999999919,-223.99999999999088,120.9999999999809,356.9999999999851,351.99999999998965,116.00000000000499,69.00000000000794,-409.000000000006,207.00000000000784,118.00000000000921,-99.00000000000463,-334.00000000000097,-15.999999999993797,,-125.99999999997632
2020.04.13,70.0000000000034,-160.00000000000458,112.000000000001,-431.0000000000116,205.00000000001074,51.99999999999649,-76.99999999999375,19.00000000001345,265.00000000000057,-15.999999999993797,-105.99999999999498,-200.99999999999562,159.9999999999966,479.99999999999153,453.9999999999935,84.0000000000174,110.00000000001009,-435.0000000000023,239.00000000000432,198.99999999999807,-113.00000000000753,-277.000000000005,19.999999999997797,,653.0000000000259
