date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.13,-13.999999999991797,-58.000000000002494,27.999999999983594,-5.000000000009663,58.000000000002494,17.000000000000348,-14.999999999998348,-19.999999999997797,-46.00000000000648,34.000000000000696,-27.999999999994696,-100.99999999999554,-73.0000000000075,215.99999999999397,149.99999999999147,75.00000000000284,-107.99999999999699,-15.000000000000568,11.00000000000989,69.00000000000261,-60.99999999999994,-178.99999999999582,-83.9999999999952,,-149.0000000000049
2020.04.13,-20.999999999993246,-72.0000000000054,18.999999999991246,23.9999999999867,79.00000000000685,-48.000000000003595,58.000000000002494,48.000000000003595,-34.000000000006025,-98.99999999999353,-5.999999999994898,-113.99999999999189,-123.00000000001887,201.00000000000674,52.99999999999727,-230.9999999999812,-526.9999999999886,-18.000000000000682,-78.99999999999352,-81.99999999999363,-143.9999999999997,-231.0000000000034,-11.00000000000545,,-1357.9999999999789
2020.04.13,17.000000000000348,-34.000000000000696,87.99999999999919,-79.00000000000773,673.0000000000125,173.9999999999964,-134.0000000000008,63.000000000013046,-34.99999999999659,-259.9999999999936,56.0000000000005,-70.99999999999883,13.00000000000523,930.999999999993,191.0000000000025,426.9999999999996,415.0000000000098,-415.00000000000625,235.00000000001364,163.0000000000109,-230.000000000008,-412.00000000000125,41.99999999998649,,1818.0000000000289
2020.04.13,36.0000000000027,-104.99999999999955,63.99999999999739,-95.00000000001307,554.9999999999944,170.99999999999892,-82.99999999999974,29.00000000001235,-3.0000000000001137,-192.99999999999872,50.0000000000056,-117.99999999999588,-50.00000000001137,887.9999999999999,183.9999999999975,445.0000000000065,314.99999999999864,-353.00000000000864,234.00000000000887,127.00000000000955,-158.0000000000026,-395.99999999999636,-9.999999999998899,,1534.0000000000077
2020.04.13,46.00000000000159,-129.00000000000134,79.99999999999119,-148.00000000001035,415.99999999999415,114.99999999999844,-39.999999999995595,26.0000000000149,63.00000000000239,-112.99999999999643,-9.999999999998899,-165.9999999999995,-18.000000000000682,744.9999999999957,254.99999999999545,286.00000000000847,182.99999999999983,-316.0000000000025,207.00000000000784,103.9999999999992,-148.0000000000037,-368.00000000000165,4.999999999988347,,1074.9999999999868
2020.04.13,81.00000000000884,-51.000000000001044,113.99999999999189,-81.00000000000307,441.0000000000025,127.99999999999478,-36.999999999998145,25.00000000000835,33.999999999991815,-97.9999999999981,-16.0000000000049,-191.99999999999218,-16.000000000019554,682.9999999999892,215.99999999999397,260.0000000000158,123.99999999999079,-280.00000000000114,183.00000000000693,68.00000000001205,-140.0000000000068,-402.9999999999978,-19.00000000001345,,1023.9999999999709
2020.04.13,69.00000000000794,-66.99999999999484,91.99999999998099,-111.0000000000042,361.9999999999957,89.99999999999008,6.0000000000060005,17.000000000000348,54.000000000002046,-66.99999999999484,-51.99999999999649,-227.99999999999488,10.99999999999568,597.9999999999874,231.99999999999932,196.0000000000184,39.999999999995595,-259.00000000000034,162.00000000000614,40.00000000000625,-145.00000000000622,-409.0000000000038,-28.000000000005798,,602.9999999999906
2020.04.13,100.00000000000009,-55.000000000005045,130.99999999999224,-207.00000000000784,310.0000000000103,118.99999999999133,-31.999999999998696,24.000000000001798,182.00000000000216,-17.000000000000348,-44.99999999999504,-208.99999999999253,138.99999999998158,509.00000000000387,372.99999999999045,214.00000000000307,95.00000000000064,-296.99999999999704,253.0000000000001,138.00000000000523,-72.0000000000054,-317.9999999999961,-8.000000000008,,1326.9999999999766
2020.04.13,80.00000000000229,-103.00000000000864,120.99999999999334,-390.00000000000057,249.00000000001032,140.99999999999113,-68.00000000000139,35.00000000000725,349.9999999999943,-2.999999999997449,-9.999999999998899,-159.9999999999935,317.0000000000073,512.9999999999857,560.0000000000023,282.0000000000045,228.00000000000597,-394.999999999996,386.0000000000099,290.00000000000625,-5.000000000010552,-236.00000000000287,24.999999999986144,,2206.9999999999977
2020.04.13,87.99999999999919,-151.9999999999966,115.99999999998278,-306.0000000000116,256.99999999999613,71.99999999999429,-54.999999999993946,24.000000000001798,275.99999999999625,-2.000000000002,-87.99999999999919,-180.99999999999784,170.99999999999227,584.0000000000067,465.999999999994,104.00000000001519,201.99999999999108,-340.0000000000034,266.00000000000534,228.9999999999992,-105.00000000001064,-261.0000000000001,104.99999999999955,,1469.9999999999582
