date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURGBP,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2019.11.18,0.0,-11.00000000000545,-25.00000000000835,-36.999999999998145,-49.00000000001015,-107.99999999998988,-117.99999999999588,-165.00000000000404,-24.000000000001798,-13.999999999995794,-19.000000000005457,-27.999999999991587,-116.00000000000499,-78.00000000000028,,-792.0000000000118
2019.11.18,25.00000000000835,-15.00000000000945,-4.000000000004,-36.999999999998145,-29.000000000001247,-104.99999999998977,-111.99999999998988,-153.99999999999858,45.000000000006146,13.999999999995794,-2.0000000000095497,-3.0000000000001137,-109.00000000000354,-150.00000000000568,,-635.9999999999997
2019.11.18,-14.000000000002899,-26.999999999999247,-11.00000000000545,-39.999999999995595,-15.00000000000945,-79.9999999999983,-108.99999999999244,-110.99999999999443,50.0000000000056,13.00000000000523,3.0000000000001137,42.00000000000159,-70.99999999999883,-182.0000000000155,,-551.9999999999995
2019.11.18,-11.00000000000545,-35.00000000000725,-12.999999999996348,-48.99999999999905,-15.00000000000945,-84.99999999999375,-88.99999999999464,-87.99999999999919,57.00000000000705,33.00000000000125,34.99999999999659,62.00000000001182,-73.00000000000084,-176.00000000002058,,-447.0000000000099
2019.11.18,5.999999999994898,-53.999999999998494,12.999999999996348,-51.000000000001044,-14.000000000002899,-128.0000000000001,-102.99999999999754,-98.99999999999353,75.00000000000284,30.000000000001137,1.9999999999953388,42.00000000000159,-78.00000000000028,-222.00000000001108,,-581.0000000000128
2019.11.18,9.000000000014552,-58.000000000002494,-19.999999999997797,-81.9999999999932,-43.00000000000415,-161.99999999999193,-124.99999999999733,-109.00000000000354,97.00000000000264,-22.999999999996135,-64.00000000000716,-3.9999999999906777,-104.99999999999955,-240.00000000001796,,-928.9999999999848
2019.11.18,-17.000000000000348,-65.00000000000395,-28.999999999990145,-69.9999999999923,-25.00000000000835,-182.99999999999272,-127.99999999999478,-109.99999999999899,87.00000000000374,-69.99999999999318,-78.00000000000296,-28.999999999996362,-72.0000000000054,-228.00000000000597,,-1016.9999999999816
2019.11.18,-18.0000000000069,-76.0000000000094,-45.000000000006146,-61.999999999995396,0.0,-184.99999999998806,-134.99999999999625,-95.99999999999609,97.00000000000264,-87.99999999999386,-78.00000000000296,-9.999999999990905,-38.0000000000047,-224.000000000002,,-957.99999999999
2019.11.18,-82.00000000000429,-99.00000000000463,-72.0000000000054,-78.99999999999574,-4.000000000004,-171.99999999999704,-151.9999999999966,-109.99999999999899,67.00000000000594,-103.9999999999992,-94.99999999999886,-25.99999999999625,-21.00000000000435,-254.00000000002086,,-1203.0000000000202
2019.11.18,-59.99999999999339,-113.00000000000753,-55.000000000005045,-63.99999999999739,-4.999999999999449,-143.99999999999125,-136.99999999999824,-105.99999999999498,78.00000000000028,-75.9999999999934,-62.00000000001182,-3.9999999999906777,-26.000000000003798,-242.00000000000887,,-1015.9999999999956
