date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADJPY,AUDCAD,NZDCAD,empty,sum
2015.06.08,-55.99999999998939,-34.99999999998504,0.0,-41.000000000002146,-17.000000000000348,-66.99999999999484,-22.00000000000557,-7.0000000000014495,-40.00000000000669,,-284.99999999998545
2015.06.08,-97.9999999999981,-78.99999999998464,-27.000000000001023,-12.999999999996348,-12.000000000000899,-63.99999999999739,-40.99999999999682,43.999999999999595,-31.999999999998696,,-321.9999999999743
2015.06.08,-83.9999999999952,-36.999999999998145,-88.99999999999864,-75.00000000000284,11.00000000000545,-59.99999999999339,-55.999999999997385,90.99999999999665,54.999999999993946,,-243.99999999998957
2015.06.08,-35.00000000000725,22.0000000000109,-72.00000000000273,-85.00000000000173,28.000000000005798,-56.000000000011596,-55.00000000000682,144.99999999999514,95.99999999999609,,-12.000000000022183
2015.06.08,-46.999999999997044,42.0000000000087,-76.99999999999818,-166.99999999998383,23.00000000000635,-53.999999999998494,-24.00000000000091,146.00000000000168,108.99999999999244,,-48.999999999969276
2015.06.08,-76.0000000000094,-14.999999999987246,-73.99999999999807,-238.0000000000049,-20.999999999993246,-82.00000000000429,24.00000000000091,200.00000000000017,142.99999999999312,,-139.00000000000296
2015.06.08,-75.00000000000284,-24.000000000001798,-37.00000000000614,-236.99999999999832,-24.999999999997247,-80.00000000001339,103.9999999999992,182.00000000000438,125.99999999999278,,-66.00000000002342
2015.06.08,-167.9999999999904,-180.99999999998673,1.9999999999953388,-327.99999999999494,-32.999999999994145,-92.00000000000318,119.99999999999034,183.99999999999528,152.99999999999204,,-342.9999999999964
2015.06.08,-167.9999999999904,-174.99999999999181,1.9999999999953388,-316.99999999998954,-43.00000000000415,-85.00000000000173,185.99999999999284,197.99999999999818,151.9999999999966,,-249.99999999999454
2015.06.08,-79.00000000000685,-65.99999999998829,117.00000000000443,-261.9999999999845,26.999999999999247,-85.00000000000173,227.99999999999443,261.99999999999557,214.99999999999852,,357.0000000000108
2015.06.08,-104.99999999999955,-126.99999999998823,176.9999999999925,-290.9999999999968,4.000000000004,-59.99999999999339,302.99999999999727,200.00000000000017,214.99999999999852,,316.00000000001444
2015.06.08,-65.99999999998829,-63.99999999999739,143.00000000000068,-276.9999999999939,60.00000000000449,-19.999999999997797,286.9999999999919,209.00000000000364,269.9999999999925,,542.0000000000159
2015.06.08,-85.00000000000173,-51.000000000001044,131.00000000000023,-278.9999999999848,4.999999999999449,4.999999999988347,265.00000000000057,148.99999999999915,185.99999999999727,,325.9999999999974
2015.06.08,-79.00000000000685,-21.00000000000435,132.99999999999557,-256.99999999999613,9.00000000000345,5.999999999994898,263.9999999999958,160.00000000000458,195.9999999999962,,410.9999999999832
2015.06.08,-99.00000000000463,-61.99999999998429,120.00000000000455,-273.9999999999965,-0.999999999995449,-19.00000000001345,269.999999999996,116.00000000000499,195.00000000000074,,246.000000000012
2015.06.08,-76.99999999999375,-60.99999999999994,97.99999999999898,-279.99999999999136,-7.0000000000014495,0.0,222.99999999999898,107.00000000000153,200.00000000000017,,203.0000000000132
