date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADJPY,AUDCAD,NZDCAD,empty,sum
2015.06.08,-38.99999999998904,12.000000000012001,21.000000000000796,46.999999999997044,-7.9999999999968985,-55.000000000005045,-6.000000000000227,60.00000000000449,1.999999999990898,,34.00000000001402
2015.06.08,-80.99999999999774,-35.999999999991594,16.999999999995907,12.999999999996348,46.00000000000159,-56.000000000011596,33.00000000000125,87.00000000000374,60.99999999999994,,83.99999999999784
2015.06.08,-22.999999999995246,48.000000000003595,-31.00000000000591,-59.99999999999339,41.9999999999976,-53.999999999998494,-2.0000000000095497,166.99999999999494,101.99999999999099,,188.99999999998454
2015.06.08,-19.999999999997797,56.99999999999594,-69.00000000000261,-85.00000000000173,34.99999999999615,-38.0000000000047,-21.000000000000796,183.99999999999528,119.99999999999788,,162.9999999999776
2015.06.08,-15.999999999993797,55.000000000005045,-61.99999999999761,-133.00000000000534,55.000000000005045,-49.00000000001015,24.00000000000091,221.00000000000452,175.99999999999838,,271.000000000007
2015.06.08,-72.0000000000054,1.0000000000065512,-34.000000000006025,-227.99999999998377,-17.999999999995797,-58.000000000002494,121.99999999999989,200.99999999999562,153.99999999999858,,68.00000000000716
2015.06.08,15.00000000000945,60.99999999999994,45.000000000001705,-163.00000000000205,56.99999999999594,-78.00000000000028,131.9999999999908,309.99999999999915,201.99999999999108,,580.9999999999857
2015.06.08,-165.9999999999995,-174.99999999999181,1.9999999999953388,-313.99999999999204,-24.000000000001798,-76.99999999999375,225.9999999999991,195.00000000000074,198.99999999999363,,-133.99999999999005
2015.06.08,1.999999999990898,-51.000000000001044,117.999999999995,-214.00000000000307,77.00000000000485,-52.000000000007596,229.99999999998977,299.00000000000483,262.999999999991,,671.9999999999646
2015.06.08,-58.000000000002494,-45.99999999999049,222.99999999999898,-246.99999999999721,63.99999999999739,-52.000000000007596,344.99999999999886,378.00000000000057,241.99999999999778,,848.9999999999957
2015.06.08,-26.999999999999247,-38.0000000000047,213.99999999999864,-238.99999999998923,72.0000000000054,-9.999999999998899,331.00000000000307,282.0000000000045,273.9999999999965,,859.000000000016
2015.06.08,-65.99999999998829,-15.999999999993797,143.00000000000068,-258.0000000000027,97.9999999999981,25.999999999992696,286.9999999999919,236.00000000000287,318.99999999999153,,768.999999999993
2015.06.08,-62.000000000006494,-17.000000000000348,147.00000000000557,-251.00000000000122,9.999999999998899,15.999999999993797,286.9999999999919,161.00000000000003,195.9999999999962,,486.99999999997834
