date,EURJPY,NZDCAD,empty,sum
2019.07.01,-305.9999999999974,-278.9999999999959,,-584.9999999999933
2019.07.01,-314.9999999999977,-290.00000000000136,,-604.9999999999991
2019.07.02,-304.9999999999926,-390.99999999999693,,-695.9999999999895
2019.07.02,-284.9999999999966,-319.99999999999807,,-604.9999999999947
2019.07.02,-509.00000000000034,-343.9999999999999,,-853.0000000000002
2019.07.02,-506.9999999999908,-304.9999999999997,,-811.9999999999905
2019.07.02,-429.9999999999926,-263.0000000000021,,-692.9999999999948
2019.07.02,-412.9999999999967,-292.9999999999988,,-705.9999999999955
2019.07.02,-384.00000000000034,-324.00000000000205,,-708.0000000000024
2019.07.02,-387.999999999991,-295.0000000000008,,-682.9999999999918
2019.07.02,-346.00000000000364,-275.000000000003,,-621.0000000000066
2019.07.02,-334.0000000000032,-300.0000000000003,,-634.0000000000034
2019.07.02,-381.0000000000002,-304.00000000000426,,-685.0000000000045
2019.07.02,-432.00000000000216,-283.99999999999534,,-715.9999999999975
2019.07.02,-385.9999999999957,-255.00000000000523,,-641.0000000000009
2019.07.02,-391.9999999999959,-229.99999999999687,,-621.9999999999927
2019.07.02,-459.99999999999375,-278.9999999999959,,-738.9999999999897
2019.07.02,-447.9999999999933,-336.9999999999984,,-784.9999999999917
2019.07.02,-376.99999999999534,-306.00000000000625,,-683.0000000000016
2019.07.02,-391.9999999999959,-360.0000000000048,,-752.0000000000007
2019.07.02,-361.99999999999477,-441.99999999999795,,-803.9999999999927
2019.07.02,-331.99999999999363,-485.0000000000021,,-816.9999999999957
2019.07.02,-365.99999999999966,-565.0000000000044,,-931.0000000000041
2019.07.02,-500.0,-572.0000000000058,,-1072.000000000006
2019.07.02,-515.0000000000006,-550.000000000006,,-1065.0000000000066
2019.07.02,-503.0000000000001,-526.0000000000042,,-1029.0000000000043
2019.07.02,-493.9999999999998,-478.0000000000006,,-972.0000000000005
2019.07.02,-420.0000000000017,-506.0000000000064,,-926.0000000000082
2019.07.02,-355.99999999999454,-465.0000000000043,,-820.9999999999989
2019.07.02,-385.9999999999957,-504.00000000000443,,-890.0000000000001
2019.07.02,-375.99999999999056,-507.9999999999973,,-883.999999999988
2019.07.02,-366.9999999999902,-526.0000000000042,,-892.9999999999944
2019.07.02,-375.0,-536.0000000000032,,-911.0000000000032
2019.07.02,-469.99999999999886,-485.0000000000021,,-955.0000000000009
2019.07.02,-471.00000000000364,-431.0000000000036,,-902.0000000000073
2019.07.02,-497.99999999999045,-431.99999999999903,,-929.9999999999895
2019.07.02,-527.000000000001,-436.9999999999985,,-963.9999999999995
2019.07.02,-590.0000000000034,-434.000000000001,,-1024.0000000000045
2019.07.02,-616.9999999999902,-390.99999999999693,,-1007.9999999999872
2019.07.02,-673.9999999999924,-414.9999999999987,,-1088.9999999999911
2019.07.02,-792.9999999999922,-404.0000000000044,,-1196.9999999999966
2019.07.02,-759.0000000000003,-409.99999999999926,,-1168.9999999999995
2019.07.02,-826.9999999999982,-456.9999999999963,,-1283.9999999999945
2019.07.02,-796.999999999997,-429.0000000000016,,-1225.9999999999986
2019.07.02,-858.9999999999947,-509.9999999999993,,-1368.999999999994
2019.07.02,-938.999999999993,-509.9999999999993,,-1448.9999999999923
2019.07.02,-924.9999999999972,-485.99999999999756,,-1410.9999999999948
2019.07.02,-947.0000000000027,-504.9999999999999,,-1452.0000000000027
2019.07.02,-933.9999999999975,-494.00000000000557,,-1428.0000000000032
2019.07.02,-936.9999999999976,-478.9999999999961,,-1415.9999999999936
2019.07.03,-988.9999999999901,-514.9999999999987,,-1503.9999999999889
2019.07.03,-893.9999999999912,-504.9999999999999,,-1398.9999999999911
2019.07.03,-917.9999999999922,-460.00000000000483,,-1377.999999999997
2019.07.03,-942.9999999999978,-450.00000000000597,,-1393.0000000000039
2019.07.03,-935.0000000000023,-460.00000000000483,,-1395.000000000007
2019.07.03,-947.9999999999933,-448.000000000004,,-1395.9999999999973
2019.07.03,-1063.999999999993,-428.00000000000614,,-1491.999999999999
2019.07.03,-1123.9999999999952,-414.9999999999987,,-1538.9999999999939
2019.07.03,-1213.9999999999986,-480.0000000000027,,-1694.0000000000014
2019.07.03,-1250.0,-436.9999999999985,,-1686.9999999999986
2019.07.03,-1234.9999999999995,-368.00000000000165,,-1603.0000000000011
2019.07.03,-1240.9999999999995,-339.0000000000004,,-1580.0
2019.07.03,-1194.9999999999932,-350.00000000000585,,-1544.999999999999
2019.07.03,-1197.9999999999932,-395.0000000000009,,-1592.999999999994
2019.07.03,-1230.9999999999945,-390.0000000000015,,-1620.999999999996
2019.07.03,-1221.0000000000036,-375.0000000000031,,-1596.0000000000068
2019.07.03,-1194.0000000000027,-385.000000000002,,-1579.0000000000048
2019.07.03,-1185.9999999999927,-389.000000000006,,-1574.9999999999986
2019.07.03,-1265.0000000000005,-385.000000000002,,-1650.0000000000025
2019.07.03,-1320.999999999998,-373.99999999999653,,-1694.9999999999945
2019.07.03,-1356.9999999999993,-373.00000000000114,,-1730.0000000000005
2019.07.03,-1292.0000000000016,-355.0000000000053,,-1647.0000000000068
2019.07.03,-1197.0000000000027,-336.9999999999984,,-1534.0000000000011
2019.07.03,-1212.9999999999939,-306.00000000000625,,-1519.0
2019.07.03,-1173.0000000000018,-302.0000000000023,,-1475.000000000004
2019.07.03,-1167.9999999999923,-345.0000000000064,,-1512.9999999999986
2019.07.03,-1125.9999999999905,-339.99999999999585,,-1465.9999999999864
2019.07.03,-1102.9999999999945,-346.0000000000019,,-1448.9999999999964
2019.07.03,-1076.9999999999982,-304.00000000000426,,-1381.0000000000025
2019.07.03,-1131.999999999991,-307.99999999999716,,-1439.9999999999882
2019.07.03,-1131.0000000000002,-314.99999999999864,,-1445.9999999999989
2019.07.03,-1165.9999999999968,-431.99999999999903,,-1597.999999999996
2019.07.03,-1093.0000000000036,-492.0000000000035,,-1585.0000000000073
2019.07.03,-1027.000000000001,-345.0000000000064,,-1372.0000000000073
2019.07.03,-1090.0000000000034,-319.0000000000026,,-1409.000000000006
2019.07.03,-1104.9999999999898,-151.00000000000114,,-1255.999999999991
2019.07.03,-1114.999999999995,-224.9999999999974,,-1339.9999999999925
2019.07.03,-1115.9999999999995,-226.00000000000398,,-1342.0000000000036
2019.07.03,-1105.9999999999945,-238.0000000000049,,-1343.9999999999995
2019.07.03,-1066.0000000000025,-234.99999999999633,,-1300.9999999999989
2019.07.03,-1042.9999999999923,-248.99999999999923,,-1291.9999999999916
2019.07.03,-1031.9999999999964,-292.9999999999988,,-1324.9999999999952
2019.07.03,-1042.9999999999923,-306.00000000000625,,-1348.9999999999986
2019.07.03,-1033.9999999999918,-341.99999999999784,,-1375.9999999999895
2019.07.03,-1025.9999999999964,-353.99999999999875,,-1379.999999999995
2019.07.03,-1030.0000000000011,-338.00000000000495,,-1368.0000000000061
2019.07.03,-1048.0000000000018,-361.9999999999957,,-1409.9999999999975
2019.07.03,-1084.9999999999936,-353.99999999999875,,-1438.9999999999923
2019.07.04,-1103.999999999999,-468.9999999999972,,-1572.9999999999964
2019.07.04,-1090.0000000000034,-429.0000000000016,,-1519.000000000005
2019.07.04,-1072.9999999999932,-361.9999999999957,,-1434.9999999999889
2019.07.04,-1030.9999999999918,-333.0000000000055,,-1363.9999999999973
2019.07.04,-1030.9999999999918,-312.00000000000114,,-1342.999999999993
2019.07.04,-1051.9999999999925,-333.0000000000055,,-1384.999999999998
2019.07.04,-1039.999999999992,-336.9999999999984,,-1376.9999999999905
2019.07.04,-1057.0000000000023,-350.00000000000585,,-1407.0000000000082
2019.07.04,-1078.9999999999936,-346.0000000000019,,-1424.9999999999955
2019.07.04,-1046.999999999997,-350.00000000000585,,-1397.000000000003
2019.07.04,-1082.9999999999984,-265.0000000000041,,-1348.0000000000025
2019.07.04,-1099.0000000000036,-278.9999999999959,,-1377.9999999999995
2019.07.04,-1079.9999999999982,-290.00000000000136,,-1369.9999999999995
2019.07.04,-1073.9999999999982,-302.9999999999977,,-1376.999999999996
2019.07.04,-1066.9999999999932,-292.00000000000335,,-1358.9999999999966
2019.07.04,-1030.0000000000011,-295.0000000000008,,-1325.0000000000018
2019.07.04,-1030.0000000000011,-300.0000000000003,,-1330.0000000000014
2019.07.04,-1030.0000000000011,-297.00000000000284,,-1327.000000000004
2019.07.04,-1051.0000000000018,-282.99999999999994,,-1334.0000000000018
2019.07.04,-1069.0000000000027,-329.999999999997,,-1398.9999999999998
2019.07.04,-1070.999999999998,-363.0000000000022,,-1434.0000000000002
2019.07.04,-1048.9999999999923,-455.0000000000054,,-1503.9999999999977
2019.07.04,-1031.9999999999964,-550.000000000006,,-1582.0000000000023
2019.07.04,-1066.0000000000025,-580.9999999999982,,-1647.0000000000007
2019.07.04,-1088.9999999999986,-594.0000000000057,,-1683.0000000000043
2019.07.04,-1060.0000000000023,-595.9999999999966,,-1655.9999999999989
2019.07.04,-1090.0000000000034,-546.000000000002,,-1636.0000000000055
2019.07.04,-1043.9999999999968,-563.9999999999978,,-1607.9999999999945
2019.07.04,-1051.9999999999925,-575.9999999999987,,-1627.9999999999914
2019.07.04,-1048.9999999999923,-558.9999999999984,,-1607.9999999999907
2019.07.04,-1048.0000000000018,-617.9999999999964,,-1665.9999999999982
2019.07.04,-1069.9999999999932,-611.000000000006,,-1680.999999999999
2019.07.04,-1134.0000000000005,-585.0000000000022,,-1719.0000000000027
2019.07.04,-1118.9999999999998,-619.0000000000028,,-1738.0000000000027
2019.07.04,-1094.9999999999989,-695.0000000000011,,-1790.0
2019.07.04,-1112.9999999999995,-639.0000000000007,,-1752.0000000000002
2019.07.04,-1063.999999999993,-622.9999999999958,,-1686.9999999999886
2019.07.04,-1067.9999999999977,-631.9999999999992,,-1699.9999999999968
2019.07.04,-1058.9999999999975,-621.0000000000049,,-1680.0000000000023
2019.07.04,-1070.999999999998,-609.9999999999994,,-1680.9999999999973
2019.07.04,-1073.9999999999982,-600.999999999996,,-1674.999999999994
2019.07.04,-1079.9999999999982,-614.0000000000034,,-1694.0000000000016
2019.07.04,-1069.0000000000027,-626.0000000000043,,-1695.000000000007
2019.07.04,-1057.0000000000023,-614.9999999999989,,-1672.0000000000011
2019.07.04,-1048.9999999999923,-641.0000000000027,,-1689.999999999995
2019.07.04,-1046.999999999997,-638.0000000000052,,-1685.0000000000023
2019.07.04,-1049.9999999999973,-639.9999999999961,,-1689.9999999999934
2019.07.04,-1057.9999999999927,-680.0000000000028,,-1737.9999999999955
2019.07.05,-1396.9999999999914,-721.000000000005,,-2117.9999999999964
2019.07.05,-1003.0000000000001,-663.0000000000025,,-1666.0000000000027
2019.07.05,-1031.9999999999964,-639.9999999999961,,-1671.9999999999925
2019.07.05,-1016.9999999999959,-617.0000000000009,,-1633.9999999999968
2019.07.05,-1018.9999999999912,-589.0000000000061,,-1607.9999999999973
2019.07.05,-1012.999999999991,-605.0,,-1617.999999999991
2019.07.05,-1015.9999999999911,-609.9999999999994,,-1625.9999999999905
2019.07.05,-1027.9999999999916,-619.0000000000028,,-1646.9999999999945
2019.07.05,-1010.9999999999957,-599.0000000000051,,-1610.000000000001
2019.07.05,-1063.999999999993,-646.0000000000022,,-1709.999999999995
2019.07.05,-1060.0000000000023,-636.0000000000032,,-1696.0000000000055
2019.07.05,-1039.999999999992,-643.0000000000047,,-1682.9999999999968
2019.07.05,-1009.9999999999909,-643.0000000000047,,-1652.9999999999955
2019.07.05,-1004.9999999999955,-673.0000000000014,,-1677.9999999999968
2019.07.05,-1021.9999999999914,-680.0000000000028,,-1701.999999999994
2019.07.05,-1021.9999999999914,-702.9999999999981,,-1724.9999999999895
2019.07.05,-1015.0000000000006,-719.9999999999984,,-1734.999999999999
2019.07.05,-1009.9999999999909,-700.0000000000006,,-1709.9999999999914
2019.07.05,-1012.999999999991,-738.0000000000053,,-1750.9999999999964
2019.07.05,-998.9999999999952,-775.0000000000034,,-1773.9999999999986
2019.07.05,-1063.999999999993,-790.0000000000018,,-1853.9999999999948
2019.07.05,-1036.9999999999918,-770.000000000004,,-1806.999999999996
2019.07.05,-1016.9999999999959,-739.9999999999962,,-1756.9999999999923
2019.07.05,-1027.000000000001,-753.0000000000036,,-1780.0000000000045
2019.07.05,-1033.0000000000014,-773.9999999999969,,-1806.9999999999982
2019.07.05,-1054.000000000002,-766.0,,-1820.000000000002
2019.07.05,-1018.9999999999912,-816.0000000000056,,-1834.9999999999968
2019.07.05,-1021.0000000000008,-885.0000000000025,,-1906.0000000000032
2019.07.05,-1003.0000000000001,-916.0000000000057,,-1919.000000000006
2019.07.05,-1003.9999999999907,-897.9999999999987,,-1901.9999999999895
2019.07.05,-982.9999999999899,-1012.9999999999973,,-1995.9999999999873
2019.07.05,-977.9999999999944,-1173.0000000000018,,-2150.9999999999964
2019.07.05,-974.9999999999943,-1100.000000000001,,-2074.9999999999955
2019.07.05,-1003.9999999999907,-1109.0000000000043,,-2112.999999999995
2019.07.05,-936.9999999999976,-1234.9999999999973,,-2171.999999999995
2019.07.05,-975.9999999999991,-1209.0000000000045,,-2185.0000000000036
2019.07.05,-1034.9999999999966,-1200.9999999999966,,-2235.999999999993
2019.07.05,-990.9999999999997,-1219.9999999999989,,-2210.9999999999986
2019.07.05,-933.9999999999975,-1212.9999999999975,,-2146.999999999995
2019.07.05,-915.9999999999968,-1251.9999999999975,,-2167.9999999999945
2019.07.05,-920.0000000000017,-1249.0,,-2169.000000000002
2019.07.05,-912.9999999999967,-1263.000000000003,,-2175.9999999999995
2019.07.05,-897.9999999999961,-1256.999999999997,,-2154.999999999993
2019.07.05,-855.9999999999945,-1278.0000000000014,,-2133.999999999996
2019.07.05,-852.9999999999944,-1268.999999999998,,-2121.9999999999923
2019.07.05,-908.9999999999918,-1302.0000000000032,,-2210.999999999995
2019.07.05,-915.9999999999968,-1314.9999999999995,,-2230.9999999999964
2019.07.05,-933.9999999999975,-1344.9999999999961,,-2278.9999999999936
