date,CHFJPY,GBPJPY,EURJPY,CADJPY,empty,sum
2016.05.09,-58.9999999999975,-40.99999999999682,-10.99999999999568,-6.000000000000227,,-116.99999999999022
2016.05.09,-19.99999999999602,88.99999999999864,36.000000000001364,113.99999999999011,,218.9999999999941
2016.05.09,2.0000000000095497,122.99999999999045,117.00000000000443,223.99999999998954,,465.999999999994
2016.05.09,108.00000000000409,274.0000000000009,143.00000000000068,292.0000000000016,,817.0000000000073
2016.05.09,150.00000000000568,378.0000000000143,206.99999999999363,303.99999999998784,,1039.0000000000014
2016.05.09,191.0000000000025,503.0000000000143,209.99999999999375,338.99999999999864,,1243.000000000009
2016.05.09,173.00000000000182,367.999999999995,161.00000000000136,302.99999999999727,,1004.9999999999955
2016.05.09,281.0000000000059,503.9999999999907,275.99999999999625,351.99999999998965,,1412.9999999999823
2016.05.09,277.000000000001,532.0000000000107,302.99999999999727,368.9999999999998,,1481.0000000000089
2016.05.09,215.0000000000034,316.0000000000025,262.00000000000045,250.99999999999056,,1043.9999999999968
2016.05.09,206.00000000000307,330.99999999998886,257.99999999999557,262.999999999991,,1057.9999999999786
2016.05.09,200.00000000000284,302.99999999999727,221.00000000000364,241.99999999999022,,965.999999999994
2016.05.09,222.0000000000084,373.9999999999952,253.0000000000001,303.99999999998784,,1152.9999999999916
2016.05.09,181.0000000000116,318.00000000001205,221.00000000000364,254.99999999999545,,975.0000000000227
2016.05.09,263.00000000000523,435.0000000000023,325.00000000000284,317.99999999999784,,1341.0000000000082
2016.05.09,352.00000000000387,491.00000000001387,394.999999999996,368.9999999999998,,1607.0000000000134
2016.05.09,493.9999999999998,683.9999999999975,540.0000000000063,460.9999999999985,,2179.0000000000023
2016.05.09,541.000000000011,727.0000000000039,597.999999999999,527.000000000001,,2393.000000000015
2016.05.09,523.0000000000103,681.999999999988,548.0000000000018,534.9999999999966,,2287.9999999999964
2016.05.09,625.0,634.9999999999909,614.9999999999949,581.9999999999936,,2456.9999999999795
2016.05.09,606.0000000000088,84.00000000000318,399.0000000000009,302.99999999999727,,1392.00000000001
2016.05.09,627.0000000000095,85.00000000000796,393.0000000000007,289.99999999999204,,1395.0000000000102
2016.05.09,725.9999999999991,346.00000000000364,468.9999999999941,408.9999999999918,,1949.9999999999886
2016.05.09,968.0000000000035,908.0000000000155,703.9999999999935,579.9999999999983,,3160.000000000011
2016.05.09,1103.0000000000086,1056.999999999988,796.0000000000065,681.999999999988,,3637.999999999991
2016.05.09,1132.000000000005,1402.0000000000152,870.9999999999951,786.0000000000014,,4191.000000000016
2016.05.09,1122.0,1664.0000000000157,846.0000000000036,893.9999999999912,,4526.00000000001
2016.05.09,1207.9999999999984,1587.9999999999939,917.0000000000016,908.0000000000013,,4620.9999999999945
2016.05.09,1297.0000000000114,1644.0000000000055,1000.0,899.0000000000009,,4840.000000000018
2016.05.09,1402.000000000001,1729.9999999999898,1189.9999999999977,936.9999999999976,,5258.999999999986
2016.05.09,1413.000000000011,1686.000000000007,1219.9999999999989,879.9999999999955,,5199.000000000013
2016.05.09,1495.0000000000045,1735.99999999999,1343.0000000000036,814.9999999999977,,5388.999999999996
2016.05.09,1527.000000000001,1675.9999999999877,1388.0000000000052,750.9999999999906,,5341.9999999999845
2016.05.09,1558.0000000000068,1793.0000000000064,1379.9999999999955,790.9999999999968,,5522.0000000000055
2016.05.09,1566.0000000000025,1740.000000000009,1551.0000000000018,849.9999999999943,,5707.000000000008
2016.05.09,1483.000000000004,1625.0,1442.9999999999977,760.9999999999957,,5311.999999999997
2016.05.09,1474.0000000000036,1612.9999999999995,1435.0000000000023,727.9999999999944,,5250.0
