date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,CADCHF,GBPJPY,GBPCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.06.15,-175.00000000000293,-111.00000000001664,-104.00000000001519,0.0,-152.00000000000767,-147.99999999999258,-20.999999999993246,-170.99999999999227,-271.0000000000212,-190.00000000000128,-3.0000000000001137,0.0,-377.0000000000051,,-1723.0000000000482
2020.06.15,-143.9999999999997,-106.00000000000608,-114.0000000000141,-130.99999999999224,-64.0000000000085,-160.99999999998892,68.00000000000139,-240.0000000000091,-284.00000000001756,-364.00000000000875,45.000000000001705,-134.99999999999625,-295.0000000000008,,-1925.000000000039
2020.06.15,-4.000000000004,-56.99999999999594,-87.00000000001484,-271.9999999999945,-275.000000000003,-121.99999999999989,63.99999999999739,-377.00000000000955,-443.0000000000156,-746.0000000000023,-28.999999999996362,-185.99999999999727,-251.00000000000122,,-2785.0000000000373
2020.06.15,-51.99999999999649,-69.00000000000794,-161.00000000001114,-121.99999999999989,-199.00000000000472,-92.00000000000318,67.00000000000594,-365.0000000000091,-443.99999999999994,-777.0000000000055,-1.9999999999953388,18.0000000000069,-158.99999999999804,,-2357.0000000000186
2020.06.15,-63.99999999999739,-26.999999999999247,-136.00000000000279,-129.00000000000134,-259.0000000000092,-214.99999999998744,14.000000000002899,-262.00000000000045,-426.9999999999996,-969.0000000000199,-168.99999999999693,58.99999999999794,-134.0000000000008,,-2718.0000000000146
2020.06.15,-121.00000000000443,-63.99999999999739,-226.00000000001506,-146.99999999999713,-252.0000000000078,-208.99999999999253,-41.000000000002146,-182.99999999999272,-501.0000000000181,-1057.000000000019,-158.99999999999181,65.00000000000395,-156.99999999999602,,-3052.00000000003
2020.06.15,-149.99999999999457,-104.00000000001519,-216.00000000001617,-120.99999999999334,-223.00000000000654,-191.99999999999218,-24.999999999997247,-156.0000000000059,-508.00000000001955,-1020.0000000000209,-131.00000000000023,48.99999999999905,-173.00000000000094,,-2970.0000000000637
2020.06.15,-148.99999999999915,-124.99999999999733,-254.00000000002086,-305.99999999999517,-331.0000000000035,-239.99999999999577,-29.000000000001247,-108.00000000000409,-503.000000000009,-1231.0000000000043,-319.9999999999932,-154.99999999999403,-116.00000000000499,,-3867.0000000000223
2020.06.15,-139.99999999999568,0.0,-155.00000000001623,-288.9999999999948,-345.0000000000064,-300.99999999999574,-58.000000000002494,12.000000000000455,-439.0000000000116,-1267.0000000000182,-324.99999999998863,-129.9999999999968,-38.0000000000047,,-3475.000000000031
2020.06.15,-114.00000000000298,-134.00000000001188,-247.00000000001944,-135.99999999999167,-246.00000000000176,-200.99999999998454,6.0000000000060005,-161.00000000000136,-453.0000000000145,-1038.0000000000057,-187.99999999998818,19.00000000000235,-99.00000000000463,,-2992.0000000000186
