date,USDCHF,GBPUSD,EURUSD,NZDUSD,GBPCHF,CADCHF,GBPJPY,GBPCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.06.15,-5.999999999994898,-90.00000000001229,-60.000000000015596,90.0000000000012,32.0000000000098,258.9999999999981,-129.99999999999545,-252.0000000000078,50.99999999997884,221.00000000000364,92.00000000000318,-292.9999999999988,,-86.00000000003007
2020.06.15,60.99999999999994,-29.00000000001235,-58.000000000002494,-62.000000000006494,110.00000000001009,265.99999999999955,-174.99999999998295,-193.00000000002092,-296.0000000000074,91.00000000000819,-129.00000000000134,-97.00000000000264,,-511.00000000001876
2020.06.15,2.999999999997449,-36.999999999998145,-71.00000000002105,-142.00000000000878,5.000000000010552,97.00000000000264,-346.00000000000364,-433.0000000000167,-651.0000000000016,108.00000000000409,73.00000000000084,-119.00000000000244,,-1513.0000000000368
2020.06.15,-29.999999999996696,-9.999999999998899,-112.000000000001,-154.0000000000097,-56.99999999999594,84.0000000000063,-234.99999999998522,-380.00000000000256,-738.0000000000164,50.00000000001137,136.00000000000279,-112.000000000001,,-1557.9999999999868
2020.06.15,-56.0000000000005,92.99999999998754,-84.0000000000174,-229.00000000000142,-185.99999999999727,36.999999999998145,33.00000000001546,-304.00000000001535,-912.0000000000017,-111.99999999999477,75.9999999999983,-41.9999999999976,,-1686.0000000000266
2020.06.15,-109.00000000000354,11.999999999989797,-160.00000000000458,-225.00000000000853,-175.99999999999838,-22.999999999995246,-36.000000000001364,-464.00000000001995,-1013.0000000000194,-125.0,70.99999999999883,-73.99999999999629,,-2322.000000000059
2020.06.15,-92.99999999999864,-24.000000000001798,-157.00000000000713,-172.00000000000549,-124.99999999999733,36.0000000000027,-48.00000000000182,-420.00000000002035,-872.0000000000061,-82.99999999999841,78.00000000000028,-92.00000000000318,,-1972.0000000000373
2020.06.15,-90.99999999999665,92.00000000000318,-104.00000000001519,-325.00000000000864,-231.99999999998778,-22.999999999995246,188.0000000000166,-407.0000000000018,-1209.0000000000157,-295.99999999999227,-100.99999999999554,43.999999999999595,,-2463.999999999989
2020.06.15,-102.99999999999754,26.999999999999247,-140.0000000000068,-243.00000000000432,-195.9999999999962,7.9999999999968985,60.000000000002274,-380.00000000000256,-1038.0000000000057,-185.99999999999284,19.00000000000235,2.000000000002,,-2170.0000000000036
2020.06.15,-104.99999999999955,-114.0000000000141,-234.00000000000088,-143.9999999999997,-55.000000000005045,82.99999999999974,-69.99999999999318,-393.0000000000211,-909.0000000000042,-84.99999999999375,113.00000000000753,-16.0000000000049,,-1929.0000000000289
2020.06.15,-82.99999999999974,-104.99999999999955,-241.00000000000233,-134.0000000000008,-35.999999999991594,95.00000000000064,-67.99999999998363,-402.0000000000135,-902.0000000000028,-68.9999999999884,133.00000000000534,-73.99999999999629,,-1885.9999999999727
2020.06.15,-53.00000000000304,-22.0000000000109,-169.00000000001913,-224.000000000002,-87.99999999999919,46.999999999997044,104.99999999998977,-453.0000000000145,-1034.0000000000016,-207.9999999999984,-24.000000000001798,-41.9999999999976,,-2165.0000000000614
2020.06.15,-51.99999999999649,-73.00000000001194,-205.00000000001074,-204.00000000000418,-26.999999999999247,102.00000000000209,-19.000000000005457,-384.00000000000654,-1026.0000000000157,-152.00000000000102,26.999999999999247,0.999999999995449,,-2012.0000000000543
2020.06.15,-83.9999999999952,-120.00000000000898,-277.00000000001614,-195.00000000000074,-24.000000000001798,75.00000000000284,10.99999999999568,-466.00000000001086,-1116.000000000006,-178.99999999998784,48.000000000003595,-14.000000000002899,,-2341.0000000000277
2020.06.15,-117.99999999999588,-146.00000000000168,-311.0000000000168,-215.00000000000963,-51.000000000001044,60.00000000000449,56.000000000011596,-469.0000000000083,-1232.000000000011,-239.99999999999488,-7.0000000000014495,24.999999999997247,,-2648.0000000000273
2020.06.15,-176.99999999999383,-69.00000000000794,-248.00000000000378,-234.00000000000088,-187.00000000000384,-29.000000000001247,188.0000000000166,-490.0000000000126,-1185.0000000000139,-286.9999999999919,-10.999999999994348,-9.999999999998899,,-2739.0000000000073
2020.06.15,-119.00000000000244,170.00000000000347,-151.00000000001222,-331.999999999999,-339.0000000000004,-90.99999999999665,438.99999999999295,-412.00000000001234,-1299.0000000000057,-388.9999999999958,-39.00000000000014,-2.999999999997449,,-2565.0000000000255
2020.06.15,-53.00000000000304,300.99999999999574,-56.000000000011596,-442.00000000000904,-394.00000000000546,-137.9999999999937,513.0000000000052,-468.00000000000176,-1458.0000000000036,-473.99999999998954,-187.9999999999993,26.999999999999247,,-2830.000000000017
2020.06.15,55.000000000005045,488.9999999999839,11.999999999989797,-526.0000000000042,-438.00000000000506,-129.9999999999968,598.0000000000132,-371.00000000001023,-1577.0000000000061,-503.9999999999907,-214.99999999999852,56.99999999999594,,-2550.0000000000236
2020.06.15,180.0000000000024,471.9999999999835,45.99999999999049,-447.0000000000085,-259.9999999999936,13.00000000000745,501.0000000000048,-279.00000000000705,-1292.0000000000043,-378.0000000000001,-207.99999999999707,4.000000000004,,-1648.000000000018
2020.06.15,136.99999999999824,248.99999999998812,-39.00000000001125,-321.0000000000046,-102.00000000000209,-41.9999999999976,153.99999999999636,-644.0000000000001,-1097.0000000000146,-189.99999999999773,-95.00000000000064,-199.00000000000472,,-2189.0000000000505
2020.06.15,121.99999999999989,2.999999999997449,-83.00000000001084,-223.00000000000654,110.99999999999443,-70.99999999999883,-79.00000000000773,-1029.0000000000132,-889.0000000000065,-97.99999999999898,-20.999999999993246,-358.9999999999982,,-2616.0000000000423
2020.06.15,24.999999999997247,-283.99999999999534,-170.00000000000347,-103.00000000000864,260.0000000000158,-24.999999999997247,-395.9999999999866,-1128.000000000018,-697.0000000000143,37.00000000000614,129.00000000000134,-371.99999999999454,,-2723.9999999999977
2020.06.15,-182.00000000000438,-320.00000000000915,-308.0000000000194,-73.00000000000084,38.0000000000047,-104.99999999999955,-370.00000000000455,-1007.0000000000024,-829.0000000000131,34.000000000006025,55.000000000005045,-312.9999999999966,,-3380.0000000000346
2020.06.15,-199.00000000000472,-262.00000000000665,-198.00000000000927,-31.000000000003247,-35.999999999991594,-132.99999999999423,-361.99999999999477,-967.0000000000067,-550.000000000006,103.9999999999992,0.0,-399.0000000000049,,-3033.000000000023
2020.06.15,-49.99999999999449,-304.9999999999997,-136.00000000000279,-65.00000000000395,192.00000000001438,-5.999999999994898,-359.00000000000887,-981.0000000000097,-546.000000000002,48.00000000000182,-27.999999999994696,-334.9999999999964,,-2570.999999999991
2020.06.15,-85.00000000000173,-202.00000000001327,-128.000000000017,-163.00000000000205,46.999999999997044,-85.99999999999719,-287.00000000000614,-969.0000000000199,-788.0000000000109,-39.99999999999204,-80.00000000000229,-266.999999999995,,-3048.00000000006
2020.06.15,-131.99999999999878,4.000000000004,-104.00000000001519,-213.00000000000762,-210.99999999998343,-182.99999999999983,1.0000000000047748,-842.0000000000094,-889.0000000000065,-128.0000000000001,-109.99999999999899,-273.000000000001,,-3080.000000000012
2020.06.15,-195.00000000000074,-134.00000000001188,-193.00000000002092,-82.00000000000429,-151.9999999999966,-153.99999999999858,-152.9999999999916,-858.0000000000032,-685.0000000000023,14.000000000010004,-9.999999999998899,-361.0000000000002,,-2963.000000000019
2020.06.15,-331.999999999999,-372.00000000001677,-220.00000000002018,18.999999999991246,-97.9999999999981,-187.9999999999993,-502.00000000000955,-995.0000000000125,-443.99999999999994,165.00000000000625,119.00000000000244,-397.99999999999835,,-3246.0000000000537
2020.06.15,-285.00000000000193,-333.0000000000055,-165.00000000001512,64.99999999999284,-83.9999999999952,-181.9999999999933,-412.00000000000614,-977.0000000000057,-214.00000000000307,197.00000000000273,172.00000000000549,-390.99999999999693,,-2609.000000000022
2020.06.15,-292.9999999999988,-241.00000000000233,-118.00000000001809,-15.00000000000945,-170.99999999998784,-241.99999999999778,-430.9999999999832,-1030.0000000000198,-380.00000000000256,167.0000000000016,182.00000000000438,-460.00000000000483,,-3032.0000000000186
2020.06.15,-246.00000000000176,-331.999999999999,-148.00000000001478,-28.000000000005798,-29.999999999996696,-171.99999999999437,-542.0000000000016,-1070.9999999999998,-456.00000000001194,165.00000000000625,195.00000000000074,-412.00000000000125,,-3077.0000000000196
2020.06.15,-393.9999999999944,-590.0000000000016,-416.00000000001637,124.99999999999733,32.0000000000098,-143.9999999999997,-768.0000000000007,-1077.0000000000168,-466.00000000001086,301.00000000000193,463.0000000000023,-441.0000000000025,,-3375.000000000032
2020.06.15,-348.9999999999993,-475.0000000000032,-350.00000000000585,1.999999999990898,-17.000000000000348,-100.00000000000009,-515.9999999999911,-901.0000000000184,-696.0000000000077,100.99999999999909,290.00000000000136,-261.0000000000001,,-3272.0000000000346
2020.06.15,-224.9999999999974,-548.0000000000151,-380.00000000000256,27.999999999994696,201.00000000000674,-46.999999999997044,-730.9999999999945,-1094.0000000000173,-659.0000000000095,206.00000000000307,407.0000000000018,-343.00000000000443,,-3185.0000000000314
2020.06.15,-170.99999999999892,-434.000000000001,-275.000000000003,-98.0000000000092,160.00000000000458,-34.99999999999615,-611.9999999999948,-1012.0000000000128,-846.0000000000134,69.00000000000261,358.0000000000028,-214.00000000000307,,-3110.0000000000223
2020.06.15,-209.9999999999991,-324.9999999999975,-339.0000000000004,-55.000000000005045,9.999999999998899,2.999999999997449,-414.99999999999204,-699.0000000000052,-827.0,77.00000000001239,297.00000000000284,-185.00000000000182,,-2667.9999999999895
2020.06.15,-363.99999999999767,-544.9999999999955,-502.00000000000244,71.99999999999429,25.00000000000835,-24.000000000001798,-587.9999999999939,-787.0000000000043,-739.0000000000008,179.00000000000205,365.0000000000042,-238.0000000000049,,-3145.9999999999927
2020.06.15,-395.99999999999636,-544.9999999999955,-496.00000000000756,125.99999999999278,-21.00000000000435,21.999999999999797,-525.0000000000057,-622.0000000000115,-571.0000000000103,207.00000000000784,414.9999999999987,-241.00000000000233,,-2647.0000000000346
2020.06.15,-356.00000000000074,-538.0000000000163,-471.0000000000214,122.99999999999534,28.000000000005798,57.00000000000705,-573.0000000000075,-601.000000000007,-544.0000000000111,228.9999999999992,368.9999999999971,-226.99999999999943,,-2504.0000000000587
2020.06.15,-370.00000000000364,-534.0000000000123,-628.0000000000064,168.99999999999693,7.0000000000014495,85.00000000000173,-585.000000000008,-504.9999999999999,-653.0000000000147,290.00000000000625,429.99999999999704,-244.99999999999523,,-2539.0000000000364
2020.06.15,-417.0000000000007,-879.0000000000075,-892.0000000000039,380.999999999998,268.0000000000016,153.99999999999858,-947.0000000000027,-707.0000000000132,-503.000000000009,512.0000000000005,770.9999999999994,-400.00000000000034,,-2659.000000000039
2020.06.15,-427.99999999999505,-730.0000000000084,-793.0000000000215,375.9999999999986,116.00000000000499,126.99999999999933,-829.9999999999841,-559.0000000000206,-294.0000000000165,519.0000000000055,790.0000000000018,-409.99999999999926,,-2116.000000000035
2020.06.15,-398.9999999999938,-800.0000000000007,-806.0000000000178,312.00000000000114,221.00000000000452,85.99999999999719,-942.9999999999836,-807.0000000000022,-542.0000000000202,478.9999999999992,829.0000000000019,-409.0000000000038,,-2779.000000000018
2020.06.15,-351.0000000000013,-845.0000000000068,-785.0000000000134,327.99999999999494,326.0000000000041,135.00000000000733,-971.0000000000036,-816.0000000000167,-462.0000000000068,478.9999999999992,885.999999999998,-373.99999999999653,,-2450.000000000042
2020.06.15,-349.99999999999477,-869.0000000000086,-810.0000000000218,304.9999999999997,344.00000000001097,106.00000000000608,-1039.999999999992,-934.0000000000126,-575.0000000000144,483.0000000000041,902.0000000000028,-414.9999999999987,,-2853.0000000000196
2020.06.15,-349.99999999999477,-944.9999999999958,-866.0000000000113,330.9999999999924,436.00000000001415,128.00000000000588,-1076.9999999999982,-980.0000000000031,-561.0000000000115,504.0000000000049,912.0000000000017,-431.99999999999903,,-2899.9999999999945
