date,GBPUSD,USDJPY,GBPAUD,empty,sum
2016.11.07,68.00000000000139,-19.99999999999602,568.9999999999973,,617.0000000000026
2016.11.07,133.00000000000534,-125.99999999999056,590.0000000000016,,597.0000000000164
2016.11.07,99.00000000000463,133.00000000000978,496.99999999999187,,729.0000000000063
2016.11.07,295.0000000000008,199.00000000001228,628.0000000000064,,1122.0000000000196
2016.11.07,276.00000000000955,63.00000000000239,743.0000000000048,,1082.0000000000168
2016.11.07,203.00000000001984,-6.999999999990791,499.000000000005,,695.0000000000341
2016.11.07,212.00000000001216,-12.999999999991019,507.9999999999973,,707.0000000000184
2016.11.07,200.00000000000017,160.0000000000108,571.9999999999948,,932.0000000000057
2016.11.07,55.000000000005045,201.00000000000762,273.9999999999965,,530.0000000000091
2016.11.07,12.000000000012001,305.0000000000068,340.00000000000693,,657.0000000000257
2016.11.07,56.000000000011596,225.00000000000853,279.99999999999136,,561.0000000000115
2016.11.07,8.000000000008,314.00000000000716,253.99999999999866,,576.0000000000139
2016.11.07,51.000000000001044,282.0000000000107,265.99999999998846,,599.0000000000002
2016.11.07,-14.999999999987246,467.00000000001296,299.99999999998914,,752.0000000000148
2016.11.07,-240.9999999999801,537.0000000000061,65.00000000000395,,361.00000000003
2016.11.07,-154.99999999999403,385.0000000000051,48.000000000003595,,278.00000000001467
2016.11.07,-296.9999999999917,457.00000000000784,-80.99999999999774,,79.0000000000184
2016.11.07,-276.9999999999939,460.00000000000796,-120.99999999999334,,62.000000000020705
2016.11.07,-380.9999999999869,435.0000000000023,-202.00000000001327,,-147.99999999999793
2016.11.07,-486.999999999993,478.9999999999992,-530.9999999999926,,-538.9999999999864
2016.11.07,-539.999999999985,528.0000000000058,-673.0000000000125,,-684.9999999999917
2016.11.07,-689.9999999999907,606.0000000000088,-659.0000000000095,,-742.9999999999915
2016.11.07,-608.9999999999928,653.0000000000058,-625.9999999999932,,-581.9999999999802
2016.11.07,-605.9999999999955,557.0000000000022,-541.9999999999981,,-590.9999999999914
2016.11.07,-385.99999999999744,455.0000000000125,-242.00000000000887,,-172.9999999999938
2016.11.07,-409.99999999999926,508.0000000000098,-331.999999999999,,-233.99999999998846
2016.11.07,-346.9999999999862,418.00000000000637,-197.00000000000273,,-125.99999999998255
2016.11.07,-392.9999999999989,374.00000000000944,-198.00000000000927,,-216.99999999999875
2016.11.07,-285.00000000000193,314.00000000000716,-205.99999999999508,,-176.99999999998985
2016.11.07,-333.9999999999899,364.0000000000043,-252.99999999999213,,-222.9999999999777
2016.11.07,-252.99999999999213,380.00000000000966,-202.9999999999976,,-75.99999999998008
2016.11.07,-275.9999999999874,405.00000000000114,-415.0000000000098,,-285.999999999996
2016.11.07,-446.9999999999974,462.0000000000033,-800.0000000000007,,-784.9999999999948
2016.11.07,-636.9999999999986,506.0000000000002,-1103.0000000000095,,-1234.000000000008
2016.11.07,-697.9999999999986,598.0000000000132,-1055.000000000006,,-1154.9999999999914
2016.11.07,-642.9999999999936,585.000000000008,-907.9999999999977,,-965.9999999999834
2016.11.07,-469.99999999999267,587.0000000000033,-821.000000000005,,-703.9999999999943
2016.11.07,-542.9999999999824,641.0000000000053,-937.9999999999944,,-839.9999999999715
2016.11.07,-686.9999999999932,600.0000000000085,-1086.000000000009,,-1172.9999999999936
2016.11.07,-531.9999999999991,454.00000000000773,-1079.999999999992,,-1157.9999999999834
2016.11.07,-687.9999999999998,574.0000000000123,-1218.9999999999923,,-1332.9999999999798
2016.11.07,-594.99999999999,540.0000000000063,-1258.0000000000036,,-1312.9999999999873
2016.11.07,-625.9999999999932,576.0000000000076,-1384.9999999999918,,-1434.9999999999773
2016.11.07,-565.9999999999999,621.0000000000093,-1340.9999999999923,,-1285.9999999999827
2016.11.07,-487.99999999999955,520.0000000000102,-1208.9999999999934,,-1176.9999999999827
2016.11.07,-533.99999999999,529.0000000000106,-1323.9999999999918,,-1328.9999999999714
2016.11.07,-567.9999999999907,519.0000000000055,-1571.9999999999957,,-1620.999999999981
2016.11.07,-593.9999999999834,498.00000000000466,-1585.9999999999986,,-1681.9999999999773
2016.11.08,-593.9999999999834,511.0000000000099,-1466.9999999999961,,-1549.9999999999695
2016.11.08,-613.9999999999812,561.000000000007,-1459.9999999999945,,-1512.9999999999686
2016.11.08,-665.9999999999889,594.0000000000083,-1370.0000000000045,,-1441.999999999985
2016.11.08,-583.9999999999845,487.000000000009,-1370.0000000000045,,-1466.99999999998
2016.11.08,-608.9999999999928,568.000000000012,-1256.0000000000127,,-1296.9999999999936
2016.11.08,-580.999999999987,511.0000000000099,-1163.000000000003,,-1232.99999999998
2016.11.08,-647.9999999999819,496.0000000000093,-1181.0000000000098,,-1332.9999999999823
2016.11.08,-591.9999999999925,429.00000000000205,-1069.0000000000089,,-1231.9999999999993
2016.11.08,-645.999999999991,470.0000000000131,-1041.000000000003,,-1216.999999999981
2016.11.08,-658.9999999999874,404.0000000000106,-968.0000000000133,,-1222.99999999999
2016.11.08,-652.9999999999925,448.0000000000075,-1065.0000000000048,,-1269.9999999999898
2016.11.08,-657.9999999999808,496.9999999999999,-1096.0000000000082,,-1256.999999999989
2016.11.08,-661.0000000000005,473.0000000000132,-1136.0000000000036,,-1323.999999999991
2016.11.08,-689.9999999999907,462.0000000000033,-1129.0000000000023,,-1356.9999999999895
2016.11.08,-638.9999999999895,466.0000000000082,-1167.0000000000068,,-1339.9999999999882
2016.11.08,-577.9999999999897,383.0000000000098,-1075.0000000000036,,-1269.9999999999836
2016.11.08,-578.9999999999961,423.0000000000018,-1029.9999999999975,,-1185.9999999999918
2016.11.08,-500.9999999999959,425.00000000001137,-879.9999999999919,,-955.9999999999765
2016.11.08,-402.9999999999978,450.00000000000284,-910.0000000000108,,-863.0000000000057
2016.11.08,-291.9999999999812,459.0000000000032,-757.0000000000076,,-589.9999999999857
2016.11.08,-236.99999999999832,477.00000000000387,-763.0000000000026,,-522.999999999997
2016.11.08,-253.99999999999866,525.0000000000057,-851.0000000000017,,-579.9999999999947
2016.11.08,-323.99999999999096,549.0000000000066,-845.0000000000068,,-619.9999999999911
2016.11.08,-312.9999999999855,538.0000000000109,-827.0,,-601.9999999999745
2016.11.08,-414.9999999999876,564.0000000000072,-872.0000000000061,,-722.9999999999866
2016.11.08,-497.99999999999847,635.0000000000051,-879.9999999999919,,-742.9999999999852
