date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,EURGBP,empty,sum
2015.07.13,-89.00000000000574,-121.99999999999989,-152.99999999998093,0.0,-72.0000000000054,-131.99999999999878,-14.999999999998348,-28.00000000002001,-192.00000000000327,-167.9999999999904,,-971.0000000000027
2015.07.13,-280.00000000000244,-146.99999999998602,-391.9999999999924,131.00000000000023,-73.99999999999629,-168.99999999999693,-31.999999999998696,68.9999999999884,-141.00000000000225,-221.99999999999997,,-1256.9999999999864
2015.07.13,-275.99999999999847,-187.99999999998818,-415.99999999999415,213.99999999999864,-90.99999999999665,-276.9999999999939,-85.00000000000173,210.9999999999843,-346.9999999999973,-334.9999999999964,,-1589.9999999999839
2015.07.13,-19.00000000000235,-36.999999999998145,-297.9999999999983,146.99999999999136,-70.0000000000145,-224.9999999999974,-78.00000000000028,162.9999999999825,-275.99999999999847,-278.9999999999959,,-972.0000000000314
2015.07.13,-14.000000000002899,-75.99999999998718,-353.99999999998766,128.0000000000001,-97.9999999999981,-275.000000000003,-156.00000000000057,138.99999999998158,-309.99999999999915,-307.99999999999716,,-1323.999999999994
2015.07.13,-74.00000000000739,-131.99999999999878,-444.9999999999843,183.9999999999975,-133.00000000000534,-276.9999999999939,-134.0000000000008,294.9999999999875,-292.9999999999988,-323.99999999999096,,-1332.9999999999952
2015.07.13,-70.99999999999883,-95.00000000000064,-381.99999999999346,146.99999999999136,-78.00000000000028,-165.9999999999995,-124.99999999999733,235.99999999999,-178.99999999999582,-339.0000000000004,,-1052.0000000000048
2015.07.13,-129.00000000000134,-42.999999999993044,-402.9999999999978,164.99999999999204,-76.99999999999375,-220.99999999999343,-168.00000000000148,322.00000000000273,-165.9999999999995,-349.99999999999477,,-1069.9999999999802
2015.07.13,-131.99999999999878,-40.99999999997994,-361.9999999999957,104.99999999998977,-66.00000000001049,-239.0000000000003,-197.00000000000273,310.9999999999786,-182.00000000000438,-310.9999999999946,,-1114.0000000000184
2015.07.13,-104.00000000000409,14.000000000002899,-261.9999999999845,152.9999999999916,56.99999999999594,-219.99999999999798,-249.99999999999466,275.0000000000057,-226.00000000000398,-278.9999999999959,,-841.999999999985
2015.07.13,-106.00000000000608,-17.999999999984695,-356.00000000000074,143.99999999999125,22.999999999995246,-325.99999999999295,-343.00000000000443,306.99999999998795,-282.0000000000045,-332.99999999999443,,-1290.0000000000132
2015.07.13,-101.00000000000664,-53.999999999998494,-333.9999999999899,188.99999999999295,1.999999999990898,-343.9999999999999,-349.99999999999477,320.99999999999795,-322.00000000000006,-314.99999999999864,,-1308.0000000000066
2015.07.13,-130.0000000000079,-187.99999999998818,-522.9999999999845,286.9999999999919,-207.00000000000162,-585.0000000000022,-509.00000000000387,278.99999999999636,-509.9999999999993,-345.99999999999073,,-2431.99999999999
2015.07.13,-43.999999999999595,-82.99999999998863,-371.99999999999454,273.9999999999867,-86.0000000000083,-380.00000000000256,-400.9999999999958,362.99999999999955,-382.00000000000455,-328.9999999999904,,-1439.9999999999982
2015.07.13,-41.000000000002146,-9.999999999998899,-408.9999999999927,292.99999999999216,-39.00000000001125,-348.9999999999993,-346.0000000000019,370.00000000000455,-351.99999999999676,-371.99999999999454,,-1255.000000000001
2015.07.13,-35.00000000000725,38.0000000000047,-390.0000000000015,190.9999999999883,-9.999999999998899,-349.99999999999477,-332.99999999999443,269.9999999999818,-378.999999999996,-367.99999999999056,,-1366.0000000000086
2015.07.13,-29.000000000001247,-4.999999999988347,-402.9999999999978,225.9999999999991,-60.99999999999994,-412.00000000000125,-366.9999999999951,287.9999999999825,-429.99999999999704,-361.0000000000002,,-1553.9999999999993
2015.07.13,-29.000000000001247,-123.99999999999079,-492.9999999999879,264.99999999998636,-76.0000000000094,-390.99999999999693,-407.0000000000018,307.9999999999927,-431.0000000000036,-381.99999999999346,,-1760.0000000000061
2015.07.13,-74.00000000000739,-204.99999999998852,-481.99999999998244,241.99999999999022,-58.000000000002494,-413.99999999999216,-419.9999999999982,281.0000000000059,-419.00000000000273,-344.99999999999534,,-1893.9999999999732
2015.07.13,-386.0000000000086,-478.0000000000006,-969.999999999982,246.9999999999999,-160.00000000000458,-514.9999999999987,-453.0000000000034,296.99999999999704,-463.0000000000023,-519.9999999999983,,-3401.0000000000014
2015.07.13,-308.00000000000824,-485.99999999998647,-868.9999999999865,558.9999999999975,-171.00000000001003,-558.9999999999984,-409.0000000000038,667.999999999978,-509.9999999999993,-453.99999999999886,,-2539.0000000000164
2015.07.13,-96.00000000000719,-496.99999999999187,-622.9999999999958,888.9999999999958,-38.0000000000047,-408.9999999999927,-305.99999999999517,203.00000000000296,-592.9999999999991,-293.99999999999426,,-1763.9999999999823
2015.07.13,449.9999999999948,-325.99999999998187,5.000000000010552,1011.9999999999862,263.99999999999756,-191.99999999999218,-97.00000000000264,-22.00000000001978,-731.9999999999993,-30.999999999992145,,331.000000000001
2015.07.13,504.9999999999999,-305.9999999999841,135.00000000001845,1079.9999999999982,275.000000000003,-175.00000000000293,-121.99999999999989,259.9999999999909,-710.999999999995,119.00000000000244,,1060.0000000000307
2015.07.13,549.9999999999949,-673.9999999999968,213.00000000001873,1122.0,204.99999999998852,-246.00000000000176,-165.9999999999995,240.99999999998545,-744.0000000000002,145.00000000000622,,645.9999999999956
2015.07.13,535.999999999992,-752.9999999999815,172.0000000000166,1110.99999999999,83.9999999999952,-300.0000000000003,-180.99999999999784,325.9999999999934,-773.9999999999969,340.00000000000693,,561.0000000000178
2015.07.13,520.9999999999936,-855.9999999999901,153.00000000000313,982.9999999999899,-39.999999999995595,-339.99999999999585,-192.99999999999872,281.99999999998226,-805.0000000000001,355.0000000000053,,59.99999999999392
