date,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.07.11,-48.99999999999238,-106.00000000000608,0.0,-171.99999999999437,-42.00000000000159,-3.0000000000085514,-31.00000000000591,-63.00000000000239,-40.00000000000625,-202.9999999999976,,-709.0000000000151
2016.07.11,-25.99999999999625,32.0000000000098,-43.00000000000415,-174.00000000000747,-7.999999999995566,57.99999999999139,1.0000000000047748,-46.999999999997044,-20.000000000010232,-175.99999999999838,,-403.0000000000031
2016.07.11,-188.0000000000024,46.999999999997044,-21.00000000000435,-228.00000000000597,-122.99999999999045,110.99999999999443,-187.99999999998818,-222.0000000000084,-95.00000000001307,-169.99999999998127,,-1077.0000000000027
2016.07.11,-183.9999999999975,-39.00000000001125,-21.999999999999797,-239.00000000001143,-128.0000000000001,93.99999999999409,-181.99999999998795,-231.99999999999932,-130.00000000000966,-154.99999999999403,,-1217.000000000017
2016.07.11,-125.99999999999056,-39.999999999995595,-7.0000000000014495,-242.99999999999324,-67.99999999999784,81.9999999999932,-147.99999999999613,-132.000000000005,-136.0000000000099,-92.99999999998754,,-910.999999999984
2016.07.11,-146.99999999999136,2.999999999997449,-51.99999999999649,-265.0000000000041,-86.99999999998909,60.99999999999994,-207.9999999999984,-155.00000000000114,-138.00000000000523,-116.99999999998934,,-1104.9999999999777
2016.07.11,-237.99999999999955,15.999999999993797,-114.99999999999844,-209.9999999999991,-187.99999999998818,67.9999999999903,-235.00000000001364,-197.00000000000273,-199.00000000001228,-119.99999999998678,,-1418.0000000000166
2016.07.11,-253.0000000000001,62.99999999999084,-136.00000000000279,-154.99999999999403,-180.99999999999739,69.9999999999923,-210.00000000000796,-195.99999999999795,-168.00000000000637,-193.99999999998306,,-1360.0000000000064
2016.07.11,-265.99999999999113,96.99999999999153,-180.99999999999784,-117.00000000001154,-217.9999999999893,95.00000000000064,-211.9999999999891,-201.99999999999818,-135.00000000000512,-139.00000000000023,,-1277.9999999999902
2016.07.11,-143.00000000000068,99.99999999998899,-209.00000000000364,-167.00000000000603,-140.00000000000057,74.99999999999174,-129.99999999999545,-114.00000000000432,-96.00000000000364,-68.99999999998573,,-893.0000000000193
2016.07.11,-137.99999999999102,15.00000000000945,-141.00000000000225,-178.99999999999582,-150.99999999999625,56.0000000000005,-198.0000000000075,-133.00000000000978,-94.0000000000083,-93.99999999999409,,-1056.999999999995
2016.07.11,-97.99999999999898,-7.0000000000014495,-85.99999999999719,-168.99999999999693,-137.99999999999102,91.99999999999208,-156.0000000000059,-146.0000000000008,-118.99999999999977,-141.99999999999767,,-968.9999999999975
