date,EURCHF,CADCHF,EURJPY,empty,sum
2020.05.04,-14.000000000002899,-80.99999999999774,-203.99999999999352,,-298.99999999999415
2020.05.04,8.000000000008,-127.99999999999478,-152.00000000000102,,-271.99999999998784
2020.05.04,-51.000000000001044,-80.00000000000229,-120.99999999999511,,-251.99999999999844
2020.05.04,-60.99999999999994,-107.99999999999699,-211.9999999999891,,-380.999999999986
2020.05.04,-49.00000000001015,-124.99999999999733,-212.99999999999386,,-387.00000000000136
2020.05.04,-60.99999999999994,-175.99999999999838,-311.9999999999976,,-548.9999999999959
2020.05.04,-68.00000000000139,-190.00000000000128,-417.0000000000016,,-675.0000000000043
2020.05.04,-63.99999999999739,-187.9999999999993,-451.9999999999982,,-703.9999999999949
2020.05.04,-63.000000000013046,-185.99999999999727,-415.9999999999968,,-665.0000000000072
2020.05.04,-59.000000000009045,-119.00000000000244,-372.99999999999045,,-551.0000000000019
2020.05.04,-103.99999999999298,-83.9999999999952,-478.9999999999992,,-666.9999999999874
2020.05.04,-96.99999999999153,-56.99999999999594,-484.99999999999943,,-638.9999999999869
2020.05.04,-93.99999999999409,-31.000000000003247,-493.9999999999998,,-618.999999999997
2020.05.04,-119.00000000000244,-9.00000000000345,-487.99999999999955,,-616.0000000000055
2020.05.04,-139.00000000000023,-7.9999999999968985,-493.9999999999998,,-640.9999999999969
2020.05.04,-116.00000000000499,-7.9999999999968985,-554.9999999999926,,-678.9999999999945
2020.05.04,-96.00000000000719,0.0,-551.9999999999925,,-647.9999999999997
2020.05.04,-121.99999999999989,-14.000000000002899,-588.9999999999986,,-725.0000000000014
2020.05.04,-184.00000000000637,-63.99999999999739,-643.9999999999912,,-891.999999999995
2020.05.04,-150.00000000000568,-70.0000000000034,-530.9999999999917,,-751.0000000000008
2020.05.04,-208.00000000000819,-129.9999999999968,-536.9999999999919,,-874.9999999999969
2020.05.04,-202.00000000001327,-85.99999999999719,-622.9999999999905,,-911.0000000000009
2020.05.04,-178.00000000001148,17.999999999995797,-647.9999999999961,,-808.0000000000118
2020.05.04,-97.9999999999981,56.0000000000005,-537.9999999999967,,-579.9999999999943
2020.05.04,-150.00000000000568,7.9999999999968985,-637.999999999991,,-779.9999999999998
2020.05.04,-107.99999999999699,58.99999999999794,-605.9999999999945,,-654.9999999999936
2020.05.04,-95.00000000000064,72.0000000000054,-518.0000000000007,,-540.9999999999959
2020.05.04,-107.00000000001265,87.00000000000374,-506.0000000000002,,-526.0000000000091
2020.05.04,-119.00000000000244,102.00000000000209,-506.0000000000002,,-523.0000000000006
2020.05.04,-83.00000000001084,139.99999999999568,-480.99999999999454,,-424.0000000000097
2020.05.04,-93.00000000000975,180.99999999999784,-459.99999999999375,,-372.0000000000057
2020.05.04,-46.999999999997044,204.99999999999963,-421.99999999999704,,-263.99999999999443
2020.05.04,-90.99999999999665,146.99999999999713,-513.9999999999958,,-457.99999999999534
2020.05.04,-181.00000000000892,94.00000000000519,-571.9999999999885,,-658.9999999999923
2020.05.04,-173.00000000000094,200.99999999999562,-567.9999999999978,,-540.0000000000032
2020.05.04,-265.0000000000041,224.9999999999974,-578.9999999999935,,-619.0000000000002
2020.05.04,-272.00000000000557,163.99999999999747,-718.9999999999941,,-827.0000000000022
2020.05.04,-287.9999999999994,160.00000000000458,-756.9999999999908,,-884.9999999999856
2020.05.04,-297.9999999999983,195.00000000000074,-824.9999999999886,,-927.9999999999861
2020.05.04,-299.00000000000483,234.00000000000088,-870.9999999999951,,-935.9999999999991
2020.05.04,-290.9999999999968,243.00000000000432,-838.9999999999986,,-886.9999999999911
2020.05.04,-276.00000000000955,261.0000000000001,-870.9999999999951,,-886.0000000000045
2020.05.04,-246.99999999999721,305.99999999999517,-884.0000000000003,,-825.0000000000024
2020.05.04,-261.0000000000001,294.00000000000534,-900.9999999999962,,-867.999999999991
2020.05.04,-258.0000000000027,309.99999999999915,-884.0000000000003,,-832.0000000000039
2020.05.04,-290.00000000001245,297.00000000000284,-994.9999999999903,,-988.0
2020.05.04,-297.9999999999983,221.00000000000452,-993.9999999999998,,-1070.9999999999936
2020.05.04,-317.0000000000117,202.0000000000022,-955.9999999999889,,-1070.9999999999984
2020.05.05,-334.9999999999964,58.000000000002494,-1021.9999999999914,,-1298.9999999999852
2020.05.05,-307.99999999999716,214.99999999999852,-914.999999999992,,-1007.9999999999907
2020.05.05,-312.00000000000114,221.00000000000452,-939.9999999999977,,-1030.9999999999943
2020.05.05,-292.00000000000335,244.99999999999523,-972.999999999999,,-1020.000000000007
2020.05.05,-280.9999999999979,258.9999999999981,-954.9999999999983,,-976.9999999999981
2020.05.05,-282.0000000000045,278.9999999999959,-957.9999999999984,,-961.000000000007
2020.05.05,-266.0000000000107,292.00000000000335,-1049.9999999999973,,-1024.0000000000045
2020.05.05,-259.9999999999936,295.99999999999625,-1055.9999999999973,,-1019.9999999999945
2020.05.05,-249.99999999999466,343.9999999999999,-1003.9999999999907,,-909.9999999999854
2020.05.05,-276.9999999999939,336.9999999999984,-1018.0000000000007,,-957.9999999999961
2020.05.05,-283.000000000011,339.0000000000004,-1012.0000000000005,,-956.0000000000111
2020.05.05,-259.9999999999936,346.9999999999973,-985.99999999999,,-898.9999999999862
2020.05.05,-248.00000000000378,361.0000000000002,-987.9999999999995,,-875.0000000000031
2020.05.05,-256.00000000001177,346.9999999999973,-1027.9999999999916,,-937.000000000006
2020.05.05,-256.00000000001177,373.00000000000114,-1016.9999999999959,,-900.0000000000066
2020.05.05,-266.0000000000107,360.0000000000048,-1019.999999999996,,-926.0000000000019
2020.05.05,-265.0000000000041,365.99999999999966,-1010.9999999999957,,-910.0000000000001
2020.05.05,-262.00000000000665,363.99999999999767,-983.9999999999947,,-882.0000000000036
2020.05.05,-245.0000000000063,480.0000000000027,-1009.0000000000003,,-774.000000000004
2020.05.05,-231.0000000000034,488.999999999995,-953.9999999999935,,-696.0000000000019
2020.05.05,-252.99999999999213,534.0000000000011,-1036.0000000000014,,-754.9999999999924
2020.05.05,-253.99999999999866,539.999999999996,-1057.9999999999927,,-771.9999999999953
2020.05.05,-266.999999999995,453.99999999999886,-980.9999999999945,,-793.9999999999907
2020.05.05,-307.00000000001285,470.00000000000375,-1480.9999999999945,,-1318.0000000000036
2020.05.05,-343.00000000000443,587.9999999999997,-1652.000000000001,,-1407.0000000000057
2020.05.05,-354.0000000000099,675.9999999999989,-1585.9999999999986,,-1264.0000000000095
2020.05.05,-360.0000000000048,670.9999999999993,-1463.9999999999986,,-1153.000000000004
2020.05.05,-356.00000000000074,675.9999999999989,-1582.9999999999984,,-1263.0000000000002
2020.05.05,-368.00000000001273,775.0000000000034,-1709.9999999999936,,-1303.000000000003
2020.05.05,-370.00000000000364,821.000000000005,-1702.9999999999886,,-1251.9999999999873
2020.05.05,-336.00000000000296,885.0000000000025,-1662.9999999999968,,-1113.9999999999973
2020.05.05,-246.00000000001288,873.999999999997,-1602.9999999999945,,-975.0000000000103
2020.05.05,-246.00000000001288,821.000000000005,-1591.9999999999986,,-1017.0000000000065
2020.05.05,-184.00000000000637,714.999999999999,-1435.9999999999927,,-905.0000000000001
2020.05.05,-191.99999999999218,721.000000000005,-1475.999999999999,,-946.9999999999862
2020.05.05,-154.99999999999403,844.0000000000003,-1709.9999999999936,,-1020.9999999999873
2020.05.05,-195.00000000001182,888.9999999999953,-1801.0000000000018,,-1107.0000000000182
2020.05.05,-144.99999999999514,1002.0000000000028,-1798.0000000000018,,-940.9999999999941
2020.05.05,-124.99999999999733,1046.0000000000025,-1798.0000000000018,,-876.9999999999966
2020.05.05,-100.0000000000112,1073.9999999999973,-1845.9999999999895,,-872.0000000000034
2020.05.05,-110.00000000001009,1051.0000000000018,-1819.0000000000027,,-878.000000000011
2020.05.05,-117.99999999999588,1056.0000000000014,-1816.0000000000025,,-877.999999999997
2020.05.05,-90.00000000001229,987.0000000000045,-1756.999999999991,,-859.9999999999986
2020.05.05,-82.00000000000429,990.000000000002,-1748.9999999999952,,-840.9999999999975
2020.05.05,-99.00000000000463,951.9999999999973,-1771.000000000001,,-918.0000000000083
2020.05.05,-107.00000000001265,910.9999999999951,-1762.0000000000005,,-958.000000000018
2020.05.05,-124.00000000001299,907.0000000000023,-1796.999999999997,,-1014.0000000000077
2020.05.05,-191.99999999999218,953.9999999999993,-1850.999999999999,,-1088.9999999999918
2020.05.06,-164.99999999999292,831.9999999999994,-1900.9999999999964,,-1233.99999999999
2020.05.06,-146.00000000000168,900.0000000000008,-1765.9999999999911,,-1011.999999999992
2020.05.06,-174.00000000000747,919.0000000000032,-1935.9999999999927,,-1190.999999999997
2020.05.06,-133.00000000000534,985.999999999998,-1887.999999999991,,-1034.9999999999982
2020.05.06,-140.0000000000068,978.9999999999966,-1903.9999999999964,,-1065.0000000000066
2020.05.06,-141.00000000001333,992.9999999999994,-1923.0000000000018,,-1071.0000000000157
2020.05.06,-151.9999999999966,861.9999999999961,-2155.000000000001,,-1445.0000000000014
2020.05.06,-151.9999999999966,829.9999999999974,-2120.999999999995,,-1442.999999999994
2020.05.06,-151.9999999999966,849.9999999999952,-2137.999999999991,,-1439.9999999999923
2020.05.06,-144.0000000000108,885.0000000000025,-2110.99999999999,,-1369.9999999999982
2020.05.06,-151.9999999999966,897.9999999999987,-2078.9999999999936,,-1332.9999999999914
2020.05.06,-147.00000000000824,917.9999999999966,-2055.9999999999973,,-1285.0000000000089
2020.05.06,-126.0000000000039,938.0000000000055,-2048.9999999999923,,-1236.9999999999907
2020.05.06,-151.9999999999966,939.0000000000009,-2042.0000000000016,,-1254.9999999999973
2020.05.06,-154.0000000000097,934.9999999999969,-2045.9999999999923,,-1265.000000000005
2020.05.06,-161.99999999999548,929.9999999999975,-2039.0000000000014,,-1270.9999999999993
2020.05.06,-161.99999999999548,948.9999999999999,-2003.9999999999907,,-1216.9999999999864
2020.05.06,-168.0000000000126,988.0,-2037.9999999999968,,-1218.0000000000095
2020.05.06,-238.0000000000049,982.0000000000051,-2197.999999999993,,-1453.999999999993
2020.05.06,-234.00000000000088,1043.000000000005,-2158.0000000000014,,-1348.9999999999973
2020.05.06,-239.99999999999577,1055.000000000006,-2206.9999999999936,,-1391.9999999999836
2020.05.06,-200.00000000000017,1029.9999999999975,-2210.9999999999986,,-1381.0000000000014
2020.05.06,-249.00000000001032,1090.9999999999975,-2444.999999999993,,-1603.000000000006
2020.05.06,-290.00000000001245,1073.0000000000018,-2460.9999999999986,,-1678.0000000000093
2020.05.06,-312.00000000000114,1041.000000000003,-2542.9999999999923,,-1813.9999999999905
2020.05.06,-324.9999999999975,1060.0000000000055,-2646.9999999999914,,-1911.9999999999834
2020.05.06,-334.9999999999964,1044.999999999996,-2612.9999999999995,,-1903.0
2020.05.06,-334.00000000001205,1044.999999999996,-2504.9999999999955,,-1794.0000000000116
2020.05.06,-329.00000000000153,1021.0000000000052,-2560.0000000000023,,-1867.9999999999986
2020.05.06,-303.0000000000088,834.9999999999968,-2561.9999999999977,,-2030.0000000000098
2020.05.06,-307.99999999999716,807.9999999999976,-2622.0,,-2121.9999999999995
2020.05.06,-255.00000000000523,741.0000000000027,-2584.9999999999936,,-2098.9999999999964
2020.05.06,-245.0000000000063,748.9999999999997,-2521.000000000001,,-2017.0000000000075
2020.05.06,-246.00000000001288,678.0000000000008,-2609.9999999999995,,-2178.000000000012
2020.05.06,-253.99999999999866,683.0000000000002,-2680.9999999999973,,-2251.9999999999955
2020.05.06,-283.000000000011,726.0000000000044,-2830.999999999989,,-2387.9999999999955
2020.05.06,-283.99999999999534,614.0000000000034,-2768.9999999999914,,-2438.999999999983
2020.05.06,-273.9999999999965,595.9999999999966,-2729.99999999999,,-2407.99999999999
2020.05.06,-239.99999999999577,599.0000000000051,-2640.999999999991,,-2281.999999999982
2020.05.06,-259.9999999999936,622.9999999999958,-2701.999999999998,,-2338.999999999996
2020.05.06,-259.9999999999936,643.0000000000047,-2709.9999999999936,,-2326.9999999999827
2020.05.06,-239.00000000001143,687.9999999999998,-2623.9999999999955,,-2175.0000000000073
2020.05.06,-218.00000000000708,705.0000000000001,-2673.9999999999923,,-2186.999999999999
2020.05.06,-224.000000000002,714.999999999999,-2671.9999999999973,,-2181.0000000000005
2020.05.06,-249.00000000001032,758.0000000000031,-2715.999999999994,,-2207.0000000000014
2020.05.06,-275.000000000003,673.0000000000014,-2748.9999999999955,,-2350.9999999999973
2020.05.06,-293.99999999999426,665.9999999999999,-2742.999999999995,,-2370.9999999999895
2020.05.06,-326.0000000000041,626.9999999999998,-2748.9999999999955,,-2448.0
2020.05.07,-351.0000000000124,590.999999999997,-2847.999999999999,,-2608.0000000000146
2020.05.07,-306.00000000000625,590.999999999997,-2796.9999999999973,,-2512.0000000000064
2020.05.07,-312.00000000000114,555.0000000000055,-2771.9999999999914,,-2528.9999999999873
2020.05.07,-297.9999999999983,504.00000000000443,-2799.9999999999973,,-2593.999999999991
2020.05.07,-280.0000000000136,531.0000000000036,-2775.9999999999964,,-2525.0000000000064
2020.05.07,-275.000000000003,551.0000000000015,-2738.99999999999,,-2462.9999999999914
2020.05.07,-246.00000000001288,599.0000000000051,-2655.999999999992,,-2302.9999999999995
2020.05.07,-243.99999999999977,636.9999999999986,-2628.0,,-2235.000000000001
2020.05.07,-242.99999999999324,687.9999999999998,-2613.99999999999,,-2168.9999999999836
2020.05.07,-263.99999999999756,700.999999999996,-2539.0000000000014,,-2102.0000000000027
2020.05.07,-262.00000000000665,678.9999999999962,-2567.9999999999977,,-2151.000000000008
2020.05.07,-252.0000000000078,722.0000000000005,-2619.9999999999905,,-2149.9999999999977
2020.05.07,-235.99999999999176,729.0000000000018,-2598.9999999999895,,-2105.9999999999795
