date,AUDUSD,NZDCHF,EURNZD,empty,sum
2018.07.16,-43.999999999999595,-68.00000000000139,-187.00000000000384,,-299.00000000000483
2018.07.16,-29.999999999996696,-79.00000000000685,-174.00000000000747,,-283.000000000011
2018.07.16,9.00000000000345,-152.00000000000767,-201.99999999999108,,-344.99999999999534
2018.07.16,-39.00000000000014,-153.99999999999858,-180.0000000000024,,-373.00000000000114
2018.07.16,-48.99999999999905,-157.00000000000713,-167.9999999999904,,-373.9999999999966
2018.07.16,-34.99999999999615,-160.00000000000458,-205.99999999999508,,-400.9999999999958
2018.07.16,-68.00000000000139,-182.99999999999983,-279.99999999999136,,-530.9999999999926
2018.07.16,-122.99999999999534,-246.00000000000176,-411.0000000000058,,-780.000000000003
2018.07.16,-126.0000000000039,-236.99999999999832,-387.000000000004,,-750.0000000000061
2018.07.16,-180.0000000000024,-221.99999999999997,-354.9999999999942,,-756.9999999999966
2018.07.16,-95.00000000000064,-187.9999999999993,-255.00000000000523,,-538.0000000000052
2018.07.16,5.999999999994898,-111.00000000000554,-86.0000000000083,,-191.00000000001893
2018.07.16,-72.0000000000054,-108.00000000000809,-89.99999999999008,,-270.0000000000035
2018.07.16,-68.00000000000139,-148.99999999999915,-224.000000000002,,-441.0000000000025
2018.07.16,-41.000000000002146,-150.00000000000568,-232.00000000000998,,-423.00000000001785
2018.07.16,-58.000000000002494,-177.00000000000495,-286.00000000000847,,-521.0000000000159
2018.07.16,-117.00000000000044,-197.99999999999818,-326.9999999999884,,-641.999999999987
2018.07.16,-202.0000000000022,-213.00000000000762,-262.00000000000665,,-677.0000000000164
2018.07.16,-214.99999999999852,-226.99999999999943,-269.00000000000813,,-711.0000000000061
2018.07.16,-244.99999999999523,-238.0000000000049,-299.00000000000483,,-782.000000000005
2018.07.16,-190.00000000000128,-187.00000000000384,-255.99999999998957,,-632.9999999999947
2018.07.16,-112.000000000001,-148.99999999999915,-205.99999999999508,,-466.9999999999952
2018.07.16,-139.99999999999568,-121.00000000000443,-245.99999999999068,,-506.9999999999908
2018.07.16,-160.00000000000458,-135.00000000000733,-252.99999999999213,,-548.0000000000041
2018.07.16,-226.99999999999943,-152.00000000000767,-282.0000000000045,,-661.0000000000116
2018.07.16,-228.00000000000597,-158.99999999999804,-282.9999999999888,,-669.9999999999927
2018.07.16,-234.00000000000088,-150.00000000000568,-252.99999999999213,,-636.9999999999987
2018.07.16,-207.00000000000162,-120.00000000000898,-242.99999999999324,,-570.0000000000039
2018.07.16,-228.00000000000597,-133.00000000000534,-255.99999999998957,,-617.0000000000009
2018.07.16,-182.99999999999983,-92.00000000000318,-217.0000000000005,,-492.0000000000035
2018.07.16,-143.00000000000423,-116.00000000000499,-229.99999999999687,,-489.0000000000061
2018.07.16,-114.99999999999844,-116.00000000000499,-252.0000000000078,,-483.0000000000112
2018.07.16,-109.99999999999899,-102.00000000000209,-276.9999999999939,,-488.999999999995
2018.07.16,-119.99999999999788,-87.99999999999919,-272.00000000000557,,-480.0000000000026
2018.07.16,-173.00000000000094,-40.00000000000669,-197.00000000000273,,-410.00000000001035
2018.07.16,-177.00000000000495,-17.000000000000348,-187.00000000000384,,-381.0000000000091
2018.07.16,-29.000000000001247,25.999999999992696,95.00000000000064,,91.99999999999208
2018.07.16,9.999999999998899,104.99999999999955,120.00000000000898,,235.00000000000742
2018.07.16,-6.0000000000060005,120.99999999999334,79.99999999999119,,194.9999999999785
2018.07.16,7.9999999999968985,104.99999999999955,-4.999999999988347,,108.0000000000081
2018.07.16,-33.000000000005244,113.99999999999189,45.000000000006146,,125.99999999999278
2018.07.16,-29.000000000001247,124.99999999999733,52.99999999999194,,148.999999999988
2018.07.16,-29.000000000001247,119.99999999999788,62.000000000006494,,153.00000000000313
2018.07.16,-34.000000000000696,121.99999999999989,89.99999999999008,,177.99999999998926
2018.07.16,-14.000000000002899,165.9999999999995,167.00000000000603,,319.0000000000026
2018.07.16,-36.999999999998145,166.99999999999494,154.0000000000097,,284.0000000000065
2018.07.16,-22.999999999995246,137.9999999999937,103.99999999999298,,218.99999999999142
2018.07.16,-36.0000000000027,90.99999999999665,-58.000000000002494,,-3.000000000008548
2018.07.17,-31.999999999998696,90.0000000000012,-76.0000000000094,,-18.000000000006892
2018.07.17,-29.999999999996696,96.99999999999153,2.999999999997449,,69.99999999999227
2018.07.17,-24.000000000001798,110.99999999999443,12.999999999996348,,99.99999999998899
2018.07.17,-12.000000000000899,86.99999999999264,-38.0000000000047,,36.99999999998705
2018.07.17,-9.999999999998899,59.99999999999339,-104.99999999999955,,-55.00000000000505
2018.07.17,29.999999999996696,5.999999999994898,-270.99999999999903,,-235.00000000000745
2018.07.17,2.999999999997449,-7.0000000000014495,-273.9999999999965,,-278.00000000000045
2018.07.17,2.999999999997449,2.000000000002,-289.9999999999903,,-284.99999999999085
2018.07.17,38.0000000000047,25.999999999992696,-256.99999999999613,,-192.99999999999875
2018.07.17,24.999999999997247,57.99999999999139,-134.99999999999625,,-52.00000000000762
2018.07.17,19.00000000000235,74.99999999999174,-139.00000000000023,,-45.00000000000614
2018.07.17,29.999999999996696,79.99999999999119,-119.00000000000244,,-9.000000000014552
2018.07.17,-61.999999999995396,-356.00000000000074,-1191.9999999999932,,-1609.9999999999893
2018.07.17,-183.99999999999528,-475.99999999999864,-1480.999999999999,,-2140.9999999999927
2018.07.17,-204.00000000000418,-458.00000000000284,-1425.9999999999939,,-2088.000000000001
2018.07.17,-177.00000000000495,-479.0000000000072,-1452.9999999999932,,-2109.0000000000055
2018.07.17,-180.99999999999784,-436.00000000000307,-1370.9999999999889,,-1987.9999999999898
2018.07.17,-173.9999999999964,-429.0000000000016,-1373.000000000002,,-1976.0
2018.07.17,-170.00000000000347,-353.99999999999875,-1156.0000000000014,,-1680.0000000000036
2018.07.17,-163.00000000000205,-347.0000000000084,-1069.9999999999932,,-1580.0000000000036
2018.07.17,-146.00000000000168,-336.9999999999984,-1116.9999999999902,,-1599.9999999999905
2018.07.17,-158.99999999999804,-399.0000000000049,-1212.9999999999975,,-1771.0000000000005
