date,GBPUSD,EURUSD,USDJPY,NZDUSD,EURCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2019.06.03,-52.000000000007596,-15.999999999993797,-72.00000000000273,-4.000000000004,-100.0000000000112,-37.00000000000925,-82.99999999999974,-151.9999999999868,-55.000000000005045,-231.0000000000034,-84.99999999999375,-51.000000000001044,-56.000000000011596,-163.00000000000205,-61.99999999999761,-33.00000000000125,-68.9999999999884,-117.99999999999588,,-1439.0000000000152
2019.06.03,-55.000000000005045,-46.999999999997044,-76.00000000000762,-34.000000000000696,-107.00000000001265,-92.99999999999864,-63.99999999999739,-207.9999999999984,-75.99999999998718,-268.0000000000016,-78.99999999999352,-39.00000000001125,-80.99999999999774,-72.0000000000054,-64.00000000000716,-48.00000000000182,-94.99999999999886,-56.99999999999594,,-1563.000000000018
2019.06.03,-83.00000000001084,-83.9999999999952,-51.00000000000193,-63.99999999999739,-26.999999999999247,-70.99999999999883,-21.999999999999797,-195.99999999999795,-160.00000000000458,-280.9999999999979,-66.99999999999307,36.999999999998145,-161.99999999999548,-35.999999999991594,-52.00000000000671,-30.000000000001137,-91.99999999999875,-100.99999999999554,,-1541.9999999999877
2019.06.03,-78.00000000000028,-88.99999999998354,36.99999999999193,-94.00000000000519,24.999999999986144,-53.00000000000304,23.00000000000635,-57.999999999992724,-211.99999999998997,-286.00000000000847,19.000000000005457,127.99999999999478,-168.0000000000126,-65.00000000000395,33.00000000000125,51.9999999999925,-72.99999999999329,-100.99999999999554,,-960.0000000000103
2019.06.03,-73.00000000001194,-80.99999999999774,-26.00000000001046,-75.9999999999983,60.99999999999994,-43.999999999999595,31.000000000003247,-156.0000000000059,-183.99999999998417,-327.00000000001063,-75.9999999999934,150.99999999999002,-200.00000000000017,-51.000000000001044,-10.99999999999568,15.999999999991132,-86.99999999998909,-83.00000000001084,,-1216.0000000000248
2019.06.03,-95.00000000000064,-93.99999999999409,-2.0000000000095497,-48.99999999999905,66.99999999999484,0.999999999995449,31.000000000003247,-122.99999999999045,-180.99999999998673,-388.9999999999949,-46.999999999997044,136.99999999998712,-246.99999999999721,53.999999999998494,-7.000000000005002,32.99999999998704,-60.99999999999284,-89.00000000000574,,-1061.0000000000068
2019.06.03,-173.00000000000094,-148.99999999999915,-10.000000000005116,-141.00000000000225,19.999999999997797,-90.0000000000012,1.0000000000065512,-257.000000000005,-236.99999999999832,-439.99999999999596,-128.0000000000001,133.00000000000534,-265.0000000000041,-114.99999999999844,-58.9999999999975,-90.00000000000341,-179.9999999999926,-110.00000000001009,,-2290.000000000004
2019.06.03,-180.0000000000024,-173.00000000000094,-45.000000000001705,-155.00000000000514,34.99999999998504,-82.99999999999974,14.000000000002899,-310.0000000000023,-204.99999999998852,-198.99999999999363,-191.0000000000025,119.00000000000244,-73.99999999999629,-126.0000000000039,-103.00000000000864,-128.0000000000001,-218.9999999999941,-83.9999999999952,,-2107.0000000000045
2019.06.03,-188.00000000001037,-149.9999999999835,-29.000000000010573,-161.00000000000003,68.99999999998573,-82.99999999999974,2.000000000002,-287.00000000000614,-183.99999999998417,-235.99999999999176,-153.99999999999636,82.99999999998863,-60.000000000015596,-156.00000000000057,-97.99999999999898,-125.0,-215.99999999999397,-85.00000000000173,,-2058.0000000000173
2019.06.03,-238.0000000000049,-215.99999999999397,15.000000000000568,-236.99999999999832,28.000000000005798,-145.00000000000622,12.000000000000899,-283.9999999999918,-192.99999999999872,-221.00000000000452,-149.0000000000009,66.99999999999484,-83.00000000001084,-268.0000000000016,-115.99999999999966,-184.0000000000117,-251.99999999999534,-112.000000000001,,-2576.0000000000177
