date,GBPUSD,GBPAUD,EURAUD,empty,sum
2016.10.17,-69.9999999999923,-113.99999999999189,-59.000000000009045,,-242.99999999999324
2016.10.17,49.99999999999449,212.99999999999653,36.999999999998145,,299.99999999998914
2016.10.17,14.000000000002899,97.9999999999981,2.999999999997449,,114.99999999999844
2016.10.17,-9.999999999998899,173.00000000000094,59.000000000009045,,222.00000000001108
2016.10.17,-45.99999999999049,309.99999999998806,259.0000000000092,,523.0000000000068
2016.10.17,26.999999999999247,524.9999999999977,364.00000000000875,,916.0000000000057
2016.10.17,112.000000000001,726.0000000000044,418.9999999999916,,1256.999999999997
2016.10.17,43.999999999999595,611.000000000006,385.99999999999744,,1041.000000000003
2016.10.17,-8.999999999992347,628.9999999999907,446.9999999999974,,1066.9999999999957
2016.10.17,-29.999999999996696,764.9999999999934,687.9999999999998,,1422.9999999999964
2016.10.17,-49.99999999999449,689.9999999999907,573.0000000000013,,1212.9999999999973
2016.10.17,29.00000000001235,689.9999999999907,577.9999999999897,,1296.9999999999927
2016.10.17,92.00000000000318,713.9999999999924,557.0000000000075,,1363.0000000000032
2016.10.17,36.0000000000138,554.9999999999944,526.0000000000042,,1117.0000000000123
2016.10.17,92.00000000000318,655.0000000000056,565.9999999999999,,1313.0000000000086
2016.10.17,-24.000000000001798,534.9999999999966,605.9999999999955,,1116.9999999999902
2016.10.17,-17.000000000000348,378.999999999996,510.00000000001046,,872.0000000000061
2016.10.17,-15.999999999993797,383.0,482.999999999989,,849.9999999999952
2016.10.17,1.0000000000065512,442.9999999999934,504.9999999999999,,948.9999999999998
2016.10.17,99.00000000000463,550.000000000006,547.999999999993,,1197.0000000000036
2016.10.17,214.00000000000307,869.999999999993,614.0000000000034,,1697.9999999999993
2016.10.17,36.999999999998145,791.9999999999927,571.0000000000103,,1400.0000000000014
2016.10.17,-28.000000000005798,696.999999999992,631.0000000000038,,1299.99999999999
2016.10.17,32.999999999994145,605.9999999999955,584.9999999999911,,1223.9999999999807
2016.10.17,97.9999999999981,605.9999999999955,607.0000000000019,,1310.9999999999955
2016.10.17,18.0000000000069,597.9999999999874,628.0000000000064,,1244.0000000000007
2016.10.17,53.00000000001415,554.9999999999944,585.9999999999976,,1194.0000000000061
2016.10.17,9.999999999998899,269.00000000000813,472.00000000000574,,751.0000000000127
2016.10.17,-208.99999999999253,25.999999999992696,439.99999999999596,,256.99999999999613
2016.10.17,-87.99999999999919,136.00000000000279,469.99999999999267,,517.9999999999962
2016.10.17,-191.99999999999218,-42.999999999993044,418.9999999999916,,184.00000000000637
2016.10.17,-119.99999999998678,21.00000000000435,412.9999999999967,,314.00000000001427
2016.10.17,46.999999999997044,119.00000000000244,384.9999999999909,,550.9999999999905
2016.10.17,-21.00000000000435,164.99999999999292,337.99999999999386,,481.99999999998244
2016.10.17,-139.00000000000023,-26.999999999999247,350.9999999999902,,184.99999999999073
2016.10.17,-90.99999999999665,42.999999999993044,330.9999999999924,,282.9999999999888
