date,GBPUSD,GBPCHF,EURGBP,GBPJPY,empty,sum
2016.11.22,1380.0000000000034,1229.9999999999977,565.0000000000044,43.99999999998272,,3218.999999999988
2016.11.22,1443.0000000000166,1238.99999999999,551.0000000000015,1.0000000000047748,,3234.0000000000127
2016.11.22,1448.0000000000048,1221.0000000000055,533.0000000000057,-276.00000000001046,,2926.000000000005
2016.11.22,1544.000000000012,1256.999999999997,551.0000000000015,-144.00000000000546,,3208.000000000005
2016.11.22,1553.0000000000043,1306.000000000007,589.0000000000061,-182.00000000001637,,3266.000000000001
2016.11.22,1540.000000000008,1320.9999999999943,589.0000000000061,-125.0,,3325.000000000008
2016.11.22,1546.000000000003,1354.999999999995,592.9999999999991,19.000000000005457,,3513.0000000000027
2016.11.22,1535.0000000000198,1405.9999999999961,636.0000000000032,98.99999999998954,,3676.0000000000086
2016.11.22,1475.000000000004,1388.999999999996,626.9999999999998,203.00000000000296,,3694.0000000000027
2016.11.22,1419.0000000000148,1299.0000000000057,558.9999999999984,34.99999999999659,,3312.0000000000155
2016.11.22,1429.0000000000136,1330.0000000000089,578.0000000000007,52.99999999999727,,3390.000000000021
2016.11.22,1465.0000000000052,1381.9999999999943,587.9999999999997,188.99999999999295,,3623.999999999992
2016.11.22,1474.0000000000198,1412.9999999999975,616.0000000000055,210.00000000000796,,3713.000000000031
2016.11.22,1486.0000000000095,1435.0000000000084,628.0000000000064,215.0000000000034,,3764.000000000028
2016.11.22,1455.0000000000064,1431.0000000000045,626.9999999999998,251.99999999998113,,3764.999999999992
2016.11.22,1368.0000000000136,1417.0000000000016,609.000000000004,241.99999999999022,,3636.00000000001
2016.11.22,1217.0000000000014,1429.999999999998,619.9999999999983,390.99999999999113,,3657.999999999988
2016.11.22,1239.0000000000123,1404.9999999999895,575.9999999999987,132.99999999998136,,3352.999999999982
2016.11.22,1220.0000000000211,1289.9999999999911,497.000000000003,0.0,,3007.0000000000155
2016.11.22,1330.0000000000089,1272.999999999991,448.000000000004,55.00000000000682,,3106.000000000011
2016.11.22,1370.0000000000045,1191.9999999999932,383.0,-96.00000000000364,,2848.999999999994
2016.11.22,1301.0000000000189,1151.9999999999975,343.00000000000443,-25.000000000005684,,2771.0000000000155
2016.11.22,925.0000000000202,956.0000000000013,182.00000000000438,-418.00000000000637,,1645.0000000000196
2016.11.22,805.0000000000113,800.0000000000007,123.00000000000644,-532.0000000000107,,1196.0000000000075
2016.11.22,1004.0000000000049,960.9999999999897,252.0000000000078,-325.00000000001705,,1891.9999999999852
2016.11.22,989.0000000000176,905.0000000000002,236.00000000000287,-375.0,,1755.0000000000205
2016.11.22,975.9999999999991,1038.99999999999,309.99999999999915,-325.9999999999934,,1998.9999999999948
2016.11.22,900.0000000000119,1099.0000000000055,346.0000000000019,-227.00000000000387,,2118.0000000000155
2016.11.22,725.0000000000201,855.0000000000058,219.00000000000253,-407.0000000000107,,1392.0000000000177
2016.11.22,681.0000000000205,804.9999999999891,202.9999999999976,-455.0000000000125,,1233.9999999999948
2016.11.22,676.0000000000099,767.9999999999909,165.9999999999995,-463.99999999999864,,1146.0000000000018
2016.11.22,621.0000000000049,687.9999999999998,97.9999999999981,-471.00000000000364,,935.9999999999991
2016.11.22,617.0000000000009,870.9999999999995,224.000000000002,-240.0000000000091,,1471.9999999999934
2016.11.22,614.0000000000034,943.9999999999893,265.0000000000041,-129.0000000000191,,1693.9999999999777
2016.11.22,778.000000000012,944.9999999999958,343.00000000000443,-31.00000000000591,,2035.0000000000064
2016.11.22,811.0000000000061,835.9999999999923,238.0000000000049,-300.00000000001137,,1584.9999999999918
2016.11.22,700.0000000000117,747.9999999999931,101.00000000000664,-461.00000000001273,,1087.9999999999986
2016.11.22,652.0000000000082,699.0000000000052,85.99999999999719,-443.00000000001205,,993.9999999999986
2016.11.22,611.000000000006,767.9999999999909,116.00000000000499,-413.0000000000109,,1081.999999999991
2016.11.22,421.0000000000047,628.9999999999907,-7.9999999999968985,-468.9999999999941,,573.0000000000045
2016.11.22,491.0000000000192,753.0000000000036,45.000000000006146,-347.0000000000084,,942.0000000000205
2016.11.22,531.0000000000148,791.9999999999927,63.00000000000195,-319.0000000000168,,1066.9999999999927
2016.11.22,637.0000000000209,849.9999999999952,100.00000000000009,-250.0,,1337.0000000000161
2016.11.22,707.0000000000132,895.0000000000014,112.000000000001,-277.00000000001523,,1437.0000000000002
2016.11.22,721.000000000016,896.9999999999923,111.00000000000554,-281.0000000000059,,1448.0000000000077
2016.11.22,723.0000000000069,910.9999999999951,123.00000000000644,-287.00000000000614,,1470.0000000000023
2016.11.23,705.0000000000001,863.9999999999981,131.99999999999878,-246.00000000000932,,1454.9999999999877
2016.11.23,769.0000000000197,909.0000000000042,146.99999999999713,-185.00000000000227,,1640.0000000000186
2016.11.23,747.0000000000088,906.0000000000068,119.00000000000244,-248.00000000001887,,1523.999999999999
2016.11.23,748.9999999999997,916.0000000000057,112.000000000001,-337.99999999999386,,1439.0000000000125
2016.11.23,778.000000000012,913.9999999999926,113.00000000000753,-319.9999999999932,,1485.0000000000189
2016.11.23,680.0000000000139,852.9999999999926,87.99999999999919,-248.99999999999523,,1372.0000000000102
2016.11.23,641.0000000000027,825.0000000000091,84.0000000000063,-277.00000000001523,,1273.000000000003
2016.11.23,754.0000000000102,913.0000000000083,129.00000000000134,-228.00000000000864,,1568.0000000000114
2016.11.23,762.0000000000182,939.0000000000009,143.00000000000423,-227.00000000000387,,1617.0000000000196
2016.11.23,783.0000000000003,933.000000000006,135.00000000000733,-320.99999999999795,,1530.0000000000157
2016.11.23,750.0000000000063,906.9999999999911,117.00000000000044,-331.0000000000173,,1442.9999999999804
2016.11.23,698.0000000000208,916.0000000000057,129.00000000000134,-301.9999999999925,,1441.0000000000352
2016.11.23,705.0000000000001,903.0000000000093,119.99999999999788,-301.00000000001614,,1426.9999999999914
2016.11.23,720.0000000000095,910.9999999999951,124.99999999999733,-306.0000000000116,,1449.9999999999902
2016.11.23,658.0000000000031,825.9999999999934,65.00000000000395,-447.00000000000273,,1101.9999999999975
2016.11.23,609.0000000000151,740.0000000000073,21.00000000000435,-478.00000000000864,,892.000000000018
2016.11.23,632.0000000000103,734.9999999999968,24.999999999997247,-450.9999999999934,,941.0000000000111
2016.11.23,586.0000000000198,618.0000000000074,-58.99999999999794,-617.0000000000186,,528.0000000000107
2016.11.23,588.0000000000107,557.9999999999918,-107.00000000000153,-638.0000000000052,,400.9999999999957
2016.11.23,614.0000000000034,709.0000000000041,-10.999999999994348,-546.999999999997,,765.0000000000161
2016.11.23,573.0000000000013,866.9999999999956,70.99999999999883,-457.9999999999984,,1052.9999999999973
2016.11.23,387.000000000004,706.0000000000066,36.999999999998145,-620.0000000000045,,510.0000000000041
2016.11.23,298.00000000002046,585.9999999999976,-7.0000000000014495,-756.0000000000002,,121.00000000001637
2016.11.23,255.00000000000523,463.9999999999977,-87.99999999999919,-879.0000000000191,,-248.00000000001535
2016.11.23,295.0000000000008,442.00000000000904,-53.999999999998494,-807.0000000000164,,-124.00000000000512
2016.11.23,251.00000000000122,218.99999999999142,-234.99999999999633,-888.0000000000052,,-653.000000000009
2016.11.23,327.00000000001063,346.0000000000019,-161.99999999999548,-792.0000000000016,,-280.99999999998454
2016.11.23,456.00000000001194,412.9999999999967,-129.9999999999968,-604.0000000000134,,134.9999999999984
2016.11.23,396.00000000001853,523.0000000000068,-37.99999999999359,-457.9999999999984,,423.0000000000333
2016.11.23,415.0000000000098,550.9999999999903,-29.000000000001247,-438.99999999999295,,498.0000000000059
2016.11.23,540.0000000000072,912.0000000000017,252.0000000000078,-28.999999999996362,,1675.0000000000202
2016.11.23,179.00000000001802,771.9999999999949,229.00000000000142,183.9999999999975,,1364.0000000000118
2016.11.23,225.00000000000853,975.9999999999991,361.0000000000002,608.0000000000041,,2170.000000000012
2016.11.23,206.00000000001728,985.999999999998,356.00000000000074,711.9999999999891,,2260.000000000005
2016.11.23,361.0000000000113,1147.9999999999934,479.0000000000072,971.0000000000036,,2959.0000000000155
2016.11.23,353.0000000000033,1278.0000000000014,629.9999999999973,1209.0000000000032,,3470.000000000005
2016.11.23,543.0000000000045,1503.9999999999943,741.9999999999982,1796.999999999997,,4585.9999999999945
2016.11.23,766.0,1536.000000000004,700.0000000000006,1656.000000000006,,4658.000000000011
2016.11.23,996.0000000000191,1773.0000000000023,878.000000000001,1841.9999999999845,,5489.000000000007
2016.11.23,1103.0000000000095,1827.000000000001,907.0000000000023,1926.9999999999925,,5764.0000000000055
2016.11.23,1101.0000000000186,1923.000000000008,912.9999999999972,1855.9999999999945,,5793.000000000018
2016.11.23,1052.0000000000084,1985.9999999999989,938.0000000000055,1853.0000000000086,,5829.000000000022
2016.11.23,1004.0000000000049,1889.9999999999916,921.0000000000051,1860.99999999999,,5675.999999999991
2016.11.23,952.0000000000196,1865.99999999999,901.0000000000074,1868.9999999999998,,5588.000000000016
2016.11.23,887.0000000000156,1808.9999999999939,853.9999999999992,1780.0000000000011,,5330.00000000001
2016.11.23,953.0000000000039,1808.0000000000095,858.0000000000032,1793.9999999999827,,5413.0
2016.11.23,860.0000000000163,1732.0000000000002,812.999999999997,1625.0,,5030.000000000014
2016.11.23,873.0000000000126,1747.0000000000095,850.0000000000063,1643.0000000000007,,5113.000000000029
2016.11.24,758.0000000000142,1601.9999999999923,802.9999999999982,1481.9999999999993,,4645.000000000004
2016.11.24,777.0000000000055,1645.9999999999918,778.0000000000009,1469.9999999999989,,4670.999999999997
2016.11.24,785.0000000000134,1672.0000000000068,795.0000000000013,1549.0000000000066,,4801.000000000028
2016.11.24,780.000000000003,1739.0000000000016,841.0000000000028,1697.0000000000027,,5057.00000000001
2016.11.24,826.0000000000156,1773.0000000000023,861.0000000000007,1622.9999999999905,,5083.000000000009
2016.11.24,856.0000000000123,1825.9999999999943,896.000000000008,1609.9999999999852,,5188.0
2016.11.24,874.0000000000192,1854.0,902.9999999999983,1617.999999999995,,5249.000000000013
2016.11.24,865.0000000000047,1873.999999999998,928.0000000000066,1707.9999999999984,,5375.000000000007
2016.11.24,841.0000000000028,1896.9999999999932,931.9999999999995,1813.999999999993,,5483.999999999988
2016.11.24,801.0000000000073,1905.0000000000011,948.9999999999999,1835.9999999999843,,5490.999999999993
2016.11.24,825.0000000000091,1954.9999999999957,985.0000000000025,2026.9999999999868,,5791.9999999999945
2016.11.24,855.0000000000058,1902.999999999988,953.0000000000039,1997.9999999999905,,5708.999999999987
2016.11.24,870.0000000000152,1871.0000000000005,914.0000000000038,1972.9999999999848,,5628.000000000004
2016.11.24,890.000000000013,1893.9999999999957,924.0000000000026,1983.000000000004,,5691.0000000000155
2016.11.24,916.0000000000057,1900.999999999997,914.0000000000038,1936.9999999999834,,5667.99999999999
2016.11.24,885.0000000000025,1888.0000000000007,885.0000000000025,1890.9999999999911,,5548.999999999996
2016.11.24,897.0000000000144,1991.9999999999939,885.999999999998,1883.9999999999861,,5658.999999999993
2016.11.24,826.0000000000156,1875.9999999999889,877.0000000000056,1978.999999999985,,5557.9999999999945
2016.11.24,829.0000000000131,1852.000000000009,870.9999999999995,2025.0000000000057,,5577.000000000027
2016.11.24,683.0000000000114,1707.9999999999984,809.0000000000042,2210.9999999999845,,5410.999999999998
2016.11.24,595.0000000000122,1593.0,741.9999999999982,2341.9999999999845,,5271.9999999999945
2016.11.24,750.0000000000063,1614.0000000000043,696.0000000000077,2473.9999999999895,,5534.000000000007
2016.11.24,733.0000000000059,1635.0000000000086,687.0000000000043,2424.9999999999827,,5480.000000000002
2016.11.24,892.0000000000039,1699.0000000000061,712.9999999999969,2251.999999999981,,5555.999999999987
2016.11.24,981.0000000000097,1845.999999999992,834.0000000000014,2406.9999999999823,,6067.999999999985
2016.11.24,1038.0000000000057,1951.9999999999982,912.0000000000017,2516.999999999996,,6419.000000000002
2016.11.24,1281.000000000021,2035.9999999999934,960.0000000000053,2770.9999999999864,,7048.000000000006
2016.11.24,1117.0000000000125,1924.9999999999989,862.0000000000072,2733.9999999999804,,6637.999999999999
2016.11.24,1057.000000000019,1794.0000000000066,790.0000000000018,2550.9999999999877,,6192.000000000015
2016.11.24,1016.0000000000169,1818.0000000000084,826.0000000000045,2603.0000000000086,,6263.000000000038
2016.11.24,877.0000000000166,1818.0000000000084,877.0000000000056,2561.0000000000073,,6133.000000000038
2016.11.24,1033.0000000000173,1763.0000000000034,843.0000000000049,2747.9999999999905,,6387.000000000016
2016.11.24,1122.0000000000007,1785.9999999999986,846.0000000000023,2822.0000000000027,,6576.000000000004
2016.11.24,1189.0000000000177,1878.0000000000018,901.0000000000074,2853.0000000000086,,6821.0000000000355
2016.11.24,1306.000000000007,1997.0000000000043,951.0000000000018,2994.0,,7248.000000000013
2016.11.24,1149.0,1868.000000000003,868.000000000002,2799.9999999999827,,6684.999999999987
2016.11.24,1162.0000000000186,1821.9999999999902,812.999999999997,2865.9999999999854,,6662.999999999992
2016.11.24,1017.0000000000013,1781.9999999999948,807.9999999999976,2793.9999999999827,,6400.999999999976
2016.11.24,996.0000000000191,1814.0000000000045,827.0,2763.999999999982,,6401.0000000000055
2016.11.24,1109.0000000000043,1987.0000000000055,924.9999999999981,2972.9999999999845,,6993.999999999993
2016.11.24,1125.0000000000205,2002.9999999999993,953.0000000000039,3024.000000000001,,7105.000000000025
2016.11.24,1059.00000000001,1980.9999999999884,953.0000000000039,2994.0,,6987.000000000002
2016.11.24,1033.0000000000173,1967.999999999992,934.9999999999969,2920.9999999999923,,6856.999999999998
2016.11.24,1034.0000000000016,1957.9999999999932,931.0000000000041,2942.0000000000073,,6865.0000000000055
2016.11.24,1046.0000000000136,1947.999999999994,939.0000000000009,2980.9999999999945,,6914.000000000004
2016.11.24,1016.0000000000169,1912.0000000000025,931.9999999999995,2888.0000000000055,,6748.000000000025
2016.11.24,1008.0000000000089,1893.9999999999957,919.9999999999986,2830.999999999989,,6652.999999999993
2016.11.24,1031.000000000004,1828.9999999999918,939.0000000000009,2832.999999999998,,6631.9999999999945
2016.11.25,1032.0000000000107,1727.9999999999961,936.0000000000035,2823.9999999999836,,6519.9999999999945
2016.11.25,1044.0000000000005,1905.0000000000011,923.0000000000072,2796.9999999999973,,6669.000000000006
2016.11.25,1061.000000000001,1909.9999999999895,889.0000000000065,2768.000000000001,,6627.999999999998
2016.11.25,1069.0000000000089,1926.9999999999898,889.0000000000065,2813.9999999999927,,6698.999999999998
2016.11.25,874.0000000000192,1838.0000000000064,848.9999999999998,2794.9999999999873,,6356.000000000013
2016.11.25,936.0000000000035,1926.0000000000055,875.0000000000035,3222.000000000008,,6959.000000000021
2016.11.25,955.0000000000169,1997.0000000000043,931.9999999999995,3341.9999999999845,,7226.0000000000055
2016.11.25,865.0000000000047,1831.0000000000048,812.999999999997,3266.999999999996,,6776.000000000002
2016.11.25,891.0000000000196,1814.9999999999889,807.0000000000022,3275.0000000000055,,6788.000000000016
2016.11.25,939.0000000000009,1835.9999999999932,804.0000000000047,3262.0000000000005,,6840.999999999999
2016.11.25,978.0000000000122,1831.999999999989,802.0000000000027,3247.9999999999905,,6859.9999999999945
2016.11.25,1036.0000000000148,1841.9999999999882,794.0000000000058,3072.0000000000027,,6744.000000000011
2016.11.25,1084.0000000000182,1828.9999999999918,785.0000000000024,3045.9999999999923,,6744.000000000005
2016.11.25,1051.0000000000018,1849.9999999999961,799.0000000000052,3009.999999999991,,6709.9999999999945
2016.11.25,1057.000000000019,1802.999999999999,758.0000000000031,2882.9999999999814,,6501.000000000003
2016.11.25,1022.0000000000118,1802.999999999999,758.9999999999985,2862.9999999999995,,6447.000000000009
2016.11.25,1035.0000000000082,1807.000000000003,758.9999999999985,2923.000000000002,,6524.000000000011
2016.11.25,1043.0000000000161,1773.0000000000023,740.0000000000073,2987.9999999999995,,6544.0000000000255
2016.11.25,1112.0000000000018,1628.0000000000073,590.0000000000016,2453.0000000000027,,5783.000000000014
2016.11.25,875.0000000000035,1517.999999999997,509.9999999999993,2417.000000000002,,5320.000000000002
2016.11.25,731.9999999999993,1374.0000000000086,446.9999999999974,1914.999999999992,,4467.999999999997
2016.11.25,817.000000000001,1292.9999999999886,360.0000000000048,1801.9999999999925,,4271.999999999987
2016.11.25,876.0000000000101,1282.0000000000055,433.0000000000056,2094.999999999999,,4686.00000000002
2016.11.25,1012.0000000000128,1449.9999999999957,557.0000000000075,2487.9999999999995,,5507.000000000016
2016.11.25,1143.0000000000052,1567.9999999999916,651.999999999997,2539.999999999992,,5902.999999999985
2016.11.25,1094.0000000000173,1446.9999999999982,616.0000000000055,2082.999999999998,,5240.000000000019
2016.11.25,1097.0000000000146,1456.9999999999973,587.0000000000042,2230.9999999999945,,5372.000000000011
2016.11.25,1069.0000000000089,1492.9999999999889,641.9999999999982,2407.9999999999873,,5611.999999999984
2016.11.25,926.0000000000045,1354.999999999995,557.0000000000075,2242.999999999995,,5081.000000000002
2016.11.25,904.0000000000159,1364.999999999994,528.0000000000063,2199.9999999999886,,4997.0000000000055
2016.11.25,846.0000000000134,1273.9999999999973,429.99999999999704,2162.9999999999827,,4712.999999999991
2016.11.25,853.9999999999992,1211.999999999991,409.0000000000038,2144.999999999982,,4619.999999999975
2016.11.25,835.000000000008,1015.9999999999947,257.0000000000072,1948.9999999999839,,4056.9999999999936
2016.11.25,842.0000000000094,1055.000000000006,292.9999999999988,2050.9999999999877,,4241.000000000002
2016.11.25,816.0000000000167,1133.0000000000061,343.9999999999999,2189.9999999999977,,4483.00000000002
2016.11.25,890.000000000013,1289.9999999999911,419.00000000000273,2296.9999999999973,,4896.000000000004
2016.11.25,1067.000000000018,1492.0000000000045,534.0000000000011,2495.999999999981,,5589.000000000005
2016.11.25,1050.0000000000175,1502.9999999999877,575.9999999999987,2619.0,,5748.000000000004
2016.11.25,951.000000000013,1499.000000000006,565.0000000000044,2634.999999999991,,5650.000000000015
2016.11.25,1113.0000000000084,1604.9999999999898,639.0000000000007,2716.9999999999845,,6073.999999999984
2016.11.25,1076.0000000000102,1516.0000000000061,583.0000000000002,2669.9999999999873,,5845.000000000004
2016.11.25,1116.000000000006,1540.9999999999923,561.0000000000003,2586.999999999989,,5804.999999999987
2016.11.25,1135.0000000000193,1662.9999999999923,636.0000000000032,2484.9999999999854,,5919.0
2016.11.25,1092.000000000004,1607.000000000003,592.9999999999991,2409.9999999999964,,5702.000000000003
2016.11.25,1206.0000000000182,1703.9999999999943,719.000000000003,2704.999999999984,,6334.0
2016.11.25,1185.0000000000139,1679.9999999999927,714.0000000000035,2650.999999999982,,6229.999999999992
2016.11.25,1182.0000000000164,1665.0000000000055,716.0000000000056,2699.9999999999886,,6263.000000000016
2016.11.25,1171.000000000011,1593.0,743.0000000000048,2604.99999999999,,6112.0000000000055
