date,USDJPY,GBPCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,CADJPY,AUDCAD,AUDNZD,empty,sum
2016.11.14,-94.99999999999886,-85.00000000000173,-132.99999999999423,-169.9999999999875,-76.0000000000094,-42.999999999992156,-153.99999999999636,-209.9999999999991,-36.999999999998145,,-1002.9999999999775
2016.11.14,-66.0000000000025,-165.9999999999995,-168.99999999999693,-186.00000000000705,-93.00000000000975,18.000000000000682,-70.99999999999795,-236.00000000001398,49.99999999999449,,-919.0000000000324
2016.11.14,-114.00000000000432,39.999999999995595,-39.999999999995595,-3.9999999999906777,235.99999999999176,-44.999999999987494,-132.99999999999557,-317.0000000000117,234.00000000000088,,-142.99999999999713
2016.11.14,-1.9999999999953388,95.00000000000064,-37.99999999999359,-24.00000000000091,251.00000000000122,-90.99999999999397,-57.00000000000216,-348.00000000001495,499.9999999999893,,285.9999999999903
2016.11.14,-1.9999999999953388,44.99999999998394,-50.99999999998994,-68.9999999999884,303.9999999999932,-137.00000000000045,-129.99999999999545,-331.0000000000146,493.99999999999443,,122.99999999998738
2016.11.14,81.00000000000307,24.999999999986144,-59.99999999999339,-34.99999999999659,181.00000000000892,-156.99999999999648,-111.99999999999477,-253.99999999999866,522.0000000000002,,191.00000000001847
2016.11.14,397.00000000000557,12.999999999996348,-51.99999999999649,192.00000000000728,-18.999999999991246,103.00000000000864,96.00000000000364,-348.9999999999993,644.0000000000001,,1025.0000000000346
2016.11.14,495.9999999999951,-46.999999999997044,-49.99999999999449,217.9999999999893,87.99999999999919,125.0,112.99999999999955,-442.00000000000904,739.9999999999851,,1240.9999999999677
2016.11.14,483.0000000000041,58.000000000002494,11.00000000000545,334.0000000000032,347.9999999999928,157.0000000000107,102.99999999999443,-495.000000000001,692.9999999999881,,1692.0000000000002
2016.11.14,504.0000000000049,116.99999999998934,53.00000000000304,510.9999999999957,455.99999999998977,277.000000000001,143.99999999999125,-550.000000000006,732.9999999999836,,2244.9999999999527
2016.11.14,530.0000000000011,231.0000000000034,101.00000000000664,670.9999999999923,537.9999999999941,319.0000000000026,179.00000000000205,-560.0000000000049,631.9999999999882,,2640.999999999985
2016.11.14,528.0000000000058,248.99999999998812,109.00000000000354,600.9999999999991,506.9999999999908,252.00000000000955,164.99999999999204,-494.00000000001666,585.9999999999976,,2502.99999999997
2016.11.14,500.0,219.99999999999798,104.00000000000409,536.0000000000014,439.99999999999596,211.00000000001273,164.99999999999204,-476.0000000000098,641.0000000000027,,2340.9999999999973
2016.11.14,501.99999999999534,207.00000000000162,110.00000000001009,520.0000000000102,480.99999999999807,203.00000000000296,138.00000000000523,-470.00000000001484,637.9999999999831,,2328.999999999992
2016.11.14,596.9999999999942,286.99999999999284,168.00000000000148,716.0000000000082,594.99999999999,223.0000000000132,197.00000000000273,-462.0000000000068,658.0000000000031,,2978.999999999999
2016.11.14,689.9999999999977,234.99999999998522,136.00000000000279,746.9999999999857,544.9999999999955,315.00000000001194,253.0000000000001,-453.0000000000145,726.9999999999887,,3194.9999999999527
2016.11.14,628.0000000000001,80.99999999999774,28.000000000005798,542.0000000000016,323.99999999999096,323.0000000000075,225.9999999999991,-466.00000000001086,758.9999999999985,,2444.9999999999905
2016.11.14,676.0000000000019,85.99999999998609,48.000000000003595,540.9999999999968,306.9999999999906,272.00000000000557,218.9999999999941,-462.0000000000068,820.9999999999828,,2507.999999999955
2016.11.14,552.0000000000067,22.999999999995246,-15.999999999993797,461.00000000001273,310.9999999999946,313.0000000000024,171.99999999999704,-480.99999999999807,756.0000000000011,,2091.000000000018
2016.11.14,618.9999999999998,-340.00000000000693,-248.99999999999923,170.99999999999227,-299.00000000000483,342.00000000001296,173.99999999999238,-592.9999999999991,784.9999999999912,,609.9999999999785
2016.11.14,700.0000000000028,-314.00000000001427,-223.99999999999088,145.99999999998658,-218.99999999999142,154.00000000001057,251.99999999999534,-572.0000000000169,686.9999999999932,,609.999999999975
2016.11.14,918.0000000000064,-141.99999999999767,-102.99999999999754,250.0,-405.9999999999952,89.00000000001285,361.0000000000042,-541.9999999999981,748.9999999999997,,1174.0000000000346
2016.11.14,1015.0000000000006,24.000000000001798,4.999999999999449,284.9999999999966,-310.9999999999946,101.0000000000133,356.9999999999993,-501.0000000000181,753.0000000000036,,1728.0000000000023
2016.11.14,995.9999999999951,-53.999999999998494,-91.99999999999208,313.99999999999295,-276.9999999999939,143.00000000000068,340.0000000000034,-621.0000000000049,763.9999999999869,,1512.9999999999898
2016.11.14,888.9999999999958,-90.99999999999665,-103.99999999999298,265.99999999999113,-292.00000000000335,233.0000000000041,329.9999999999983,-602.999999999998,678.0000000000008,,1305.999999999999
2016.11.14,1003.0000000000001,234.99999999998522,42.0000000000087,555.0000000000068,129.00000000000134,318.00000000001205,337.0000000000033,-573.0000000000013,665.9999999999889,,2712.0000000000055
2016.11.14,933.0000000000069,312.00000000000114,43.999999999999595,598.0000000000132,270.99999999999903,303.0000000000115,286.9999999999919,-520.0000000000093,587.0000000000042,,2815.0000000000177
2016.11.14,884.0000000000003,368.9999999999971,6.0000000000060005,689.9999999999977,219.99999999999798,341.0000000000082,299.99999999999716,-470.00000000001484,625.9999999999932,,2965.9999999999827
2016.11.14,862.9999999999995,478.999999999985,-5.999999999994898,600.9999999999991,5.000000000010552,286.00000000000136,411.9999999999919,-458.00000000000284,703.9999999999935,,2885.999999999983
2016.11.14,879.0000000000049,581.9999999999936,104.99999999999955,628.9999999999907,-8.999999999992347,298.0000000000018,442.99999999999784,-434.000000000001,676.9999999999943,,3169.99999999999
2016.11.14,882.000000000005,560.9999999999893,71.00000000000995,792.0000000000016,-160.00000000000458,362.99999999999955,555.9999999999974,-384.00000000000654,719.000000000003,,3399.9999999999945
2016.11.14,906.9999999999965,486.999999999993,-34.000000000000696,530.0000000000011,-276.00000000000955,322.00000000000273,450.9999999999934,-612.9999999999969,758.9999999999985,,2532.999999999978
2016.11.14,927.9999999999973,408.9999999999927,-26.999999999999247,471.00000000000364,-604.0000000000045,297.00000000001125,481.9999999999993,-588.0000000000107,751.9999999999972,,2119.999999999987
2016.11.14,1114.999999999995,297.9999999999983,99.00000000000463,556.999999999988,-533.99999999999,159.00000000000603,614.9999999999949,-475.0000000000032,792.9999999999993,,2626.9999999999927
2016.11.14,1426.0000000000018,97.9999999999981,26.999999999999247,562.9999999999882,-817.000000000001,328.00000000000296,753.0000000000001,-519.0000000000028,821.9999999999894,,2680.9999999999764
2016.11.14,1391.999999999996,97.9999999999981,3.0000000000085514,592.9999999999893,-676.0000000000099,292.0000000000016,668.9999999999969,-453.99999999999886,698.999999999983,,2615.9999999999645
2016.11.14,1445.999999999998,0.9999999999843467,-2.999999999997449,570.999999999998,-747.9999999999931,389.00000000001,700.9999999999934,-450.00000000001705,770.9999999999884,,2677.999999999964
2016.11.14,1390.0000000000005,21.999999999988695,13.00000000000745,603.0000000000086,-574.9999999999922,362.000000000009,649.0000000000009,-581.0000000000093,766.0,,2649.0000000000136
2016.11.14,1254.000000000005,156.00000000000057,98.0000000000092,737.9999999999995,-347.0000000000084,379.0000000000049,588.9999999999986,-509.00000000000387,685.0000000000023,,3043.0000000000077
2016.11.14,1084.0000000000032,191.99999999999218,24.000000000001798,532.999999999987,-314.99999999999864,310.0000000000023,510.9999999999957,-496.00000000000756,614.0000000000034,,2456.9999999999795
