date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2020.02.17,-43.00000000000415,-2.999999999997449,-46.0000000000127,-22.0000000000109,-57.00000000000705,-59.99999999999339,0.0,0.0,-60.99999999999284,-89.00000000000574,-26.000000000003798,-12.000000000000899,-34.000000000000696,-85.99999999998431,-96.00000000000719,-1.0000000000065512,-25.00000000000835,-68.00000000000139,-34.99999999998504,-24.000000000001798,-33.00000000001635,,-821.0000000000405
2020.02.17,-33.000000000005244,51.000000000001044,-43.00000000001525,4.999999999988347,-41.000000000002146,-54.999999999993946,45.99999999999049,36.999999999998145,-63.00000000000239,-87.00000000000374,-1.0000000000065512,31.999999999998696,-14.000000000002899,-8.99999999998613,-14.000000000002899,110.99999999999443,52.99999999999194,-111.00000000001664,92.00000000000318,63.00000000000195,34.99999999998504,,53.99999999991545
2020.02.17,-82.00000000000429,87.00000000001484,-41.000000000002146,-2.0000000000131024,-34.000000000000696,-61.999999999995396,104.99999999999955,69.00000000000794,-28.999999999996362,-133.00000000000534,-75.00000000000284,-6.0000000000060005,7.9999999999968985,82.00000000002206,53.999999999998494,219.99999999999798,38.0000000000047,-93.00000000000975,102.00000000000209,46.999999999997044,55.99999999998939,,310.99999999999505
2020.02.17,-63.99999999999739,161.00000000001114,-9.000000000014552,17.000000000000348,23.999999999990695,-18.999999999991246,181.9999999999933,104.99999999999955,8.000000000009777,-131.99999999999878,-96.00000000000719,-28.000000000005798,13.999999999991797,164.0000000000157,130.99999999999224,95.999999999985,34.000000000000696,5.999999999994898,43.999999999999595,12.999999999996348,115.99999999998278,,766.9999999999488
2020.02.17,-73.00000000000084,127.00000000001043,-46.0000000000127,-2.0000000000131024,-49.00000000001015,-78.99999999999574,163.9999999999864,55.99999999998939,-21.000000000000796,-131.99999999999878,-56.0000000000005,0.0,17.000000000000348,73.0000000000075,102.00000000000209,229.99999999999687,41.000000000002146,-141.00000000001333,114.99999999999844,43.999999999999595,98.99999999998244,,468.99999999992974
2020.02.17,-75.00000000000284,80.00000000001339,-46.0000000000127,-16.000000000016,-68.00000000000139,-126.99999999999933,139.00000000000023,89.00000000000574,-36.000000000001364,-121.00000000000443,-23.00000000000635,46.999999999997044,0.0,36.000000000001364,66.00000000001049,293.99999999999426,60.99999999999994,-158.0000000000137,228.00000000000597,109.99999999999899,126.0000000000039,,605.9999999999732
2020.02.17,-95.99999999999609,87.00000000001484,-62.000000000006494,-16.000000000016,-66.00000000001049,-120.99999999999334,159.99999999998238,95.00000000000064,-46.999999999997044,-150.00000000000568,-35.00000000000725,53.00000000000304,4.999999999999449,58.9999999999975,25.00000000000835,262.999999999991,51.99999999998539,-158.99999999999804,236.99999999999832,134.0000000000008,134.99999999999625,,552.9999999999476
2020.02.17,-92.00000000000318,89.00000000000574,-46.0000000000127,25.999999999992696,-33.000000000005244,-95.99999999999609,180.0000000000024,113.99999999999189,-25.99999999999625,-168.99999999999693,-95.00000000000064,31.999999999998696,7.9999999999968985,76.00000000002183,26.999999999999247,119.99999999998678,99.00000000000463,-73.00000000001194,222.00000000001108,136.00000000000279,157.99999999999147,,656.9999999999832
2020.02.17,-102.00000000000209,110.99999999999443,-37.00000000002035,49.99999999999449,17.000000000000348,-84.99999999999064,200.99999999998454,114.99999999999844,-10.99999999999568,-185.99999999999727,-121.99999999999989,5.999999999994898,12.000000000000899,151.00000000001046,22.0000000000109,72.99999999998974,112.000000000001,8.999999999992347,168.0000000000126,120.99999999999334,200.00000000000017,,824.9999999999727
2020.02.17,-109.00000000000354,139.00000000000023,-11.00000000000545,78.99999999998464,21.999999999999797,-115.99999999999389,244.9999999999841,161.99999999999548,-9.000000000000341,-211.00000000000563,-112.000000000001,19.999999999997797,8.999999999992347,177.00000000002092,-4.999999999988347,146.00000000000168,107.99999999999699,4.000000000004,235.00000000000742,153.00000000000313,214.00000000000307,,1139.9999999999932
2020.02.17,-136.99999999999824,123.00000000000644,-24.000000000001798,112.000000000001,20.999999999993246,-135.99999999999167,248.00000000000378,171.99999999999437,-34.99999999999659,-229.99999999999687,-128.00000000000588,51.000000000001044,4.999999999999449,165.99999999999682,-36.999999999998145,92.99999999998754,161.99999999999548,9.999999999998899,340.00000000000693,227.99999999999488,293.99999999999426,,1297.9999999999848
