,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['USDCHF', 'EURUSD', 'NZDCAD']",80.0,-0.9878,S
1,1,GBPUSD,20,"['AUDCAD', 'NZDCAD', 'CADCHF']",100.0,0.7498393045026677,B
2,2,EURUSD,10,"['AUDCAD', 'NZDCAD', 'CADCHF']",100.0,0.9862,B
3,3,USDJPY,10,"['AUDCAD', 'NZDJPY', 'CADJPY']",100.0,-0.9421,S
4,4,AUDUSD,20,['AUDCAD'],80.0,0.09392047036683764,B
5,5,EURCHF,10,['NZDJPY'],80.0,-0.99856,S
6,6,CHFJPY,10,['EURGBP'],80.0,0.99926,B
7,7,AUDCHF,10,"['AUDCAD', 'GBPCHF']",80.0,-0.562987738095231,S
8,8,GBPAUD,20,['AUDCAD'],80.0,-0.08492358348351017,S
9,9,EURJPY,30,"['USDCAD', 'CHFJPY']",80.0,0.452383686099763,B
10,10,EURCAD,10,"['EURNZD', 'NZDUSD', 'AUDNZD']",80.0,0.33801476190475793,B
11,11,EURAUD,20,['AUDCAD'],80.0,-0.08922168254689958,S
12,12,EURNZD,15,"['NZDJPY', 'AUDCHF']",80.0,0.20287102813852836,B
13,13,CADJPY,30,"['USDCAD', 'GBPCHF']",80.0,-0.004089794910971352,S
14,14,AUDJPY,10,['EURCAD'],80.0,-0.9921699999999996,S
15,15,NZDJPY,30,['USDCHF'],80.0,0.11031743316857999,B
16,16,AUDCAD,10,['USDCAD'],80.0,-0.9564500000000006,S
