date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,GBPAUD,EURJPY,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.11.06,25.00000000000835,-25.999999999992696,119.99999999999034,0.0,65.99999999998829,18.999999999991246,133.00000000000534,117.999999999995,-34.99999999998504,53.00000000001415,64.00000000000716,-111.0000000000042,-75.00000000000284,-122.99999999999534,,228.00000000001978
2017.11.06,39.00000000000014,-48.99999999998794,165.99999999999682,-32.999999999994145,86.99999999999264,21.999999999988695,96.00000000000719,201.99999999999818,-100.99999999999554,41.000000000002146,129.0000000000049,-153.99999999999636,-117.99999999999588,-139.00000000000023,,188.00000000002058
2017.11.06,97.00000000001374,-75.00000000000284,209.99999999999375,-26.999999999999247,200.00000000000017,124.99999999999733,140.99999999999113,276.00000000001046,-103.99999999999298,83.9999999999952,159.00000000000603,-156.99999999999648,-95.99999999999609,-97.9999999999981,,735.000000000022
2017.11.06,83.00000000001084,-48.99999999998794,200.00000000000284,-19.00000000000235,190.99999999998562,86.99999999999264,163.9999999999864,235.00000000001364,-72.99999999998974,69.00000000000794,143.00000000000068,-143.00000000000068,-85.99999999999719,-82.99999999999974,,719.0000000000229
2017.11.06,116.00000000000499,-21.00000000000435,253.0000000000001,-14.999999999998348,183.99999999998417,89.99999999999008,113.00000000000753,263.00000000000523,-54.99999999998284,36.999999999998145,177.99999999999727,-180.99999999999739,-95.00000000000064,-97.9999999999981,,769.0000000000059
2017.11.06,192.99999999999872,49.00000000001015,430.9999999999974,48.000000000003595,196.99999999998053,116.99999999998934,140.0000000000068,388.00000000000523,-37.99999999998249,76.99999999999375,240.0000000000091,-237.99999999999955,-59.99999999999339,-68.00000000000139,,1476.000000000018
2017.11.06,175.00000000001404,12.000000000012001,685.0000000000023,34.99999999999615,149.9999999999835,130.99999999999224,69.9999999999923,723.0000000000132,-71.99999999998319,93.99999999999409,451.9999999999982,-427.0000000000067,-68.99999999999685,-76.99999999999375,,1882.0000000000173
2017.11.06,156.00000000000057,-7.0000000000014495,638.9999999999958,24.000000000001798,167.9999999999904,123.99999999999079,102.00000000000209,695.999999999998,-83.9999999999952,103.00000000000864,427.99999999999727,-397.99999999999613,-75.00000000000284,-71.99999999999429,,1803.9999999999948
2017.11.06,93.00000000000975,-68.99999999998573,503.9999999999907,-9.00000000000345,149.9999999999835,116.00000000000499,116.00000000000499,609.0000000000089,-143.99999999998857,112.000000000001,365.0000000000091,-170.0000000000017,-105.99999999999498,90.0000000000012,,1657.0000000000393
2017.11.06,78.00000000000028,-75.99999999998718,344.99999999999886,-39.00000000000014,147.99999999999258,103.99999999999298,73.99999999999629,432.9999999999927,-165.9999999999995,60.99999999999994,277.000000000001,-58.000000000006935,-149.99999999999457,87.00000000000374,,1117.99999999999
2017.11.06,100.0000000000112,-56.99999999999594,400.99999999999625,-80.99999999999774,193.99999999998306,112.000000000001,8.999999999992347,477.00000000000387,-167.9999999999904,-43.999999999999595,367.00000000000443,-75.00000000000284,-219.99999999999798,95.99999999999609,,1111.000000000004
2017.11.06,110.99999999999443,-44.99999999998394,402.000000000001,-104.99999999999955,210.99999999998343,110.99999999999443,-48.000000000003595,462.99999999999386,-139.9999999999846,-109.00000000000354,394.999999999996,-97.99999999999898,-243.99999999999977,80.00000000000229,,983.9999999999916
2017.11.06,134.00000000001188,-9.999999999998899,283.00000000000125,-71.99999999999429,210.99999999998343,102.99999999998644,-15.00000000000945,284.9999999999966,-96.99999999999153,-85.00000000000173,265.00000000000057,-48.00000000000182,-200.99999999999562,40.00000000000669,,792.9999999999935
2017.11.06,188.9999999999947,2.0000000000131024,292.99999999999216,-59.99999999999339,270.99999999999903,156.99999999998494,-7.0000000000014495,283.9999999999918,-109.99999999998789,-78.00000000000028,259.00000000000034,-39.00000000000148,-205.99999999999508,41.000000000002146,,995.9999999999989
2017.11.06,212.99999999999653,-17.000000000000348,340.999999999994,-58.000000000002494,317.9999999999961,202.9999999999976,21.999999999988695,362.99999999999955,-95.00000000000064,-49.99999999999449,295.0000000000017,-112.99999999999955,-175.99999999999838,21.999999999999797,,1267.9999999999782
