date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPCAD,GBPAUD,EURCAD,NZDCAD,AUDNZD,empty,sum
2019.09.23,-35.00000000000725,-141.99999999999767,-1.0000000000065512,-12.999999999996348,-1.0000000000065512,-117.00000000001154,-62.99999999999084,-97.99999999999898,-43.999999999999595,-57.99999999998029,-232.00000000000998,-1.0000000000065512,-52.000000000007596,-4.000000000004,,-861.0000000000239
2019.09.23,12.000000000000899,-79.99999999999119,11.00000000000545,-32.0000000000098,5.999999999994898,-80.99999999999774,-53.999999999998494,-81.00000000000307,-36.0000000000027,-20.999999999982144,-224.000000000002,28.999999999990145,-67.00000000000594,12.000000000012001,,-605.9999999999897
2019.09.23,29.999999999996696,-92.00000000000318,36.0000000000138,-86.99999999999264,-23.00000000000635,-29.999999999996696,-83.9999999999952,-162.9999999999967,-36.0000000000027,52.000000000007596,-295.0000000000008,68.99999999998573,-91.00000000000774,-31.000000000003247,,-745.0000000000015
2019.09.23,24.000000000001798,-82.00000000000429,34.000000000000696,-95.00000000000064,-31.000000000003247,76.99999999999375,-14.000000000002899,-108.99999999999466,-19.999999999997797,124.00000000001299,-197.00000000000273,129.99999999998568,-112.000000000001,-46.999999999997044,,-318.00000000000944
2019.09.23,35.999999999991594,-86.99999999999264,56.000000000011596,-110.99999999999443,-43.00000000000415,39.999999999995595,-14.999999999987246,-60.000000000002274,-46.00000000000159,144.0000000000108,-197.00000000000273,177.99999999998929,-125.00000000000844,-41.99999999998649,,-271.99999999998107
2019.09.23,17.000000000000348,-89.00000000000574,49.00000000001015,-85.00000000000173,-40.00000000000669,68.00000000000139,-7.0000000000014495,-84.99999999999375,-39.00000000000014,140.0000000000068,-191.00000000000784,153.9999999999875,-132.0000000000099,-34.99999999998504,,-275.00000000000614
2019.09.23,-8.000000000008,-62.000000000006494,39.00000000001125,-83.00000000001084,0.0,38.99999999998904,0.0,-39.00000000000148,-46.999999999997044,89.00000000000574,-216.00000000001617,130.99999999999224,-132.0000000000099,31.000000000003247,,-258.0000000000484
2019.09.23,-7.0000000000014495,-235.99999999999176,43.00000000001525,-124.99999999999733,-17.000000000000348,83.9999999999952,22.0000000000109,-43.99999999999693,-49.99999999999449,107.00000000001265,-409.0000000000149,156.00000000000057,-165.9999999999995,34.000000000000696,,-607.9999999999613
2019.09.23,-12.000000000000899,-201.99999999999108,38.0000000000047,-129.00000000000134,-65.99999999999939,173.99999999998528,26.999999999999247,-111.0000000000042,14.000000000002899,293.0000000000099,-315.0000000000208,204.00000000000418,-239.0000000000003,34.000000000000696,,-290.00000000001114
2019.09.23,20.999999999993246,-200.00000000000017,89.00000000000574,-158.99999999999804,-52.000000000007596,163.00000000000205,33.00000000001635,-108.00000000000409,2.000000000002,317.0000000000117,-273.0000000000121,259.9999999999936,-219.00000000000253,14.000000000002899,,-111.99999999999699
2019.09.23,49.99999999999449,-228.00000000000597,103.00000000000864,-136.00000000000279,-65.99999999999939,139.9999999999846,24.000000000001798,-108.00000000000409,-11.00000000000545,317.0000000000117,-268.0000000000016,275.000000000003,-225.00000000000853,5.000000000010552,,-128.00000000001302
2019.09.23,43.999999999999595,-212.99999999999653,107.00000000001265,-147.00000000000824,-97.00000000000264,190.99999999998562,31.000000000003247,-105.99999999999454,21.999999999999797,409.0000000000149,-251.00000000000122,303.9999999999932,-274.00000000000756,-4.999999999988347,,15.00000000000989
2019.09.23,58.99999999999794,-226.99999999999943,107.00000000001265,-147.99999999999258,-107.00000000000153,153.9999999999875,-17.999999999984695,-158.00000000000125,36.999999999998145,441.0000000000025,-206.00000000001728,306.9999999999906,-272.00000000000557,2.999999999997449,,-28.000000000015568
2019.09.23,52.99999999999194,-242.00000000000887,99.00000000000463,-134.00000000001188,-126.99999999999933,180.99999999998673,14.000000000002899,-126.00000000000477,43.00000000000415,433.0000000000167,-213.00000000001873,285.00000000000193,-284.0000000000065,-8.999999999992347,,-27.00000000003339
2019.09.23,51.99999999999649,-259.0000000000092,80.99999999999774,-141.99999999999767,-107.00000000000153,207.00000000000162,19.999999999997797,-125.0,56.0000000000005,426.00000000001523,-201.00000000000674,262.999999999991,-277.000000000005,-17.999999999984695,,-24.000000000004476
2019.09.23,34.000000000000696,-205.99999999999508,82.00000000000429,-144.99999999999514,-98.0000000000092,185.99999999999727,21.00000000000435,-120.00000000000455,29.000000000001247,409.0000000000149,-162.00000000001768,272.00000000000557,-271.0000000000101,-14.999999999987246,,16.000000000009344
2019.09.23,47.9999999999925,-218.99999999999142,95.00000000000064,-147.99999999999258,-104.99999999999955,45.99999999999049,17.000000000000348,-134.00000000000034,-63.00000000000195,229.00000000001253,-182.0000000000155,282.9999999999888,-272.00000000000557,-25.999999999992696,,-431.0000000000142
