date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.05.04,-161.00000000000003,-42.999999999993044,-20.999999999982144,0.0,0.0,-68.00000000000139,-101.99999999998965,-80.99999999999774,0.0,-14.000000000002899,0.0,-106.99999999999932,-31.000000000003247,0.0,0.0,-80.00000000001339,-41.000000000002146,-1.0000000000047748,-24.00000000000091,0.0,0.0,-56.99999999999594,,-830.9999999999866
2020.05.04,12.999999999996348,-58.99999999998684,-64.99999999998174,42.999999999993044,20.999999999993246,-46.999999999997044,-113.99999999999011,-127.99999999999478,48.000000000003595,-26.000000000003798,39.999999999995595,-97.00000000000841,-95.00000000000064,128.000000000017,6.000000000000227,-48.000000000003595,170.00000000000347,9.000000000000341,13.00000000000523,-9.00000000000345,102.00000000000209,-71.99999999998319,,-166.99999999994338
2020.05.04,14.999999999998348,-51.99999999998539,-55.99999999998939,-9.00000000000345,25.999999999992696,-25.999999999992696,-191.99999999999307,-80.00000000000229,-21.999999999999797,-4.000000000004,66.99999999999484,-159.00000000002024,-45.000000000006146,-30.999999999981043,-17.000000000010118,-236.00000000001398,137.00000000000932,-76.00000000000762,-31.999999999996476,-85.00000000000173,-44.99999999999504,-184.99999999999073,,-1106.999999999998
2020.05.04,104.99999999999955,76.0000000000094,302.0000000000023,143.9999999999997,151.9999999999966,15.999999999993797,-107.99999999998988,-107.99999999999699,85.00000000000173,93.99999999999409,75.00000000000284,-26.00000000001046,119.00000000000244,247.00000000001944,108.99999999999466,-290.9999999999968,414.00000000000324,87.0000000000033,136.0000000000099,-2.999999999997449,68.99999999999685,-170.99999999998784,,1523.00000000005
2020.05.04,95.00000000000064,70.0000000000145,376.00000000002075,210.99999999999451,234.00000000000088,19.00000000001345,-109.99999999999943,-124.99999999999733,151.00000000000114,179.99999999999127,159.9999999999935,82.99999999999841,72.99999999998974,258.0000000000027,110.99999999999,-341.99999999999784,689.0000000000063,173.00000000000182,240.99999999999966,41.9999999999976,124.99999999999733,-194.99999999998963,,2519.00000000003
2020.05.04,74.99999999999174,62.000000000006494,398.00000000000944,252.99999999999213,246.00000000000176,29.999999999996696,-75.9999999999934,-175.99999999999838,192.99999999999872,199.9999999999891,185.99999999999727,171.99999999999704,161.99999999999548,417.0000000000007,147.99999999999613,-446.9999999999974,757.999999999992,225.9999999999991,255.00000000000966,97.00000000000264,151.00000000000114,-209.9999999999991,,3119.999999999989
2020.05.04,91.99999999999208,76.0000000000094,521.0000000000159,275.99999999999847,353.99999999999875,39.999999999995595,-1.9999999999953388,-190.00000000000128,192.99999999999872,276.9999999999939,178.99999999999582,269.9999999999818,205.99999999999508,325.0000000000197,242.999999999995,-452.00000000000796,981.999999999994,322.00000000000273,423.0000000000018,29.000000000001247,213.00000000000762,-282.9999999999888,,4094.000000000003
2020.05.04,129.00000000000134,127.99999999999478,543.0000000000045,246.99999999999721,332.99999999999443,46.999999999997044,71.00000000001216,-187.9999999999993,168.99999999999693,256.99999999999613,175.00000000000293,391.9999999999959,242.99999999999324,262.00000000000665,339.9999999999892,-448.000000000004,905.0000000000002,302.99999999999727,425.00000000001137,-2.000000000002,180.0000000000024,-285.00000000000193,,4225.999999999986
2020.05.04,134.0000000000008,136.00000000000279,481.0000000000203,173.00000000000094,236.99999999999832,42.999999999993044,65.00000000001194,-185.99999999999727,90.99999999999665,151.9999999999966,126.99999999999933,280.00000000000114,255.00000000000523,133.00000000000534,319.0000000000026,-443.0000000000156,554.9999999999944,200.00000000000284,304.00000000000205,-90.99999999999665,41.000000000002146,-282.0000000000045,,2724.0000000000227
2020.05.04,142.99999999999312,137.00000000000932,408.00000000000836,162.99999999999093,222.99999999999542,32.0000000000098,59.00000000001171,-119.00000000000244,61.999999999995396,126.99999999999933,107.00000000000153,239.99999999998067,165.9999999999995,87.99999999999919,305.9999999999974,-302.0000000000023,506.9999999999908,188.0000000000024,287.00000000000614,-75.00000000000284,96.00000000000719,-270.99999999999903,,2571.999999999992
2020.05.04,146.99999999999713,164.00000000000858,385.00000000001313,153.99999999999858,192.99999999999872,39.00000000001125,109.99999999999943,-83.9999999999952,54.999999999993946,101.99999999999099,78.99999999999574,303.9999999999736,116.99999999998934,67.00000000001705,360.99999999999,-200.00000000000017,387.000000000004,206.00000000000307,285.0000000000108,-29.999999999996696,77.00000000000485,-252.99999999999213,,2665.0000000000155
2020.05.04,171.99999999999437,188.00000000001037,340.00000000000693,140.99999999999113,204.99999999999963,53.999999999998494,148.00000000001035,-56.99999999999594,24.999999999997247,104.99999999999955,36.999999999998145,295.99999999999227,130.99999999999224,109.00000000000354,429.00000000000205,-147.00000000000824,381.0000000000091,197.00000000000273,297.00000000001125,-46.999999999997044,112.000000000001,-249.99999999999466,,2866.0000000000255
2020.05.04,179.99999999999127,215.00000000000963,284.00000000001756,58.99999999999794,115.99999999999389,69.9999999999923,129.0000000000049,-31.000000000003247,-53.00000000000304,20.999999999993246,10.999999999994348,229.99999999998977,32.999999999994145,-85.99999999998609,414.0000000000015,-78.00000000000028,164.00000000000858,99.99999999999432,191.0000000000025,-100.00000000000009,30.000000000007798,-235.99999999999176,,1663.0000000000089
2020.05.04,180.99999999999784,239.00000000001143,224.000000000002,68.99999999999685,129.00000000000134,82.00000000000429,103.00000000000864,-9.00000000000345,-41.000000000002146,31.999999999998696,41.9999999999976,276.9999999999868,-56.000000000011596,-153.9999999999875,420.99999999999227,14.000000000002899,116.99999999998934,102.00000000000387,204.00000000000773,-83.9999999999952,65.99999999999939,-262.999999999991,,1695.00000000001
2020.05.04,173.9999999999964,258.0000000000027,195.00000000001182,92.99999999999864,166.99999999999494,109.00000000000354,99.00000000000375,-7.9999999999968985,-11.00000000000545,71.99999999999429,43.00000000000415,275.99999999998204,-156.00000000000057,-144.99999999999514,426.9999999999925,34.000000000000696,209.9999999999991,111.99999999999477,228.00000000000864,-19.00000000000235,146.00000000000168,-272.99999999998994,,2030.9999999999995
2020.05.04,230.99999999999233,295.0000000000008,340.00000000000693,201.99999999999108,269.9999999999925,70.99999999999883,164.00000000000148,-7.9999999999968985,42.999999999993044,123.99999999999079,92.99999999999864,424.99999999998295,-141.00000000001333,37.00000000002035,482.9999999999899,29.999999999996696,428.00000000000614,254.99999999999545,356.9999999999993,55.000000000005045,202.9999999999976,-259.9999999999936,,3696.9999999999563
2020.05.04,249.99999999999466,282.0000000000045,328.00000000001717,148.99999999999915,225.99999999999287,63.99999999999739,205.0000000000125,0.0,-4.999999999999449,80.99999999999774,51.99999999999649,349.9999999999943,-43.999999999999595,2.0000000000131024,481.9999999999993,-12.000000000012001,334.9999999999964,186.9999999999976,301.00000000000193,-4.999999999999449,158.0000000000026,-254.999999999983,,3131.0000000000246
2020.05.04,256.0000000000007,326.0000000000041,397.0000000000029,178.99999999999582,243.99999999999977,85.00000000000173,210.00000000000796,-14.000000000002899,12.999999999996348,91.99999999999208,66.99999999999484,428.9999999999736,-66.99999999999484,-17.999999999984695,527.9999999999916,-4.000000000004,310.9999999999946,219.99999999999886,315.00000000001194,-2.000000000002,141.00000000000225,-235.99999999999176,,3471.9999999999886
2020.05.04,204.99999999999963,303.0000000000088,437.0000000000207,252.99999999999213,252.99999999999213,95.00000000000064,152.00000000000102,-63.99999999999739,78.99999999999574,128.99999999999022,100.00000000000009,500.0,-165.00000000001512,-18.999999999991246,498.9999999999952,-63.99999999999739,388.0000000000106,280.9999999999917,326.0000000000076,55.000000000005045,119.00000000000244,-224.99999999998633,,3637.0000000000264
