date,USDCAD,AUDUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.03.23,1059.00000000001,607.0000000000019,434.9999999999965,17.000000000000348,182.99999999999983,390.99999999999693,288.99999999998374,10.99999999999568,1394.0000000000064,705.0000000000001,283.00000000000125,290.00000000000136,115.99999999999389,,5779.999999999986
2020.03.23,1330.0000000000089,873.0000000000016,583.0000000000002,51.000000000001044,356.9999999999962,690.9999999999972,862.0000000000072,84.99999999999375,2251.000000000003,1319.0000000000034,518.9999999999984,514.9999999999987,151.9999999999966,,9588.000000000005
2020.03.23,1222.9999999999964,635.0000000000077,512.0000000000014,-52.000000000007596,368.9999999999971,516.0000000000053,539.999999999985,114.99999999999488,1910.9999999999961,1394.0000000000064,600.9999999999991,261.0000000000001,134.99999999999625,,8159.999999999978
2020.03.23,1144.999999999996,492.999999999999,507.9999999999973,31.000000000003247,456.9999999999963,485.99999999999756,978.0000000000122,462.0000000000033,1570.0000000000048,1575.9999999999995,817.0000000000002,80.99999999999774,158.99999999999804,,8763.000000000005
2020.03.23,929.000000000002,492.0000000000035,370.00000000000364,2.999999999997449,273.000000000001,421.0000000000047,1128.99999999998,477.00000000000387,1383.000000000001,927.0000000000111,607.999999999997,231.0000000000034,83.9999999999952,,7327.000000000005
2020.03.23,1151.0000000000132,804.0000000000047,729.0000000000018,15.999999999993797,373.99999999999653,711.000000000006,1642.00000000001,429.9999999999926,2361.9999999999973,2133.0000000000073,995.9999999999951,523.0000000000068,480.0000000000027,,12351.000000000025
2020.03.23,1029.0000000000132,980.0000000000031,745.0000000000068,31.000000000003247,331.999999999999,890.9999999999974,2083.9999999999745,445.99999999999795,3007.000000000004,2218.999999999993,1021.9999999999984,841.9999999999983,576.9999999999942,,14204.999999999984
2020.03.23,773.0000000000015,524.0000000000023,404.0000000000044,-73.99999999999629,380.999999999998,585.9999999999976,1032.0000000000107,182.00000000000216,2262.0000000000086,1758.9999999999995,722.0000000000014,338.00000000000495,219.99999999999798,,9109.000000000035
2020.03.23,706.0000000000066,441.99999999999795,324.00000000000205,-46.999999999997044,367.99999999999056,524.9999999999977,1194.0000000000061,353.9999999999992,1940.9999999999927,1505.0000000000007,731.0000000000016,277.000000000005,141.00000000000225,,8461.000000000005
2020.03.23,669.0000000000085,458.00000000000284,392.00000000000347,-31.000000000003247,446.9999999999974,611.000000000006,1331.9999999999777,355.000000000004,2231.9999999999895,1961.0000000000127,866.9999999999973,321.0000000000046,248.99999999999923,,9863.000000000002
2020.03.23,588.9999999999951,557.0000000000075,487.99999999999955,-42.999999999993044,329.999999999997,651.0000000000016,1665.9999999999898,293.99999999999693,2340.0000000000086,2113.000000000009,870.9999999999951,538.0000000000051,424.9999999999976,,10819.000000000011
2020.03.23,819.9999999999985,470.00000000000375,475.0000000000032,-36.999999999998145,422.00000000000017,565.0000000000044,1388.999999999996,314.9999999999977,2048.0000000000055,1991.9999999999939,830.9999999999959,268.99999999999704,283.99999999999534,,9842.999999999993
2020.03.23,865.0000000000047,368.00000000000165,272.00000000000557,-82.00000000000429,530.9999999999926,558.000000000003,1151.9999999999975,266.00000000000534,2014.0000000000048,1591.9999999999934,704.0000000000007,89.00000000000574,-30.000000000007798,,8299.000000000002
2020.03.23,870.9999999999995,406.00000000000637,306.00000000000625,-119.00000000000244,518.9999999999917,546.000000000002,1157.9999999999923,286.9999999999919,2147.00000000001,1788.9999999999961,769.999999999996,151.00000000000114,26.999999999999247,,8857.999999999993
2020.03.23,889.0000000000065,378.00000000000057,287.0000000000039,-120.99999999999334,608.9999999999928,546.000000000002,1815.9999999999955,414.0000000000015,2299.0000000000064,1934.9999999999977,878.9999999999977,91.00000000000774,-18.0000000000069,,10004.000000000013
2020.03.23,787.0000000000043,322.00000000000006,179.00000000000693,-126.0000000000039,561.9999999999958,546.000000000002,1512.0000000000023,329.9999999999983,2127.9999999999964,1591.000000000009,743.9999999999998,85.00000000000173,-102.99999999999754,,8557.000000000015
2020.03.23,653.999999999999,19.00000000000235,-24.000000000001798,-158.99999999999804,530.9999999999926,270.99999999999903,809.9999999999774,448.99999999999807,1354.0000000000107,1085.0000000000027,634.999999999998,-297.00000000000284,-338.00000000000495,,4989.999999999973
2020.03.23,826.0000000000156,246.00000000000176,163.00000000000205,-205.00000000001074,530.9999999999926,401.00000000000693,1555.9999999999795,197.00000000000273,1848.0000000000052,1455.0000000000064,635.9999999999957,-46.00000000000159,-153.99999999999858,,7453.999999999997
2020.03.23,1073.0000000000127,314.99999999999864,363.0000000000022,-184.00000000000637,509.9999999999993,379.0000000000071,1671.9999999999845,287.9999999999967,1751.999999999998,1811.000000000007,780.9999999999989,-95.99999999999609,-26.999999999999247,,8637.000000000002
2020.03.23,937.9999999999944,170.99999999999892,268.99999999999704,-259.9999999999936,208.99999999999253,24.000000000001798,294.9999999999786,587.0000000000033,705.0000000000001,916.0000000000057,614.9999999999949,-247.99999999999267,-90.0000000000012,,4130.99999999998
2020.03.23,1008.0000000000089,273.000000000001,258.0000000000027,-165.9999999999995,340.9999999999913,197.00000000000273,107.99999999999699,493.9999999999998,1208.9999999999934,1083.0000000000118,628.9999999999977,-154.99999999999403,-145.00000000000622,,5134.000000000007
2020.03.23,995.9999999999969,417.0000000000007,348.9999999999993,-177.00000000000495,356.9999999999962,375.9999999999986,870.0000000000152,487.99999999999955,1793.0000000000002,1446.0000000000139,762.9999999999982,72.0000000000054,-2.999999999997449,,7747.000000000022
2020.03.23,1166.0000000000005,521.0000000000048,395.0000000000009,-147.99999999999258,340.9999999999913,392.9999999999989,554.9999999999944,367.00000000000443,1787.9999999999895,1327.0000000000116,634.999999999998,133.00000000000534,-33.000000000005244,,7440.000000000003
