date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2017.04.10,29.00000000001235,-29.999999999996696,36.999999999998145,-12.000000000000899,-98.99999999999353,68.99999999999685,31.000000000003247,12.000000000000455,-1.999999999990898,1.9999999999953388,-23.00000000001745,-21.000000000000796,-47.99999999998761,-7.999999999995566,1.0000000000065512,,-61.99999999997051
2017.04.10,-35.999999999991594,-76.0000000000094,58.99999999999794,-58.000000000002494,-122.99999999999534,140.99999999999113,99.00000000000463,-21.99999999999136,-1.999999999990898,16.999999999995907,-101.00000000001774,-40.99999999999682,-105.99999999999454,-57.00000000000216,-48.99999999999905,,-355.00000000000176
2017.04.10,-35.00000000000725,-49.99999999999449,95.00000000000064,-59.000000000009045,-148.99999999999915,191.99999999999218,121.99999999999989,195.99999999999795,-52.000000000007596,-164.00000000000148,-170.00000000000347,-209.00000000000318,-269.999999999996,-185.00000000000227,-62.99999999999084,,-801.0000000000241
2017.04.10,-62.99999999999084,-109.00000000000354,98.99999999999353,-69.00000000000794,-165.9999999999995,200.99999999999562,143.00000000000423,224.99999999999432,-4.000000000004,-176.00000000000193,-219.00000000001364,-210.99999999999852,-305.9999999999974,-229.99999999998977,-121.99999999999989,,-1007.0000000000192
2017.04.10,-89.00000000000574,-163.00000000000205,112.99999999999643,-79.00000000000685,-132.99999999999423,211.99999999998997,148.99999999999915,138.00000000000523,28.999999999990145,-131.00000000000023,-234.00000000000088,-146.0000000000008,-284.9999999999966,-203.99999999999352,-176.99999999999383,,-1000.0000000000139
2017.04.10,-41.000000000002146,-129.00000000000134,153.00000000000313,-100.00000000000009,-146.99999999999713,242.99999999999324,154.0000000000097,153.99999999999636,45.99999999999049,-111.0000000000042,-290.00000000001245,-147.99999999999613,-305.9999999999974,-201.99999999999818,-167.9999999999904,,-892.0000000000066
2017.04.10,-49.99999999999449,-143.99999999998857,131.00000000000333,-70.0000000000034,-159.9999999999935,242.99999999999324,152.00000000000767,397.99999999999613,56.99999999999594,-329.9999999999983,-252.0000000000078,-293.00000000000637,-438.99999999999295,-316.99999999999307,-147.99999999999258,,-1221.9999999999748
2017.04.10,-43.999999999999595,-211.99999999998997,121.99999999999989,-8.000000000008,-148.99999999999915,262.999999999991,113.00000000000753,406.0000000000059,148.99999999999915,-296.99999999999704,-279.00000000000705,-254.0000000000049,-433.9999999999975,-251.99999999999534,-112.000000000001,,-987.999999999996
2017.04.10,32.0000000000098,-188.00000000001037,143.9999999999997,13.999999999991797,-144.99999999999514,264.999999999993,75.00000000000284,527.0000000000152,228.00000000000597,-343.0000000000035,-292.00000000000335,-281.9999999999965,-474.9999999999943,-241.99999999999022,-66.99999999999484,,-748.9999999999701
2017.04.10,26.999999999999247,-228.99999999999034,21.999999999999797,31.999999999998696,-132.99999999999423,150.99999999999002,65.00000000000395,543.0000000000064,269.00000000000813,-355.000000000004,-68.00000000000139,-274.0000000000009,-350.9999999999991,-233.99999999999466,-69.9999999999923,,-604.9999999999707
2017.04.10,-4.999999999988347,-286.99999999999284,-84.0000000000063,52.99999999999194,-100.99999999999554,48.99999999999905,47.00000000000814,520.0000000000102,302.0000000000023,-337.99999999999386,93.99999999999409,-245.00000000000455,-240.99999999999966,-219.99999999999886,-81.9999999999932,,-537.9999999999675
2017.04.10,-21.999999999988695,-262.00000000000665,-85.99999999999719,29.999999999996696,-107.00000000000153,39.999999999995595,63.00000000000195,457.9999999999984,243.99999999999977,-307.00000000000216,97.9999999999981,-236.0000000000042,-216.99999999999875,-222.99999999999898,-96.99999999999153,,-623.9999999999991
2017.04.10,7.0000000000014495,-259.0000000000092,-65.99999999999939,-2.000000000002,-88.99999999999464,37.99999999999359,75.00000000000284,479.99999999998977,280.9999999999979,-331.00000000000307,102.00000000000209,-231.00000000000875,-229.99999999998977,-250.99999999999056,-136.99999999999824,,-613.000000000008
2017.04.10,29.999999999996696,-245.0000000000063,-58.000000000002494,-28.000000000005798,-76.99999999999375,27.999999999994696,82.00000000000429,501.0000000000048,293.99999999999426,-358.0000000000041,129.00000000000134,-234.99999999999943,-233.99999999999466,-275.99999999999625,-161.99999999999548,,-609.0000000000022
2017.04.10,69.9999999999923,-242.99999999999324,-77.00000000000485,-47.00000000000814,-54.999999999993946,-13.00000000000745,82.00000000000429,501.0000000000048,340.9999999999913,-344.99999999999886,183.99999999998417,-215.0000000000034,-193.9999999999884,-275.99999999999625,-185.99999999999727,,-473.000000000015
2017.04.10,86.0000000000083,-235.99999999999176,-63.00000000000195,-57.00000000000705,-53.00000000000304,-11.00000000000545,87.00000000000374,537.0000000000061,358.9999999999982,-381.9999999999908,187.99999999998818,-230.00000000000398,-216.99999999999875,-298.9999999999924,-197.99999999999818,,-488.99999999998875
2017.04.10,46.0000000000127,-251.00000000000122,-39.00000000000014,-85.00000000000173,-42.999999999993044,17.999999999995797,113.00000000000753,455.99999999998886,323.99999999999096,-370.9999999999951,173.99999999998528,-195.99999999999795,-219.99999999999886,-304.00000000000205,-240.99999999999122,,-619.0000000000002
2017.04.10,100.99999999999554,-215.00000000000963,-18.0000000000069,-135.00000000000733,-39.999999999995595,13.999999999991797,140.0000000000068,599.9999999999943,353.99999999998766,-498.9999999999952,201.99999999999108,-267.0000000000101,-292.99999999999216,-408.9999999999918,-288.9999999999948,,-754.0000000000363
2017.04.10,120.00000000000898,-239.99999999999577,2.999999999997449,-153.00000000000313,-41.000000000002146,49.99999999999449,173.00000000000094,455.0000000000125,408.00000000000836,-278.99999999999636,73.99999999999629,-150.00000000000568,-213.99999999999864,-331.99999999999363,-327.99999999999494,,-453.9999999999714
2017.04.10,173.00000000000094,-173.00000000000094,2.000000000002,-164.00000000000858,-93.99999999999409,62.99999999999084,197.00000000000273,463.99999999999864,397.0000000000029,-200.00000000000284,26.999999999999247,-165.99999999999682,-184.99999999998806,-322.9999999999933,-295.99999999999625,,-277.99999999998363
2017.04.10,117.99999999999588,-194.0000000000053,-134.0000000000008,-107.00000000000153,-95.00000000000064,-62.000000000006494,153.00000000000313,397.99999999999613,350.00000000000585,-186.9999999999976,275.000000000003,-149.0000000000009,-29.999999999986926,-253.99999999999068,-234.00000000000088,,-151.9999999999877
2017.04.10,194.0000000000053,-104.99999999999955,-104.00000000000409,-109.99999999999899,-144.99999999999514,-29.000000000001247,153.00000000000313,542.0000000000016,340.9999999999913,-293.99999999999693,283.99999999999534,-240.0000000000091,-101.99999999998965,-287.9999999999967,-171.99999999999437,,-74.99999999998914
2017.04.10,226.99999999999943,-127.99999999999478,-119.99999999999788,-128.00000000000588,-168.00000000000148,-10.000000000010001,207.00000000000162,599.9999999999943,415.99999999999415,-239.00000000000432,226.99999999999943,-237.99999999999955,-95.99999999998943,-319.9999999999932,-214.99999999999852,,14.999999999993975
2017.04.10,222.00000000001108,-69.9999999999923,-65.00000000000395,-137.00000000000932,-163.99999999999747,7.9999999999968985,182.00000000000438,543.0000000000064,334.9999999999964,-263.9999999999958,203.99999999998198,-243.0000000000092,-128.0000000000001,-304.9999999999926,-190.99999999999673,,-73.00000000000048
2017.04.10,188.00000000001037,-18.999999999991246,-70.0000000000034,-128.00000000000588,-207.99999999999707,17.999999999995797,186.00000000000838,466.0000000000082,228.99999999999034,-207.9999999999984,187.00000000000384,-252.00000000000955,-98.99999999998954,-272.99999999999613,-136.99999999999824,,-119.99999999997254
2017.04.10,195.00000000001182,25.999999999992696,-26.000000000003798,-143.9999999999997,-243.99999999999977,70.99999999999883,213.00000000000762,405.00000000000114,178.99999999999582,-88.99999999999864,29.999999999996696,-240.99999999999966,-104.99999999998977,-250.0,-125.99999999999278,,-105.99999999997948
2017.04.10,164.99999999999292,-51.000000000001044,-29.000000000001247,-102.00000000000209,-229.99999999999687,100.00000000000009,201.00000000000674,408.9999999999918,238.0000000000049,-118.99999999999977,31.999999999987594,-212.0000000000033,-123.99999999999523,-226.99999999998965,-127.99999999999478,,-76.9999999999999
2017.04.10,275.000000000003,35.999999999991594,34.000000000000696,-126.99999999999933,-261.99999999999557,144.99999999999514,211.00000000000563,538.0000000000109,275.9999999999874,-118.99999999999977,-92.00000000000318,-269.999999999996,-196.99999999998852,-257.99999999999557,-102.99999999999754,,87.00000000001894
2017.04.10,212.99999999999653,140.0000000000068,2.000000000002,-75.00000000000284,-366.9999999999951,161.99999999999548,199.00000000000472,536.0000000000014,63.99999999999739,-103.9999999999992,-121.99999999999989,-377.00000000000955,-203.99999999999352,-236.99999999999477,43.00000000000415,,-126.99999999998653
2017.04.10,171.00000000001003,134.99999999999625,-9.999999999998899,-89.00000000000574,-339.0000000000004,122.99999999999534,189.00000000000583,507.000000000005,15.00000000000945,-158.00000000000125,-46.999999999997044,-382.000000000005,-199.99999999998863,-259.9999999999909,20.0000000000089,,-324.9999999999571
2017.04.10,131.99999999999878,188.00000000001037,-4.999999999999449,-82.99999999999974,-388.9999999999949,146.99999999999713,204.00000000000418,561.000000000007,-103.99999999999298,-215.0000000000034,-89.00000000000574,-475.0000000000085,-263.9999999999958,-310.99999999999284,63.00000000000195,,-639.999999999974
2017.04.10,219.99999999999798,306.9999999999906,-26.000000000003798,-115.00000000000954,-434.9999999999965,104.99999999999955,214.00000000000307,538.0000000000109,-133.00000000000534,-132.99999999999557,-12.000000000012001,-475.9999999999991,-165.99999999999682,-277.9999999999916,102.00000000000209,,-288.0000000000061
2017.04.10,331.999999999999,317.9999999999961,24.000000000001798,-220.00000000000907,-395.0000000000009,109.99999999999899,278.00000000000045,575.9999999999934,1.0000000000065512,-191.0000000000025,39.999999999995595,-430.0000000000068,-169.9999999999875,-345.9999999999894,-29.999999999996696,,-103.00000000000114
2017.04.10,422.9999999999956,431.0000000000036,63.00000000000195,-276.00000000000955,-371.99999999999454,60.99999999999994,250.00000000000577,683.9999999999975,-18.999999999991246,-316.99999999999307,102.00000000000209,-508.0000000000098,-219.99999999999886,-414.0000000000015,-23.999999999990695,,-135.99999999998263
2017.04.10,297.9999999999983,348.9999999999993,43.999999999999595,-253.0000000000032,-358.9999999999982,74.99999999999174,260.00000000000466,455.99999999998886,-83.9999999999952,-192.99999999999784,83.9999999999952,-400.99999999999625,-144.99999999999602,-337.99999999999386,-49.99999999999449,,-256.9999999999973
2017.04.10,470.9999999999992,339.0000000000004,63.99999999999739,-284.0000000000065,-300.0000000000003,42.999999999993044,237.00000000000944,618.9999999999998,163.00000000000205,-227.99999999999443,121.99999999999989,-377.00000000000955,-146.99999999999136,-348.99999999998954,-90.99999999999665,,282.0000000000129
2017.04.10,451.0000000000014,499.9999999999893,104.00000000000409,-326.0000000000041,-368.9999999999971,60.99999999999994,265.0000000000041,610.99999999999,-65.00000000000395,-286.9999999999919,107.99999999999699,-484.99999999999943,-198.99999999999807,-408.9999999999918,-44.99999999999504,,-84.9999999999955
2017.04.10,388.0000000000106,472.9999999999901,80.00000000000229,-335.0000000000075,-361.0000000000002,44.99999999999504,279.00000000000705,293.00000000000637,-116.00000000000499,-97.99999999999898,173.00000000000094,-319.0000000000026,-24.999999999991473,-281.9999999999965,-74.99999999999174,,120.00000000001826
