names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,"['CADCHF', 'NZDCHF', 'GBPJPY']",80.0,0.98,B
EURUSD,10,"['EURJPY', 'CHFJPY']",80.0,-0.42930952380952386,S
USDCAD,15,"['AUDCHF', 'NZDCHF', 'NZDJPY']",100.0,-1.0,S
AUDUSD,30,"['GBPCAD', 'EURGBP', 'GBPCHF']",100.0,0.632132240308711,B
NZDUSD,15,"['EURJPY', 'CHFJPY', 'NZDJPY']",80.0,-0.5529646464646466,S
CADCHF,10,"['NZDCAD', 'USDCHF']",100.0,-0.9914285714285714,S
AUDCHF,15,"['NZDCAD', 'GBPCAD', 'GBPCHF']",100.0,0.48852380952380964,B
NZDCHF,10,"['AUDNZD', 'NZDCAD']",100.0,0.34,B
GBPJPY,10,"['AUDJPY', 'USDJPY']",80.0,0.48304761904761917,B
GBPCAD,10,"['GBPJPY', 'USDJPY', 'CADJPY', 'AUDJPY']",80.0,1.0,B
EURAUD,20,['NZDCAD'],80.0,0.18320577805407517,B
CADJPY,10,['NZDCAD'],100.0,-1.0,S
AUDJPY,10,"['CADJPY', 'EURCAD']",80.0,-0.014809523809523798,S
NZDJPY,20,['NZDJPY'],100.0,-0.6692068552362669,S
AUDCAD,10,"['EURJPY', 'CHFJPY']",80.0,-0.40087301587301594,S
NZDCAD,10,"['NZDUSD', 'NZDJPY']",100.0,-1.0,S
