date,GBPUSD,GBPAUD,EURAUD,empty,sum
2016.10.17,-59.000000000009045,-229.99999999999687,-82.00000000000429,,-371.00000000001023
2016.10.17,-100.99999999999554,-276.9999999999939,-62.99999999999084,,-440.9999999999803
2016.10.17,-49.00000000001015,-188.9999999999947,-66.00000000001049,,-304.00000000001535
2016.10.17,-83.00000000001084,-509.99999999998823,-340.9999999999913,,-933.9999999999905
2016.10.17,-53.00000000001415,-553.9999999999878,-415.99999999999415,,-1022.9999999999961
2016.10.17,-200.00000000000017,-889.9999999999908,-469.99999999999267,,-1559.9999999999836
2016.10.17,-121.99999999999989,-751.9999999999972,-455.0000000000054,,-1329.0000000000025
2016.10.17,-92.00000000000318,-703.9999999999935,-445.99999999999085,,-1241.9999999999875
2016.10.17,-26.999999999999247,-916.0000000000057,-751.9999999999972,,-1695.000000000002
2016.10.17,-19.00000000001345,-862.9999999999916,-722.0000000000005,,-1604.0000000000055
2016.10.17,-41.000000000002146,-712.0000000000015,-595.9999999999966,,-1349.0000000000002
2016.10.17,-119.00000000000244,-787.9999999999887,-629.9999999999973,,-1536.9999999999884
2016.10.17,-134.99999999999625,-719.000000000003,-585.9999999999976,,-1439.9999999999968
2016.10.17,-96.00000000000719,-666.9999999999953,-618.9999999999918,,-1381.9999999999943
2016.10.17,-113.00000000000753,-699.0000000000052,-614.0000000000034,,-1426.0000000000161
2016.10.17,-39.00000000001125,-600.0000000000006,-658.0000000000031,,-1297.000000000015
2016.10.17,12.999999999996348,-391.000000000008,-522.0000000000002,,-900.0000000000118
2016.10.17,-90.99999999999665,-642.9999999999936,-594.0000000000057,,-1327.999999999996
2016.10.17,-161.99999999999548,-713.9999999999924,-611.000000000006,,-1486.9999999999939
2016.10.17,-270.99999999999903,-873.999999999997,-686.9999999999932,,-1831.9999999999893
2016.10.17,-226.99999999999943,-1021.0000000000052,-787.9999999999887,,-2035.9999999999932
2016.10.17,-70.0000000000145,-845.0000000000068,-714.999999999999,,-1630.0000000000205
2016.10.17,-87.99999999999919,-780.9999999999873,-733.9999999999902,,-1602.9999999999768
2016.10.17,-109.00000000000354,-609.9999999999994,-634.0000000000013,,-1353.000000000004
2016.10.17,-121.99999999999989,-751.9999999999972,-790.0000000000018,,-1663.9999999999989
2016.10.17,-138.0000000000159,-644.0000000000001,-632.0000000000103,,-1414.0000000000264
2016.10.17,-79.00000000000685,-618.0000000000074,-682.9999999999892,,-1380.0000000000034
2016.10.17,-53.999999999998494,-391.000000000008,-483.99999999999557,,-929.000000000002
2016.10.17,58.99999999998684,-198.00000000000927,-526.0000000000042,,-665.0000000000266
2016.10.17,73.99999999999629,-195.9999999999962,-520.9999999999936,,-642.9999999999935
2016.10.17,65.99999999998829,-160.00000000000458,-540.0000000000072,,-634.0000000000234
2016.10.17,-100.99999999999554,-191.99999999999218,-459.99999999999375,,-752.9999999999815
2016.10.17,-86.0000000000083,-215.99999999999397,-418.9999999999916,,-720.9999999999939
2016.10.17,-56.000000000011596,-262.999999999991,-489.0000000000061,,-808.0000000000086
2016.10.17,-49.99999999999449,-194.0000000000053,-425.0000000000087,,-669.0000000000084
2016.10.17,22.999999999995246,-97.9999999999981,-340.9999999999913,,-415.99999999999415
2016.10.17,-297.9999999999983,-408.00000000000836,-313.00000000000773,,-1019.0000000000143
2016.10.17,-287.9999999999994,-394.00000000000546,-357.00000000000733,,-1039.000000000012
2016.10.17,-258.0000000000027,-445.0000000000065,-343.00000000000443,,-1046.0000000000136
2016.10.17,-405.0000000000109,-510.99999999999477,-343.99999999998875,,-1259.9999999999945
2016.10.17,-367.0000000000062,-504.9999999999999,-431.0000000000036,,-1303.0000000000098
2016.10.17,-417.0000000000007,-626.9999999999998,-432.0000000000102,,-1476.0000000000107
2016.10.17,-387.000000000004,-503.000000000009,-300.99999999999574,,-1191.0000000000086
2016.10.17,-357.00000000000733,-424.00000000000216,-266.0000000000107,,-1047.0000000000202
2016.10.17,-300.00000000001137,-397.0000000000029,-351.99999999999676,,-1049.0000000000111
2016.10.17,-327.99999999999494,-452.99999999999227,-421.99999999998903,,-1202.9999999999764
2016.10.17,-212.00000000001216,-292.00000000000335,-348.9999999999993,,-853.0000000000148
2016.10.17,-255.00000000000523,-212.99999999999653,-255.99999999998957,,-723.9999999999914
2016.10.18,-255.00000000000523,-150.99999999999002,-160.99999999998892,,-566.9999999999841
2016.10.18,-276.00000000000955,-170.99999999998784,-165.9999999999995,,-612.9999999999968
2016.10.18,-265.0000000000041,-211.99999999998997,-251.00000000000122,,-727.9999999999953
2016.10.18,-314.00000000001427,-323.0000000000066,-306.9999999999906,,-944.0000000000116
2016.10.18,-314.99999999999864,-324.9999999999975,-303.9999999999932,,-943.9999999999893
2016.10.18,-621.0000000000049,-523.0000000000068,-224.000000000002,,-1368.0000000000139
2016.10.18,-795.0000000000124,-577.9999999999897,-168.99999999999693,,-1541.999999999999
2016.10.18,-895.0000000000014,-381.0000000000091,157.99999999999147,,-1118.000000000019
2016.10.18,-845.0000000000068,-306.9999999999906,146.00000000000168,,-1005.9999999999958
2016.10.18,-853.9999999999992,-184.00000000000637,215.00000000000963,,-822.9999999999958
2016.10.18,-733.0000000000059,-144.99999999999514,161.00000000001114,,-716.9999999999899
2016.10.18,-731.000000000015,-209.9999999999991,112.000000000001,,-829.0000000000131
2016.10.18,-773.0000000000015,-130.99999999999224,161.00000000001114,,-742.9999999999826
2016.10.18,-656.0000000000122,60.99999999999994,208.99999999999253,,-386.0000000000198
2016.10.18,-668.0000000000019,113.00000000000753,276.00000000000955,,-278.9999999999849
2016.10.18,-702.0000000000026,42.999999999993044,306.00000000000625,,-353.0000000000033
2016.10.18,-723.0000000000069,-53.999999999998494,259.9999999999936,,-517.0000000000118
2016.10.18,-717.000000000012,-99.00000000000463,226.99999999999943,,-589.0000000000173
2016.10.18,-797.0000000000033,151.00000000001222,485.0000000000021,,-160.99999999998903
2016.10.18,-805.0000000000113,73.00000000001194,443.99999999999994,,-287.9999999999994
2016.10.18,-906.0000000000068,1.999999999990898,568.9999999999973,,-335.00000000001864
2016.10.18,-914.0000000000148,-36.999999999998145,497.99999999999847,,-453.0000000000145
2016.10.18,-940.0000000000075,-99.99999999998899,445.99999999999085,,-594.0000000000057
2016.10.18,-903.0000000000093,-75.99999999998718,419.9999999999982,,-558.9999999999983
2016.10.18,-773.0000000000015,117.00000000001154,483.99999999999557,,-171.99999999999443
2016.10.18,-1333.0000000000064,-602.999999999998,414.00000000000324,,-1522.0000000000011
2016.10.18,-1204.000000000005,-295.0000000000008,597.0000000000031,,-902.0000000000028
2016.10.18,-1232.000000000011,-438.9999999999894,581.9999999999936,,-1089.0000000000068
2016.10.18,-1192.0000000000152,-469.99999999999267,588.9999999999951,,-1073.0000000000127
2016.10.18,-998.9999999999943,-333.0000000000055,577.0000000000052,,-754.9999999999945
2016.10.18,-1212.9999999999975,-519.9999999999872,642.9999999999936,,-1089.999999999991
2016.10.18,-1093.0000000000107,-692.0000000000038,564.9999999999933,,-1220.0000000000214
2016.10.18,-1436.9999999999993,-767.9999999999909,795.9999999999967,,-1408.9999999999932
2016.10.18,-1346.0000000000027,-740.9999999999917,835.9999999999923,,-1251.0000000000023
2016.10.18,-1456.9999999999973,-853.9999999999992,868.000000000002,,-1442.9999999999943
2016.10.18,-1452.0000000000089,-1194.9999999999905,649.0000000000107,,-1997.9999999999884
2016.10.18,-1558.000000000015,-1262.0000000000075,557.9999999999918,,-2262.000000000031
2016.10.18,-1519.0000000000036,-892.0000000000039,680.9999999999983,,-1730.000000000009
2016.10.18,-1422.9999999999966,-798.9999999999942,692.0000000000038,,-1529.9999999999873
2016.10.18,-1360.0000000000057,-838.9999999999898,617.0000000000009,,-1581.9999999999945
2016.10.18,-1497.000000000015,-1058.0000000000034,600.0000000000006,,-1955.0000000000177
2016.10.18,-1448.0000000000048,-1080.9999999999986,626.9999999999998,,-1902.0000000000039
2016.10.18,-1347.0000000000093,-897.9999999999987,652.0000000000082,,-1593.0
2016.10.18,-1363.0000000000032,-941.9999999999984,697.9999999999986,,-1607.0000000000032
2016.10.18,-1337.9999999999948,-910.9999999999951,644.0000000000001,,-1604.99999999999
2016.10.18,-1366.0000000000005,-970.0000000000042,638.0000000000052,,-1697.9999999999993
2016.10.18,-1381.00000000001,-1039.9999999999966,611.9999999999903,,-1809.000000000016
2016.10.18,-1402.0000000000143,-987.9999999999889,673.9999999999968,,-1716.0000000000064
2016.10.19,-1378.9999999999968,-828.9999999999909,815.0000000000101,,-1392.9999999999777
2016.10.19,-1448.0000000000048,-909.9999999999886,829.9999999999974,,-1527.9999999999964
2016.10.19,-1400.0000000000011,-868.000000000002,819.9999999999985,,-1448.0000000000045
2016.10.19,-1407.0000000000027,-926.0000000000045,758.9999999999985,,-1574.0000000000086
2016.10.19,-1408.0000000000093,-865.0000000000047,787.0000000000043,,-1486.0000000000098
2016.10.19,-1442.00000000001,-879.9999999999919,885.0000000000025,,-1436.9999999999993
2016.10.19,-1497.000000000015,-787.9999999999887,957.0000000000078,,-1327.999999999996
2016.10.19,-1381.00000000001,-614.0000000000034,832.0000000000105,,-1163.000000000003
2016.10.19,-1402.0000000000143,-567.9999999999907,893.0000000000105,,-1076.9999999999945
2016.10.19,-1411.0000000000066,-536.0000000000032,872.9999999999905,,-1074.0000000000193
2016.10.19,-1324.9999999999984,-913.9999999999926,500.9999999999959,,-1737.999999999995
2016.10.19,-1302.0000000000032,-905.0000000000002,517.9999999999962,,-1689.0000000000073
2016.10.19,-1319.0000000000034,-817.000000000001,604.0000000000045,,-1532.0
2016.10.19,-1314.9999999999995,-733.0000000000059,666.000000000011,,-1381.9999999999945
2016.10.19,-1205.999999999996,-720.9999999999939,621.9999999999892,,-1305.0000000000005
2016.10.19,-1226.000000000016,-770.000000000004,662.000000000007,,-1334.000000000013
2016.10.19,-1198.0000000000102,-625.9999999999932,744.9999999999957,,-1079.0000000000077
2016.10.19,-1211.0000000000066,-550.9999999999903,812.999999999997,,-948.9999999999998
2016.10.19,-1066.9999999999957,-557.0000000000075,706.999999999991,,-917.0000000000122
2016.10.19,-1123.0000000000073,-470.9999999999992,780.000000000003,,-814.0000000000034
2016.10.19,-1244.0000000000007,-791.9999999999927,564.9999999999933,,-1471.0
2016.10.19,-1285.0000000000027,-885.0000000000025,482.00000000000466,,-1688.000000000001
2016.10.19,-1470.0000000000157,-852.9999999999926,605.9999999999955,,-1717.0000000000127
2016.10.19,-1631.0000000000048,-936.9999999999878,756.0000000000011,,-1811.9999999999916
